"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Veces que se compartió","Visitas al perfil",Respuestas,Navegación,"Clics en el enlace",Seguimientos,"Toques en stickers"
18448056103040791,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Feliz día a todos los conductores!🚕🚐",0,"07/16/2024 06:07",,"Historia de Instagram",,Total,539,539,0,,1,627,,,
17934065090888327,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hasta el 20 de julio’",15,"07/16/2024 05:07",,"Historia de Instagram",,Total,543,543,1,,0,657,,,
17986120664691792,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos!✅💪🏼 ¡Es hoy, es hoy! @fernandapasmin @soymafevictoria @sachicanavarro @pachogirontulua @karolberon25 @secre.bienestarsocialtulua @natagiln @josemartinhincapi @imdertulua @tuluaculturacol_",15,"07/16/2024 05:07",,"Historia de Instagram",,Total,614,597,0,1,0,695,,,
18035305454305507,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy es
Martes de.. @gisecalero16 @bibliotecatulua @tuluaculturacol_ @imdertulua @josemartinhincapi @natagiln @cristianhernandezv @zule_acevedo @secre.bienestarsocialtulua @karolberon25 @fernandapasmin @pachogirontulua @sachicanavarro @soymafevictoria  @fernandapasmin",15,"07/16/2024 05:07",,"Historia de Instagram",,Total,659,632,0,1,0,726,,1,
18035413243871033,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@pachogirontulua @fernandapasmin @karolberon25 @secre.bienestarsocialtulua @zule_acevedo @cristianhernandezv @natagiln @josemartinhincapi @tuluaculturacol_ @imdertulua @gustavovelezr @bibliotecatulua @ @tuluaculturacol_ @bibliotecatulua @gisecalero16",15,"07/15/2024 15:07",,"Historia de Instagram",,Total,1532,1376,28,,0,813,,,
18446269138044699,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@bibliotecatulua @gustavovelezr @imdertulua @tuluaculturacol_ @josemartinhincapi @natagiln @cristianhernandezv @zule_acevedo @secre.bienestarsocialtulua @karolberon25 @fernandapasmin @pachogirontulua",15,"07/15/2024 10:07",,"Historia de Instagram",,Total,746,741,1,1,0,817,2,,
18035010848046009,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@soymafevictoria,15,"07/15/2024 10:07",,"Historia de Instagram",,Total,728,728,0,,0,816,,,
18010467977535862,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,45,"07/15/2024 10:07",,"Historia de Instagram",,Total,744,744,3,,0,811,,,
18041683879748964,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,59,"07/15/2024 10:07",,"Historia de Instagram",,Total,823,819,2,1,2,922,,,
18055802143660019,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","La SEDAMA se reúne con la Agencia Nacional de Tierras y líderes campesinos con el fin de formalizar y titular algunos predios de nuestro municipio.",15,"07/15/2024 08:07",,"Historia de Instagram",,Total,802,802,0,1,0,971,,,
18007267148547661,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/14/2024 21:07",,"Historia de Instagram",,Total,1039,903,0,,1,848,,,
18009062432601471,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"06/30/2024 10:06",,"Historia de Instagram",,Total,808,808,0,2,0,1038,,,
18064216423559807,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"06/30/2024 06:06",,"Historia de Instagram",,Total,742,742,0,1,0,878,,,
18038296141962787,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/14/2024 15:07",,"Historia de Instagram",,Total,692,692,0,,0,769,,,
17894280260965231,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,22,"07/14/2024 11:07",,"Historia de Instagram",,Total,1450,1355,0,,0,874,,,
18031978966909164,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@gisecalero16 @central_de_transportes_tulua_ @josemartinhincapi @natagiln @gustavovelezr @bibliotecatulua @policiavalledelcauca @fernandapasmin @santiagoguzmanp @imdertulua @secre.bienestarsocialtulua @infitulua",23,"07/14/2024 07:07",,"Historia de Instagram",,Total,1933,1650,1,1,0,839,,,
18037412866991264,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"07/13/2024 19:07",,"Historia de Instagram",,Total,2290,1850,1,,0,718,,,
18438893521006097,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@gustavovelezr @natagiln @zule_acevedo @josemartinhincapi @gisecalero16 @central_de_transportes_tulua_",52,"07/13/2024 19:07",,"Historia de Instagram",,Total,1284,1133,2,,0,725,,,
17855248479217523,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@pachogirontulua @fernandapasmin @karolberon25 @tuluaculturacol_ @secre.bienestarsocialtulua @zule_acevedo @cristianhernandezv @natagiln @soymafevictoria @josemartinhincapi @sachicanavarro @puntos_innova_tulua  @imdertulua @tuluaculturacol_ @bibliotecatulua  Disfrutemos y celebremos en paz ⚽️🇨🇴",15,"07/13/2024 16:07",,"Historia de Instagram",,Total,912,900,0,4,1,762,,,
17973932375725329,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@gustavovelezr @natagiln @tuluaculturacol_ @secre.bienestarsocialtulua @karolberon25 @imdertulua @josemartinhincapi @gisecalero16 @fernandapasmin @infitulua @central_de_transportes_tulua_ @bibliotecatulua @santiagoguzmanp @zule_acevedo @imdanielagonzalez @valeria_rivas05",31,"07/13/2024 12:07",,"Historia de Instagram",,Total,686,667,0,4,3,711,,,
18444155263057185,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,9,"07/13/2024 10:07",,"Historia de Instagram",,Total,1917,1670,0,,1,587,,,
18296217373160903,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Sigue la transmisión ¡Encuentros con el alcalde!🔵",15,"07/13/2024 09:07",,"Historia de Instagram",,Total,588,588,0,,2,678,9,,
17945528327827114,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/13/2024 07:07",,"Historia de Instagram",,Total,593,593,0,,0,686,,,
18014840141432321,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/13/2024 07:07",,"Historia de Instagram",,Total,603,600,0,,0,717,,,
17883311838084074,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/13/2024 07:07",,"Historia de Instagram",,Total,621,619,0,,0,761,,,
18193419970291217,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/13/2024 07:07",,"Historia de Instagram",,Total,643,643,0,,0,793,,,
18049283860746678,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,35,"07/13/2024 06:07",,"Historia de Instagram",,Total,665,665,4,1,1,816,,,
18050342455776843,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/12/2024 19:07",,"Historia de Instagram",,Total,2650,2130,0,6,2,1000,200,1,
17885403744076657,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@pachogirontulua,13,"07/12/2024 12:07",,"Historia de Instagram",,Total,751,750,0,5,1,836,,,
18019436255127905,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi @zule_acevedo @santiagoguzmanp @fernandapasmin @alexa__cardona1974 @gisecalero16 @karolberon25 @infitulua @emtulua @imdertulua @tuluaculturacol_ @bibliotecatulua @secre.bienestarsocialtulua @sachicanavarro @policiavalledelcauca",12,"07/12/2024 10:07",,"Historia de Instagram",,Total,914,872,0,3,1,748,,,2
17856263214213396,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi @policiavalledelcauca @sachicanavarro @secre.bienestarsocialtulua @bibliotecatulua @tuluaculturacol_ @imdertulua @emtulua @infitulua @karolberon25 @gisecalero16 @alexa__cardona1974 @fernandapasmin @santiagoguzmanp @zule_acevedo",60,"07/12/2024 10:07",,"Historia de Instagram",,Total,1203,1051,3,1,0,796,,,
17912163947882722,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@josemartinhincapi,20,"07/12/2024 08:07",,"Historia de Instagram",,Total,2635,2088,2,,3,894,,,
17857889856198964,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@puntos_innova_tulua @sachicanavarro @josemartinhincapi @soymafevictoria @natagiln @cristianhernandezv @zule_acevedo @secre.bienestarsocialtulua @tuluaculturacol_ @karolberon25 @fernandapasmin @",15,"07/12/2024 07:07",,"Historia de Instagram",,Total,677,677,0,,0,830,,,
17861097564188289,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/12/2024 07:07",,"Historia de Instagram",,Total,685,685,0,1,0,833,6,,
17974002887723976,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@cristianhernandezv @gustavovelezr @natagiln @soymafevictoria @josemartinhincapi @alcaldiadeandalucia @sachicanavarro",58,"07/12/2024 06:07",,"Historia de Instagram",,Total,844,841,0,,0,819,,,
18122560855370943,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/12/2024 06:07",,"Historia de Instagram",,Total,717,717,0,,0,842,1,,
18009659954305772,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Carrera 30 # 14-51 vía al Coliseo de Ferias📍 ¡Te esperamos!💙 Hoy es viernes de Mercado Campesino✅💪🏼",15,"07/12/2024 06:07",,"Historia de Instagram",,Total,758,756,0,,0,895,,,
18060256861554812,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@josemartinhincapi,15,"07/11/2024 20:07",,"Historia de Instagram",,Total,847,803,0,2,5,855,,,
18238420255256681,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@hospitalrubencruzvelez @gustavovelezr @alcaldiadeandalucia @alcaldiadesevilla @alcaldiadecalimaeldarien @alcaldiayotoco @alcaldiacartagovalle",15,"07/11/2024 15:07",,"Historia de Instagram",,Total,832,801,0,1,0,734,,,
17978376917710098,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/11/2024 14:07",,"Historia de Instagram",,Total,560,559,0,,0,658,,,
18095243110440466,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Trabajando por Tuluá 💪🏼💙",35,"07/11/2024 11:07",,"Historia de Instagram",,Total,491,490,0,,0,614,,,11
18000358307425405,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @cristianhernandezv",20,"07/11/2024 09:07",,"Historia de Instagram",,Total,1140,1086,0,,0,567,,,
18066047773566870,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/11/2024 08:07",,"Historia de Instagram",,Total,445,445,8,1,0,572,,,
18044148385896701,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Aún puedes hacer parte!",15,"07/11/2024 08:07",,"Historia de Instagram",,Total,449,449,0,4,0,526,,,
17923738943925642,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi @santiagoguzmanp @imdertulua @gisecalero16 @fernandapasmin @alexa__cardona1974 @karolberon25 @secre.bienestarsocialtulua @zule_acevedo @sachicanavarro @tuluaculturacol_ @soymafevictoria @natagiln @gustavovelezr",15,"07/11/2024 07:07",,"Historia de Instagram",,Total,445,445,0,3,0,533,5,,
18027027506232070,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Comunícate ahora! ⬇️⬇️⬇️",0,"07/11/2024 07:07",,"Historia de Instagram",,Total,465,465,0,,0,529,,,
18029857229134307,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Se acaba el tiempo! No pierdas esta oportunidad",15,"07/11/2024 06:07",,"Historia de Instagram",,Total,473,473,1,,0,559,,,
18002300351628806,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/11/2024 06:07",,"Historia de Instagram",,Total,511,511,2,1,2,609,4,,
18443207836021505,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@secre.bienestarsocialtulua @karolberon25 @alexa__cardona1974 @fernandapasmin @gisecalero16 @imdertulua @santiagoguzmanp @josemartinhincapi",25,"07/10/2024 15:07",,"Historia de Instagram",,Total,592,551,0,1,0,494,,,
18042177790745704,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @josemartinhincapi @karolberon25 @secre.bienestarsocialtulua @soymafevictoria @imdertulua @tuluaculturacol_ @fernandapasmin @gisecalero16 @alexa__cardona1974 @sachicanavarro @santiagoguzmanp @zule_acevedo @",10,"07/10/2024 15:07",,"Historia de Instagram",,Total,560,551,0,,0,478,,,
18065875684569577,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@zule_acevedo @santiagoguzmanp @sachicanavarro @alexa__cardona1974 @gisecalero16 @fernandapasmin @tuluaculturacol_ @imdertulua @soymafevictoria @secre.bienestarsocialtulua @imdanielagonzalez @karolberon25 @josemartinhincapi @natagiln",15,"07/10/2024 13:07",,"Historia de Instagram",,Total,540,524,0,,1,491,6,,
17984372786686451,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@zule_acevedo  @santiagoguzmanp",15,"07/10/2024 10:07",,"Historia de Instagram",,Total,1110,1006,0,,0,450,,,
18140577655331345,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/10/2024 10:07",,"Historia de Instagram",,Total,537,486,0,,0,454,,,
17886054003067677,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/10/2024 10:07",,"Historia de Instagram",,Total,509,481,0,,1,471,,,
18013231934438544,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @josemartinhincapi @karolberon25 @secre.bienestarsocialtulua @soymafevictoria @imdertulua @tuluaculturacol_ @fernandapasmin @alexa__cardona1974 @gisecalero16 @sachicanavarro  @imdanielagonzalez  @zule_acevedo @santiagoguzmanp",15,"07/10/2024 09:07",,"Historia de Instagram",,Total,534,499,0,,1,504,,,
18133480162342577,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aún puedes inscribirte✅ Disfruta de nuestras vacaciones recreativas 💪🏼",15,"07/10/2024 06:07",,"Historia de Instagram",,Total,449,444,0,1,1,510,,,
17982841205550748,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Si necesitas agendar tus citas médicas, esta información es para ti⬇️",15,"07/10/2024 06:07",,"Historia de Instagram",,Total,482,476,0,1,0,556,,,
18042980458922431,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención beneficiarios de Renta Ciudadana!🚨 ¡Aprende cómo firmar el acta de corresponsabilidad!",60,"07/09/2024 14:07",,"Historia de Instagram",,Total,484,481,2,1,0,587,,,
17931961784893945,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Atención beneficiarios de Renta Ciudadana!🚨 ¡Aprende cómo firmar el acta de corresponsabilidad !",60,"07/09/2024 14:07",,"Historia de Instagram",,Total,507,499,8,2,0,642,,,
17892117630043986,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi @soymafevictoria  @gustavovelezr",26,"07/09/2024 12:07",,"Historia de Instagram",,Total,1984,1742,3,,0,626,,,
18070386679536613,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hasta el 
20 de julio!",15,"07/09/2024 07:07",,"Historia de Instagram",,Total,458,446,1,1,0,573,,,
17988362726675487,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@alexa__cardona1974 @santiagoguzmanp @karolberon25 @carolarodri @soymafevictoria @fernandapasmin @secre.bienestarsocialtulua @gisecalero16 @josemartinhincapi  @gustavovelezr @tuluaculturacol_ @imdertulua @maryelena_23 @emtulua",15,"07/09/2024 07:07",,"Historia de Instagram",,Total,457,455,0,,0,546,3,,
18006198464608769,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"07/09/2024 06:07",,"Historia de Instagram",,Total,462,462,2,,0,533,,,
18404479285073913,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos!",0,"07/09/2024 06:07",,"Historia de Instagram",,Total,451,450,0,1,0,538,,,
18004615220343506,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/09/2024 06:07",,"Historia de Instagram",,Total,471,470,0,,0,552,,,
18000730382432272,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Carrera 30 # 14-51 Vía al Coliseo de Ferias",15,"07/09/2024 06:07",,"Historia de Instagram",,Total,512,512,0,,0,584,,,
18090553561453817,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Iniciamos oficialmente nuestro Programa de Gobierno!✅💪🏼 @gustavovelezr  @josemartinhincapi",12,"07/08/2024 10:07",,"Historia de Instagram",,Total,1356,1229,1,1,0,487,,,
18000362267442413,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@imdertulua @tuluaculturacol_ @emtulua @secre.bienestarsocialtulua @bibliotecatulua @central_de_transportes_tulua_ @infitulua",15,"07/08/2024 08:07",,"Historia de Instagram",,Total,646,588,0,,0,538,,,
17930589932869810,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/08/2024 08:07",,"Historia de Instagram",,Total,455,455,0,,0,540,,,
18069495652550634,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✅💪🏼 Desde hoy! Vacaciones recreativas con el @imdertulua",15,"07/08/2024 07:07",,"Historia de Instagram",,Total,653,624,0,1,0,539,,,
18342252385142499,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/08/2024 07:07",,"Historia de Instagram",,Total,489,489,0,,0,551,1,,
17883817776014851,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",Califícanos➡️,15,"07/08/2024 07:07",,"Historia de Instagram",,Total,551,551,0,2,0,626,2,,
18105838171407580,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@josemartinhincapi,16,"07/06/2024 21:07",,"Historia de Instagram",,Total,2060,1964,0,7,1,1971,,,
17941492055835339,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/06/2024 08:07",,"Historia de Instagram",,Total,859,859,0,,0,947,,,
17886261830999773,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/06/2024 05:07",,"Historia de Instagram",,Total,983,898,0,,0,747,,,
17969704604739146,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@robertposadarosero @santiagoguzmanp",27,"07/05/2024 16:07",,"Historia de Instagram",,Total,500,494,0,,0,546,,,
17916681671954496,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@soymafevictoria @infitulua @maryelena_23 @natagiln @secre.bienestarsocialtulua @alexa__cardona1974 @karolberon25 @santiagoguzmanp @fernandapasmin @gisecalero16 @tuluaculturacol_ @josemartinhincapi @imdertulua @",15,"07/05/2024 13:07",,"Historia de Instagram",,Total,629,603,0,,0,544,,,
18011941742446930,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Participación Comunitaria en nuestro municipio 💪🏼✅ @gustavovelezr @soymafevictoria",15,"07/05/2024 13:07",,"Historia de Instagram",,Total,470,470,0,2,0,510,,,
17866014360155562,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi @gisecalero16 @tuluaculturacol_ @fernandapasmin @santiagoguzmanp @karolberon25 @alexa__cardona1974 @carolarodri @secre.bienestarsocialtulua @natagiln @maryelena_23 @infitulua @",15,"07/05/2024 12:07",,"Historia de Instagram",,Total,1160,1010,1,,0,550,,,
18262173979221116,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/05/2024 10:07",,"Historia de Instagram",,Total,501,501,0,,0,620,4,,
18125242390363545,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@policiavalledelcauca @natagiln @secre.bienestarsocialtulua @carolarodri @alexa__cardona1974 @karolberon25 @santiagoguzmanp @fernandapasmin @tuluaculturacol_ @gisecalero16 @josemartinhincapi",34,"07/05/2024 10:07",,"Historia de Instagram",,Total,518,518,1,,1,572,,,
18043076821733444,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/05/2024 10:07",,"Historia de Instagram",,Total,520,520,0,10,0,626,3,,3
18033651167078848,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/05/2024 07:07",,"Historia de Instagram",,Total,509,509,0,,0,615,,,
17919284591934190,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@maryelena_23,10,"07/05/2024 07:07",,"Historia de Instagram",,Total,511,511,1,,0,557,,,
18314300221156545,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@gustavovelezr,19,"07/05/2024 07:07",,"Historia de Instagram",,Total,526,526,2,,0,591,,,
18417823678067906,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,8,"07/05/2024 07:07",,"Historia de Instagram",,Total,534,534,1,,0,590,,,
17983583828694949,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"07/05/2024 07:07",,"Historia de Instagram",,Total,548,548,1,,1,628,,,
18055461268651218,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Si tienes entre 6 y 14 años, estás son las vacaciones perfectas para ti!💪🏼",15,"07/05/2024 06:07",,"Historia de Instagram",,Total,564,564,0,1,1,666,,,
18033248159505173,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @secre.bienestarsocialtulua @carolarodri @alexa__cardona1974 @karolberon25 @santiagoguzmanp @fernandapasmin @infitulua @imdertulua @bibliotecatulua @tuluaculturacol_ @gisecalero16 @josemartinhincapi @ediervalenciaj @",15,"07/05/2024 06:07",,"Historia de Instagram",,Total,1071,996,0,1,0,700,,,
18034466270065131,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi @gisecalero16 @tuluaculturacol_ @bibliotecatulua @imdertulua @infitulua @fernandapasmin @santiagoguzmanp @karolberon25 @alexa__cardona1974 @carolarodri @secre.bienestarsocialtulua @natagiln @",22,"07/04/2024 14:07",,"Historia de Instagram",,Total,988,910,1,1,1,812,,,
18026611121191963,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@josemartinhincapi,11,"07/04/2024 14:07",,"Historia de Instagram",,Total,774,744,0,,0,744,,,
17969484329618612,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@ucevacol @fundacionlevapan @concejomunicipaltulua  @ediervalenciaj",14,"07/04/2024 08:07",,"Historia de Instagram",,Total,685,683,0,1,0,698,,,
18039776194780023,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/04/2024 07:07",,"Historia de Instagram",,Total,635,635,0,,0,716,3,,
17950006391704907,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos!💪🏼 ¡Hoy! @bibliotecatulua @tuluaculturacol_ @gisecalero16 @dnofuturo_ @foreroomarortiz",15,"07/04/2024 07:07",,"Historia de Instagram",,Total,840,788,0,1,0,764,,,
18038622706779732,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @secre.bienestarsocialtulua @josemartinhincapi @carolarodri @alexa__cardona1974 @karolberon25 @santiagoguzmanp @tuluaculturacol_ @gisecalero16 @bibliotecatulua @fernandapasmin @infitulua @imdertulua",15,"07/04/2024 07:07",,"Historia de Instagram",,Total,695,695,1,1,0,815,4,,
18002659400340528,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@josemartinhincapi  @policiavalledelcauca",32,"07/04/2024 06:07",,"Historia de Instagram",,Total,827,803,0,1,1,833,,,
17867975268145144,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @tuluaculturacol_ @imdertulua @infitulua @emtulua @secre.bienestarsocialtulua @bibliotecatulua @josemartinhincapi @gisecalero16 @carolarodri @alexa__cardona1974 @karolberon25 @santiagoguzmanp @robertposadarosero",15,"07/03/2024 13:07",,"Historia de Instagram",,Total,531,531,0,2,0,634,,,
18028725200153577,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ingresa al siguiente",5,"07/03/2024 13:07",,"Historia de Instagram",,Total,550,550,0,,0,613,6,,6
18028821809281570,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/03/2024 08:07",,"Historia de Instagram",,Total,569,569,0,,0,656,,,
18013721792202845,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/03/2024 08:07",,"Historia de Instagram",,Total,589,589,0,1,0,702,3,,8
18269886067233964,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@natagiln @robertposadarosero @gustavovelezr",16,"07/03/2024 07:07",,"Historia de Instagram",,Total,985,956,1,2,1,686,,,
17987460524676926,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@josemartinhincapi,18,"07/02/2024 20:07",,"Historia de Instagram",,Total,609,588,1,,0,618,,,
18443967385027078,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@policiavalledelcauca @gustavovelezr @josemartinhincapi @col_ejercito",20,"07/02/2024 15:07",,"Historia de Instagram",,Total,1518,1362,0,,1,606,,,
18054636208634654,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@puntos_innova_tulua,15,"07/02/2024 14:07",,"Historia de Instagram",,Total,519,518,2,1,0,637,,,
18135752233341440,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@central_de_transportes_tulua_,33,"07/02/2024 13:07",,"Historia de Instagram",,Total,491,491,1,,1,582,,,
17882992734014152,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@gustavovelezr,5,"07/02/2024 12:07",,"Historia de Instagram",,Total,1514,1364,0,,0,593,,,11
18101762518412581,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Con los alcaldes de los municipios vecinos! @gustavovelezr  @fernandogironvanderhuk",0,"07/02/2024 12:07",,"Historia de Instagram",,Total,1610,1468,0,,0,631,,,13
17873443044106791,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"07/02/2024 12:07",,"Historia de Instagram",,Total,1473,1314,0,,2,599,,,
18034127981016070,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Plazo hasta el 19 de julio",15,"07/02/2024 10:07",,"Historia de Instagram",,Total,366,366,0,,0,522,,,
18032965901028718,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención Programa RENTA CIUDADANA",15,"07/02/2024 10:07",,"Historia de Instagram",,Total,380,380,0,,0,509,,,
17902682819914503,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2024 09:07",,"Historia de Instagram",,Total,377,377,0,,0,501,,,
18064643602513058,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2024 09:07",,"Historia de Instagram",,Total,385,385,0,,0,508,,,
18035554141997882,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2024 09:07",,"Historia de Instagram",,Total,400,400,0,,0,544,,,
18006006002533297,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,30,"07/02/2024 07:07",,"Historia de Instagram",,Total,410,410,0,,1,510,,,
18001364858398301,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@imdertulua,15,"07/02/2024 07:07",,"Historia de Instagram",,Total,412,412,0,,0,535,,,
17907143837902204,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Visítanos hoy!✅💪🏼",0,"07/02/2024 04:07",,"Historia de Instagram",,Total,419,419,0,2,0,554,,,
17999466377425959,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2024 04:07",,"Historia de Instagram",,Total,480,478,0,3,0,625,,,
