"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Comentarios negativos de los usuarios: Ocultar"
1225165916317405,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 29. Construyendo Futuro: obras que pondrán a Tuluá en el mapa. 

En este capítulo del podcast, el alcalde Gustavo Adolfo Vélez Román habla con Tae Guevara sobre la Semana del Adulto Mayor, el avance del intercambiador de la 40 y las obras turísticas que transformarán a Tuluá en un referente regional y nacional. Un espacio para conocer cómo cada proyecto contribuye a una ciudad más humana, conectada y reconocida. 💙✨

👉 ¿Qué nombre le pondrías tú a la nueva obra en El Picacho? Déjanos tu respuesta en los comentarios. 🏞️📝","🎙️ #ElPodcastdeVélez | Episodio 29. Construyendo Futuro: obras que pondrán a Tuluá en el mapa. 

En este capítulo del podcast, el alcalde Gustavo Adolfo Vélez Román habla con Tae Guevara sobre la Semana del Adulto Mayor, el avance del intercambiador de la 40 y las obras turísticas que transformarán a Tuluá en un referente regional y nacional. Un espacio para conocer cómo cada proyecto contribuye a una ciudad más humana, conectada y reconocida. 💙✨

👉 ¿Qué nombre le pondrías tú a la nueva obra en El Picacho? Déjanos tu respuesta en los comentarios. 🏞️📝",1159,"08/30/2025 10:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1544242366546612/,1,0,Videos,,,,,Total,1387,1110,71,56,1,14,39,,39,,41816.675,35.558,0,0,0,
1224581109709219,100064720237286,"Alcaldía de Tuluá","🌍🎧 ¡Conmemoramos el Día Internacional contra el Ruido con estudiantes!

Realizamos una jornada pedagógica con niños y niñas de la I.E. María Antonia Ruiz, creando conciencia sobre los riesgos que genera la contaminación acústica en la salud y el bienestar. 

🌱💙 Promovemos un ambiente sonoro más saludable y la reflexión sobre la importancia de reducir los niveles de ruido en nuestra municipio ✨#ParaSerFelices✨ ✌🏽","🌍🎧 ¡Conmemoramos el Día Internacional contra el Ruido con estudiantes!

Realizamos una jornada pedagógica con niños y niñas de la I.E. María Antonia Ruiz, creando conciencia sobre los riesgos que genera la contaminación acústica en la salud y el bienestar. 

🌱💙 Promovemos un ambiente sonoro más saludable y la reflexión sobre la importancia de reducir los niveles de ruido en nuestra municipio ✨#ParaSerFelices✨ ✌🏽",34,"08/29/2025 16:57",N/A,https://www.facebook.com/reel/4286105831621234/,1,0,Reels,,,,,Total,1183,797,49,35,1,13,11,,11,,4241.139,4.101,0,0,,
1224495793051084,100064720237286,"Alcaldía de Tuluá","👑💃 Todo listo para el Reinado Municipal del Adulto Mayor 🎉✨
En pocos minutos daremos inicio este gran evento con la participación de 13 mujeres representantes de los grupos de Adulto Mayor 🌸💙.
Mientras tanto, nuestros abuelitos disfrutan de presentaciones artísticas 🎶💃 y una zona de emprendimientos 🛍️✨, en el Centro del Adulto Mayor de Nariño.  Espacios #ParaSerFelices ✨",,0,"08/29/2025 13:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RDJgMQDqWgwt6TeUcSafvzUj4zg5PezSeEvsPt8AL3KJh48N49XkUYzMFwRPwNuZl,0,0,Fotos,,,,,Total,8484,4664,118,97,7,14,667,495,172,,,,,,,1
1224426133058050,100064720237286,"Alcaldía de Tuluá","#Obras | Inicia pavimentación del primer tramo de Intercambiador de la 40.

El proyecto del intercambiador vial de la Carrera 40 avanza de manera significativa y ya muestra sus primeros resultados. En esta primera fase, que corresponde al acceso hacia el barrio Fátima, se tienen proyectados 150 metros lineales de obra, de los cuales 100 ya están listos para iniciar con el proceso de pavimentación. Este tramo marcará el punto de partida para la transformación de uno de los corredores más importantes de la ciudad.

Lee la noticia completa:⬇⬇⬇
",,0,"08/29/2025 11:20",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid027sUmFcDMoP64JNZzCXRUx8y7MWykk8qb5RDHarUVcoNLc9Cs4hqkPwiPEfnTGW7ol,0,0,Enlaces,,,,,Total,5605,3578,101,87,4,10,71,,13,58,,,,,,
1224409813059682,100064720237286,"Alcaldía de Tuluá","🏡✨ Alcalde Gustavo Vélez entregó primeras viviendas en 📍Siete Vueltas.

Con la entrega de 4 casas prefabricadas  y 3 mejoramientos de vivienda saludable, el alcalde @gustavovelezr cumple su compromiso con estas comunidades, golpeadas por la ola invernal 🌧️💪. En articulación con la Gobernación del Valle y el Ministerio de Vivienda, llevamos esperanza, dignidad y nuevos comienzos  a quienes más lo necesitan. ✨

#ParaSerFelices 💙🏡🌟","🏡✨ Alcalde Gustavo Vélez entregó primeras viviendas en 📍Siete Vueltas.

Con la entrega de 4 casas prefabricadas  y 3 mejoramientos de vivienda saludable, el alcalde @gustavovelezr cumple su compromiso con estas comunidades, golpeadas por la ola invernal 🌧️💪. En articulación con la Gobernación del Valle y el Ministerio de Vivienda, llevamos esperanza, dignidad y nuevos comienzos  a quienes más lo necesitan. ✨

#ParaSerFelices 💙🏡🌟",73,"08/29/2025 10:55",N/A,https://www.facebook.com/reel/2380637215666869/,1,0,Reels,,,,,Total,2058,1194,116,81,3,32,32,,32,,16974.441,9.18,0,0,,
1223787179788612,100064720237286,"Alcaldía de Tuluá","🚦 🚨A partir de la primera semana de septiembre, la Calle 30 hacia la curva de La Herradura tendrá nuevo sentido vial.

Menos tráfico en Sajonia, Progresar y Pueblo Nuevo, además de una rotonda más segura para todos. Un cambio que mejora la movilidad y reduce la accidentalidad en esta zona clave de Tuluá. 📲 Comparte este video y entérate de la transformación vial. #ParaSerFelices","🚦 🚨A partir de la primera semana de septiembre, la Calle 30 hacia la curva de La Herradura tendrá nuevo sentido vial.

Menos tráfico en Sajonia, Progresar y Pueblo Nuevo, además de una rotonda más segura para todos. Un cambio que mejora la movilidad y reduce la accidentalidad en esta zona clave de Tuluá. 📲 Comparte este video y entérate de la transformación vial. #ParaSerFelices",35,"08/28/2025 17:04",uploaded,https://www.facebook.com/reel/24180583208301090/,1,0,Reels,,,,,Total,10223,6170,201,132,34,35,541,,540,1,132732.018,17.298,0,0,,
1223704916463505,100064720237286,"Alcaldía de Tuluá","Bingo, música y sonrisas: así vivimos el tercer día del Adulto Mayor 💃🕺

💙✨ Más de 1.500 corazones siguen latiendo al ritmo de la Semana del Adulto Mayor. En esta tercera jornada de celebración, nuestros abuelitos gozaron de arte, bingo bailable y música en vivo, disfrutando de momentos llenos de alegría y unión en el 📍Parque Infantil Julia Escarpeta. 👵👴🎶 #ParaSerFelices",,0,"08/28/2025 14:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wChCp4zADyfaVHQu1LFTd4xZBuFzQ45y3pLNSvFxx9rtBnPhPwxvKCsdHaxQf9eAl,0,0,Fotos,,,,,Total,5974,3103,93,75,1,17,450,350,100,,,,,,,1
1223696489797681,100064720237286,"Alcaldía de Tuluá","#Planeación | Alcalde Gustavo Vélez entrega primeras viviendas en Siete Vueltas

Con la entrega de cuatro casas prefabricadas y tres mejoramientos de vivienda saludable, que incluyen adecuaciones en baños y cocinas; el alcalde Gustavo Adolfo Vélez Román continúa cumpliendo compromisos con las comunidades más vulnerables de Tuluá. En esta ocasión, las familias del sector Siete Vueltas, una de las más afectadas por la ola invernal, recibieron los primeros hogares que marcan el inicio de una transformación en sus condiciones de vida, luego de años de precariedad.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/28/2025 13:48",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02cv9vPxkkq1L9YKiQfaLwqku7m6Kejfs6XESX2Rk8K3vsUSeN8nMKRLoupp9xHd69l,0,0,Enlaces,,,,,Total,6510,3968,134,97,5,32,206,,115,91,,,,,,
1223009969866333,100064720237286,"Alcaldía de Tuluá","Alejandro: Un orgullo para la Alcaldía. 💙✨💪🏼

✨ Esta es la historia de Alejandro Lugo, un joven tulueño que hace parte de la Administración del alcalde Gustavo Vélez como orientador que inspira y transforma la vida de otros jóvenes.  Hace 9 años fue estudiante, aprendiz y beneficiario del programa #SerPiloEnamora; a pesar de las dificultades, pudo seguir adelante con el apoyo de la Administración Municipal, donde le brindamos espacios #ParaSerFelices 💙🌟","Alejandro: Un orgullo para la Alcaldía. 💙✨💪🏼

✨ Esta es la historia de Alejandro Lugo, un joven tulueño que hace parte de la Administración del alcalde Gustavo Vélez como orientador que inspira y transforma la vida de otros jóvenes.  Hace 9 años fue estudiante, aprendiz y beneficiario del programa #SerPiloEnamora; a pesar de las dificultades, pudo seguir adelante con el apoyo de la Administración Municipal, donde le brindamos espacios #ParaSerFelices 💙🌟",98,"08/27/2025 18:00",uploaded,https://www.facebook.com/reel/749192934754235/,1,0,Reels,,,,,Total,3802,1366,294,230,15,49,83,,83,,41581.879,12.654,0,0,,
1222970886536908,100064720237286,"Alcaldía de Tuluá","✨👑 Conoce a las candidatas al Reinado del Adulto Mayor 👑✨
13 mujeres llenas de alegría, experiencia y carisma competirán por la corona del Adulto Mayor en Tuluá. 💙🌸
Te esperamos este viernes 29 de agosto, en el 📍 Centro del Adulto Mayor de Nariño, para disfrutar juntos un día inolvidable, lleno de magia, unión y diversión. 🎉💃
#ParaSerFelices ✨💙",,0,"08/27/2025 16:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02He4XF3n8BTah1oeRtz2qYeNetQGFeLctLMWf9GKpcRBcvzMXVmUDuxLV8T9Z76rvl,0,0,Fotos,,,,,Total,24022,10953,347,226,51,70,1915,1282,633,,,,,,,
1222937009873629,100064720237286,"Alcaldía de Tuluá","#Turismo | Tuluá, sede del Encuentro Departamental de Autoridades de Turismo.

Con la participación de representantes de más de 30 municipios, autoridades departamentales y el acompañamiento del Viceministerio de Turismo, se llevó a cabo en Tuluá el Encuentro Departamental de Autoridades de Turismo, un espacio de diálogo y articulación para proyectar el desarrollo turístico de la región.

Lee la noticia completa:⬇⬇⬇",,0,"08/27/2025 15:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0poVN8RYN8WNKj9LAHDKutDqDMh59huyrQk474ic7dVEVsyZBqSHJptX1WeVd9vL3l,0,0,Enlaces,,,,,Total,1807,980,33,27,0,6,12,,5,7,,,,,,
1222757886558208,100064720237286,"Alcaldía de Tuluá","Proyectamos a Tuluá como destino turístico estratégico✅✌🏽

✨ En la Central de Transportes de Tuluá fuimos sede del Encuentro Departamental de Autoridades de Turismo, donde recibimos al Viceministerio de Turismo, la Dirección Nacional de Calidad Turística y la secretaria de Turismo del Valle, Miyerlandi Torres 🌎🚍

Con esto, queremos fortalecer la competitividad y el desarrollo de nuestro municipio en el futuro. 💼🌱 #ParaSerFelices 💙",,0,"08/27/2025 09:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fwYdBSronmqJjZxBP9HJy9atH5BLhSJuaPZmhhbxDk8cKrhU93kp1niJQGcGuucdl,0,0,Fotos,,,,,Total,5991,3240,129,87,17,25,370,162,208,,,,,,,
1222709686563028,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 250 madres cabeza de hogar participaron en el segundo encuentro de Renta Ciudadana

En el Coliseo de Ferias Manuel Victoria Rojas se realizó el segundo encuentro de bienvenida del programa Renta Ciudadana, con la asistencia de más de 250 madres cabeza de hogar de la comuna 3, entre ellas cuidadoras de niños menores de 6 años y de personas con discapacidad.

Lee la noticia completa:⬇⬇⬇
",,0,"08/27/2025 08:11",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02w699quhgXNVpaDTmL5erQAyCnyZ9vUuhhZS5hAdjWxst6bYNYqPVyPJWPj8XeKZyl,0,0,Enlaces,,,,,Total,1848,1159,47,36,2,9,24,,7,17,,,,,,
1222706686563328,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá fortalecerá su educación con 30 docentes orientadores

La Secretaría de Educación Municipal de Tuluá anunció que, gracias a la gestión realizada ante el Ministerio de Educación Nacional, la planta de docentes orientadores pasará de 18 a 30 para el 2026. Este aumento del 66% permitirá fortalecer la convivencia escolar, brindar acompañamiento psicosocial y garantizar ambientes educativos más seguros y favorables para el aprendizaje de los estudiantes.

Lee la noticia completa:⬇⬇⬇
",,0,"08/27/2025 08:07",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0cAgx5HdWvkMN6Yjiw4nC1vYMWFQM9WZPauPKy3sNrwUVu3MLd5UCzPpLt2bU6mVfl,0,0,Enlaces,,,,,Total,3096,1666,83,69,2,12,82,,11,71,,,,,,
1222669429900387,100064720237286,"Alcaldía de Tuluá","Así iniciamos la Semana del Adulto Mayor 💙😎✨

💬 Nuestras participantes expresaron la emoción de vivir esta gran celebración en el primer día de la Semana del Adulto Mayor 🌸💙.
La fiesta continúa y seguimos compartiendo momentos de unión, deporte y diversión con quienes son orgullo y ejemplo para todos 👵👴✨ #ParaSerFelices 💙✨","Así iniciamos la Semana del Adulto Mayor 💙😎✨

💬 Nuestras participantes expresaron la emoción de vivir esta gran celebración en el primer día de la Semana del Adulto Mayor 🌸💙.
La fiesta continúa y seguimos compartiendo momentos de unión, deporte y diversión con quienes son orgullo y ejemplo para todos 👵👴✨ #ParaSerFelices 💙✨",55,"08/27/2025 07:13",uploaded,https://www.facebook.com/reel/3053432431504817/,1,0,Reels,,,,,Total,3269,1368,145,87,1,57,32,,32,,33685.553,11.753,0,0,,
1221871173313546,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá avanza en la construcción del Plan Territorial Integral de Gestión del Riesgo Escolar.

La Secretaría de Educación Municipal de Tuluá, en articulación con el Ministerio de Educación Nacional, sostuvo un encuentro con docentes y directivos docentes con el fin de socializar los lineamientos para la construcción del Plan Territorial Integral de Gestión del Riesgo Escolar. 

Lee la noticia completa: ⬇⬇⬇
",,0,"08/26/2025 09:28",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0212PfNhzpFCSRfGPTpKjMU5WmyMHAwkg336R2whasGEfvz48NcV2uiNHbY9HZkcahl,0,0,Enlaces,,,,,Total,2329,1402,68,54,0,14,26,,2,24,,,,,,
1221870813313582,100064720237286,"Alcaldía de Tuluá","#Gobierno | Alcaldía de Tuluá fortalece la Comisaría de Familia con moderna dotación tecnológica.

Con la dotación de equipos tecnológicos como escáneres, impresoras y computadores de última generación el alcalde Gustavo Vélez fortalece el trabajo de la Comisaría de Familia y la Casa de Justicia. 

Lee la noticia completa: ⬇⬇⬇
",,0,"08/26/2025 09:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid027XGuzswxD6k3QKpdZXAGEiuncbFYzQAdjbFRCmVHUYSu889pcLdw8Ph4WduHsd8Ql,0,0,Enlaces,,,,,Total,6435,3757,109,92,4,13,279,,55,224,,,,,,
1221858486648148,100064720237286,"Alcaldía de Tuluá","🎉✨ Inició la Semana del Adulto Mayor ✨🎉

Con alegría, juegos y mucha energía, más de 100 abuelitos se dieron cita en el 📍Estadio Doce de Octubre para inaugurar esta celebración con las Olimpiadas del Adulto Mayor 🏅💃. Una semana llena de vida, recreación y sonrisas dedicada a quienes son ejemplo de amor y sabiduría 💙👵👴. #ParaSerFelices",,0,"08/26/2025 09:10",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0JuZVLfccQMzVJ7NyhtwFStioi6me8zriisArSGvJWT4Qk1YdwMKMSQss7duJfCSel,0,0,Fotos,,,,,Total,8303,4795,160,89,1,70,371,291,80,,,,,,,
1221753203325343,100064720237286,"Alcaldía de Tuluá","#obras | Puesto de Salud de San Pedro Claver será remodelado

El alcalde Gustavo Vélez dará inicio a la remodelación del Puesto de Salud del barrio San Pedro Claver.

Lee la nota completa aquí ⬇⬇⬇
",,0,"08/26/2025 06:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0MXugMPUDUn1tWfZitgydVqhMDAqipv63MGBTL5gYrFmT251H5ovh8EGTzwazQqWBl,0,0,Enlaces,,,,,Total,1913,1225,45,36,1,8,29,,21,8,,,,,,
1221201096713887,100064720237286,"Alcaldía de Tuluá","250 madres cabeza de hogar conocieron beneficios de Renta Ciudadana ✌🏽💪🏼✅

✨ Reunimos a estas mujeres madres cabeza de hogar de niños y niñas menores de 6 años y de personas con discapacidad, beneficiarias de este  programa en la Comuna 3. 🌸💜 

Un espacio para darles a conocer el programa, sus beneficios y ayudas que reciben, fortaleciendo el lazo entre la comunidad y la Administración Municipal. 🤝🌟 espacios #ParaSerFelices","250 madres cabeza de hogar conocieron beneficios de Renta Ciudadana ✌🏽💪🏼✅

✨ Reunimos a estas mujeres madres cabeza de hogar de niños y niñas menores de 6 años y de personas con discapacidad, beneficiarias de este  programa en la Comuna 3. 🌸💜 

Un espacio para darles a conocer el programa, sus beneficios y ayudas que reciben, fortaleciendo el lazo entre la comunidad y la Administración Municipal. 🤝🌟 espacios #ParaSerFelices",46,"08/25/2025 14:45",uploaded,https://www.facebook.com/reel/1436179840818111/,1,0,Reels,,,,,Total,1513,875,68,51,2,15,12,,12,,8323.994,6.143,0,0,,
1220989063401757,100064720237286,"Alcaldía de Tuluá","#Obras | Todo listo para la apertura de calle que conecta Sajonia con Pueblo Nuevo.

Con la pavimentación de 240 metros cuadrados, ya todo está listo para la apertura del paso en la calle 29A entre carreras 19 y 20, a un costado del  Centro Comercial Bicentenario Plaza, una obra que transforma notablemente este sector de la ciudad y mejora la movilidad en un punto estratégico de Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/25/2025 08:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0ZmZCP66eBgjSpsvPmovYKTbgY8qHJhibgB6uKBvCrjx9hVW3E2n9XdrVFMz14p3wl,0,0,Enlaces,,,,,Total,7838,5301,122,101,5,16,154,,60,94,,,,,,
1220987673401896,100064720237286,"Alcaldía de Tuluá","#Deporte | Piscinas públicas abren sus puertas nuevamente a deportistas.

Con trabajos de mantenimiento y arreglo del motor para la correcta oxigenación del agua, las piscinas públicas del municipio volvieron a abrir sus puertas a deportistas tulueños de los clubes y la Selección Tuluá de Natación, quienes ahora cuentan nuevamente con escenarios en óptimas condiciones para su entrenamiento y formación. 

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0YLtGU93T64s1iuLen3SmzVFvGEiAL19sgg3Ym4HfR9vMdxLHJuX38ogBwCC2zzEal,0,0,Enlaces,,,,,Total,30597,20188,181,148,17,16,797,,587,210,,,,,,
1220985363402127,100064720237286,"Alcaldía de Tuluá","#Gobierno | Continúa la recuperación y control del espacio público en el río Tuluá

Desde la Secretaría de Gobierno, Convivencia y Seguridad, junto a los Gestores de Convivencia, adelantaron una nueva jornada de recuperación del espacio público en la ribera del río Tuluá, en el tramo comprendido entre el Puente de las Brujas y el Puente del Hotel Juan María, en ambos costados de la vía.

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:40",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02mbcX8G5ncQ9cGqGd6hsyZS18TS4R1QXCe9BVdjioTCUfnKwmRdztQDXb53yybM32l,0,0,Enlaces,,,,,Total,1177,820,29,25,1,3,13,,4,9,,,,,,
1220984693402194,100064720237286,"Alcaldía de Tuluá","#Obras | Alcalde renueva Puesto de Salud en Barragán

Comprometidos con mejorar la infraestructura y garantizar espacios más seguros, cómodos y adecuados para la prestación de los servicios de salud en la zona rural, la Administración Municipal adelanta importantes trabajos de remodelación y adecuación en el Puesto de Salud del corregimiento de Barragán, el cual llevaba 12 años sin ser intervenido y presentaba un notable deterioro.

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:39",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0SFopRgLyq73AwdA8Un7BvrradNviWTW6AxA2FxGP1JqMD2uhKdLuy6eXUJfkp8U5l,0,0,Enlaces,,,,,Total,771,517,28,24,0,4,2,,2,,,,,,,
1220975860069744,100064720237286,"Alcaldía de Tuluá","#Obras | Gustavo Vélez hace inversión histórica en infraestructura para la Primera Infancia.

Los Centros de Desarrollo Infantil Cariñositos y Semillitas del barrio Chiminangos, que anteriormente presentaban un alto estado de deterioro y condiciones no aptas para su óptimo funcionamiento, serán ahora renovados para brindar entornos seguros, modernos y acogedores a la comunidad infantil. 

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0NEKKzNipyfL6ddacLn3KjUsrjrH3wU71ypM6r4t9nejKipSLn6am6EmRQLA74bSyl,0,0,Enlaces,,,,,Total,1749,1184,36,31,1,4,29,,20,9,,,,,,
1220975233403140,100064720237286,"Alcaldía de Tuluá","#Noticias | Alcaldía llega a Barragán con oferta institucional para más de 300 habitantes.

En una jornada de descentralización institucional, la Administración Municipal trasladó sus servicios hasta el corregimiento de Barragán, donde alrededor de 300 habitantes fueron beneficiados con atenciones en salud, orientación en programas sociales y actividades comunitarias.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/25/2025 08:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid025fV5Ar2PujV6BCM4eBQMNy1ZtppHoVtmHZetkJZ1YVuo3r2NoGV6QpoPJJ7nKwd7l,0,0,Enlaces,,,,,Total,460,328,9,9,0,0,1,,,1,,,,,,
1220974213403242,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 600 jóvenes vivieron el Joven Fest 2025 en Tuluá.

En el marco de la Semana de la Juventud, más de 600 jóvenes se dieron cita en el Coliseo de Ferias Manuel Victoria Rojas para disfrutar del Joven Fest 2025, un espacio creado especialmente para ellos, que brindó atención integral en salud, cultura, deporte, emprendimiento y formación académica.

Lee la noticia completa: ⬇⬇
",,0,"08/25/2025 08:23",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02c4gZRPVx7fDHiyMcfwrMnxN7YR5mfYBbX84bR7gwQVFNg3N87FiagsG58jSjX6xyl,0,0,Enlaces,,,,,Total,670,475,14,13,0,1,9,,5,4,,,,,,
1219513103549353,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",79,"08/23/2025 16:00",N/A,https://www.facebook.com/reel/1461117168259777/,1,0,Reels,,,,,Total,1448,1003,57,47,1,9,17,,17,,13060.757,10.101,0,0,,
1219308270236503,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 28. La transformación en cada rincón de Tuluá. En este episodio del podcast de Vélez hablamos de cómo la Administración llega a cada rincón del municipio; además, los escenarios deportivos acuáticos ya están abiertos para nuestros deportistas, y cómo más de 200 personas han encontrado empleo gracias a las ferias de la Secretaría de Bienestar Social.","🎙️ #ElPodcastdeVélez | Episodio 28. La transformación en cada rincón de Tuluá. En este episodio del podcast de Vélez hablamos de cómo la Administración llega a cada rincón del municipio; además, los escenarios deportivos acuáticos ya están abiertos para nuestros deportistas, y cómo más de 200 personas han encontrado empleo gracias a las ferias de la Secretaría de Bienestar Social.",691,"08/23/2025 10:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/779595794568057/,1,0,Videos,,,,,Total,2533,1925,224,106,10,108,76,,76,,34568.501,15.508,0,0,0,
1218665560300774,100064720237286,"Alcaldía de Tuluá",,,0,"08/22/2025 16:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0cpawLrAQuy577jWXJLK5JmhMCAYUGnb65xnyd4zmEiSMhgskDBGLJ2Eu11ZxmHjwl,0,1,Texto,,,,,Total,,,,,,,35,,34,1,,,,,,
1218664980300832,100064720237286,"Alcaldía de Tuluá","🚐💚 ¡La Ruta de la Felicidad llegó a Monteloro!

🙌 Atendimos a 180 personas en una gran jornada descentralizada con servicios de salud, deporte, recreación y vacunación para humanos y animales.

📍 En Monteloro unimos esfuerzos con Programas Nacionales, Sisbén, PIC y muchas más iniciativas, transformando a Tuluá en un municipio con más oportunidades y calidad de vida #ParaSerFelices ✨",,0,"08/22/2025 16:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Gn9oJRs7v38ybwrb8uQGg7iF6bfS2AqSzmveTCVDGMqrk3MayZoqDc32PfUy1QUol,0,0,Fotos,,,,,Total,10607,5977,93,70,3,20,423,269,154,,,,,,,
1218580506975946,100064720237286,"Alcaldía de Tuluá","🚦👮‍♂️ Estudiantes tulueños reciben Educación vial💪🏼😎🚸

Con una jornada pedagógica de movilidad y seguridad vial, nuestros agentes de tránsito compartieron con los estudiantes de primaria del Colegio Bilingüe, conocimientos sobre la importancia de usar casco, chaleco y respetar las normas de tránsito. 💪🏼✅

🙌 Estamos formando ciudadanos responsables y con conciencia vial, creando espacios #ParaSerFelices 💙","🚦👮‍♂️ Estudiantes tulueños reciben Educación vial💪🏼😎🚸

Con una jornada pedagógica de movilidad y seguridad vial, nuestros agentes de tránsito compartieron con los estudiantes de primaria del Colegio Bilingüe, conocimientos sobre la importancia de usar casco, chaleco y respetar las normas de tránsito. 💪🏼✅

🙌 Estamos formando ciudadanos responsables y con conciencia vial, creando espacios #ParaSerFelices 💙",38,"08/22/2025 13:40",N/A,https://www.facebook.com/reel/4162453030693107/,1,0,Reels,,,,,Total,1578,1010,67,53,4,10,18,,18,,8164.123,5.717,0,0,,
1218454736988523,100064720237286,"Alcaldía de Tuluá","👑🎉 ¡Agosto es el mes para celebrar la Semana del Adulto Mayor! 🎉👴👵

Prepárate para una programación llena de vida: recreación, arte, cultura, emprendimiento, actividades lúdico-recreativas, bingo ¡y mucho más! ✨

📌 Y no te pierdas el Gran Reinado del Adulto Mayor, un espacio para resaltar la alegría, el talento y la belleza en la tercera edad. 🌟💃🕺

📅 ¡Agéndate y acompáñanos en estos espacios creados #ParaSerFelices!  💙💪🏼",,0,"08/22/2025 10:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02dgiGaegobxeiCR3sRoCmChCNzW2oofuFiazDhcWZAZAnWAEkMMuKaAxVtUGkrNvvl,0,0,Fotos,,,,,Total,2197,1366,35,27,0,8,36,29,7,,,,,,,
1217774543723209,100064720237286,"Alcaldía de Tuluá","🏫🔧 ¡Estudiantes del Occidente tienen espacios seguros!🚧💪🏼

Iniciamos la intervención de un muro que ponía en riesgo la integridad de los estudiantes de la 📍I.E. Técnica Occidente, priorizando la protección de nuestros niños, niñas y adolescentes. 🙌 Con esto, garantizamos espacios seguros y dignos en las instituciones educativas de Tuluá. 💙💪🏼 #ParaSerFelices","🏫🔧 ¡Estudiantes del Occidente tienen espacios seguros!🚧💪🏼

Iniciamos la intervención de un muro que ponía en riesgo la integridad de los estudiantes de la 📍I.E. Técnica Occidente, priorizando la protección de nuestros niños, niñas y adolescentes. 🙌 Con esto, garantizamos espacios seguros y dignos en las instituciones educativas de Tuluá. 💙💪🏼 #ParaSerFelices",47,"08/21/2025 15:18",uploaded,https://www.facebook.com/reel/2931426157050525/,1,0,Reels,,,,,Total,3297,2088,130,99,7,24,55,,55,,35008.88,11.815,0,0,,
