"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Segundos reproducidos","Segundos en promedio reproducidos","CPM del anuncio (USD)","Impresiones del anuncio","Total de clics","Clics de otro tipo","Clics en el enlace","Consumo de segmentación del público coincidente (Photo Click)","Comentarios negativos de los usuarios: Ocultar todo","Ingresos estimados (USD)"
1268455775321752,100064720237286,"Alcaldía de Tuluá","¡Reactivación económica en la Feria de AgroTurismo y Negocios de la @camaratulua! ✌🏽✅

✨ El alcalde @gustavovelezr estuvo presente en la apertura oficial de esta Feria, un espacio que reúne a 230 emprendedores de todo el país 🌎.
Con su visita, el alcalde recorrió los stands, compartió con los expositores y reafirmó su compromiso con la reactivación económica y el impulso al emprendimiento en nuestra región 💪🌾. #ParaSerFelices","¡Reactivación económica en la Feria de AgroTurismo y Negocios de la @camaratulua! ✌🏽✅

✨ El alcalde @gustavovelezr estuvo presente en la apertura oficial de esta Feria, un espacio que reúne a 230 emprendedores de todo el país 🌎.
Con su visita, el alcalde recorrió los stands, compartió con los expositores y reafirmó su compromiso con la reactivación económica y el impulso al emprendimiento en nuestra región 💪🌾. #ParaSerFelices",58,"10/18/2025 13:09",N/A,https://www.facebook.com/reel/830846492794441/,1,0,Videos,,,,,Total,1829,1320,104,45,0,59,8639.482,5.1,0,0,9,9,,,,0
1268362508664412,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 35, Tiempo de hacer los sueños realidad.

El alcalde Gustavo Vélez regresa recargado y listo para seguir transformando a Tuluá 💙.
🤝 Junto a la gobernadora Dilian Francisca Toro, inauguró el nuevo punto físico DIGICampus en Comfandi 💻🎓.

🚜 También participó en la Feria de Agroturismo y Negocios Multisectoriales de la Cámara de Comercio de Tuluá, versión #12 🌾💼, y nos cuenta cómo avanzan las obras que transforman la ciudad, la infraestructura que hará brillar a Tuluá 🌟 y los descuentos tributarios 💰 que regresan para alivianar las cargas de los tulueños.

🎧 ¡Dale play y entérate de todo lo que se viene para nuestro municipio!","🎙️ #ElPodcastdeVélez | Episodio 35, Tiempo de hacer los sueños realidad.

El alcalde Gustavo Vélez regresa recargado y listo para seguir transformando a Tuluá 💙.
🤝 Junto a la gobernadora Dilian Francisca Toro, inauguró el nuevo punto físico DIGICampus en Comfandi 💻🎓.

🚜 También participó en la Feria de Agroturismo y Negocios Multisectoriales de la Cámara de Comercio de Tuluá, versión #12 🌾💼, y nos cuenta cómo avanzan las obras que transforman la ciudad, la infraestructura que hará brillar a Tuluá 🌟 y los descuentos tributarios 💰 que regresan para alivianar las cargas de los tulueños.

🎧 ¡Dale play y entérate de todo lo que se viene para nuestro municipio!",750,"10/18/2025 10:33",N/A,https://www.facebook.com/reel/1772327450086020/,0,0,Videos,,,,,Total,1791,1637,107,52,3,52,22555.298,13.678,0,0,28,28,,,,0
1268165555350774,100064720237286,"Alcaldía de Tuluá","🏃‍♂️💨 ¡Regresa la Media Maratón Tuluá! 

2025 se pasó volando y solo queda un mes para vivir nuevamente la @mediamaratontulua . 🏅🔥

💙 Este 16 de noviembre nos volvemos a encontrar para correr, disfrutar y hablar bien de Tuluá, porque aquí pasan cosas muy buenas para todos 🙌

📍 ¡Prepárate para ser parte de este gran evento que pone a Tuluá como el epicentro runner del corazón del Valle! 🏃‍♀️💫 #ParaSerFelices","🏃‍♂️💨 ¡Regresa la Media Maratón Tuluá! 

2025 se pasó volando y solo queda un mes para vivir nuevamente la @mediamaratontulua . 🏅🔥

💙 Este 16 de noviembre nos volvemos a encontrar para correr, disfrutar y hablar bien de Tuluá, porque aquí pasan cosas muy buenas para todos 🙌

📍 ¡Prepárate para ser parte de este gran evento que pone a Tuluá como el epicentro runner del corazón del Valle! 🏃‍♀️💫 #ParaSerFelices",37,"10/18/2025 06:10",N/A,https://www.facebook.com/reel/2409079426219498/,1,0,Videos,,,,,Total,6560,5763,153,110,12,31,48230.864,7.901,0,0,192,190,2,,,0
1267746312059365,100064720237286,"Alcaldía de Tuluá","¡Inició la Feria de AgroTurismo y Negocios 2025!🤝💪🏼✅

Con 230 expositores de todo el país, inició la Feria de Agroturismo y Negocios organizada por la Cámara de Comercio de Tuluá con apoyo de la Alcaldía Municipal. ✌🏽

El alcalde @gustavovelezr resaltó la importancia de estos espacios para el emprendimiento y la reactivación económica de la región. 📈📊✅",,0,"10/17/2025 19:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02HN348LYmANFCUtatoNPjwHamXLNtcpyKAQU9PLCH7vBgE8fDcSu8L2y1dmYzP9K1l,0,0,Fotos,,,,,Total,6828,3684,177,100,43,33,,,,,401,115,,286,,
1267443998756263,100064720237286,"Alcaldía de Tuluá","🚦 ¡Instalamos un nuevo semáforo hacia el Oasís! 🙌

La Calle 27 con Carrera 19 ahora cuenta con un moderno cruce semafórico que mejorará la movilidad y la seguridad de peatones y conductores, reduciendo los índices de accidentalidad en este importante sector. ✅

Esta obra se suma al plan de modernización vial que garantiza un tránsito más ordenado y seguro para todos. 🚗👣

Recuerda cuidar y respetar estos equipos, son bienes que pertenecen a todos los tulueños. 💙 #ParaSerFelices","🚦 ¡Instalamos un nuevo semáforo hacia el Oasís! 🙌

La Calle 27 con Carrera 19 ahora cuenta con un moderno cruce semafórico que mejorará la movilidad y la seguridad de peatones y conductores, reduciendo los índices de accidentalidad en este importante sector. ✅

Esta obra se suma al plan de modernización vial que garantiza un tránsito más ordenado y seguro para todos. 🚗👣

Recuerda cuidar y respetar estos equipos, son bienes que pertenecen a todos los tulueños. 💙 #ParaSerFelices",47,"10/17/2025 10:06",auto,https://www.facebook.com/reel/1950349528856923/,1,0,Videos,,,,,Total,2968,2184,112,69,23,20,24046.814,8.929,0,0,170,170,,,,0
1267363428764320,100064720237286,"Alcaldía de Tuluá","🎃✨ ¡Este 25 de octubre regresa la magia! ✨🎭

El Coliseo de Ferias Manuel Victoria Rojas abre sus puertas para recibir a miles de familias 👨‍👩‍👧‍👦 que vivirán una experiencia llena de fantasía, color y cuentos encantados. 🧚‍♀️📖

🎈 Ven a celebrar Halloween con todo el encanto de los cuentos de hadas. 🏰💫

¡Te esperamos para vivir una tarde mágica en el Mundo de la Fantasía! 🪄🧙‍♂️👻 #ParaSerFelices","🎃✨ ¡Este 25 de octubre regresa la magia! ✨🎭

El Coliseo de Ferias Manuel Victoria Rojas abre sus puertas para recibir a miles de familias 👨‍👩‍👧‍👦 que vivirán una experiencia llena de fantasía, color y cuentos encantados. 🧚‍♀️📖

🎈 Ven a celebrar Halloween con todo el encanto de los cuentos de hadas. 🏰💫

¡Te esperamos para vivir una tarde mágica en el Mundo de la Fantasía! 🪄🧙‍♂️👻 #ParaSerFelices",41,"10/17/2025 08:06",N/A,https://www.facebook.com/reel/736484729405885/,1,0,Videos,,,,,Total,8866,7613,251,157,21,73,45355.713,5.579,0,0,304,304,,,,0
1267309598769703,100064720237286,"Alcaldía de Tuluá","✨  El Parche de mi Cole llegó al Gimnasio del Pacífico 🎨🎶

Con arte, música y mensajes de convivencia, llevamos alegría, reflexión y valores a nuestros estudiantes de esta Institución. 💙
Esta iniciativa busca transformar los entornos escolares a través del arte, la cultura y la comunicación asertiva. 🙌
💬 Promovemos el NO al bullying, el respeto y la unión entre todos.

🚀 Espéranos en tu colegio para juntos fortalecer la convivencia. #ParaSerFelices  💪🏼",,0,"10/17/2025 06:52",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02BSngY7n1TS1vE7JttzoN3az8ahYnnZ9sTEKhzUqVhShufqGfXuHAykwkj9yxJrP3l,0,0,Fotos,,,,,Total,6034,3583,61,46,0,15,,,,,300,101,,199,,
1266661795501150,100064720237286,"Alcaldía de Tuluá","🌳🏫 ¡Iniciamos poda y mantenimiento de árboles en Instituciones Eduvativas!

Buscando proteger los techos y entornos de nuestras Instituciones Educativas 🌿 identificamos peligro de colapso de algunos árboles, además varias especies no nativas que afectaban la salud de nuestros estudiantes, y por eso estamos actuando con responsabilidad. 💙💪🏼

💪 Queremos que nuestros niños y jóvenes aprendan en espacios más seguros y saludables. #ParaSerFelices","🌳🏫 ¡Iniciamos poda y mantenimiento de árboles en Instituciones Eduvativas!

Buscando proteger los techos y entornos de nuestras Instituciones Educativas 🌿 identificamos peligro de colapso de algunos árboles, además varias especies no nativas que afectaban la salud de nuestros estudiantes, y por eso estamos actuando con responsabilidad. 💙💪🏼

💪 Queremos que nuestros niños y jóvenes aprendan en espacios más seguros y saludables. #ParaSerFelices",55,"10/16/2025 13:21",N/A,https://www.facebook.com/reel/1347155573744928/,1,0,Videos,,,,,Total,4923,4235,181,131,21,29,51321.012,11.422,0,0,198,198,,,,0
1266510282182968,100064720237286,"Alcaldía de Tuluá","Nuevo cruce semafórico mejora la movilidad entre la Calle 27 y la Carrera 19

La Administración Municipal de Tuluá, a través del Departamento de Movilidad y Seguridad Vial, continúa fortaleciendo la infraestructura vial con la instalación de un nuevo cruce semafórico entre la Calle 27 y la Carrera 19, que mejorará la movilidad y la seguridad de peatones y conductores, disminuyendo la accidentalidad en este importante sector de la ciudad.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/16/2025 09:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wrBVGfaN7CvfuHFBCmHNSxxM8ExTpyJtKyWXykcwZy4X8RBmKsJsvzJxZyrQae9Jl,0,0,Enlaces,,,,,Total,4033,2634,34,26,5,3,,,,,80,50,30,,,
1266504238850239,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Tuluá, referente de construcción de Políticos Públicas para la niñez.

La secretaria de Bienestar Social, Karol René Berón, participó en un foro organizado por ProPacífico y la iniciativa “Un Mejor Lugar para CreSer” , un espacio que le permitió compartir experiencias y avanzar en la consolidación de estrategias articuladas con otros entes territoriales.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/16/2025 09:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0cEyfbWRLRsjujnpwgHCVkXqnttEE2ytSz2Wn5cPffbhUEjpYod58nCgxVNKepnGbl,0,0,Enlaces,,,,,Total,1202,798,18,16,0,2,,,,,9,1,8,,,
1265887385578591,100064720237286,"Alcaldía de Tuluá","👧🏽👦🏽 ¡Somos referentes en el trabajo por la niñez y primera infancia! 💙

Participamos en el foro de ProPacífico sobre la construcción de políticas públicas para la primera infancia y la niñez, compartiendo nuestras experiencias y avances desde el municipio. 🌱

Hoy pasamos del papel a la acción, y estos espacios son la muestra de que vamos por buen camino hacia un futuro más justo, protector y feliz para ellos. 🤝✨ #ParaSerFelices",,0,"10/15/2025 16:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Vxem6Bj1xHsau4wWjhLJMHV46Z726XpJckLrT8yCfQnwKJv8QfChnpuhhJm3dn34l,0,0,Fotos,,,,,Total,3378,1711,113,93,6,14,,,,,169,66,,103,,
1265836742250322,100064720237286,"Alcaldía de Tuluá","#Deportes #Inclusión | Tuluá, tricampeón en el Torneo de la Amistad de Baloncesto en silla de ruedas.

La Administración Municipal, liderada por el alcalde Gustavo Adolfo Vélez Román, continúa demostrando su compromiso con la inclusión y el fortalecimiento del deporte adaptado, brindando acompañamiento permanente a los deportistas en condición de discapacidad que representan con orgullo a nuestro municipio, convirtiéndose en un ejemplo de disciplina, superación y amor por Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/15/2025 14:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0xFZ4fFzJDHa4UViWS8wSRkZEttHGLAjq3e2NJi6xjrA31LcVsG5wkxwHDfmHvXbNl,0,0,Enlaces,,,,,Total,1411,907,32,28,1,3,,,,,6,2,4,,,
1265805918920071,100064720237286,"Alcaldía de Tuluá","#Obras | Reparación de rejillas de drenaje mejora la movilidad en Tuluá.

La Administración Municipal culminó al 100% los trabajos de reparación y mantenimiento de las rejillas de drenaje en la Calle 34, una de las vías con mayor flujo vehicular de la ciudad. 

Lee la noticia completa: ⬇⬇⬇
",,0,"10/15/2025 13:48",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0dPABaKnm29sd92Sa7wBfGgYBaJSZtHkzpU2NHdsuRfr76qUgPe2Rqh63EENMYRj8l,0,0,Enlaces,,,,,Total,3287,2240,40,33,5,2,,,,,47,23,24,,,
1265003725666957,100064720237286,"Alcaldía de Tuluá","✨ Hace un año vivimos un mundo mágico… 🏰
🌈 Este año regresamos con una aventura aún más grande: un mundo lleno de cuentos, fantasía y mucha diversión para nuestros niños. 📚💫

🎠 Prepárate para vivirlo este 25 de octubre en el Coliseo de Ferias Manuel Victoria Rojas.
👧🧒 ¡La magia está por comenzar! #MundoDeLaFantasía #ParaSerFelices 💙","✨ Hace un año vivimos un mundo mágico… 🏰
🌈 Este año regresamos con una aventura aún más grande: un mundo lleno de cuentos, fantasía y mucha diversión para nuestros niños. 📚💫

🎠 Prepárate para vivirlo este 25 de octubre en el Coliseo de Ferias Manuel Victoria Rojas.
👧🧒 ¡La magia está por comenzar! #MundoDeLaFantasía #ParaSerFelices 💙",30,"10/14/2025 16:51",N/A,https://www.facebook.com/reel/809842041644968/,1,0,Videos,,,,,Total,14245,12449,250,148,18,84,74009.178,5.811,0,0,432,432,,,,0
1264963949004268,100064720237286,"Alcaldía de Tuluá","Alcaldía de Tuluá actualizó su foto de portada.",,0,"10/14/2025 15:54",N/A,https://www.facebook.com/photo.php?fbid=1264963949004268&set=a.404265015074170&type=3,0,0,Fotos,,,,,Total,140,75,21,17,1,3,,,,,1,1,,,,
1264933205674009,100064720237286,"Alcaldía de Tuluá","✨ ¡Así cerramos Festival María Antonia Ruiz y el 6º Encuentro de Cocinas Tradicionales @sincomidanohayalegria ! 💙

Con el corazón lleno, estos dos grandes espacios llegaron a su final, dejándonos un fin de semana lleno de sabor, tradición y alegría. 🌿🍲
Gracias a cada cocinero, emprendedor, bailador,  y a todas las familias que con 🤩su amor mantuvieron viva la esencia de nuestras cocinas tradicionales. 💪🏼

🔥 El fuego de la tradición sigue encendido en cada uno de nosotros, así como sigue intacta la historia y el legado de María Antonia Ruiz, nuestra heroína afro, símbolo de fuerza, identidad y resistencia. ✊🏾🌺 #ParaSerFelices","✨ ¡Así cerramos Festival María Antonia Ruiz y el 6º Encuentro de Cocinas Tradicionales @sincomidanohayalegria ! 💙

Con el corazón lleno, estos dos grandes espacios llegaron a su final, dejándonos un fin de semana lleno de sabor, tradición y alegría. 🌿🍲
Gracias a cada cocinero, emprendedor, bailador,  y a todas las familias que con 🤩su amor mantuvieron viva la esencia de nuestras cocinas tradicionales. 💪🏼

🔥 El fuego de la tradición sigue encendido en cada uno de nosotros, así como sigue intacta la historia y el legado de María Antonia Ruiz, nuestra heroína afro, símbolo de fuerza, identidad y resistencia. ✊🏾🌺 #ParaSerFelices",77,"10/14/2025 15:14",mixed,https://www.facebook.com/reel/1151099223654039/,1,0,Videos,,,,,Total,1083,1036,34,28,0,6,5475.525,5.53,0,0,9,8,1,,,0
1264905995676730,100064720237286,"Alcaldía de Tuluá","#Noticias | Más de 8.000 tulueños vivieron el Primer Festival María Antonia Ruiz y el Encuentro de Cocinas Tradicionales. 

Con una asistencia que superó las 8.000 personas durante los tres días de programación, el Coliseo de Ferias Manuel Victoria Rojas se convirtió en el epicentro de la alegría, la cultura y las tradiciones durante el Primer Festival María Antonia Ruiz, un evento que se fusionó al Sexto Encuentro de Cocinas Tradicionales “Sin Comida No Hay Alegría”

Lee la noticia completa: ⬇⬇⬇
al o",,0,"10/14/2025 14:16",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0TGvGgQNZXuA3ysjwsqDeNAmX7Lab4LdKHEMiYW3R91d7xkvLfwocSXPUASVXd89el,0,0,Enlaces,,,,,Total,1830,1159,35,25,4,6,,,,,42,24,18,,,
1264905682343428,100064720237286,"Alcaldía de Tuluá","#Deportes | Alcaldía de Tuluá respalda a los deportistas tulueños en Paranatación.

Desde la Secretaría de Deporte y la Recreación, el alcalde Gustavo Vélez sigue respaldando el talento y la proyección de los deportistas tulueños, especialmente en disciplinas que promueven la inclusión y la superación personal como la Paranatación.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/14/2025 14:16",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid031cGrjPnJ4iYKkszijP4fT3WUQmUt8n2PihTRBATi7V5d9yWjQGyyXh3Zitz6dvYDl,0,0,Enlaces,,,,,Total,3813,2210,101,75,6,20,,,,,58,21,37,,,
1264703942363602,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Certificación de discapacidad y jornada recreativa para adultos mayores del Buen Samaritano.

La Alcaldía de Tuluá, en articulación con la Secretaría de Salud Municipal y el Hospital Tomás Uribe Uribe, realizó la certificación de discapacidad a 15 adultos mayores del albergue El Buen Samaritano, con el objetivo de actualizar su información en el Registro de Localización y Caracterización de Personas con Discapacidad (RLCPD) y facilitar el acceso y su derecho a los servicios de salud.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/14/2025 08:30",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02CoRKbGpqiyqMw9i79w9iKkunPcXcFxLxw3LvnX7DYnQJW6taDsTvyMT9BF2g5zXdl,0,0,Enlaces,,,,,Total,628,433,8,7,0,1,,,,,6,,6,,,
1264695609031102,100064720237286,"Alcaldía de Tuluá","🎶 ¡Reconocimos a quienes hacen grande nuestra historia!🥇

En el marco del Festival María Antonia Ruiz y el 6to Encuentro de Cocinas Tradicionales Sin Comida no hay alegría, conmemoramos a quienes día a día siembran cultura, identidad y orgullo tulueño. 🌿 Ellos son guardianes de las raíces afrodescendientes y defensores de la memoria viva de nuestro pueblo tulueño. 💙💪🏼

Un reconocimiento del corazón de Tuluá #ParaSerFelices 🤩",,0,"10/14/2025 08:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0iwshmD2nMUb9You1Ni5ccpo8CSF3tFGF8JVMNKJDPA1aeHJwR7YxUejNRJ2VQAwPl,0,0,Fotos,,,,,Total,6777,3708,76,59,4,13,,,,,477,157,,320,,
1264126965754633,100064720237286,"Alcaldía de Tuluá","🎉 ¡El público habla!","🎉 ¡El público habla!

Esto es lo que dicen quienes han disfrutado del Festival María Antonia Ruiz y nuestro Encuentro de Cocinas Tradicionales @sincomidanohayalegria ✨

Desliza ➡️y vive esta experiencia de sabor y alegría #ParaSerFelices",236,"10/13/2025 16:59",N/A,https://www.facebook.com/reel/1121023106818561/,0,0,Videos,,,,,Total,2040,2014,56,47,0,9,17457.288,8.92,0,0,23,23,,,,0
1702752927070591,100064720237286,"Alcaldía de Tuluá","Sexto Encuentro de Cocinas Tradicionales y Primer Festival María Antonia Ruiz. 🤩 Entrega de Reconocimiento Cocineras Tradicionales.","Sexto Encuentro de Cocinas Tradicionales y Primer Festival María Antonia Ruiz. 🤩 Entrega de Reconocimiento Cocineras Tradicionales.",1456,"10/13/2025 15:21",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1702752927070591/,0,0,"En vivo",,,,,Total,1444,890,35,33,0,2,16729.977,13.383,0,0,33,33,,,,
3134767803363567,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩Conversatorio María Antonia Ruiz, de armas tomar - La Games (historiadora MAR) - Roberto","Primer Festival María Antonia Ruiz. 🤩Conversatorio María Antonia Ruiz, de armas tomar - La Games (historiadora MAR) - Roberto",1335,"10/13/2025 14:48",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/3134767803363567/,0,0,"En vivo",,,,,Total,1156,782,25,21,0,4,17119.715,16.258,0,0,36,36,,,,
1854227812197481,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩Conversatorio María Antonia Ruiz, de armas tomar","Primer Festival María Antonia Ruiz. 🤩Conversatorio María Antonia Ruiz, de armas tomar - La Gámez (historiadora MAR) - Roberto",1336,"10/13/2025 14:09",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1854227812197481/,0,0,"En vivo",,,,,Total,1512,1307,32,26,2,4,8483.768,6.025,0,0,28,27,1,,,
823817710339987,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩Conversatorio María Antonia Ruiz, de armas tomar","Primer Festival María Antonia Ruiz. 🤩Conversatorio La Realidad del Viche, de cara a su reglamento.

Inviados: 
José de los Santos, Vichero 
Jerson Cabezas, Vichero 
Julián Balanta, Vichero 
Moderadora: Adriana Montes, editora del podcast ""La historia no contada del viche""",2096,"10/13/2025 13:06",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/823817710339987/,0,0,"En vivo",,,,,Total,1498,1256,11,10,0,1,6683.059,4.719,0,0,12,11,1,,,
1263951325772197,100064720237286,"Alcaldía de Tuluá","✨ ¡Hoy en el último día del Sexto Encuentro de Cocinas Tradicionales: @sincomidanohayalegria y el Festival María Antonia Ruiz!🍽️✨

Con conversatorios sobre el👩‍🍳Pandeyuca y Trabuco de La Unión.
📖 Historias de la Cocina Tulueña,🇲🇽 Experiencias Sublimes con los cocineros José y Mar desde México;
🧁 y Cocina para Niños, seguimos celebrando juntos nuestras raíces.🌾

Vivimos un gran espacio lleno de saberes, sabores y tradición. 🍲💃 #ParaSerFelices",,0,"10/13/2025 11:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Zf2mY2GcM1zAHbyRrWF87mmwreuVadwFF7BoVqVcdcqd8EWvQXHmddH2LzjbSkiKl,0,0,Fotos,,,,,Total,2527,1499,41,26,9,6,,,,,75,21,,54,,
2094818404657850,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Conversatorio Historias de cocinas Tulueñas🍽️ cocina del Eje Cafetero ""Frijoles de la aundancia""","Sexto Encuentro de cocinas Tradicionales 🧂🥣🤩Conversatorio Historias de cocinas Tulueñas🍽️ cocina del Eje Cafetero ""Frijoles de la abundancia""",1392,"10/13/2025 11:43",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/2094818404657850/,0,0,"En vivo",,,,,Total,1985,1326,31,24,2,5,28732.696,16.06,0,0,47,47,,,,
1268135551994569,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Conversatorio Historias de cocinas Tulueñas🍽️","Primer Festival María Antonia Ruiz. 🤩 Conversatorio Historias de cocinas Tulueñas🍽️
Show de Cocina Experiencias sublimes José y Mar, cocineros mexicanos",2230,"10/13/2025 09:44",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1268135551994569/,0,0,"En vivo",,,,,Total,1873,1355,54,35,1,18,12903.357,7.156,0,0,38,38,,,,
2590888647942834,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Conversatorio Historias de cocinsa Tulueñas🍽️","Primer Festival María Antonia Ruiz. 🤩 Conversatorio Historias de cocinas Tulueñas🍽️
Invitados:
Omar Ortiz, historiador y escritor 
Carlos Arboleda, historiador
Moderador: Juan Carlos Escobar, Investigador PCI",2186,"10/13/2025 08:37",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/2590888647942834/,0,0,"En vivo",,,,,Total,1718,1051,36,27,0,9,10940.692,6.946,0,0,27,27,,,,
1263718049128858,100064720237286,"Alcaldía de Tuluá","¡Otro día lleno de sabores y saberes!✨🥘

Con talleres y conversatorios junto a chefs del Pacífico y Boyacá, cocinas para niños, mucha danza, música y diversión, además del esperado concurso de fritanga 🥘🔥

Así disfrutamos el segundo día del festival María Antonia Ruiz y del Encuentro de Cocinas Tradicionales @sincomidanohayalegria 🎶💙

¡Nos vemos hoy para seguir celebrando nuestras raíces y darle cierre a nuestro Festival! 🙌🏽🇨🇴 #ParaSerFelices","¡Otro día lleno de sabores y saberes!✨🥘

Con talleres y conversatorios junto a chefs del Pacífico y Boyacá, cocinas para niños, mucha danza, música y diversión, además del esperado concurso de fritanga 🥘🔥

Así disfrutamos el segundo día del festival María Antonia Ruiz y del Encuentro de Cocinas Tradicionales @sincomidanohayalegria 🎶💙

¡Nos vemos hoy para seguir celebrando nuestras raíces y darle cierre a nuestro Festival! 🙌🏽🇨🇴 #ParaSerFelices",43,"10/13/2025 06:03",mixed,https://www.facebook.com/reel/766490823043628/,1,0,Videos,,,,,Total,1147,983,50,34,1,15,6141.845,5.838,0,0,13,13,,,,0
1841716669775435,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩","Primer Festival María Antonia Ruiz. 🤩",959,"10/12/2025 16:40",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1841716669775435/,0,0,"En vivo",,,,,Total,2128,1260,93,73,2,18,16014.593,8.605,0,0,82,82,,,,
1263149825852347,100064720237286,"Alcaldía de Tuluá","#Noticias | Desde el Festival María Antonia Ruiz y el Sexto Encuentro de Cocinas Tradicionales @sincomidanohayalegria, te traemos una edición especial de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Desde el Festival María Antonia Ruiz y el Sexto Encuentro de Cocinas Tradicionales @sincomidanohayalegria, te traemos una edición especial de 45 Segundos #ParaSerFelices 🤩✌🏽",35,"10/12/2025 16:13",N/A,https://www.facebook.com/reel/1537486934355889/,1,0,Videos,,,,,Total,1596,1378,60,53,0,7,10805.58,7.36,0,0,23,23,,,,0
1139284984425307,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Concurso de Fritanga tradicional ""La mejor empanada Vallecaucana""🍽️","Primer Festival María Antonia Ruiz. 🤩 Concurso de Fritanga tradicional ""La mejor empanada Vallecaucana""🍽️",4807,"10/12/2025 14:43",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1139284984425307/,0,0,"En vivo",,,,,Total,2376,1604,60,50,3,7,11259.14,5.205,0,0,68,68,,,,
1263082185859111,100064720237286,"Alcaldía de Tuluá","🌞✨ ¡Segundo Día del Festival María Antonia Ruiz y el Encuentro de Cocinas Tradicionales “Sin comida no hay alegría”! 🍲🎶

Entre sabores, tradición y alegría, disfrutamos de conversatorios, shows de cocina en vivo y presentaciones artísticas en un ambiente lleno de familia y cultura. 💃🏽👨🏽‍👩🏽‍👧🏽

¡Ven ahora! En la tarde y noche tendremos más sabor, música y diversión para todos. 🎉🥁 #ParaSerFelices 💙","🌞✨ ¡Segundo Día del Festival María Antonia Ruiz y el Encuentro de Cocinas Tradicionales “Sin comida no hay alegría”! 🍲🎶

Entre sabores, tradición y alegría, disfrutamos de conversatorios, shows de cocina en vivo y presentaciones artísticas en un ambiente lleno de familia y cultura. 💃🏽👨🏽‍👩🏽‍👧🏽

¡Ven ahora! En la tarde y noche tendremos más sabor, música y diversión para todos. 🎉🥁 #ParaSerFelices 💙",51,"10/12/2025 14:14",N/A,https://www.facebook.com/reel/1566804494306649/,1,0,Videos,,,,,Total,1150,873,44,28,0,16,5179.913,4.868,0,0,10,10,,,,0
