"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Respuestas,Navegación,"Toques en stickers","Visitas al perfil",Seguimientos,"Clics en el enlace"
17966984741951828,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 11:14",,"Historia de Instagram",,Total,1394,963,2,0,0,729,,,,
18280614037273557,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,40,"08/20/2025 19:23",,"Historia de Instagram",,Total,742,627,6,2,0,689,,1,,
17860472448410716,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la nueva App 😎✌🏽",0,"08/20/2025 19:24",,"Historia de Instagram",,Total,685,592,3,0,0,667,,,,
17868433740354541,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 19:24",,"Historia de Instagram",,Total,680,577,2,0,0,669,,,,
18384993535124956,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/20/2025 19:25",,"Historia de Instagram",,Total,661,565,3,0,0,654,,1,,
18021578504746306,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 19:25",,"Historia de Instagram",,Total,669,552,6,0,0,608,,1,,
17864410905448000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/21/2025 06:40",,"Historia de Instagram",,Total,1327,972,6,0,0,608,,1,,
18064989785465449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NO TE PIERDAS EL Festival de Cometas 🪁💫 @labakana103.1",15,"08/21/2025 07:06",,"Historia de Instagram",,Total,631,529,4,0,0,580,,1,,
18029027279687555,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hoy!🙌🏼 No te lo pierdas 🤩",11,"08/21/2025 07:23",,"Historia de Instagram",,Total,622,515,3,0,0,594,,1,,
17977922594860520,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 07:24",,"Historia de Instagram",,Total,613,515,3,0,0,604,,,,
18236161075290530,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuevo Paso de la 34 Conectará comuna 5 y 6😎✅",15,"08/21/2025 07:38",,"Historia de Instagram",,Total,590,502,3,0,0,519,,,,
17901239298250203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 07:41",,"Historia de Instagram",,Total,565,498,4,0,0,554,,1,,
18039503384392236,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 07:42",,"Historia de Instagram",,Total,566,481,3,0,0,542,6,2,,
18068144419948528,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/21/2025 10:21",,"Historia de Instagram",,Total,603,525,5,0,1,572,,5,,
17904587439238245,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 10:31",,"Historia de Instagram",,Total,585,515,2,0,0,581,,,,
18041725520650057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 10:31",,"Historia de Instagram",,Total,607,518,3,0,0,580,,,,
18283567714259622,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",¡MAÑANA!😎✌🏽,11,"08/21/2025 12:59",,"Historia de Instagram",,Total,623,537,2,0,0,597,,,,
18093657508723464,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"08/21/2025 15:18",,"Historia de Instagram",,Total,629,544,3,0,2,575,7,,,
17851934847531162,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 15:27",,"Historia de Instagram",,Total,625,519,2,0,0,552,,1,,
17880620982376518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy nos vemos en",11,"08/22/2025 05:44",,"Historia de Instagram",,Total,639,566,5,0,0,607,,1,,
18094943197653922,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:15",,"Historia de Instagram",,Total,632,541,3,0,0,610,,,,
17931528452964253,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"08/22/2025 06:15",,"Historia de Instagram",,Total,614,525,4,1,0,591,5,,,
18058884935595022,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:16",,"Historia de Instagram",,Total,597,513,2,0,2,541,,,,
18089463739796691,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:16",,"Historia de Instagram",,Total,599,507,3,1,0,552,1,1,,
18146904874405402,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/22/2025 08:28",,"Historia de Instagram",,Total,668,548,2,0,0,584,,1,,
17968630202937803,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:08",,"Historia de Instagram",,Total,663,559,7,0,0,547,,3,,
18132902680399901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:52",,"Historia de Instagram",,Total,658,539,7,0,0,623,,1,,
17906534439216500,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 12:53",,"Historia de Instagram",,Total,622,518,5,0,0,610,,,,
18109226329534853,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 12:59",,"Historia de Instagram",,Total,590,509,5,0,0,581,3,1,,
18079980967933189,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:59",,"Historia de Instagram",,Total,577,502,6,0,0,569,11,,,
18051232985223749,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/22/2025 13:47",,"Historia de Instagram",,Total,566,506,4,1,0,550,,,,5
18102484477602171,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 14:49",,"Historia de Instagram",,Total,555,507,3,0,0,551,,,,
17870526189423046,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 14:49",,"Historia de Instagram",,Total,545,488,3,0,0,537,,2,,
17852625030530510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Llegamos a 📍Monteloro Con la Ruta de la Felicidad💙🤩",15,"08/22/2025 16:30",,"Historia de Instagram",,Total,555,492,4,0,0,539,,,,
18116913796502203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy en 📍Porvenir",11,"08/23/2025 06:54",,"Historia de Instagram",,Total,609,539,4,0,0,577,,1,,
18050162132546561,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,648,584,7,0,0,601,,,,
17967724826793879,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,612,564,4,0,0,595,,,,
17930133882095098,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,606,548,5,0,0,595,6,,,
17931945918091488,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,602,544,5,0,0,583,3,2,,
17960344844823256,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,9,"08/23/2025 09:24",,"Historia de Instagram",,Total,606,526,1,0,0,569,9,,,
17941225662048480,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/23/2025 10:05",,"Historia de Instagram",,Total,981,804,3,0,0,583,,,,
17928144797981175,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"08/23/2025 10:06",,"Historia de Instagram",,Total,1326,959,2,0,0,547,,1,,2
18340299442160535,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Capacitando a los Vocales de Control✅",15,"08/23/2025 10:30",,"Historia de Instagram",,Total,563,515,0,0,0,545,,2,,
17916212976168715,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 11:38",,"Historia de Instagram",,Total,689,621,8,0,0,609,,1,,
18073481651020239,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,840,742,5,0,0,794,2,2,,
18065024767992874,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,760,705,5,0,0,723,,,,
18040023719401057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,744,692,3,0,0,726,,,,
18054817001622693,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce las noticias de esta Semana ✅✌🏽",15,"08/23/2025 16:00",,"Historia de Instagram",,Total,891,779,4,0,0,813,,3,,
18095321734652148,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 20:59",,"Historia de Instagram",,Total,1122,990,8,0,0,1070,2,2,,
18076807786795437,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/24/2025 12:01",,"Historia de Instagram",,Total,1487,1264,13,0,0,1401,,,,
17969076992937990,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/24/2025 12:05",,"Historia de Instagram",,Total,3323,2249,18,3,0,1388,,2,,
18153558010391728,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/24/2025 16:16",,"Historia de Instagram",,Total,1169,1016,4,0,0,1135,7,3,,
18291585877254132,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Acompañando al FESTIVAL DE COMETAS 🪁💫 📍Barrio Popular",52,"08/24/2025 17:25",,"Historia de Instagram",,Total,1615,1243,3,0,0,1009,,,,
18478832281075509,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Desde mañana 😎✌🏽",15,"08/25/2025 07:29",,"Historia de Instagram",,Total,724,639,5,0,0,688,,2,,
17895274740297204,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@policiavalledelcauca  @policiadecolombia ✌🏽🙏🏼💙 ¡Gracias!",34,"08/25/2025 08:10",,"Historia de Instagram",,Total,681,599,2,0,0,656,4,,,
18054441485427284,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/25/2025 09:39",,"Historia de Instagram",,Total,650,569,6,0,0,598,,1,,
18066505150983989,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos!😎",11,"08/25/2025 13:47",,"Historia de Instagram",,Total,728,607,7,0,1,680,,,,
18153875239387177,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","RENTA CIUDADANA ✅✌🏽 Madres beneficiarias conocieron",15,"08/25/2025 14:46",,"Historia de Instagram",,Total,690,583,5,0,0,651,,,,
18091430941739302,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/25/2025 14:52",,"Historia de Instagram",,Total,637,560,4,0,2,619,,1,,13
18088437793696322,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"08/25/2025 16:17",,"Historia de Instagram",,Total,659,563,4,0,1,638,,1,,
17894273850292579,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/25/2025 16:52",,"Historia de Instagram",,Total,652,573,2,0,0,625,,,,
18049743854555372,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estamos conformando la vía🚧 📍El Paraíso - Los Caímos",11,"08/25/2025 16:59",,"Historia de Instagram",,Total,646,552,5,0,0,619,,,,
18054377663574206,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Celebremos la semana del ADULTO MAYOR✌🏽💙",15,"08/26/2025 06:21",,"Historia de Instagram",,Total,665,585,2,0,0,621,,,,
18092374060680903,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Después de ser golpeado por vehículo 🚗  Realizando reinstalación y mantenimiento a semáforo de la zona céntrica 🚦",11,"08/26/2025 08:36",,"Historia de Instagram",,Total,853,679,5,1,0,654,,,,
18075761566996936,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 10:05",,"Historia de Instagram",,Total,617,540,6,0,0,597,,,,
18049110869280493,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 11:36",,"Historia de Instagram",,Total,565,511,4,0,0,557,,1,,
18054371171452539,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 11:36",,"Historia de Instagram",,Total,551,494,4,0,0,536,,,,
18064618349252857,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"08/26/2025 11:36",,"Historia de Instagram",,Total,563,490,4,2,0,546,7,,,
17982639680849615,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 11:36",,"Historia de Instagram",,Total,544,480,7,0,0,526,,,,
18113700553516940,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 11:37",,"Historia de Instagram",,Total,543,475,6,3,0,532,,,,
18075872189053321,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 12:48",,"Historia de Instagram",,Total,546,466,5,0,0,535,,1,,
18077379410299430,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 12:48",,"Historia de Instagram",,Total,518,450,5,1,0,510,,,,
18047114099642669,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 12:51",,"Historia de Instagram",,Total,525,426,4,1,0,496,6,1,,
18052207535216775,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy la cita es en el Nos vemos 😎✌🏽",15,"08/27/2025 05:41",,"Historia de Instagram",,Total,564,479,1,0,0,531,,3,1,
18084098152715405,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Inscríbete ahora!",15,"08/27/2025 06:48",,"Historia de Instagram",,Total,501,451,1,0,0,476,,,,
18042340382351360,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Celebramos la SEMANA DEL ADULTO MAYOR💙✌🏽",15,"08/27/2025 07:14",,"Historia de Instagram",,Total,475,435,2,0,0,457,,1,,
18049572554276081,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 07:51",,"Historia de Instagram",,Total,499,436,2,0,0,469,,,,
18075183290001783,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy estamos en el ENCUENTRO DEPARTAMENTAL DE AUTORIDADES EL TURISMO✌🏽💪🏼 Con la Secretaria de Turismo del Valle del Cauca @miyerlandit ✌🏽",15,"08/27/2025 08:20",,"Historia de Instagram",,Total,942,794,8,0,0,471,5,1,,
18075530468479539,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hablando de desarrollo y turismo en Tuluá✅💪🏼 @miyerlandit",8,"08/27/2025 08:26",,"Historia de Instagram",,Total,518,434,4,0,0,469,1,,,
18352749529086536,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos este sábado, 6 de septiembre!💪🏼😎",15,"08/27/2025 08:26",,"Historia de Instagram",,Total,506,419,4,0,0,496,,,,
18075301376008782,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Con arte y cultura💃🎶 Mostramos a Tuluá como epicentro del turismo✌🏽💙",26,"08/27/2025 10:04",,"Historia de Instagram",,Total,532,438,6,0,0,507,,,,
18068909203911185,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/27/2025 10:23",,"Historia de Instagram",,Total,538,444,3,0,0,532,,,,
17914932036179274,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:28",,"Historia de Instagram",,Total,523,444,5,0,0,511,2,,,
18031423958651481,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:28",,"Historia de Instagram",,Total,518,438,4,0,0,505,4,,,
17874216786407889,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:28",,"Historia de Instagram",,Total,534,431,4,0,0,522,2,,,
17937388152065657,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:29",,"Historia de Instagram",,Total,515,429,2,0,0,495,,,,
17875283886407232,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:29",,"Historia de Instagram",,Total,498,429,11,0,0,474,,,,
18098742250616077,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:29",,"Historia de Instagram",,Total,504,428,7,0,0,458,3,,,
18071297834018105,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💙 Somos de corazón 💙",15,"07/30/2025 13:58",,"Historia de Instagram",,Total,568,512,4,0,0,569,,1,,
18088118011690553,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/30/2025 12:42",,"Historia de Instagram",,Total,557,503,3,0,0,577,,,,
18311712772243981,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 08:11",,"Historia de Instagram",,Total,729,617,4,0,0,694,,1,,
18103100029594394,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",🎸🤘🏼,18,"08/15/2025 08:07",,"Historia de Instagram",,Total,717,615,4,0,0,698,3,,,
18072810143474519,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",🎶💃,20,"08/15/2025 08:05",,"Historia de Instagram",,Total,728,628,5,0,0,688,,,,
18070295879135182,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Presentaciones  Artísticas🎶🎤 Hoy en el 📍 Coliseo de Ferias Manuel Victoria Rojas",11,"08/15/2025 08:04",,"Historia de Instagram",,Total,754,642,1,0,0,687,,1,,
18085143769873175,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven ahora al Semana de la Juventud 🤩",7,"08/15/2025 07:58",,"Historia de Instagram",,Total,781,651,5,3,0,658,,2,,
18133893829431627,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/15/2025 05:53",,"Historia de Instagram",,Total,787,638,0,1,0,768,8,,,
18074812625293378,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 05:52",,"Historia de Instagram",,Total,857,656,0,2,0,819,,,,
18085158154834509,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HOY EN EL ¡Te esperamos! ✌🏽💪🏼",11,"08/15/2025 05:29",,"Historia de Instagram",,Total,1603,1079,1,3,0,843,,,1,
18034675778480698,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/14/2025 18:25",,"Historia de Instagram",,Total,953,723,6,1,0,893,,2,,
17893205715296775,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/14/2025 17:27",,"Historia de Instagram",,Total,922,733,9,0,0,849,,1,,
18518757325054794,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡MAÑANA!⬇️ ¡Te esperamos!✌🏽😎",11,"08/14/2025 15:23",,"Historia de Instagram",,Total,925,706,5,0,0,894,,,,
18111151282464435,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este fin de semana en 📍 Barragán",11,"08/14/2025 15:14",,"Historia de Instagram",,Total,937,736,10,3,0,876,,,,
18022690343719045,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana y el sábado 😎✌🏽",15,"08/14/2025 10:55",,"Historia de Instagram",,Total,854,697,7,0,0,818,,1,,
18013521395768767,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",💙💪🏼,11,"08/14/2025 09:39",,"Historia de Instagram",,Total,803,697,6,0,0,786,,,,
17854122510456486,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Vereda El Diamate Nuevas y seguras vías💪🏼🚧",11,"08/14/2025 09:17",,"Historia de Instagram",,Total,816,709,11,0,0,789,,,,
18425398270097377,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Vías seguras en la 📍Zona Rural✨",15,"08/14/2025 09:15",,"Historia de Instagram",,Total,820,719,8,0,0,768,,,,
18060846479353372,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/14/2025 09:13",,"Historia de Instagram",,Total,935,741,7,0,0,911,14,,,
18074046887069475,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Sector Estambul Transformamos espacios💙 En nuestro municipio",11,"08/14/2025 07:54",,"Historia de Instagram",,Total,2065,1360,16,0,2,828,,,,
18061283471371299,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce a María Cruz ✨La Reina del Centro Día✨",15,"08/13/2025 16:31",,"Historia de Instagram",,Total,1242,945,6,0,0,687,,2,,
18080006719903508,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Lee la historia completa⬇️",27,"08/13/2025 15:43",,"Historia de Instagram",,Total,1407,1038,7,0,0,765,,1,,16
18077504506941392,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/13/2025 15:31",,"Historia de Instagram",,Total,786,654,3,0,0,819,,,,
18396232300189492,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/13/2025 15:31",,"Historia de Instagram",,Total,819,676,4,0,0,810,,1,,
18073535660088217,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","AGÉNDATE ESTE FIN DE SEMANA ⬇️⬇️",15,"08/13/2025 11:21",,"Historia de Instagram",,Total,1122,835,6,0,1,728,,1,,
18231435325292436,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Sabes cuántos humedales tenemos en Tuluá?💧🌿 Aquí te lo contamos ☝🏽",15,"08/13/2025 09:07",,"Historia de Instagram",,Total,748,638,3,0,0,702,,2,,
18351923188090525,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Participa Ahora!",5,"08/13/2025 08:35",,"Historia de Instagram",,Total,770,667,1,0,0,730,,1,,4
18089012665701966,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/12/2025 16:27",,"Historia de Instagram",,Total,750,684,7,1,0,794,2,1,,9
17954205539993133,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/12/2025 15:14",,"Historia de Instagram",,Total,807,714,8,0,0,718,,,,
18065720819232544,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros abuelitos del CentroDía Para Ser Felices",16,"08/12/2025 12:46",,"Historia de Instagram",,Total,786,709,7,0,1,759,8,,,
18064025807465875,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 10:08",,"Historia de Instagram",,Total,695,623,4,0,0,718,6,4,,
18378766897130518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Obras  #ParaSerFelices",15,"08/12/2025 10:02",,"Historia de Instagram",,Total,699,640,8,0,0,717,,1,,
18517664692062071,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/12/2025 08:47",,"Historia de Instagram",,Total,690,638,4,0,0,721,,,,
18054132710409975,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:34",,"Historia de Instagram",,Total,727,647,5,0,0,711,,1,,
17855602677493376,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:34",,"Historia de Instagram",,Total,756,653,6,0,0,810,,,,
18124257370481871,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:33",,"Historia de Instagram",,Total,746,672,8,1,0,794,2,2,,
18084247273677187,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/12/2025 08:07",,"Historia de Instagram",,Total,751,678,10,0,0,700,,,,
18117706507494637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:07",,"Historia de Instagram",,Total,765,700,5,0,1,794,,2,,
18021099359721454,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:04",,"Historia de Instagram",,Total,857,768,4,0,0,865,7,2,,
17851539891523469,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/11/2025 14:27",,"Historia de Instagram",,Total,1178,940,5,0,0,771,,3,,
18061725980342765,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/11/2025 12:33",,"Historia de Instagram",,Total,831,758,7,0,0,844,7,,,
17962990718808180,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/11/2025 10:17",,"Historia de Instagram",,Total,1391,1063,2,0,1,883,,2,,34
18055014128622725,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/11/2025 09:30",,"Historia de Instagram",,Total,959,884,7,0,1,910,,3,,
18123257206471745,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ya estamos aquí💪🏼 Desde las 7:00 a. m.",36,"08/10/2025 06:48",,"Historia de Instagram",,Total,2360,1907,5,1,0,1282,,3,,
17976163577750732,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/09/2025 18:45",,"Historia de Instagram",,Total,1734,1360,5,0,0,951,,3,,
18067567072929646,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,36,"08/09/2025 11:01",,"Historia de Instagram",,Total,818,762,4,0,1,817,,5,,
18050010176237637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"08/09/2025 10:53",,"Historia de Instagram",,Total,782,754,4,0,0,782,,,,
17851163373478530,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Celebramos nuestras raíces!✌🏽💪🏼",0,"08/09/2025 10:51",,"Historia de Instagram",,Total,795,770,3,0,0,796,,,,
17917212810149149,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Coliseo de Ferias Manuel Victoria Rojas Juzgamiento de Deportistas Mini, Aficionados y Junior.✅✌🏽",11,"08/09/2025 10:41",,"Historia de Instagram",,Total,809,774,4,0,0,813,,2,,
18478532602072451,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros niños participando de la TERCERA VÁLIDA  de Equitación en Caballos de Paso Fino 🐎🐴",20,"08/09/2025 10:32",,"Historia de Instagram",,Total,854,795,6,3,0,821,,1,,
18044512664320203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/09/2025 09:31",,"Historia de Instagram",,Total,1311,1083,5,0,0,854,,1,,
18040827515361314,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Ven ahora!✌🏽🐴",11,"08/09/2025 09:08",,"Historia de Instagram",,Total,838,778,5,0,0,847,,,,
17888810760321521,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tercera Válida de Equitación de Caballos de Paso🐴🐎 ¡Te esperamos!✌🏽🤩",21,"08/09/2025 08:55",,"Historia de Instagram",,Total,876,816,9,0,0,876,,1,,
18164158240362748,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy no te pierdas este gran evento✌🏽💪🏼🐴",11,"08/09/2025 08:54",,"Historia de Instagram",,Total,948,870,3,0,0,888,,,,
17864136801378740,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Recuperación del espacio público en diferentes sectores de nuestro municipio ✌🏽✅",28,"08/08/2025 16:07",,"Historia de Instagram",,Total,868,781,14,0,2,806,,3,,
18069805445142230,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/08/2025 12:29",,"Historia de Instagram",,Total,630,579,8,0,0,596,2,,,
17993176853821246,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/08/2025 12:29",,"Historia de Instagram",,Total,652,587,8,0,0,645,,,,
