"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Comentarios negativos de los usuarios: Ocultar"
1213559397478057,100064720237286,"Alcaldía de Tuluá","🔥 2do día del Joven Fest 🔥

💼 Emprendimientos, 🤸‍♂️ show de stunt y 🎭 presentaciones artísticas llenan de energía el Coliseo de Ferias Manuel Victoria Rojas 🎪
🎉 ¡Así se vive el Festival de la Juventud 2025! 🚀🎶",,0,"08/16/2025 14:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid03LHLRTeGW9xH47SZDwnmoh8LwnGooHCd2jtbkXB3BaSDC7BaR2xVzcPEENUjguuNl,0,0,Fotos,,,,,Total,14345,8590,103,89,0,14,873,687,186,,,,,,,
1213592974141366,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",69,"08/16/2025 16:03",N/A,https://www.facebook.com/reel/1538142313825720/,1,0,Reels,,,,,Total,3567,1943,163,127,4,32,57,,57,,41620.479,12.973,0,0,,
1215823590584971,100064720237286,"Alcaldía de Tuluá","🙌 Más de 300 personas fueron atendidas en Barragán con salud, SISBÉN, vacunación, recreación y cultura.
Además, por primera vez señalizamos las calles para mejorar la movilidad y transitar más seguros. 🚸✨
¡La Ruta de la Felicidad sigue llevando bienestar a cada rincón! 💙 #ParaSerFelices","🙌 Más de 300 personas fueron atendidas en Barragán con salud, SISBÉN, vacunación, recreación y cultura.
Además, por primera vez señalizamos las calles para mejorar la movilidad y transitar más seguros. 🚸✨
¡La Ruta de la Felicidad sigue llevando bienestar a cada rincón! 💙 #ParaSerFelices",66,"08/19/2025 07:35",N/A,https://www.facebook.com/reel/1288352926298093/,1,0,Reels,,,,,Total,991,646,65,52,1,12,14,,14,,8406.458,9.531,0,0,,
1216051963895467,100064720237286,"Alcaldía de Tuluá","#Obras | Gustavo Vélez hace inversión histórica en infraestructura para la Primera Infancia.

Los Centros de Desarrollo Infantil Cariñositos y Semillitas del barrio Chiminangos, que anteriormente presentaban un alto estado de deterioro y condiciones no aptas para su óptimo funcionamiento, serán ahora renovados para brindar entornos seguros, modernos y acogedores a la comunidad infantil. 

Lee la noticia completa:⬇⬇⬇
",,0,"08/19/2025 13:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0LBVdkw1dZ2H99Vh2jeebHFQ6FLdMTZ1tUD3JS1YxnKxWRxwRru8aHdGbaJwGJbTnl,0,0,Enlaces,,,,,Total,4313,2634,108,77,9,22,79,,51,28,,,,,,
1216054047228592,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 2.000 millones para atención de adultos mayores.

Más de 400 abuelitos están siendo beneficiados con esta inversión de 2.000 millones de pesos que fortalece la Atención Integral en cuatro importantes centros: La Casa de los Abuelos, el Jardín de los Abuelos, el Centro San Francisco de Asís en La Marina y el Albergue El Buen Samaritano, este último beneficiado por primera vez con una asignación de 100 millones de pesos.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"08/19/2025 14:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0GPsZW8bkm3xkHL3g6aQ2GHh6zq68sS3Q1Ua1WrSZQKd6nRsXMoXQ3o8JELuCKogbl,0,0,Enlaces,,,,,Total,2191,1364,47,37,0,10,25,,7,18,,,,,,
1216054250561905,100064720237286,"Alcaldía de Tuluá","#Juventud | Con salud y educación se “parcharon” los estudiantes de La Marina

300 estudiantes de la I. E. La Marina recibieron este martes, 12 de agosto, toda la oferta institucional y educativa por parte de la Unidad Central del Valle - UCEVA, la Universidad Latinoamericana y el SENA, la socialización de programas nacionales como Renta Joven y los Puntos INNOVA, jornadas de salud con pruebas rápidas de VIH a cargo del Hospital Rubén Cruz Vélez y charlas de prevención de Profamilia en el marco del Día Internacional de la Juventud.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"08/19/2025 14:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0QxETnVWY3Jf9T5jtQMUdRoQm6JgPbuKWweDmq2UESXsAAY4UQWyHFi8LVnyfQfQkl,0,0,Enlaces,,,,,Total,1486,963,38,30,0,8,8,,2,6,,,,,,
1216054713895192,100064720237286,"Alcaldía de Tuluá","#Gobierno | Alcaldía Realiza Jornada de sensibilización en colegios para prevenir la violencia intrafamiliar

A través de la Secretaría de Gobierno, Convivencia y Seguridad, y su Comisaría de Familia, realizó una jornada de sensibilización en la Institución Educativa Pumarejo – Sede Sindical, dirigida a padres y madres de familia, en el marco de la Ley 2126 de 2021. El objetivo fue abordar temas clave para la prevención de la violencia intrafamiliar y el fortalecimiento de entornos familiares protectores para niñas, niños y adolescentes.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/19/2025 14:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid028JvXhtWSkZM19kvvcBLGKwXT7DQWzQEQbMMUgghg1Ah3kzse3zR6bjtJsqsfYJPXl,0,0,Enlaces,,,,,Total,1467,909,37,27,0,10,19,,2,17,,,,,,
1216073440559986,100064720237286,"Alcaldía de Tuluá","¡Río Tuluá sin residuos!💙💪🏼😎

🌊 Iniciamos los recorridos con nuestros Gestores de Convivencia para la recolección de residuos en el río Tuluá. Con estas acciones recuperamos espacios que habían sido ocupados y llenos de basura. 🙌 Una labor colectiva para devolverle vida y limpieza a nuestro río y zonas verdes aledañas, pensando en el bienestar de todos los tulueños. 🌱✨ #ParaSerFelices","¡Río Tuluá sin residuos!💙💪🏼😎

🌊 Iniciamos los recorridos con nuestros Gestores de Convivencia para la recolección de residuos en el río Tuluá. Con estas acciones recuperamos espacios que habían sido ocupados y llenos de basura. 🙌 Una labor colectiva para devolverle vida y limpieza a nuestro río y zonas verdes aledañas, pensando en el bienestar de todos los tulueños. 🌱✨ #ParaSerFelices",37,"08/19/2025 14:44",N/A,https://www.facebook.com/reel/1105068081103814/,1,0,Reels,,,,,Total,3082,1763,165,126,21,18,74,,74,,29609.152,10.958,0,0,,
1216788377155159,100064720237286,"Alcaldía de Tuluá","🌟 ¡Habitantes de Barragán tendrán Puesto de Salud renovado! 🏥✨

En articulación con el Hospital Rubén Cruz Vélez, adelantamos la renovación del Puesto de Salud del corregimiento de Barragán, con obras de mantenimiento en cubiertas, muros, instalaciones hidráulicas y sanitarias, fachada y cerrajería.

🙌 Después de años sin intervención, este espacio vuelve a recibir la atención que merece, garantizando un lugar digno, moderno y seguro para la atención en salud de esta comunidad #ParaSerFelices 💙",,0,"08/20/2025 11:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid07gzcoCTeunDFh2aaMLAUg1Cfa1kUMvb2VvmPn93MpfG5vpcRSBWKo1SDynQGSvd6l,0,0,Fotos,,,,,Total,3023,1695,57,40,0,17,90,74,16,,,,,,,
1216930867140910,100064720237286,"Alcaldía de Tuluá","🌳✅ ¡Árbol en el barrio Victoria ya no será un riesgo!🚧🏡

Con la SEDAMA, realizamos la intervención y erradicación de un árbol de caucho (ficus elástica) que se encontraba muerto en pie y representaba un riesgo para los habitantes del sector. 🙌 Con estas acciones seguimos trabajando por una Tuluá más segura y responsable con el entorno y la comunidad #ParaSerFelices 💙✨","🌳✅ ¡Árbol en el barrio Victoria ya no será un riesgo!🚧🏡

Con la SEDAMA, realizamos la intervención y erradicación de un árbol de caucho (ficus elástica) que se encontraba muerto en pie y representaba un riesgo para los habitantes del sector. 🙌 Con estas acciones seguimos trabajando por una Tuluá más segura y responsable con el entorno y la comunidad #ParaSerFelices 💙✨",40,"08/20/2025 15:39",auto,https://www.facebook.com/reel/653846723863175/,1,0,Reels,,,,,Total,2165,1480,71,61,1,9,41,,41,,20532.243,10.944,0,0,,
1217497953750868,100064720237286,"Alcaldía de Tuluá","🚧✨ ¡La calle 34 ahora une comunas 5 y 6!

Gracias a la obra de topping en más de 20 cuadras, la calle 34 se convierte en una vía estratégica que permitirá el paso directo entre los barrios Progresar, Pueblo Nuevo al Sajonia y Salesianos, conectando de manera segura y eficiente estas comunas.

🙌 Con esta nueva vía que llega hasta la carrera 40, transformamos la movilidad y mejoramos la calidad de vida de los tulueños. ¡Las obras siguen transformando a Tuluá! #ParaSerFelices 💙💪🏼","🚧✨ ¡La calle 34 ahora une comunas 5 y 6!

Gracias a la obra de topping en más de 20 cuadras, la calle 34 se convierte en una vía estratégica que permitirá el paso directo entre los barrios Progresar, Pueblo Nuevo al Sajonia y Salesianos, conectando de manera segura y eficiente estas comunas.

🙌 Con esta nueva vía que llega hasta la carrera 40, transformamos la movilidad y mejoramos la calidad de vida de los tulueños. ¡Las obras siguen transformando a Tuluá! #ParaSerFelices 💙💪🏼",30,"08/21/2025 07:36",uploaded,https://www.facebook.com/reel/1834543160806941/,1,0,Reels,,,,,Total,3107,1964,160,126,5,29,105,,105,,22297.318,8.116,0,0,,
1217774543723209,100064720237286,"Alcaldía de Tuluá","🏫🔧 ¡Estudiantes del Occidente tienen espacios seguros!🚧💪🏼

Iniciamos la intervención de un muro que ponía en riesgo la integridad de los estudiantes de la 📍I.E. Técnica Occidente, priorizando la protección de nuestros niños, niñas y adolescentes. 🙌 Con esto, garantizamos espacios seguros y dignos en las instituciones educativas de Tuluá. 💙💪🏼 #ParaSerFelices","🏫🔧 ¡Estudiantes del Occidente tienen espacios seguros!🚧💪🏼

Iniciamos la intervención de un muro que ponía en riesgo la integridad de los estudiantes de la 📍I.E. Técnica Occidente, priorizando la protección de nuestros niños, niñas y adolescentes. 🙌 Con esto, garantizamos espacios seguros y dignos en las instituciones educativas de Tuluá. 💙💪🏼 #ParaSerFelices",47,"08/21/2025 15:18",uploaded,https://www.facebook.com/reel/2931426157050525/,1,0,Reels,,,,,Total,3258,2052,130,99,7,24,55,,55,,34771.94,11.887,0,0,,
1218454736988523,100064720237286,"Alcaldía de Tuluá","👑🎉 ¡Agosto es el mes para celebrar la Semana del Adulto Mayor! 🎉👴👵

Prepárate para una programación llena de vida: recreación, arte, cultura, emprendimiento, actividades lúdico-recreativas, bingo ¡y mucho más! ✨

📌 Y no te pierdas el Gran Reinado del Adulto Mayor, un espacio para resaltar la alegría, el talento y la belleza en la tercera edad. 🌟💃🕺

📅 ¡Agéndate y acompáñanos en estos espacios creados #ParaSerFelices!  💙💪🏼",,0,"08/22/2025 10:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0a1RZh82ia5XCEmhmfXig4GS4mcY4CzKgcx7hnicWsJEEi4jvkD4pfkdHqVPPieJ6l,0,0,Fotos,,,,,Total,2180,1358,35,27,0,8,36,29,7,,,,,,,
1218580506975946,100064720237286,"Alcaldía de Tuluá","🚦👮‍♂️ Estudiantes tulueños reciben Educación vial💪🏼😎🚸

Con una jornada pedagógica de movilidad y seguridad vial, nuestros agentes de tránsito compartieron con los estudiantes de primaria del Colegio Bilingüe, conocimientos sobre la importancia de usar casco, chaleco y respetar las normas de tránsito. 💪🏼✅

🙌 Estamos formando ciudadanos responsables y con conciencia vial, creando espacios #ParaSerFelices 💙","🚦👮‍♂️ Estudiantes tulueños reciben Educación vial💪🏼😎🚸

Con una jornada pedagógica de movilidad y seguridad vial, nuestros agentes de tránsito compartieron con los estudiantes de primaria del Colegio Bilingüe, conocimientos sobre la importancia de usar casco, chaleco y respetar las normas de tránsito. 💪🏼✅

🙌 Estamos formando ciudadanos responsables y con conciencia vial, creando espacios #ParaSerFelices 💙",38,"08/22/2025 13:40",N/A,https://www.facebook.com/reel/4162453030693107/,1,0,Reels,,,,,Total,1544,996,67,53,4,10,18,,18,,7976.883,5.718,0,0,,
1218664980300832,100064720237286,"Alcaldía de Tuluá","🚐💚 ¡La Ruta de la Felicidad llegó a Monteloro!

🙌 Atendimos a 180 personas en una gran jornada descentralizada con servicios de salud, deporte, recreación y vacunación para humanos y animales.

📍 En Monteloro unimos esfuerzos con Programas Nacionales, Sisbén, PIC y muchas más iniciativas, transformando a Tuluá en un municipio con más oportunidades y calidad de vida #ParaSerFelices ✨",,0,"08/22/2025 16:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0D6s6QuD2t9AFfS4NJatKx4UyYTVmZyDFfPSsA4fn6GQHVWFUY7Y1ZSyBKzSWuamrl,0,0,Fotos,,,,,Total,10585,5970,93,70,3,20,423,269,154,,,,,,,
1218665560300774,100064720237286,"Alcaldía de Tuluá",,,0,"08/22/2025 16:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02gYP8ZA4WagpvX8nD67XxkMamqDsqYtvM9jUwspq46QKfMbWWje3ivm6ZaHHSAqwUl,0,1,Texto,,,,,Total,,,,,,,35,,34,1,,,,,,
1219308270236503,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 28. La transformación en cada rincón de Tuluá. En este episodio del podcast de Vélez hablamos de cómo la Administración llega a cada rincón del municipio; además, los escenarios deportivos acuáticos ya están abiertos para nuestros deportistas, y cómo más de 200 personas han encontrado empleo gracias a las ferias de la Secretaría de Bienestar Social.","🎙️ #ElPodcastdeVélez | Episodio 28. La transformación en cada rincón de Tuluá. En este episodio del podcast de Vélez hablamos de cómo la Administración llega a cada rincón del municipio; además, los escenarios deportivos acuáticos ya están abiertos para nuestros deportistas, y cómo más de 200 personas han encontrado empleo gracias a las ferias de la Secretaría de Bienestar Social.",691,"08/23/2025 10:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/779595794568057/,1,0,Videos,,,,,Total,2480,1885,223,105,10,108,76,,76,,34319.052,15.728,0,0,0,
1219513103549353,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",79,"08/23/2025 16:00",N/A,https://www.facebook.com/reel/1461117168259777/,1,0,Reels,,,,,Total,1426,987,57,47,1,9,17,,17,,12920.11,10.173,0,0,,
1220974213403242,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 600 jóvenes vivieron el Joven Fest 2025 en Tuluá.

En el marco de la Semana de la Juventud, más de 600 jóvenes se dieron cita en el Coliseo de Ferias Manuel Victoria Rojas para disfrutar del Joven Fest 2025, un espacio creado especialmente para ellos, que brindó atención integral en salud, cultura, deporte, emprendimiento y formación académica.

Lee la noticia completa: ⬇⬇
",,0,"08/25/2025 08:23",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02cQza1g3Rkn1BeGPCWqMFYhiZn1MFk8uJK2EiSM8yAG1wHSLHT94mtRjbnvdi3yA9l,0,0,Enlaces,,,,,Total,663,474,14,13,0,1,9,,5,4,,,,,,
1220975233403140,100064720237286,"Alcaldía de Tuluá","#Noticias | Alcaldía llega a Barragán con oferta institucional para más de 300 habitantes.

En una jornada de descentralización institucional, la Administración Municipal trasladó sus servicios hasta el corregimiento de Barragán, donde alrededor de 300 habitantes fueron beneficiados con atenciones en salud, orientación en programas sociales y actividades comunitarias.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/25/2025 08:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0WEqifo74C8CcDvXiYcyxHPAazCxmxQY9ai3LBvkLKzbVANdPPoasqdP4FhX7offl,0,0,Enlaces,,,,,Total,449,324,9,9,0,0,1,,,1,,,,,,
1220975860069744,100064720237286,"Alcaldía de Tuluá","#Obras | Gustavo Vélez hace inversión histórica en infraestructura para la Primera Infancia.

Los Centros de Desarrollo Infantil Cariñositos y Semillitas del barrio Chiminangos, que anteriormente presentaban un alto estado de deterioro y condiciones no aptas para su óptimo funcionamiento, serán ahora renovados para brindar entornos seguros, modernos y acogedores a la comunidad infantil. 

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Rx7XCgcveNtLNkvSVUpqAvp6yJagWXYZjqozC8J9jRKYriSCRezrkbgVBwjcbagel,0,0,Enlaces,,,,,Total,1740,1182,36,31,1,4,29,,20,9,,,,,,
1220984693402194,100064720237286,"Alcaldía de Tuluá","#Obras | Alcalde renueva Puesto de Salud en Barragán

Comprometidos con mejorar la infraestructura y garantizar espacios más seguros, cómodos y adecuados para la prestación de los servicios de salud en la zona rural, la Administración Municipal adelanta importantes trabajos de remodelación y adecuación en el Puesto de Salud del corregimiento de Barragán, el cual llevaba 12 años sin ser intervenido y presentaba un notable deterioro.

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:39",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Vyc1dzF5W2MmUEw7JDtTD1ZBNMjs4SYWAw8FxacMbyPea1HvaLpLG9DaVUqrituul,0,0,Enlaces,,,,,Total,753,507,28,24,0,4,2,,2,,,,,,,
1220985363402127,100064720237286,"Alcaldía de Tuluá","#Gobierno | Continúa la recuperación y control del espacio público en el río Tuluá

Desde la Secretaría de Gobierno, Convivencia y Seguridad, junto a los Gestores de Convivencia, adelantaron una nueva jornada de recuperación del espacio público en la ribera del río Tuluá, en el tramo comprendido entre el Puente de las Brujas y el Puente del Hotel Juan María, en ambos costados de la vía.

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:40",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0hvKpEjRhaeqneHnLbPsVBCE5vFMU6LPhwqAtBQS7d3JdjfrDiAJmxrA5QMvaRn68l,0,0,Enlaces,,,,,Total,1160,813,29,25,1,3,13,,4,9,,,,,,
1220987673401896,100064720237286,"Alcaldía de Tuluá","#Deporte | Piscinas públicas abren sus puertas nuevamente a deportistas.

Con trabajos de mantenimiento y arreglo del motor para la correcta oxigenación del agua, las piscinas públicas del municipio volvieron a abrir sus puertas a deportistas tulueños de los clubes y la Selección Tuluá de Natación, quienes ahora cuentan nuevamente con escenarios en óptimas condiciones para su entrenamiento y formación. 

Lee la noticia completa:⬇⬇⬇
",,0,"08/25/2025 08:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0YhCH4RavjBa4ghus9ewdScphfnyUYAmx3v5Knkc7G9qr268F6ss4orjaTbmUDthMl,0,0,Enlaces,,,,,Total,30570,20184,181,148,17,16,797,,587,210,,,,,,
1220989063401757,100064720237286,"Alcaldía de Tuluá","#Obras | Todo listo para la apertura de calle que conecta Sajonia con Pueblo Nuevo.

Con la pavimentación de 240 metros cuadrados, ya todo está listo para la apertura del paso en la calle 29A entre carreras 19 y 20, a un costado del  Centro Comercial Bicentenario Plaza, una obra que transforma notablemente este sector de la ciudad y mejora la movilidad en un punto estratégico de Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/25/2025 08:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02d1Ps2kRY2of8zxevqTceUCu131cQMvFmUfQHpkfswZi7ptXNbuFVkmxMYbrM79Dil,0,0,Enlaces,,,,,Total,7813,5290,122,101,5,16,154,,60,94,,,,,,
1221201096713887,100064720237286,"Alcaldía de Tuluá","250 madres cabeza de hogar conocieron beneficios de Renta Ciudadana ✌🏽💪🏼✅

✨ Reunimos a estas mujeres madres cabeza de hogar de niños y niñas menores de 6 años y de personas con discapacidad, beneficiarias de este  programa en la Comuna 3. 🌸💜 

Un espacio para darles a conocer el programa, sus beneficios y ayudas que reciben, fortaleciendo el lazo entre la comunidad y la Administración Municipal. 🤝🌟 espacios #ParaSerFelices","250 madres cabeza de hogar conocieron beneficios de Renta Ciudadana ✌🏽💪🏼✅

✨ Reunimos a estas mujeres madres cabeza de hogar de niños y niñas menores de 6 años y de personas con discapacidad, beneficiarias de este  programa en la Comuna 3. 🌸💜 

Un espacio para darles a conocer el programa, sus beneficios y ayudas que reciben, fortaleciendo el lazo entre la comunidad y la Administración Municipal. 🤝🌟 espacios #ParaSerFelices",46,"08/25/2025 14:45",uploaded,https://www.facebook.com/reel/1436179840818111/,1,0,Reels,,,,,Total,1420,838,67,50,2,15,12,,12,,7539.222,5.917,0,0,,
1221753203325343,100064720237286,"Alcaldía de Tuluá","#obras | Puesto de Salud de San Pedro Claver será remodelado

El alcalde Gustavo Vélez dará inicio a la remodelación del Puesto de Salud del barrio San Pedro Claver.

Lee la nota completa aquí ⬇⬇⬇
",,0,"08/26/2025 06:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02RFhsZhNK9bkFdxBwva92uUMV2ydjmvX9A892htKL7WBeqAobQv3PriFQWGJWq1Kfl,0,0,Enlaces,,,,,Total,1886,1211,45,36,1,8,29,,21,8,,,,,,
1221858486648148,100064720237286,"Alcaldía de Tuluá","🎉✨ Inició la Semana del Adulto Mayor ✨🎉

Con alegría, juegos y mucha energía, más de 100 abuelitos se dieron cita en el 📍Estadio Doce de Octubre para inaugurar esta celebración con las Olimpiadas del Adulto Mayor 🏅💃. Una semana llena de vida, recreación y sonrisas dedicada a quienes son ejemplo de amor y sabiduría 💙👵👴. #ParaSerFelices",,0,"08/26/2025 09:10",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02NdMgYyWi5DpjyALRhVxVBwWn8KfHQqHxgLiCgXFms63seHTtByrRm9vNgbt2zQRGl,0,0,Fotos,,,,,Total,8241,4775,160,89,1,70,370,290,80,,,,,,,
1221870813313582,100064720237286,"Alcaldía de Tuluá","#Gobierno | Alcaldía de Tuluá fortalece la Comisaría de Familia con moderna dotación tecnológica.

Con la dotación de equipos tecnológicos como escáneres, impresoras y computadores de última generación el alcalde Gustavo Vélez fortalece el trabajo de la Comisaría de Familia y la Casa de Justicia. 

Lee la noticia completa: ⬇⬇⬇
",,0,"08/26/2025 09:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid03qzD7MHsBG8234Zo6hPRbXvz2x1FbvnbDB3mr2E1UuPadzxaEfFroc5QLzLSkCgTl,0,0,Enlaces,,,,,Total,6396,3745,109,92,4,13,278,,55,223,,,,,,
1221871173313546,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá avanza en la construcción del Plan Territorial Integral de Gestión del Riesgo Escolar.

La Secretaría de Educación Municipal de Tuluá, en articulación con el Ministerio de Educación Nacional, sostuvo un encuentro con docentes y directivos docentes con el fin de socializar los lineamientos para la construcción del Plan Territorial Integral de Gestión del Riesgo Escolar. 

Lee la noticia completa: ⬇⬇⬇
",,0,"08/26/2025 09:28",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid034kBrb1tuv34JzN3RGdoVgB2fc2cHTbgDr84V6bmPPH1PVzQreVLcCv1jsbWS3UtTl,0,0,Enlaces,,,,,Total,2296,1388,68,54,0,14,26,,2,24,,,,,,
1222669429900387,100064720237286,"Alcaldía de Tuluá","Así iniciamos la Semana del Adulto Mayor 💙😎✨

💬 Nuestras participantes expresaron la emoción de vivir esta gran celebración en el primer día de la Semana del Adulto Mayor 🌸💙.
La fiesta continúa y seguimos compartiendo momentos de unión, deporte y diversión con quienes son orgullo y ejemplo para todos 👵👴✨ #ParaSerFelices 💙✨","Así iniciamos la Semana del Adulto Mayor 💙😎✨

💬 Nuestras participantes expresaron la emoción de vivir esta gran celebración en el primer día de la Semana del Adulto Mayor 🌸💙.
La fiesta continúa y seguimos compartiendo momentos de unión, deporte y diversión con quienes son orgullo y ejemplo para todos 👵👴✨ #ParaSerFelices 💙✨",55,"08/27/2025 07:13",uploaded,https://www.facebook.com/reel/3053432431504817/,1,0,Reels,,,,,Total,3156,1331,142,85,1,56,31,,31,,32919.584,11.91,0,0,,
1222706686563328,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá fortalecerá su educación con 30 docentes orientadores

La Secretaría de Educación Municipal de Tuluá anunció que, gracias a la gestión realizada ante el Ministerio de Educación Nacional, la planta de docentes orientadores pasará de 18 a 30 para el 2026. Este aumento del 66% permitirá fortalecer la convivencia escolar, brindar acompañamiento psicosocial y garantizar ambientes educativos más seguros y favorables para el aprendizaje de los estudiantes.

Lee la noticia completa:⬇⬇⬇
",,0,"08/27/2025 08:07",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02ftV9HbXcbXQU3jBYbALx2na4x9yaNpqvhYJNQ7eEMB1bXiCGQrhtqU2gdxvsN1Yjl,0,0,Enlaces,,,,,Total,3049,1650,83,69,2,12,82,,11,71,,,,,,
1222709686563028,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 250 madres cabeza de hogar participaron en el segundo encuentro de Renta Ciudadana

En el Coliseo de Ferias Manuel Victoria Rojas se realizó el segundo encuentro de bienvenida del programa Renta Ciudadana, con la asistencia de más de 250 madres cabeza de hogar de la comuna 3, entre ellas cuidadoras de niños menores de 6 años y de personas con discapacidad.

Lee la noticia completa:⬇⬇⬇
",,0,"08/27/2025 08:11",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0sQrSxP3bVQdh9DY25abU2wsGK1KQ1XAEKLPZLvTEMZhXnuc61eURcxYqxGVy8rqml,0,0,Enlaces,,,,,Total,1806,1141,47,36,2,9,23,,7,16,,,,,,
1222757886558208,100064720237286,"Alcaldía de Tuluá","Proyectamos a Tuluá como destino turístico estratégico✅✌🏽

✨ En la Central de Transportes de Tuluá fuimos sede del Encuentro Departamental de Autoridades de Turismo, donde recibimos al Viceministerio de Turismo, la Dirección Nacional de Calidad Turística y la secretaria de Turismo del Valle, Miyerlandi Torres 🌎🚍

Con esto, queremos fortalecer la competitividad y el desarrollo de nuestro municipio en el futuro. 💼🌱 #ParaSerFelices 💙",,0,"08/27/2025 09:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0cGFvHvCiktzKeP7TpzSyQJqpsF5qTfKhjrFjSbnULgAc4Qwd5srjvPDHSRBW5eBRl,0,0,Fotos,,,,,Total,5938,3206,129,87,17,25,370,162,208,,,,,,,
1222937009873629,100064720237286,"Alcaldía de Tuluá","#Turismo | Tuluá, sede del Encuentro Departamental de Autoridades de Turismo.

Con la participación de representantes de más de 30 municipios, autoridades departamentales y el acompañamiento del Viceministerio de Turismo, se llevó a cabo en Tuluá el Encuentro Departamental de Autoridades de Turismo, un espacio de diálogo y articulación para proyectar el desarrollo turístico de la región.

Lee la noticia completa:⬇⬇⬇",,0,"08/27/2025 15:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02tXHZLjSToBrg8WJGfVFEEz2YgxourPxNQU1K7VD2md3qEu5FxXfTaJj84QDA8CLZl,0,0,Enlaces,,,,,Total,1780,966,33,27,0,6,12,,5,7,,,,,,
