Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración
2024-11-05 11:03:14,phone,1979-01-01,female,10,10,Neutral,La inseguridad que vive nuestra ciudad en diferentes sectores.,SI,"San Pedro Claver,  mejoraría la atención y el horario en el centro de salud de nuestro barrio más atención en la salud de los vecinos.",16:20
2024-11-05 10:09:55,phone,1971-03-28,male,8,9,Feliz,"Seguridad, tránsito, recreación y deporte, llevar  las chataterrias que existen por la margen del Río cerca al puente de las brujas a una zona distante del casco urbano, Alameda con recreación deportiva y vida sana en las márgenes del río.",SI,"Los habitantes de calle indigentes,  personas que reflejan desorden, abandonado, negligencia y deficiente administración del alcalde",06:01
2024-11-05 08:12:21,phone,1986-11-09,female,6,8,Neutral,Mejorar la seguridad en nuestra ciudad  Cada vez nuestro pueblo tuvieron se vuelve fantasma,NO,Porvenir Mejoraría la.seguridad,01:34
2024-11-05 01:53:41,phone,1964-01-10,female,10,10,Feliz,El aseo del centro,NO,Sajonia seguridad,01:58
2024-11-05 00:55:43,phone,1986-12-26,male,1,8,Neutral,"Seguridad,orden, y buenas actividades alegres para todo publico",SI,"7 de agosto Seguridad, y mantenimiento a las alcantarillas para que no se inunden más las cuadras",03:23
2024-11-05 00:51:03,phone,1970-04-28,female,9,,Feliz,La parte donde en la delincuencia y sicariato que está insistiendo mucho en nuestro en nuestro tuluá eso es lo que recorriría y trataría de que mejorara que los alcaldes y funcionarios públicos de ayuden y serán los unas un proyecto para para ver cómo hacemos para eliminar tanta su muerte que hay.,SI,Hacer actividades deportivas lúdicas hacer trabajos para que esos jóvenes que se encuentran en los parques tenga un oficio que hacer o mante,03:01
2024-11-05 00:48:57,tablet,1968-12-31,female,7,7,Neutral,Cambiar el desorden del tráfico y arreglar los huecos de muchas calles,SI,Villa campestre,02:09
2024-11-05 00:38:26,phone,1979-07-11,male,7,8,Neutral,Las vias se esta quedando corta la movilidad Ejemplo Calle 22 barrio palovonito Es muy trancitada pero las carreras que atraviesa tienen poco flujo si uvieran cemaforos carrera de por medio una si en la otra no  Muchos autos parqueados en las vias del centro Mas obras de arte dara buena censacion,SI,Villa colombia Luces en los parques Obras de arte sobre la transversal Pero no fieros o latas de malas formas el arte da censaciones buenas,13:45
2024-11-05 00:31:54,phone,1974-11-14,female,8,9,Feliz,Encontrar más empatía,SI,"Urbanización la herradura, pavimentar las calles",01:42
2024-11-05 00:31:11,phone,1967-09-04,male,7,7,Feliz,Cambiaría la politiquería por más acciones que relacione más a los jóvenes. No veo un futuro claro para la juventud el deporte y la cultura pasaron a otro plano.,SI,Sintra san Carlos. Construir verdaderos parques de recreación para los niños no los hay.,06:17
2024-11-04 23:41:29,phone,1974-08-03,female,8,8,Un poco ansioso,Más oportunidad de empleos,SI,"Salesiano, servicios públicos más económicos, más actividades de cursos para adultos y niños",01:25
2024-11-04 22:44:14,phone,1975-10-12,female,5,5,Muy ansioso,En lo personal me gustaría que miraran un poco el bienestar de nuestros niños en especial los niños de mi ceptor,SI,Vivo en el callejón sanfrancisco siete vueltas yo he querido tener un comedor comunitario para los niños y un lugar de recreación para ellos,08:12
2024-11-04 22:01:08,phone,1950-10-30,male,10,10,Muy Feliz,Algunas vías mejoramiento,SI,Nuevo Principe Zonas verdes,04:59
2024-11-04 21:51:40,phone,1941-08-15,female,8,10,Feliz,LA SEGURIDAD,SI,La Graciela. La iluminación y la seguridad,03:19
2024-11-04 21:37:05,phone,1982-06-15,male,3,4,Muy ansioso,Mejorar Seguridad generar empleo,SI,Bosques de Maracaibo,01:54
2024-11-04 21:36:48,phone,1982-09-09,male,9,7,Feliz,En seguridad y laboral,SI,"La graciela, señalizacion en las calles",05:23
2024-11-04 21:25:45,phone,1969-07-30,female,10,10,Muy Feliz,La inseguridad,SI,Barrio Maracaibo mejoraria los parques mas limpios y seguros,02:29
2024-11-04 21:22:50,phone,1969-08-31,female,8,10,Feliz,Tener un empleo mejor pago,SI,"Villa Campestre, reparchar las calles.",03:15
2024-11-04 20:52:15,phone,1969-01-01,male,9,,Neutral,Civismo,SI,Avenida. Cali..... Seguridad,02:35
2024-11-04 20:35:30,phone,1959-02-05,male,10,10,Feliz,Descolmarar el río y mejorar la seguridad,SI,"Iluminación , cámaras, muro del rio, castigar a los q arrojan basuras, los q dejan los perros solos en cale, vivo en la Villa",02:16
2024-11-04 20:22:16,phone,1993-11-03,male,8,6,Muy Feliz,"Mayor número de zonas verdes que puedan servir al colectivo y con zonas verdes no me refiero a parques con bancas y zonas de ejercicios, sino sitios para conectar con la naturaleza.",SI,"La Graciela, lo mejoraría ayudando a concientizar a la gente que cuiden el río y la fauna que hay a sus alrededores.",03:36
2024-11-04 18:50:03,phone,1978-03-28,male,6,5,Neutral,Que los tulueños que laboran tenga todas sus prestaciones legales,SI,Barrio Popular..el alumbrado público.. el alcantarillado...y cambiar definitivamente el consejo comunal..ps nunca hacen nada por mejorar el,02:47
2024-11-04 17:52:01,phone,1984-05-18,male,7,6,Feliz,"Mejores vías, más espacios de esparcimiento, más parques, más zonas verdes, mejorar la seguridad",SI,"Entre ríos, las vías, el parque y los alrededores del río",05:48
2024-11-04 17:07:43,phone,1962-05-29,male,3,,Muy Feliz,Ser la mejor persona que e venido haciendo servir ala comunidad,SI,Lo primero que yo quiero es como líder qué meayudaran a terminar el polideportivo ese es mi más grande anhelo,10:48
2024-11-04 15:56:07,phone,1985-07-04,male,2,2,Neutral,La seguridad especialmente para comercio,SI,La esperanza,00:48
2024-11-04 15:24:08,phone,1981-08-07,male,10,10,Feliz,Que el alcalde no abuse ni tropelle a los vendedores ambulantes. Que les mandé avoegar con el patán de Martin Hincapié,SI,Maracaibo,01:24
2024-11-04 14:39:46,phone,1969-07-27,female,6,6,Muy ansioso,"La segura ,el empleo ,sacar a los corruptos en la alcaldía ,mejorar Urgencias del Hospital Tomas Uribe Uribe con profesionales ,cómo traumatólogos,cirujanos ,cardiólogos ,pediatras ,que atiendan a los pacientes con dignidad .",SI,"Barrio la Esperanza ,CRA 14a con 26c1,26c3 ,estamos cansados de la bulla de los equipos de sonido a alto volumen.",05:22
2024-11-04 14:25:02,phone,1977-01-13,male,8,9,Muy Feliz,"El transito, y las calles sin huecos. La malla vial esta extremadamente dañada por todos lados.",SI,"Calles sin huecos, todas las calles estan dañadas.",02:06
2024-11-04 13:13:56,phone,1956-02-19,male,8,8,Feliz,Saludos y deporte.,SI,"Darle a la antigua terminal el cambio que merece tuluá.una obra que marque,la audacia,imaginación,belleza y utilidad de diseño y movilidad.",03:04
2024-11-04 12:01:24,phone,1984-04-26,female,4,4,Muy ansioso,Seguridad y mayor oferta laboral (empresas?,SI,Siete de Agosto  Alcantarillado y pavimentacion,45:36
2024-11-04 11:19:19,phone,1978-01-19,male,1,7,Temo por mi vida,Seguridad y educación,SI,Victoria,01:56
2024-11-04 10:57:00,phone,1974-04-04,male,5,5,Neutral,"Mayor seguridad en la ciudad mejoramiento en empleo ,auxilios de vivienda,planes de vivienda de interés social.",SI,"Barrio Jorge Eliecer Gaitán,contar con un centro cultural como el de Bosques de Maracaibo y una ciudadela deportiva en el sector de la igles",05:20
2024-11-04 10:56:29,phone,1963-01-05,male,10,9,Feliz,Qué  las personas  que llegan  a puestos  públicos  no se.vuelman  tan arroganres,SI,Aguaclara  callejon el diamante,02:52
2024-11-04 10:16:59,phone,1967-09-30,female,6,7,Neutral,En que allá más seguridad,SI,En la flor de la campanaen que terminar el pavimento y hubiera mejoras en la acción cumunal,05:54
2024-11-04 10:09:09,phone,1982-01-25,female,5,5,Neutral,"Inseguridad , dejar trabajar a los comerciantes, más oportunidades laborales.",SI,"San benito, mejorar más programas educativos y de formación en las casetas comunales.",02:47
2024-11-04 09:02:53,phone,1996-04-20,male,10,10,Muy Feliz,Más obras de infraestructura para mejorar los sectores reprimidos y generar empleo,SI,"progresar, mejoramiento de vías para la movilidad",01:59
2024-11-04 08:53:20,phone,1979-01-03,male,6,8,Feliz,"Mejorar la seguridad aun más, interviniendo en lo mas profundo de la delincuencia y la corrupción de las instituciones, mejorando así la inversión, producción y comercio, apoyando los campesinos en su producción y con todo esto aumentar la oferta de servicios y productos, bajando así los costos.",SI,"La Campiña, tener una JAC que funcione adecuadamente sin corrupción ni intereses particulares sino generales, seguridad y orden público.",04:56
2024-11-04 08:37:07,phone,1994-04-18,female,7,9,Neutral,"La seguridad a nivel general, y la cultura ciudadana. Hace falta mucho civismo y sentido de pertenencia por los espacios públicos, además del respeto de los motociclistas en las vias, hay poco respeto sl transitar por las calles",SI,Los huecos a la entrada de Bosques de Maracaibo,02:40
2024-11-04 08:25:46,phone,1956-02-19,male,8,8,Feliz,Salud.no ir a otra ciudad para atención medica.y trabajo.,SI,Los parques deben contar con equipos biosaludables,02:52
2024-11-04 07:59:12,phone,1988-03-09,male,9,10,Feliz,El pavimento de las calles,SI,"La seguridad, haría pavimentar las calles",01:07
2024-11-04 07:31:34,phone,1973-08-16,male,7,7,Feliz,"La seguridad es muy importante, porque si yo estoy tranquilo y todos nos sentimos seguros somos más felices.",SI,Palmas de San Antonio  mayor inversión en el deporte y la seguridad de mi barrio.,03:10
2024-11-04 07:09:11,phone,2000-09-07,female,7,7,Feliz,La seguridad y las pocas oportunidades que he encontrado para poder trabajar siendo estudiante universitaria,SI,"Enseguida de mi casa hay una cortadora de madera en la esperanza por la vía río frío, hace demasiada bulla y entra demasiado polvillo",04:42
2024-11-04 05:14:29,phone,1987-09-10,female,9,9,Feliz,La administración local,SI,"Villanueva, ese puente mal hecho que nos perjudicó a todos",01:10
2024-11-04 02:31:10,phone,1996-06-18,male,3,3,Neutral,"Que sea transformada con ambientes modernos dentro de la ciudad, hacer un buen marketing de ciudades para que tulua se vea más bonita y turística, que hayan más empresas grandes y medianas en tuluá para que generen empleo y que sigan impulsando a los pequeños comerciantes",SI,"Rubén Cruz Velez  Infraestructura vial, mayor aprovechamiento del centro cultural, más actividades de integración con la comunidad",02:43
2024-11-04 02:24:00,phone,1962-07-20,female,8,,Feliz,"Seguir con la seguridad que tenemos en este momento,con la ayuda de la policía y todas sus entidades aliadas",SI,Que allá más presencia de la policía,03:42
2024-11-04 02:03:23,phone,1986-08-02,male,7,10,Un poco ansioso,"Más cultura ,ferias del libros encuentros educativos senderismo jornadas ludicorecraativas",SI,Pavimentar las calles que faltan,02:38
2024-11-03 23:54:40,phone,1985-04-03,male,10,10,Muy Feliz,El gobierno corrupto de Gustavo Vélez,NO,San Pedro Claver,00:58
2024-11-03 23:52:55,phone,1989-10-08,female,8,9,Feliz,la posibilidad de acabar con la extorcion y se pueda trabajar tranquilos en nuestra ciudad,SI,barrio la trinidad mejorar la delincuencia venta de vicio y consumo,01:54
2024-11-03 22:58:04,phone,1964-09-19,female,9,9,Muy Feliz,"Que los habitantes de calle, no rieguen basura por todos lados. Que el lote ubicado en la calle 29 con carrera 29 dejara de ser basurero urbano. Que tapen los huecos de las calles, como en la administración de Tulua enamora.",SI,"Sector del río Tulua, entre calle 29 y carrera 29. Colaboraría con la siembra y mantenimiento de árboles.",07:17
2024-11-03 22:46:35,phone,1982-01-13,female,10,10,Muy Feliz,Que todo nuestro pueblo esté más seguro y la salud de nuestro tulua y un mejor futuro para nuestros abuelos,SI,Vivo en el barrio popular.. y que sean más Limpios recogiendo el popo de sus mascotas..,03:02
2024-11-03 22:37:45,phone,1970-12-13,male,8,8,Feliz,Convivencia ciudadana. Mejorar las vías públicas y parques,SI,Jazmin. Pavimentación. Y reubicación de la empresa maderas la rivera .debido a la contaminación ambiental y auditiva.,10:55
2024-11-03 22:21:13,phone,1962-10-10,male,10,10,Un poco ansioso,"Las oportunidades, menos trámites, educación social, Darle a los concejales manuales  de como ser un buen concejal.  Para que eligen  concejales los votantes. Aclararle a los concejales que lo son para la ciudadanía del municipio y no son concejales para su partido político.  Que más que se me olvid",SI,Entre ríos Ampliaría el conocimiento de los habitantes del barrio (Incluyéndome) en convivencia. No permitir la explosión de pólvora. ………….,17:43
2024-11-03 21:44:06,phone,1969-05-03,female,10,,Muy Feliz,Q tulua sea mas ordenado con los parques byc y bolibar y quitar a todos esas personas malas de hay,SI,En el.victoria haria q mejorar que la gente no sea imprudente con la caca del perro,03:58
2024-11-03 21:26:17,phone,1979-07-05,female,1,5,Temo por mi vida,"Poder trabajar tranquila, con confianza y seguridad. Poder cumplir y pagar más s obligaciones pero por el temor casi no puedo trabajar. Fui amenazada junto con mi familia.",SI,Buenos aires,02:42
2024-11-03 21:17:58,phone,1960-03-29,female,7,8,Neutral,Que se acabe las extorsiones a los comerciantes. Y que tapen los miles de huecos,NO,El lago,02:16
2024-11-03 21:07:51,phone,1982-07-04,male,8,8,Feliz,"La seguridad fundamental no hay nada, extorsiones por doquier, negocios cerrados, y parece que al gobierno no le importa ni un pito. No hay generación de empleos. No se ve inversión social. Que hace el alcalde llega ya dos años y nos e ve nada",SI,Nuevo príncipe. Seguridad. Vias sin pavimentar. Servicios públicos excesivamente caros,02:14
2024-11-03 21:06:56,phone,1989-02-21,male,3,8,Un poco ansioso,La seguridad vial y el ruido en los barrios por música a todo volumen,SI,,03:15
2024-11-03 21:05:41,phone,1976-12-23,male,10,9,Muy Feliz,Allan eventos culturales,SI,El principe,01:47
2024-11-03 21:04:11,phone,1984-05-09,male,5,,Muy ansioso,Mas apoyo al deporte tengo un torneo de niños y realmente muy difícil uno mismo sacar la premiacion y demas cosas me gustaría que estos programas deportivos los apoyaran mas debido aque esto alejaria a nuestros niños de la calle.,SI,Aguaclara crearía mi propia escuela de fudbol y asi  nuestros niños y jóvenes puedan ocuparsen en el deporte.,04:25
2024-11-03 21:02:17,phone,1989-02-21,male,3,8,Un poco ansioso,La convivencia entre vecinos ya que no respetan y hacen ruido con equipos de sonido excesivo y se enfiestan sin tener en cuenta el bienestar de los demás se llaman a las autoridades  o policía y nunca acuden sintiéndose uno desprotegido,SI,Barrio asogrin la santa Cruz vía la Marina,03:24
2024-11-03 20:47:02,phone,1963-04-13,male,8,8,Feliz,,SI,La Graciela y haría un CAI,01:43
2024-11-03 20:17:26,phone,1989-06-23,female,5,8,Un poco ansioso,La seguridad,SI,"En bosques de Maracaibo, más comercio",01:57
2024-11-03 19:55:01,phone,1966-10-07,female,9,10,Muy Feliz,Promover más el deporte en los niños,SI,Canchas deportivas en mi barrio no hay,03:34
2024-11-03 19:48:55,phone,1958-08-24,male,9,9,Muy Feliz,Seguridad y mano dura con la delincuencia,SI,Vereda El picaho,02:05
2024-11-03 18:49:05,phone,1961-07-31,male,10,10,Muy Feliz,Seguridad y tanta personas que delinquen de otros lados,SI,"Tomás Uribe,  reubicar los areneros y habitantes de calle",02:13
2024-11-03 18:45:54,phone,1959-02-07,male,7,8,Feliz,Total seguridad para nuevos emprendimientos y para el comercio ya existente,SI,"Presidente Junta de Acción Comunal Miraflores Pavimentar el tramo de la carrera 37,correspondiente entre la calle 32 y calle 33.",08:06
2024-11-03 18:04:38,phone,1989-11-28,male,10,10,Muy Feliz,La seguridad,SI,"Quintas de san felipe  Buscaría ayuda del municipio para mejorar la seguridad,el consumo de sustancias y la botadero de basura en el barrio",02:43
2024-11-03 17:58:46,phone,1995-12-11,male,8,10,Feliz,"Trabajar siempre de la mano de todas las personas en general. Generar un buen ambiente de seguridad y bienestar para las familias. La seguridad, la educación, la salud, y la estabilidad económica siempre va a ser la base",SI,La independencia. Invertiría en educación y proyectos para jóvenes y familias.,03:26
2024-11-03 17:28:24,phone,1976-10-31,female,3,5,Un poco ansioso,"Yo cambiaría el bullicio, en qué aspecto, que si alguien desea escuchar música, que haya una norma que le exija no permita sacar a la calle o al antejardín de su casa un bafle a todo volumen para interrumpir la tranquilidad de las demás personas, ya que mis derechos terminan dónde inician otros",SI,No permitiría que en mi barrio haya negocios donde expenden licores y pongan música a muy alto volumen a muy altas horas de la madrugada.,04:43
2024-11-03 13:50:26,phone,1962-04-11,male,9,,Feliz,"Programas de ayuda social,  aseo de parques,  rivera del rio,  patrullar policial",SI,Barrio victoria.  Más aseo de las calles.  Cultura ciudadana,02:38
2024-11-03 13:08:09,phone,1983-12-22,male,10,10,Muy Feliz,"La inseguridad, se que se ha trabajado en eso pero aun falta.",SI,"casa del menor de bosques de Maracaibo, NO restablece los derechos de los niños niñas y adolescentes que estan alli, una problematica.",03:55
2024-11-03 13:02:01,phone,1969-12-10,male,10,10,Muy Feliz,Necesitamos más cultura ciudadana y ser más tolerantes también que hagan más fuentes de empleo,SI,Fátima nesecitamos hacer un frente de seguridad entre todos los vecinos y hacer más actividades para los niños en este barrio,04:05
2024-11-03 12:10:55,phone,1983-09-13,female,9,10,Feliz,Competitividad,SI,La falta de controles de ruido,01:09
2024-11-03 12:07:45,phone,1957-11-08,male,8,7,Feliz,"Me gustaría que cambiaran las personas  que amen la ciudad, que respeten a los ciudadanos, una buena convivencia. Que se quite esa actitud de traquetos que quieren ser los primeros en todo. Que mejore su comportamiento en las vías de acceso carros y motos especialmente. No respetan las señales de …",SI,Alvernia. Mejorar la separación entre comercial y residencial. Fue barrio residencial y permitieron la inclusiónde establecimientos comercia,12:41
2024-11-03 11:03:57,phone,1985-09-17,male,7,7,Neutral,Espacios para deporte y recreación para toda la familia,SI,La cruz,01:00
2024-11-03 10:29:45,phone,1984-10-13,male,6,7,Neutral,"La seguridad, mas espacios para el deporte y mejores vias ya que estan muy deterioradas",SI,"Nuevo Alvernia, seguridad en la parte de atras del nazaret y vias en mal estado, la paso ancho y una cuadra antes del colegio nazaret",05:20
2024-11-03 10:27:40,phone,1977-03-13,male,9,10,Feliz,Que la gente respete.las normas de transito,SI,Pavimentar,01:03
2024-11-03 10:24:39,phone,1985-11-22,female,5,8,Feliz,Seguridad,SI,Lomitas,00:56
2024-11-03 09:41:53,phone,1954-02-09,male,10,9,Feliz,"Más acercamiento a la gente,de parte de nuestra administración",SI,"CRA 27 bis detrás de el colegio caldas,cerca parque infantil , más entretención,a las personas que residen,cursos etc",06:25
2024-11-03 09:19:25,phone,1962-05-29,male,1,,Neutral,Que el señor alcalde traiga más obras para los barrios de Tuluá,SI,Gracias a Dios vivo en el barrio el paraiso donde ungran alcalde lo pavimento lo que Vélez no avía hecho,09:06
2024-11-03 09:01:52,phone,1970-04-27,male,9,8,Feliz,"Muchísima seguridad, más comercio y más distracción sana.",NO,"Barrio Victoria. Para mejorarlo un poco, sería reparar el pavimento de vías, pero eso sale costoso y ustedes suben cotos, para el peculado.",10:30
2024-11-03 08:57:55,phone,1989-05-25,male,4,5,Temo por mi vida,Creería que cambiar de mandatarios y la seguridad.,SI,Seguridad,01:32
2024-11-03 08:47:54,phone,1969-07-08,male,10,10,Muy Feliz,Extorsión,NO,Buenos aires. Señalizacionvial,02:31
2024-11-03 08:41:00,phone,1974-06-28,male,,8,Muy Feliz,Cambiaría al alcalde y sus secuaces,SI,Villa campestre....pa imentos de mi barrio,01:34
2024-11-03 07:59:07,phone,1965-04-03,male,8,8,Feliz,"La seguridad, cultura ciudadana, orden y aseo, incentivar el deporte y actividades culturales, la movilidad, entretenimiento, hacer la ciudad atractiva para que se incentive la industria, comercio y turismo.",SI,Nuevo albernia,07:47
2024-11-03 07:51:32,phone,1960-01-21,female,3,3,Un poco ansioso,"Más cordura y flexibilidad para con las personas, no más maltrato y ayuda para nosotros las personas mayores,y los servicios que nos están llegando muy caros y nos sentimos muy agobiados por este cobro ya no alcanza la plata para el diario vivir gracias",NO,"En el barrio diablos rojos, lo único que mejoraría esos niños que salen casi a la media noche a molestar tocando puertas y salir corriendo",06:39
2024-11-03 07:42:24,phone,1982-03-29,male,9,9,Feliz,Debemos hacer énfasis en el cambio de cultura ciudadana frente a la conducción de vehículos y motocicletas para se respeten y acaten las señales y normas de tránsito no adelantar por la derecha por otra parte culturizar a la gente para mantener limpia y bella a nuestra cuidad,SI,Santa Inés limpieza y encerramiento de lotes abandonados donde Arrojan toda clase de basuras y traen mascotas hacer necesidades y no recogen,08:59
2024-11-03 06:36:01,phone,1987-01-11,male,9,9,Feliz,"Hace mucha falta presencia de agentes de tránsito en especial en el centro y horas picó, gente sin respetar semáforos ni pares,  mucho carro y moto mal parqueados.",NO,"El Palmar   Creo que lo que ha presentado un aumento es la inseguridad en el barrio, más apoyo a los comercios.",10:09
2024-11-03 04:57:34,phone,1964-09-20,female,7,7,Un poco ansioso,La seguridad,SI,Maracaibo la seguridad,02:38
2024-11-03 01:25:34,phone,1982-09-09,female,10,10,Muy Feliz,La inseguridad que hay,SI,Trabajar más con las familias,01:13
2024-11-03 01:15:42,phone,1974-08-27,female,7,9,Neutral,Más empleos,SI,Pavimentar las calles,01:34
2024-11-03 00:34:11,phone,1975-02-26,male,7,8,Feliz,Mayor cultura ciudadana,SI,Salesianos,01:10
2024-11-02 23:56:12,phone,1996-09-09,male,1,0,Muy ansioso,"Mejor atención en salud mental. Genuinamente profesional, cálida y neurovalidante.",SI,La Campiña. Establecer de nuevo una junta de acción comunal,01:33
2024-11-02 23:54:03,phone,1983-12-22,female,5,6,Un poco ansioso,La seguridad y que no haya tanta extorsión,SI,La Moralia,02:10
2024-11-02 23:40:45,phone,1995-11-16,female,9,,Neutral,La inseguridad y más generar más empleo,SI,Barrio bloques de San Luis ordenaria la inseguridad y el aseo y la limpieza del césped del parque y el aseo de los residuos del hogar,06:04
2024-11-02 22:59:16,phone,1984-03-25,male,10,10,Muy Feliz,Más apoyo al comercio legal,SI,Diablos rojos,00:47
2024-11-02 22:50:43,phone,1979-06-05,female,4,4,Muy ansioso,Tranquilidad económica y emociona,SI,Seguridad en cuanto al monitoreo constante de patrulla motorizada ya que los que andan en moto se toman la zona cada 8 días,02:25
2024-11-02 22:47:43,phone,1980-02-12,female,8,6,Neutral,Mejoraría la seguridad y las vias,SI,Manejo de los residuos,00:59
2024-11-02 22:22:40,phone,1962-08-08,female,8,8,Un poco ansioso,Problemas socioeconomicos y de seguridad y salud,NO,Estoy..en Andalucia valle del cauca,03:26
2024-11-02 21:48:27,phone,1967-05-31,male,8,9,Neutral,Concientizar a todos los ciudadanos de la necesidad de orden y disciplina. Ejemplo en la Movilidad en el municipio,SI,Trabajo de socialización en lo ambiental por ejmplo,02:05
2024-11-02 21:30:03,phone,1982-10-09,male,10,10,Feliz,Las vías bien mantenidas y bien señalizadas.,SI,"Victoria. Controlar los habitantes de calle, los consumidores de sustancias psicoactivas y sitios de expendio.",04:48
2024-11-02 21:03:31,phone,1980-11-07,male,7,7,Neutral,"Mayor seguridad, más fuerte de empleo",SI,"Príncipe, seguridad, mayor presencia de policía, pero que paren a las personas y las requisen,  no solo parados en las esquinas chateando",02:27
2024-11-02 20:54:49,phone,1980-03-28,male,10,10,Feliz,Que haya seguridad para disfrutar de la ciudad,SI,Victoria. Arreglo de calles y la seguridad y el bullicio,01:46
2024-11-02 20:54:05,phone,1958-10-15,male,7,7,Feliz,Mejorar civicamente,SI,Alvernia Mejorar la convivencia,02:43
2024-11-02 20:43:42,phone,1979-09-30,male,8,10,Neutral,"La inseguridad, muchas vías con huecos que ya son cráteres, mucho indigentes.",SI,Fatima mejorar la avenida gaitan,04:06
2024-11-02 20:17:50,phone,1970-06-22,female,4,5,Muy ansioso,La seguridad,SI,La villa,02:05
2024-11-02 19:40:19,phone,1997-02-07,female,0,0,Triste,Inseguridad y falta de oportunidades laborales,SI,Guayavanes y mejoraría el botadero indiscriminado de basura ya que esto se presta para robos y que consumidores de alucinógenos,03:00
2024-11-02 19:24:25,phone,1990-08-02,female,4,6,Temo por mi vida,Primero la seguridad debe mejorar al 100% y segundo los contratos laborales exclavisan a los trabajadores en tulua y alrededores,SI,Campoalegre crearía un ciclo ruta tulua andalucia  vía tres esquinas con más dinamismo he inversión en seguridad y promoción,05:39
2024-11-02 19:21:00,phone,1959-01-08,male,10,10,Muy Feliz,Que ahiga  empleo y un sueldo dignó y.salud  y respecto acia el mas desamparado y no lo miren por encima del.hombro,SI,Barrio Guayacanes pavimentar las las calles y.carreras que aun faltan ase falta.unpuesto de salud y una mejor bijilacia policial,12:09
2024-11-02 18:53:16,phone,1966-04-28,female,8,9,Feliz,Los espacios públicos,SI,Entrerrios. Convertir el lcorredor del Jarillon en una zona verde protegida para salir a caminar tranquilamente todos los días,08:43
2024-11-02 17:02:27,phone,1982-09-03,male,2,4,Muy ansioso,"Más oportunidades de trabajo, más turismo en la ciudad y sus alrededores, posibilidades de estudio para mayores de 40 años para mejorar el curriculum",SI,"Las nieves, falta terminar algunas calles y también ayudar a los perros y gatos que habitan en la calle",03:06
2024-11-02 16:33:21,phone,1976-11-02,female,8,9,Feliz,"Más lugares de entretenimiento, más cultura ciudadana",NO,"La Esperanza, más unión",01:08
2024-11-02 16:05:08,phone,1985-06-23,female,10,9,Feliz,La vulnerabilidad que hay con los jóvenes y niños por parte de los  malechores. Que se están retirando de las aulas por están causa,SI,La villa Que hay una caseta comunal y no cumple con su finalidad solo es para alquiler y no realizar programas imder y la casa de la cultura,09:53
2024-11-02 15:58:30,phone,1956-02-19,male,8,8,Feliz,Salud y emplei,SI,Mejores parques biisaludabled,01:01
2024-11-02 15:56:46,phone,1956-02-19,male,9,8,Feliz,Salud y empleo.,SI,,00:47
2024-11-02 15:55:51,phone,1954-06-06,female,4,10,Neutral,Normal,NO,No,17:10
2024-11-02 15:43:35,phone,1962-02-15,male,10,10,Feliz,Que los políticos de turno no se roben todo,SI,Sajonia.el servicio de aseo.veolia es muy ladron,03:09
2024-11-02 15:24:05,phone,1972-09-02,male,9,9,Feliz,"Seguiría el ejemplo de Nayib Bukele, Fé en el Eterno y Todopoderoso DIOS, que hizo los cielos y la tierra, El DIOS de Abraham, Isaac e Israel. Para que El atraves del estudio de la biblia (Josué 1.8) nos limpié de corrupción y nos meta sus cosas buenas y nos use como ciudadanos justos.",SI,"Tomas Uribe Uribe. Realizaría una campaña de cultura ciudadana, para retomar los buenos  principios y valores. Crear una etica social.",06:45
2024-11-02 15:12:58,phone,1979-02-14,female,4,4,Un poco ansioso,Que tu viéramos una vida más tranquila sin tanto temor a salir y más oportunidad para poder salír adelante  por  que con tantas deudas ya no sabemos mos  como vivir,SI,En agua clara  en)  las oportunidades,06:21
2024-11-02 14:45:10,phone,1956-02-25,female,9,10,Neutral,"Empatía, Solidaridad, Respeto, Odio, resentimiento y Competencias leales en la Diversidad, juzgamiento a priori es un detonante para la violencia.. por tanto sí nos pusiéramos en la piel del próximo cambiaría el paradigma de años enquistado en nuestra bello Tulua. Sólo y sencillo es amarnos Hagámosl",SI,Rojas respeto en el uso de equipos de sonido pues nos altera al punto de estrés. Obligándonos a cerrar puertas y ventanas para mitigar el so,18:57
2024-11-02 13:51:31,phone,1958-06-30,female,10,,Un poco ansioso,Más empleo,SI,Urbanización la paz q todos los niños sean felices,02:15
2024-11-02 13:28:24,phone,2000-08-07,male,0,1,Temo por mi vida,Que se largue el alcalde y toda su caterba de inútiles. Sometió al pueblo tulueños a una guerra personal con la inmaculada.,SI,Arreglar las vias,02:01
2024-11-02 13:13:14,phone,1985-03-06,female,5,7,Un poco ansioso,La inseguridad que conlleva a flata de oportunidades laborales,SI,"Marandua, consumo de sustancias al aire libre",01:33
