"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Respuestas,Navegación,"Visitas al perfil","Toques en stickers",Seguimientos,"Clics en el enlace"
17905218807125390,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡La rumba no para!🤩✌🏽 @mangle_sonoro",19,"10/13/2025 20:01",,"Historia de Instagram",,Total,684,561,4,0,0,522,,4,,
17928893498999155,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Una noche increíble con  MANGLE SONORO🎶✨",15,"10/13/2025 19:34",,"Historia de Instagram",,Total,722,565,6,0,0,551,,,,
18053368616289902,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MANGLE SONORO 🎶",20,"10/13/2025 19:13",,"Historia de Instagram",,Total,739,572,10,0,1,555,,,,
18053574155308990,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,44,"10/13/2025 17:20",,"Historia de Instagram",,Total,559,495,4,0,0,533,,4,,
18108599212606170,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MONARETA SALSA GROOVE✨😎 En el cierre de nuestro festival 🎶🎶",13,"10/13/2025 17:12",,"Historia de Instagram",,Total,624,529,6,1,0,532,,,,
18059020148630452,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Entrega de Reconocimientos✨",11,"10/13/2025 16:07",,"Historia de Instagram",,Total,577,485,4,0,0,545,,,,
18041306387468952,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Entrega de Reconocimientos 🏅 Por preservar la tradición y la cultura afro en Tuluá 💪🏼",26,"10/13/2025 15:57",,"Historia de Instagram",,Total,572,494,4,0,1,538,,,,
18060038540175949,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ESTA NOCHE 😎 En el",60,"10/13/2025 15:32",,"Historia de Instagram",,Total,594,507,5,0,0,574,,,,
18129196324467291,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/13/2025 15:32",,"Historia de Instagram",,Total,579,495,3,0,0,557,,,,
17916303066195807,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"10/13/2025 15:31",,"Historia de Instagram",,Total,572,507,3,0,0,554,,2,,
17876350146325472,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@lagamezdelpacifico,25,"10/13/2025 14:38",,"Historia de Instagram",,Total,588,508,4,0,0,554,,14,,
18113255077485321,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,8,"10/13/2025 14:05",,"Historia de Instagram",,Total,551,503,3,0,0,526,,4,,
18081774503073696,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"10/13/2025 14:05",,"Historia de Instagram",,Total,551,508,3,0,0,530,,2,,
18389988637125778,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@sincomidanohayalegria  Nuestras cocinas tradicionales",15,"10/13/2025 14:05",,"Historia de Instagram",,Total,574,525,3,0,0,554,,,,
18052317344313407,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","La Realidad del Viche: de cara a su reglamento Conversatorio  La historia no contada del viche",11,"10/13/2025 13:27",,"Historia de Instagram",,Total,606,537,3,0,0,585,,,,
18095256580754686,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,19,"10/13/2025 13:15",,"Historia de Instagram",,Total,603,544,4,0,0,568,,,,
18071102324245924,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Esta noche! 🔥 Inauguración del @sancochofest ✌🏽✨💙",24,"10/13/2025 12:44",,"Historia de Instagram",,Total,623,553,5,0,0,588,1,3,,
17918959794049012,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HOY HOY HOY",20,"10/13/2025 12:42",,"Historia de Instagram",,Total,636,563,5,0,0,604,,6,,
17887059591372025,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conversatorio:  FRÍJOLES DE LA ABUNDANCIA 🫘 Cocina del Eje Cafetero  Chef Miguel Ángel",11,"10/13/2025 12:25",,"Historia de Instagram",,Total,653,569,4,0,0,631,,,,
18079986014019055,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/13/2025 12:11",,"Historia de Instagram",,Total,649,581,4,0,0,628,1,,,
18017386517602922,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,50,"10/13/2025 10:54",,"Historia de Instagram",,Total,642,575,4,0,0,617,,6,,
17983560536909864,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","COCINA MEXICANA 🇲🇽 @experienciassublimes  Experiencias Sublimes✨ José y Mar",11,"10/13/2025 10:17",,"Historia de Instagram",,Total,983,869,7,0,0,629,,4,,
17922098637036566,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Experiencias Sublimes José y Mar🇲🇽",19,"10/13/2025 09:54",,"Historia de Instagram",,Total,642,585,7,1,0,598,,,,
17949928275014936,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Desde México 🇲🇽 José y Mar",31,"10/13/2025 09:49",,"Historia de Instagram",,Total,651,587,7,0,0,624,1,,,
17911434087089568,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/13/2025 09:48",,"Historia de Instagram",,Total,676,597,5,0,0,650,,2,,
18044612417412276,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven a disfrutar de un delicioso  Almuerzo🥙",14,"10/13/2025 09:21",,"Historia de Instagram",,Total,676,600,4,0,0,607,,,,
18087959950917781,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨LA EMPANADA ✨ Preparación de un ícono tradicional…",26,"10/13/2025 09:02",,"Historia de Instagram",,Total,655,601,5,0,0,612,1,,,
18092856160765786,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,26,"10/13/2025 08:59",,"Historia de Instagram",,Total,682,612,3,0,1,654,,,,
18380376790194401,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conversatorio Historias de la Cocina Tulueña 📖🥘 Con Omar Ortíz y Carlos Arboleda",15,"10/13/2025 08:54",,"Historia de Instagram",,Total,708,626,5,0,0,666,,,,
18023628815569998,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Degustación del PANDEYUCA Y TRABUCO🤩",6,"10/13/2025 08:29",,"Historia de Instagram",,Total,701,621,3,2,0,522,,,,
17918360880053536,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos nuestro conversatorio  Pandeyuca y Trabuco desde 📍La Unión",32,"10/13/2025 08:19",,"Historia de Instagram",,Total,694,629,5,0,0,665,,,,
17846890041582638,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Chocolatico o miedo?",12,"10/13/2025 08:18",,"Historia de Instagram",,Total,716,640,6,0,0,643,,,,
17983232993906581,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Buenos díassss!☀️ Hoy lunes, último día de nuestro Festival 😎😎 ¡Ven ahora!✌🏽",3,"10/13/2025 08:07",,"Historia de Instagram",,Total,716,643,4,0,0,545,1,,,
18107614054610165,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"10/13/2025 07:27",,"Historia de Instagram",,Total,719,650,7,0,0,694,1,,,
18071832620227978,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"10/13/2025 06:35",,"Historia de Instagram",,Total,725,653,6,0,0,695,,8,,
17973634580946365,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/13/2025 06:18",,"Historia de Instagram",,Total,733,657,8,0,0,710,,,,
18238465015294158,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,42,"10/13/2025 06:04",,"Historia de Instagram",,Total,754,660,8,0,0,725,1,,,
18153199426392951,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 20:12",,"Historia de Instagram",,Total,728,632,5,0,0,706,,,,
18150960145408697,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,38,"10/12/2025 20:11",,"Historia de Instagram",,Total,732,640,6,0,0,716,,,,
18374665624195748,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@sonardelrio_ 🎶🎼",34,"10/12/2025 20:09",,"Historia de Instagram",,Total,731,648,7,0,0,716,,3,,
18116255125472377,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 20:05",,"Historia de Instagram",,Total,733,650,11,1,0,713,,2,,
18090702172861689,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros Invitados especiales de la noche 😎 SONAR DEL RÍO🎶🌊 @sonardelrio_",26,"10/12/2025 20:05",,"Historia de Instagram",,Total,731,662,9,0,0,704,,,,
18082103914812302,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Interacción Ancestral 🎶🎵 A esta hora en tarima😎",30,"10/12/2025 19:22",,"Historia de Instagram",,Total,750,681,6,0,0,717,,,,
18059357654179575,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 19:00",,"Historia de Instagram",,Total,716,655,11,0,0,687,,,,
18115145101530872,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Poniéndonos a gozar 😎✨ Chonta5 🎶🎵",16,"10/12/2025 18:56",,"Historia de Instagram",,Total,750,661,8,0,0,689,,,,
18069509600601013,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Bailando y encontrándonos con nuestras raíces 😎✌🏽",14,"10/12/2025 18:31",,"Historia de Instagram",,Total,741,639,6,0,0,693,2,,,
17898939861162605,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 18:29",,"Historia de Instagram",,Total,789,661,16,1,1,694,,,,
18041362628472312,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 18:02",,"Historia de Instagram",,Total,785,651,7,0,0,749,,12,,
18002762036662795,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tirando paso en el Festival María Antonia Ruiz ✨🎶💃",12,"10/12/2025 17:57",,"Historia de Instagram",,Total,753,660,8,1,0,650,1,,,
18151752844410870,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 17:55",,"Historia de Instagram",,Total,763,662,6,2,0,718,1,,,
18528880690027645,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","LA RUMBA SIGUE🤩✨ ¡Ven ahora! La Gámez del Pacífico ✨🎶",11,"10/12/2025 17:25",,"Historia de Instagram",,Total,785,661,10,0,1,739,,,,
18341142754206823,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 17:06",,"Historia de Instagram",,Total,790,683,8,0,0,747,1,,,
18368624122157282,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Diego también está en nuestro Festival🫣",35,"10/12/2025 16:15",,"Historia de Instagram",,Total,759,662,5,0,0,730,,,,
17855413077542637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 16:10",,"Historia de Instagram",,Total,767,681,1,0,0,717,,,,
18057538895201878,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"10/12/2025 15:45",,"Historia de Instagram",,Total,755,671,3,0,1,692,,,,
18061389212569238,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En minutos… 🕰️ ¡CONÉCTATE! “Magazín Entre Tambores y Sabores”😎🤩",26,"10/12/2025 15:41",,"Historia de Instagram",,Total,1083,918,7,0,0,740,1,,,
18149357836417748,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Qué dicen los visitantes? 😎",60,"10/12/2025 15:38",,"Historia de Instagram",,Total,1110,915,10,2,1,746,1,,,
17985763295887253,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tardes tradicionales en el",44,"10/12/2025 15:22",,"Historia de Instagram",,Total,796,702,6,1,0,759,1,,,
18069407549015182,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"10/12/2025 14:41",,"Historia de Instagram",,Total,778,675,3,0,0,747,3,,,
18114801085530900,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2025 14:24",,"Historia de Instagram",,Total,781,676,6,0,0,748,,9,,
18079426190067066,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,25,"10/12/2025 14:17",,"Historia de Instagram",,Total,777,676,3,0,0,743,,,,
18114882487477000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,24,"10/12/2025 13:24",,"Historia de Instagram",,Total,798,687,5,0,0,728,,,,
18101363527645031,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","FESTIVAL MARÍA ANTONIA RUIZ LLENO TOTAL EN NUESTRO PM 3:18",20,"10/12/2025 13:18",,"Historia de Instagram",,Total,779,679,6,0,0,738,,,,
18153944692396542,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"10/12/2025 13:13",,"Historia de Instagram",,Total,783,675,6,0,0,747,,,,
18103490110617311,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,25,"10/12/2025 13:00",,"Historia de Instagram",,Total,826,695,11,1,0,726,,,,
18206981137309127,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"10/12/2025 12:29",,"Historia de Instagram",,Total,811,696,8,0,0,743,,,,
18088838203908007,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 11:59",,"Historia de Instagram",,Total,797,693,6,0,0,654,,,,
17898904917161855,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"10/12/2025 11:33",,"Historia de Instagram",,Total,809,693,6,1,1,744,2,,,
18110196082499738,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"10/12/2025 11:05",,"Historia de Instagram",,Total,819,710,5,1,0,764,,,,
18078375076856300,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,21,"10/12/2025 10:59",,"Historia de Instagram",,Total,829,713,7,1,0,741,,,,
18169757578369072,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Archucha Rellena😎 Rellena o Morcilla🤩 Waffle de Pandebono con Chocolate 🍫",11,"10/12/2025 10:36",,"Historia de Instagram",,Total,817,706,5,0,0,775,,,,
17878752723411381,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡HOY HOY HOY!",25,"10/12/2025 10:33",,"Historia de Instagram",,Total,788,710,4,1,0,763,,,,
18092589841633148,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,21,"10/12/2025 10:30",,"Historia de Instagram",,Total,804,713,3,0,0,781,,4,,
18096165886743213,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","CONVERSATORIO Sabores que cuentan Historias 📖",25,"10/12/2025 10:27",,"Historia de Instagram",,Total,1104,932,8,0,0,811,,,,
18488002468073558,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2025 10:20",,"Historia de Instagram",,Total,860,726,2,0,0,809,,,,
17942602961938476,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"10/12/2025 10:19",,"Historia de Instagram",,Total,881,744,9,0,0,826,,,,
17862587421489228,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"10/12/2025 10:08",,"Historia de Instagram",,Total,1204,964,7,0,1,772,,,1,
18376950319197926,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"10/12/2025 09:22",,"Historia de Instagram",,Total,867,748,6,0,0,824,3,,,
18059987453165313,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2025 09:15",,"Historia de Instagram",,Total,895,766,5,5,0,780,1,,,
18100250884560868,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Chef Juan Felipe Rojas👨🏻‍🍳 Iniciamos nuestros Conversatorios💬 📍Desde Zipaquirá",14,"10/12/2025 08:27",,"Historia de Instagram",,Total,921,791,3,0,0,852,1,,,
18068596202017761,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Buenos días!😎 Listos para nuestro Segundo Día😎✌🏽",4,"10/12/2025 06:08",,"Historia de Instagram",,Total,899,756,5,0,0,695,1,,,
17872275204440933,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Afro Model 2025 😎",24,"10/12/2025 05:57",,"Historia de Instagram",,Total,940,782,11,0,0,850,4,,,
18019648274782078,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,38,"10/11/2025 19:38",,"Historia de Instagram",,Total,848,724,6,0,0,798,,14,,
18133269049460295,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,25,"10/11/2025 19:38",,"Historia de Instagram",,Total,839,738,6,0,0,814,,2,,
18104992846527538,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Rumba y tumbao✨😎",31,"10/11/2025 19:10",,"Historia de Instagram",,Total,795,719,5,2,0,769,1,,,
18077106323276623,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HUELLA LATINA 💃🎶 En este momento en vivo",31,"10/11/2025 19:04",,"Historia de Instagram",,Total,799,730,6,0,0,784,3,,,
18092735455840662,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/11/2025 18:53",,"Historia de Instagram",,Total,823,723,4,0,0,815,,,,
18055552298268166,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Una noche llena de tradición 🤩🙌🏽 Desfile Afro model 2025 ✨",15,"10/11/2025 18:39",,"Historia de Instagram",,Total,852,734,11,1,0,829,1,,,
18082043521995229,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/11/2025 18:00",,"Historia de Instagram",,Total,865,727,4,0,0,804,,15,,
18069388985366869,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/11/2025 18:00",,"Historia de Instagram",,Total,848,733,4,0,0,835,,4,,
17910882921220341,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/11/2025 18:00",,"Historia de Instagram",,Total,856,738,5,0,0,830,1,3,,
17863953450477041,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/11/2025 17:59",,"Historia de Instagram",,Total,850,743,4,0,0,835,,2,,
17897147262302652,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,21,"10/11/2025 17:58",,"Historia de Instagram",,Total,844,749,5,0,0,807,,,,
18077697227037677,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Laura Valentina Gutiérrez 🤩🎶 El talento de",16,"10/11/2025 17:46",,"Historia de Instagram",,Total,886,751,8,0,0,824,,,,
17956193537870169,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,3,"10/11/2025 17:22",,"Historia de Instagram",,Total,866,744,6,0,0,686,,,,
18058105709631802,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Moda, diversidad y tradición.✨🤩 @ucevacol",19,"10/11/2025 17:21",,"Historia de Instagram",,Total,865,753,6,0,0,818,,,,
18022421549584911,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","AFRO MODEL 2025 ✨",27,"10/11/2025 17:18",,"Historia de Instagram",,Total,878,757,15,1,0,824,2,,,
17861594214436986,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@lagamezdelpacifico  EN VIVO 🎙️",60,"10/11/2025 17:15",,"Historia de Instagram",,Total,1233,963,11,0,0,872,3,7,,
18071815793243773,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En minutos… AFRO MODEL 2025✨🤩",16,"10/11/2025 16:57",,"Historia de Instagram",,Total,881,783,9,0,0,822,1,,,
17878542795311138,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Un sábado lleno de conocimiento en el",11,"10/11/2025 16:11",,"Historia de Instagram",,Total,910,795,7,0,1,881,,,,
18019987724592157,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy 7:00p. m.",21,"10/11/2025 14:43",,"Historia de Instagram",,Total,877,769,8,0,0,811,1,,,
17931157953104015,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/11/2025 14:43",,"Historia de Instagram",,Total,955,804,9,0,0,885,2,2,,
18039298415695406,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡VEN AHORA! Comienzan las presentaciones artísticas 😎✨ @tuluaculturacol_",13,"10/11/2025 10:40",,"Historia de Instagram",,Total,1055,811,8,0,0,793,,,,
17982841421749559,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"10/11/2025 10:14",,"Historia de Instagram",,Total,1031,872,6,0,0,757,,,,
17902005672275371,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/11/2025 09:40",,"Historia de Instagram",,Total,800,695,7,0,1,776,,,,
17856128616540354,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Inician nuestros  Conversatorios 💬 @sincomidanohayalegria",18,"10/11/2025 09:26",,"Historia de Instagram",,Total,812,692,6,0,0,783,,2,,
17900957646293333,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,22,"10/11/2025 09:16",,"Historia de Instagram",,Total,1032,867,7,0,0,737,,,,
17976269828779352,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,6,"10/11/2025 08:52",,"Historia de Instagram",,Total,806,690,5,0,0,760,,2,,
18095882779708957,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/11/2025 08:46",,"Historia de Instagram",,Total,834,702,5,0,0,795,,2,,
17929420164109496,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"10/11/2025 08:46",,"Historia de Instagram",,Total,1010,847,11,0,0,802,,8,,
18082890991974178,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy hoy hoy ⬇️⬇️",11,"10/03/2025 05:20",,"Historia de Instagram",,Total,623,507,4,0,1,595,,,,
17953602915008763,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy 😎✌🏽",60,"10/03/2025 05:19",,"Historia de Instagram",,Total,661,544,5,0,0,619,2,,,
18086102954496036,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,19,"10/11/2025 08:44",,"Historia de Instagram",,Total,1388,1110,10,6,0,774,,,,
18054359840636551,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Miguel Ángel González  Presidente Ejecutivo @camaratulua",16,"10/11/2025 08:17",,"Historia de Instagram",,Total,842,728,10,0,0,791,,,,
18075325061128494,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Santiago Guzmán  A esta hora hacemos la apertura con Secretario Privado",19,"10/11/2025 08:07",,"Historia de Instagram",,Total,853,737,14,2,1,791,,,,
18060304055173444,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Listos para dar inicio a nuestro FESTIVAL MARÍA ANTONIA RUIZ",12,"10/11/2025 08:04",,"Historia de Instagram",,Total,894,756,9,0,0,776,1,,,
17852821182511020,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","YA ESTAMOS AQUÍ😎",3,"10/11/2025 08:02",,"Historia de Instagram",,Total,899,762,7,1,0,672,,,,
17887666596242662,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy desde las 9:00a.m. ¡ES HOY, ES HOY!🤩",12,"10/11/2025 06:03",,"Historia de Instagram",,Total,895,751,8,0,0,786,,,,
17861608230432933,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"10/10/2025 19:03",,"Historia de Instagram",,Total,1901,1432,4,0,0,692,5,,,
18343866397162160,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2025 18:40",,"Historia de Instagram",,Total,788,642,5,0,0,739,,,,
18109886152605639,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","AfroModel 2025 Preparándonos para nuestro gran desfile",25,"10/10/2025 15:00",,"Historia de Instagram",,Total,703,580,11,0,1,649,2,,,
18157960717379399,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/10/2025 14:57",,"Historia de Instagram",,Total,663,577,2,0,0,641,1,,,
18427077808097495,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/10/2025 14:57",,"Historia de Instagram",,Total,673,599,2,0,0,640,,,,
18016329521607685,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@lagamezdelpacifico,29,"10/10/2025 14:54",,"Historia de Instagram",,Total,695,613,9,0,0,663,,6,,
18083330125947205,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,24,"10/10/2025 12:17",,"Historia de Instagram",,Total,1853,1303,7,1,0,638,1,,,
18067772495202240,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ALLÁ NOS VEMOS 😎✌🏽 @sonardelrio_",25,"10/10/2025 11:03",,"Historia de Instagram",,Total,1703,1258,7,0,0,639,,8,,
17968959377809910,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"10/10/2025 10:36",,"Historia de Instagram",,Total,667,603,2,1,0,627,2,,,
17911091898213508,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MAÑANA NOS VEMOS😎😎",47,"10/10/2025 10:36",,"Historia de Instagram",,Total,715,619,3,0,0,671,3,,,
18041205350466184,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/10/2025 08:12",,"Historia de Instagram",,Total,829,720,4,0,0,768,1,2,,
18537137491056906,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"10/09/2025 17:27",,"Historia de Instagram",,Total,1746,1414,12,0,0,1061,6,,,
17953236893885809,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","CONECTAMOS BARRIO TOMÁS URIBE Y LA TRINIDAD 😎✅",59,"10/09/2025 09:40",,"Historia de Instagram",,Total,1080,950,9,0,1,1027,,,,
18118765018523527,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"10/09/2025 08:38",,"Historia de Instagram",,Total,2864,2149,12,0,0,1046,1,,,
17873294073347780,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/08/2025 18:53",,"Historia de Instagram",,Total,638,518,2,0,0,596,1,5,,
18079603588837843,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","PROGRAMACIÓN OFICIAL 😎✌🏽",15,"10/08/2025 18:16",,"Historia de Instagram",,Total,620,495,2,0,0,579,2,,,
18093687655824355,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"10/08/2025 16:38",,"Historia de Instagram",,Total,608,480,3,1,0,567,1,,,
18331470499224916,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/08/2025 15:38",,"Historia de Instagram",,Total,599,488,1,1,0,578,,,,
18108665197507615,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/08/2025 15:38",,"Historia de Instagram",,Total,568,499,2,0,0,549,,,,
18077446466027964,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/08/2025 15:36",,"Historia de Instagram",,Total,563,508,2,0,0,538,1,,,
18400768348187324,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/08/2025 15:36",,"Historia de Instagram",,Total,604,527,1,0,0,556,1,1,,
18077695286107337,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,47,"10/08/2025 10:29",,"Historia de Instagram",,Total,624,524,4,0,0,583,3,,,
18289309297276101,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"10/08/2025 08:04",,"Historia de Instagram",,Total,593,507,3,0,0,552,,2,,
