"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,"Me gusta","Veces que se compartió",Reproducciones,Comentarios,"Veces que se guardó",Impresiones,Alcance,Seguimientos
18076001017570822,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Jornada pedagógica sobre el uso responsable del espacio público! 🚶‍♂️🚗

Desde la Secretaría de Gobierno, Convivencia y Seguridad, en colaboración con el Departamento Administrativo de Movilidad y Seguridad Vial y la Policía Nacional, buscamos generar conciencia sobre cómo el cuidado de nuestros espacios comunes contribuye a una Tuluá más limpia, segura y ordenada. 💚✨

Seguimos fortaleciendo la convivencia y la cultura ciudadana en Tuluá. ¡Juntos estamos construyendo un mejor lugar #ParaSerFelices! 💪💙",22,"10/15/2024 10:38",https://www.instagram.com/reel/DBJ0bTtibEb/,"Reel de Instagram",,Total,37,3,,2,0,1823,1573,
18107576818386312,17841407739133684,emtulua,"Emtulua Esp","¡Semana Ambiental Tuluá!

En el marco de la COP 16, la administración municipal de Tuluá, a través de la Secretaría de Desarrollo Agropecuario y Medio Ambiente (Sedama) y el Comité Interinstitucional de Educación Ambiental (CIDEA), te invita a celebrar la Novena Semana Ambiental del 21 al 27 de octubre. 

¡Ven y participa! Disfruta de actividades interactivas que fomentarán la conciencia ambiental y te inspirarán a ser parte del cambio. 

¡Construyamos juntos un futuro más verde! 🌱💚

@alcaldiadetulua @centroaguas.sa.esp @veolia_co @asurtumo_91 @cvc_ambiental @ucevacol @camaratulua",0,"10/15/2024 05:53",https://www.instagram.com/p/DBJT8dBJWO7/,"Secuencia de Instagram",,Total,41,13,,0,0,,,
18051634588906635,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce cuáles fueron las tres noticias más importantes de esta semana, en nuestro resumen “45 segundos #ParaSerFelices”✅🕢 #Noticias #Tuluá

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼",68,"10/12/2024 13:06",https://www.instagram.com/reel/DBCWxbMJnK9/,"Reel de Instagram",,Total,50,3,,0,1,1244,1152,
17958781721820737,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Conmemoración Día del Veterano!💙💪🏼🪖

Participamos del homenaje realizado por la Escuela de Policía Simón Bolívar, a nuestros veteranos de guerra, quienes han servido con honor y valentía a nuestra patria, 
Hoy más que nunca, los recordamos y agradecemos por su dedicación y sacrificio. ¡Su valentía es el legado que nos inspira a seguir adelante! ✅

#DíaDelVeterano #ParaSerFelices",0,"10/11/2024 11:40",https://www.instagram.com/p/DA_ob7uvNJw/,"Secuencia de Instagram",,Total,73,1,,2,0,1841,1552,
18037424693323048,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Buenas noticias para más de 5,000 tulueños! 🙌🏼💙
Nuestro alcalde, Gustavo Vélez, envió mensajes y realizó llamadas directas 📲, informando a más de 5,000 personas sobre su beneficio de Renta Ciudadana y la Devolución del IVA.

Un paso más hacia el bienestar de nuestra comunidad. 💪🏼 #ParaSerFelices 💙",77,"10/10/2024 11:57",https://www.instagram.com/reel/DA9Fh8bpcsV/,"Reel de Instagram",,Total,103,18,,9,1,4592,3726,2
17903881832960138,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Arranca la segunda fase de la Actualización Catastral! 🚨🏡 

Este proceso es clave para ajustar la información de nuestros predios y que todo refleje la realidad del territorio.
La Administración Municipal estará en los corregimientos, junto a las Juntas de Acción Comunal y la ciudadanía en general, para explicar cómo este cambio impacta directamente en tu comunidad.

¡Juntos mejoramos a Tuluá #ParaSerFelices! 💪💙 #ActualizaciónCatastral",83,"10/09/2024 08:09",https://www.instagram.com/reel/DA6GpVvBCAS/,"Reel de Instagram",,Total,117,8,,2,2,3483,2954,
18045745936988031,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Inician las obras en Tuluá!✅🚧

📅 Esta semana damos inicio a los trabajos de pavimentación en el sector del cruce de la Virgen, en la vía Aguaclara, con el objetivo de reestablecer el flujo vehicular y mejorar la movilidad en la zona.

👷🏽🚧 La Administración Municipal, a través de la Secretaría de Hábitat e Infraestructura, en trabajo articulado con @infitulua , está llevando a cabo la restitución de la carpeta de pavimento rígido, una obra clave para optimizar la infraestructura vial del municipio.🛣️

Con estas acciones, seguimos avanzando en el fortalecimiento de nuestra red vial, mejorando la calidad de vida de los tulueños #ParaSerFelices 💙",0,"10/08/2024 14:32",https://www.instagram.com/p/DA4Nxv6u5Iy/,"Secuencia de Instagram",,Total,82,8,,0,2,3028,2535,1
17948888948847746,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Atención jóvenes mayores de 18 años! 📣
La Armada de Colombia y la Administración Municipal, te invitan a incorporarte y prestar tu servicio militar. No dejes pasar esta oportunidad única. ¡Te esperamos este 24 de octubre en el Coliseo de Ferias Manuel Victoria Rojas!👏🏽
¡Te esperamos!✅🙌",80,"10/08/2024 10:00",https://www.instagram.com/reel/DA3uiuGP86B/,"Reel de Instagram",,Total,87,5,,0,3,4481,3847,2
18145098970338703,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌿💧 ¡Enamórate de tu río! 💧🌿

Este fin de semana, junto a los Equipos Básicos en Salud y el Plan de Intervenciones Colectivas del Hospital Rubén Cruz Vélez, nos unimos para realizar una jornada de limpieza del río y sus zonas verdes. 🌊🧹
Nuestro compromiso es mantener Tuluá libre de residuos y cuidar la salud de todos. 🌍❤️ Porque la belleza de nuestros espacios es clave para vivir bien.

¡Hagamos de nuestro municipio un lugar más limpio y saludable #ParaSerFelices! 💙 ✨",0,"10/07/2024 14:11",https://www.instagram.com/p/DA1mhhQvkDC/,"Secuencia de Instagram",,Total,85,3,,2,1,2176,1639,1
17862487404185028,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌱 ¡Inicia la Siembra! 🌱
Desde la SEDAMA, damos inicio a la siembra responsable de 50 árboles en la Avenida Cali, utilizando el método de goteo para garantizar su crecimiento saludable.
Invitamos a toda nuestra comunidad tulueña a unirse a esta importante labor ambiental, aportando su apoyo y compromiso para cuidar y preservar nuestro entorno. Juntos hacemos de Tuluá un municipio más verde y sostenible #ParaSerFelices 💙🌳💧",56,"10/07/2024 08:53",https://www.instagram.com/reel/DA1CIk4urGv/,"Reel de Instagram",,Total,24,1,,2,0,1530,1288,
18042309971285027,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hora de aventurarse en el Mundo de la Fantasía!✨🔹🪄

Prepárate para un día mágico, lleno de diversión para todos, con dulces, inflables, disfraces, rifas y muchas sorpresas más. Este 26 de octubre en el Coliseo de Ferias Manuel Victoria Rojas. 

Ven y vive un Halloween único 🎃🪄👻 ¡Te esperamos #ParaSerFelices! 🙌🏼💙",0,"10/06/2024 10:24",https://www.instagram.com/p/DAynwDQuqAu/,"Imagen de Instagram",,Total,115,38,,1,5,5881,4408,1
18021603161595453,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce cuáles fueron las tres noticias más importantes dela primera semana de octubre, en nuestro resumen “45 segundos #ParaSerFelices”✅🕢 #Noticias #Tuluá 

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼",57,"10/05/2024 15:24",https://www.instagram.com/reel/DAwlTc2OWS4/,"Reel de Instagram",,Total,59,6,,0,0,1761,1565,
17857003881223459,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡La Ruta de la felicidad continúa en el barrio Farfán!🙌🏼✅

Impactando aproximadamente 200 personas, llegamos con la Jornada
descentralizada al barrio Farfán con toda la oferta institucional y una vez más logramos estar más cerca de los tulueños con nuestros servicios y los Equipos Básicos en Salud.🏥🩺 

Continuamos generando espacios #ParaSerFelices 💙💪🏼",0,"10/05/2024 13:53",https://www.instagram.com/p/DAwa89hJv8z/,"Secuencia de Instagram",,Total,89,5,,0,0,2359,1808,
18420934057079957,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Juntos por el Lago Chilicote! 🌿💧
Desde la SEDAMA realizamos la jornada para limpiar y proteger nuestro humedal Lago Chilicote, vital para la biodiversidad de flora y fauna de nuestro municipio.

¡Cuidar el medio ambiente es tarea de todos! 🌍✨ #ParaSerFelices #LagoChilicote",37,"10/04/2024 15:03",https://www.instagram.com/reel/DAt-FDks3O6/,"Reel de Instagram",,Total,53,6,,5,0,1191,1086,
18101284084442843,17841436811933031,imdertulua,"Imder Tuluá","Celebramos Amor y Amistad con nuestra comunidad #ParaSerFelices 💙",37,"10/04/2024 13:53",https://www.instagram.com/reel/DAt2D_TvtkY/,"Reel de Instagram",,Total,26,0,1704,0,0,,,
18063058093599685,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Revive este espacio “Encuentros con el Alcalde” #ParaSerFelices ✅🙌🏽",2425,"10/04/2024 12:22",https://www.instagram.com/reel/DAtlRo6vD1p/,"Reel de Instagram",,Total,29,0,,1,1,611,572,
17880965667070948,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡En Tuluá estamos transformando nuestros espacios! 🌿✨

Gracias al trabajo articulado entre la Secretaría de Hábitat e Infraestructura con Infituluá, estamos realizando trabajos de adecuación, pintura, renovación de la cancha, embellecimiento de zonas verdes del barrio San Pedro Claver.

Queremos ofrecerle a nuestras familias tulueñas un entorno más seguro, bonito y digno. 💪🏼🏡 Juntos estamos haciendo de Tuluá un mejor lugar #ParaSerFelices 🙌🏼",74,"10/04/2024 06:35",https://www.instagram.com/reel/DAtD2yRulpr/,"Reel de Instagram",,Total,169,27,,7,2,4706,3927,
17903484567021666,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Empoderando la Voz del Líder!✅💪🏼
Así vivimos este gran espacio creado para la comunidad tulueña, líderes, activistas y periodistas que participaron de este taller de comunicación y liderazgo brindado por @jorgeadrianorozcol, periodista tulueño de NTN24, donde compartimos y dialogamos sobre diferentes temas para el fortalecimiento del discurso y la interacción con los líderes sociales y sus territorios. 📣 #ParaSerFelices💙",62,"10/03/2024 14:48",https://www.instagram.com/reel/DArXn85vWc7/,"Reel de Instagram",,Total,35,1,,0,1,965,895,
18043686911487403,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Los tulueños aprovecharon el 90% de descuento en el Papayazo Tributario!🙌🏼✅

Durante el mes de septiembre, más de 3000 ciudadanos realizaron su pago con el 90% del descuento en sanciones e intereses de mora y obtuvieron un gran ahorro en el aporte a sus impuestos. Contribuyendo al desarrollo y progreso de nuestro municipio. #ParaSerFelices 💙",86,"10/02/2024 09:06",https://www.instagram.com/reel/DAoLoqtAsVM/,"Reel de Instagram",,Total,110,17,,11,3,3372,2723,
