"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Clics en el enlace","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Comentarios negativos de los usuarios: Ocultar","Comentarios negativos de los usuarios: Ocultar todo","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio"
1289685066532156,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Tuluá fortalece reconocimiento de derechos de mujeres y diversidades sexuales

En un espacio de diálogo orientado a fortalecer la no violencia contra la mujer y la promoción de los derechos humanos, la Administración Municipal de Tuluá, a través de la Coordinación de Diversidad Sexual, realizó el encuentro “Vivir y resistir: derechos y realidades”, dirigido a mujeres trans y cisgénero con actividades sexuales pagas. 

Lee la noticia completa: ⬇⬇⬇
",,0,"11/11/2025 14:56",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Z9zbKw4UkJJGcnV8R4URNSvZM6acr2LB47BoiDmGiXS5uoX2s44XEE6MXEYCisgLl,0,0,Enlaces,,,,,Total,575,431,7,7,0,0,1,1,,,,,,,,,
1289677259866270,100064720237286,"Alcaldía de Tuluá","🏫💙 ¡Programas de salud llegan a las instituciones educativas de Tuluá! 🙌

En un trabajo articulado entre la Secretaría de Educación Municipal y la Secretaría de Salud del Valle del Cauca, llegamos a la Institución Educativa Técnica Industrial Carlos Sarmiento Lora con los proyectos Gestores Escolares y Escuelas de Familia. 👩‍🏫👨‍👩‍👧

💬 A través de estas estrategias seguimos informando, formando y educando a nuestros jóvenes y padres de familia en temas de convivencia, salud sexual y reproductiva y crianza positiva. 🌱✨","🏫💙 ¡Programas de salud llegan a las instituciones educativas de Tuluá! 🙌

En un trabajo articulado entre la Secretaría de Educación Municipal y la Secretaría de Salud del Valle del Cauca, llegamos a la Institución Educativa Técnica Industrial Carlos Sarmiento Lora con los proyectos Gestores Escolares y Escuelas de Familia. 👩‍🏫👨‍👩‍👧

💬 A través de estas estrategias seguimos informando, formando y educando a nuestros jóvenes y padres de familia en temas de convivencia, salud sexual y reproductiva y crianza positiva. 🌱✨",51,"11/11/2025 14:42",N/A,https://www.facebook.com/reel/830273619602109/,1,0,Videos,,,,,Total,1920,1432,82,65,0,17,30,,,30,,,14340.05,8.465,0,0,0
1289651363202193,100064720237286,"Alcaldía de Tuluá","🍽️🙌 ¡Seguimos fortaleciendo la transparencia y participación en el Programa de Alimentación Escolar – PAE! 💙

📣 Te invitamos a participar del encuentro “Miradas ciudadanas del PAE: Veeduría Ciudadana”, un espacio para articular esfuerzos entre comunidad y territorio, promoviendo una alimentación escolar más transparente y participativa. 👦🏫✨

📅 12 de noviembre
🕣 8:30 a.m.
💻 Únete al encuentro a través del enlace:  ➡️ https://teams.microsoft.com/l/meetup-join/19%3ameeting_NmY3N2ViMjAtNGU3MC00YWM1LWE2MDctZTE4ODE4Y2I2OTRm%40thread.v2/0?context=%7b%22Tid%22%3a%227784fa80-0515-459a-97e3-40113f9e5abc%22%2c%22Oid%22%3a%22f2bb8421-0fc9-4ac7-93c1-8789c2796a9f%22%7d",,0,"11/11/2025 13:50",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02smkfgUV7hKbNMK7FNBjAgMvU9DFvzTTdyjZ5ssMcC4aRpw1MVxqbTARM3YiLrVzSl,0,0,Fotos,,,,,Total,1068,665,9,8,0,1,5,2,3,,1,,,,,,
1289636563203673,100064720237286,"Alcaldía de Tuluá","🚔Alcalde entregó vehículos y condecoraciones en el aniversario 134 de la Policía Nacional 💚🤍🇨🇴

Durante esta conmemoración, el alcalde Gustavo Vélez realizó la segunda entrega de vehículos del año a la Fuerza Pública: un panel, dos motocicletas y una camioneta 🚓🏍️🚙 para fortalecer el trabajo de nuestras instituciones de seguridad. Asimismo, entregó reconocimientos a 4 oficiales y 20 suboficiales de la Policía Nacional, exaltando su compromiso y dedicación con Tuluá. 💪🇨🇴",,0,"11/11/2025 13:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0WNuhiz5xze2s5GyaQrowhtmpCDCVe7KSaaC7vjGKEDnmckv8DQToxu1skGozZoGJl,0,0,Fotos,,,,,Total,19718,9759,299,143,47,109,1933,,1086,847,1,,,,,,
1289498883217441,100064720237286,"Alcaldía de Tuluá","💡🧠 ¡Llega la EXPOCIENCIA 2025: El año de la innovación! 🚀🔬

La Alcaldía de Tuluá invita a toda la comunidad educativa a participar en este gran encuentro de creatividad, ciencia y tecnología, donde nuestros estudiantes demostrarán su talento y capacidad para transformar el futuro. 🌟👩‍🔬👨‍💻

📍 Colegio Salesianos San Juan Bosco
📅 Miércoles, 12 de noviembre
🕢 7:30 a.m. - 12:00 m

💙 ¡Acompáñanos a descubrir las ideas que están construyendo una Tuluá más innovadora! #ParaSerFelices",,0,"11/11/2025 09:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0HjEe3Tn2CuLsMutSVA8ytAqZ4io1zTxrX8h8webCDx4QgWiJ2mJSsScPnRVU5Beql,0,0,Fotos,,,,,Total,2178,1218,59,41,2,16,11,,5,6,,,,,,,
1289441763223153,100064720237286,"Alcaldía de Tuluá","¡Beneficiamos a 700 adultos mayores con talleres deportivos! 😎✌🏽👵🏽👴🏼

Transformamos la vida de los abuelitos en 31 grupos, con programas deportivos y de habilidades motrices a través de la Secretaría del Deporte y la Recreación.✅

Seguimos fortaleciendo el bienestar, la actividad física y la alegría de nuestros adultos mayores.
💪💙¡Porque el deporte en Tuluá se está transformando!
#ParaSerFelices","¡Beneficiamos a 700 adultos mayores con talleres deportivos! 😎✌🏽👵🏽👴🏼

Transformamos la vida de los abuelitos en 31 grupos, con programas deportivos y de habilidades motrices a través de la Secretaría del Deporte y la Recreación.✅

Seguimos fortaleciendo el bienestar, la actividad física y la alegría de nuestros adultos mayores.
💪💙¡Porque el deporte en Tuluá se está transformando!
#ParaSerFelices",88,"11/11/2025 07:52",N/A,https://www.facebook.com/reel/1177032517862677/,1,0,Videos,,,,,Total,4960,3197,241,148,9,84,83,,,83,,,39177.921,8.528,0,0,0
1288865619947434,100064720237286,"Alcaldía de Tuluá","🗳️💙 ¡Tuluá tiene nuevos Consejeros de Juventud! 🙌🏼✨

17 jóvenes tulueños recibieron oficialmente sus credenciales que los acreditan como Consejeros Municipales de Juventud electos para el periodo 2026–2029, un compromiso que asumirán durante los próximos cuatro años para representar, proponer y trabajar por las juventudes tulueñas. 💪🏼👩🏻‍🎓👨🏽‍🎓

El acto contó con el acompañamiento del alcalde Gustavo Vélez, la Registraduría Nacional y el Consejo Nacional Electoral, reafirmando el compromiso institucional con la democracia juvenil y la participación ciudadana. 🌟🤝","🗳️💙 ¡Tuluá tiene nuevos Consejeros de Juventud! 🙌🏼✨

17 jóvenes tulueños recibieron oficialmente sus credenciales que los acreditan como Consejeros Municipales de Juventud electos para el periodo 2026–2029, un compromiso que asumirán durante los próximos cuatro años para representar, proponer y trabajar por las juventudes tulueñas. 💪🏼👩🏻‍🎓👨🏽‍🎓

El acto contó con el acompañamiento del alcalde Gustavo Vélez, la Registraduría Nacional y el Consejo Nacional Electoral, reafirmando el compromiso institucional con la democracia juvenil y la participación ciudadana. 🌟🤝",75,"11/10/2025 16:38",N/A,https://www.facebook.com/reel/2311738679343122/,1,0,Videos,,,,,Total,4126,2761,141,101,20,20,143,,,143,,,45471.388,12.236,0,0,0
1288624573304872,100064720237286,"Alcaldía de Tuluá","💙🚐 ¡La Ruta de la Felicidad llegó a Villa Liliana! 🎉

 💫 Con Programas Nacionales, vacunación para niños, adultos y mascotas 💉🐶, mercado de ropa 👗, pintucaritas 🎨, recreación para los más pequeños 🤸‍♀️ muestras culturales y demás servicios y oferta institucionales llenamos de alegría cada rincón 🎶💃

Porque nuestra misión es estar cada vez más cerca de los tulueños, llevando bienestar, participación y alegría a todos los barrios de Tuluá.  #ParaSerFelices💪🏙️","💙🚐 ¡La Ruta de la Felicidad llegó a Villa Liliana! 🎉

 💫 Con Programas Nacionales, vacunación para niños, adultos y mascotas 💉🐶, mercado de ropa 👗, pintucaritas 🎨, recreación para los más pequeños 🤸‍♀️ muestras culturales y demás servicios y oferta institucionales llenamos de alegría cada rincón 🎶💃

Porque nuestra misión es estar cada vez más cerca de los tulueños, llevando bienestar, participación y alegría a todos los barrios de Tuluá.  #ParaSerFelices💪🏙️",52,"11/10/2025 09:07",N/A,https://www.facebook.com/reel/1292391382647017/,1,0,Videos,,,,,Total,871,829,27,19,0,8,13,,,13,,,3878.663,4.724,0,0,0
1288582793309050,100064720237286,"Alcaldía de Tuluá",,,0,"11/10/2025 08:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0bnzpfrhnz5NBT798Gm992sF3iq6BpYw1phEguvKE3dWQBaGhSL4vn33ns99WSFvxl,0,1,Texto,,,,,Total,,300,6,6,0,0,3,,,3,,,,,,,
1286989673468362,100064720237286,"Alcaldía de Tuluá","Hoy desde el @supercentrotulua en la Socialización del Proyecto de la Cruz más alta de Latinoamérica, te presentamos las noticias más importantes de la semana en 45 Segundos #ParaSerFelices 😎","Hoy desde el @supercentrotulua en la Socialización del Proyecto de la Cruz más alta de Latinoamérica, te presentamos las noticias más importantes de la semana en 45 Segundos #ParaSerFelices 😎",50,"11/08/2025 15:23",N/A,https://www.facebook.com/reel/681218261424043/,1,0,Videos,,,,,Total,4668,4017,135,91,24,20,150,1,,149,,,45514.711,10.744,0,0,0
1286766926823970,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastDeVélez | Episodio 38. La transformación ya es un hecho.","🎙️ #ElPodcastDeVélez | Episodio 38. La transformación ya es un hecho.

En esta entrega, algunos miembros del gabinete del alcalde Gustavo Vélez nos cuentan sobre los avances de la semana: la socialización de la Cruz más alta de Latinoamérica que tendrá lugar aquí en Tuluá 💙, las obras de conectividad entre barrios, el mejoramiento de escenarios deportivos y otros proyectos que reflejan que el progreso de nuestro municipio ya es una realidad. 🌆✨",722,"11/08/2025 09:00",N/A,https://www.facebook.com/reel/1810531609587713/,1,0,Videos,,,,,Total,3046,2525,136,66,20,50,62,,,62,,,45055.114,16.148,0,0,0
1286055133561816,100064720237286,"Alcaldía de Tuluá","#Seguridad | Tuluá tendrá cámaras de seguridad de última tecnología

Tuluá fortalecerá su sistema de seguridad con la instalación de 57 cámaras en distintos puntos de la zona urbana y rural, tras la firma de un convenio entre la Alcaldía y el Ministerio del Interior. 

Lee la noticia completa: ⬇⬇⬇
",,0,"11/07/2025 14:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02dzt7uCEpWe2hbNby7tBCLUDX6UVDDxEtKvJ6X8UQtLoZMfMMKV55mDwQboRqXXrcl,0,0,Enlaces,,,,,Total,2269,1264,55,34,16,5,28,19,,9,,,,,,,
1285868766913786,100064720237286,"Alcaldía de Tuluá","🚧✨ Así soñamos el 2026… ✨🚧

Las obras que hemos iniciado son símbolo de progreso, compromiso y transformación. 💪🏗️
Cada calle, parque y espacio recuperado refleja el trabajo constante por una Tuluá que avanza, que crece y que piensa en el bienestar de todos los tulueños. 💙🌆

Y esto… ¡solo es el comienzo! 🙌
Así se verán las obras que muy pronto empezarán a transformar a Tuluá. #ParaSerFelices 💫🏙️","🚧✨ Así soñamos el 2026… ✨🚧

Las obras que hemos iniciado son símbolo de progreso, compromiso y transformación. 💪🏗️
Cada calle, parque y espacio recuperado refleja el trabajo constante por una Tuluá que avanza, que crece y que piensa en el bienestar de todos los tulueños. 💙🌆

Y esto… ¡solo es el comienzo! 🙌
Así se verán las obras que muy pronto empezarán a transformar a Tuluá. #ParaSerFelices 💫🏙️",44,"11/07/2025 08:50",N/A,https://www.facebook.com/reel/1566001371434361/,1,0,Videos,,,,,Total,18842,14592,854,561,110,183,874,,,874,,,206363.57,12.311,0,0,0
1285808783586451,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | III Encuentro de Saberes Ancestrales Indígenas fortalece la interculturalidad en Tuluá

En articulación entre la Unidad Central del Valle del Cauca (UCEVA) y la Administración Municipal de Tuluá, a través de la Secretaría de Bienestar Social, se llevó a cabo el III Encuentro de Saberes Ancestrales Indígenas, un espacio dedicado al diálogo, la reflexión y la preservación de las tradiciones culturales de los pueblos originarios del municipio.

Lee la noticia completa: ⬇⬇⬇
",,0,"11/07/2025 07:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02iAEeTrZeNKSXF7THYn7MnRDCez9XMTRoz9PBjPuF5wjnA1kcSSm3JjRgzMHJ2cZ6l,0,0,Enlaces,,,,,Total,1331,744,19,14,0,5,16,8,,8,,,,,,,
1285779550256041,100064720237286,"Alcaldía de Tuluá","#Obras | Proyecto de la Cruz del Picacho es una realidad

La Administración Municipal socializó con la comunidad el proyecto “Cruz del Picacho”, una iniciativa del alcalde Gustavo Adolfo Vélez Román, aprobada por el Concejo Municipal que busca fortalecer el turismo, la cultura y el sentido de identidad de los tulueños. 

Lee la noticia completa: ⬇⬇⬇ ",,0,"11/07/2025 06:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02gsACYxJPYkB2zEVKYABLcTPYhWyqc6n5vdgRMZvaUhTX32z7knr4SAUAEZJEsTil,0,0,Enlaces,,,,,Total,2978,1938,45,30,9,6,84,53,,31,,,,,,,
1285779046922758,100064720237286,"Alcaldía de Tuluá","#Deportes #Obras | Alcalde Gustavo Vélez invierte más de 120 millones en renovación de escenarios deportivos.

Con una inversión que supera los 120 millones de pesos, el alcalde Gustavo Adolfo Vélez Román , a través de la Secretaría del Deporte y la Recreación, adelanta la intervención y mejoramiento de cuatro escenarios deportivos emblemáticos de la ciudad, reafirmando su compromiso con el bienestar, la formación y el desarrollo de los deportistas tulueños.

Lee la noticia completa: ⬇⬇⬇
",,0,"11/07/2025 06:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0M9tXN7e4uhrXuA1tQvSr5G83pGmTYdcodrFvCxURsVS3ju4m5SR9M7zN4vhpw1pbl,0,0,Enlaces,,,,,Total,5120,3259,77,45,21,11,108,22,,86,,,,,,,
1285778433589486,100064720237286,"Alcaldía de Tuluá","#Obras | Alcaldía de Tuluá avanza en un 95% la obra de continuidad de la carrera 26B entre calles 19 y 20

La Administración Municipal de Tuluá, a través de Infituluá, avanza de manera significativa en la ejecución de la obra de continuidad vial de la carrera 26B entre calles 19 y 20, una intervención estratégica que conectará el barrio La Trinidad con el barrio Tomás Uribe, mejorando la movilidad, seguridad y calidad de vida de cientos de tulueños.

Lee la noticia completa: ⬇⬇⬇
",,0,"11/07/2025 06:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02CFymXVNZrs5ZPpp79Hrid8WEx4MfC6J8JRwHKGSSR7R8Hgy1Fgz2eUGEc5Va48yHl,0,0,Enlaces,,,,,Total,2321,1535,26,21,1,4,43,25,,18,,,,,,,
1285233100310686,100064720237286,"Alcaldía de Tuluá","✨🙌 La cruz más alta de Latinoamérica estará en Tuluá✝️🌄

Presentamos a la comunidad la iniciativa “Cruz del Picacho”, un proyecto que Contempla una cruz monumental de 110 metros, una vía de acceso segura e incluyente y 10 plazoletas de descanso diseñadas para el disfrute de todos los visitantes. 🌿🚶‍♀️

💫 ¡Un símbolo de fe y progreso que transformará a Tuluá!","✨🙌 La cruz más alta de Latinoamérica estará en Tuluá✝️🌄

Presentamos a la comunidad la iniciativa “Cruz del Picacho”, un proyecto que Contempla una cruz monumental de 110 metros, una vía de acceso segura e incluyente y 10 plazoletas de descanso diseñadas para el disfrute de todos los visitantes. 🌿🚶‍♀️

💫 ¡Un símbolo de fe y progreso que transformará a Tuluá!",36,"11/06/2025 15:48",N/A,https://www.facebook.com/reel/1118286373421336/,1,0,Videos,,,,,Total,2196,1408,98,68,2,28,48,,,48,,,14557.841,7.465,0,0,0
1284922347008428,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Administración municipal certifica más de 70 cuidadores de personas con discapacidad.

Más de 70 cuidadoras de personas con discapacidad culminaron con éxito su proceso de formación y recibieron la certificación que avala sus conocimientos, gracias a la articulación entre el SENA y la Alcaldía Municipal, a través de la Secretaría de Bienestar Social.

Lee la noticia completa: ⬇⬇⬇
https://tulua.gov.co/publicaciones/6558/administracion-municipal-certifica-mas-de-70-cuidadores-de-personas-con-discapacidad/",,0,"11/06/2025 06:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid06mCK9tZVYW6ZC2bUT4hvk8syBp1egmeMFXxpbqqUR6JCK4tuBoai5uenEFqhoFWyl,0,0,Texto,,,,,Total,1606,1056,13,10,1,2,7,4,,3,,,,,,,
1284917253675604,100064720237286,"Alcaldía de Tuluá","🏫✨ ¡Seguimos construyendo seguridad para nuestros estudiantes!

Antes, estos muros en estas Instituciones Educativas representaban un riesgo para la comunidad educativa, pero hoy ya avanza en un 80% de construcción y pronto será una estructura firme y segura 💪🧱 que protegerá a nuestros niños y niñas.

Seguimos transformando los entornos escolares para que cada estudiante aprenda en espacios más seguros y dignos. 💙📚","🏫✨ ¡Seguimos construyendo seguridad para nuestros estudiantes!

Antes, estos muros en estas Instituciones Educativas representaban un riesgo para la comunidad educativa, pero hoy ya avanza en un 80% de construcción y pronto será una estructura firme y segura 💪🧱 que protegerá a nuestros niños y niñas.

Seguimos transformando los entornos escolares para que cada estudiante aprenda en espacios más seguros y dignos. 💙📚",26,"11/06/2025 06:17",N/A,https://www.facebook.com/reel/1719887252016003/,1,0,Videos,,,,,Total,2325,1721,70,48,0,22,9,,,9,,,10301.802,4.884,0,0,0
1284914997009163,100064720237286,"Alcaldía de Tuluá","#Noticias | Mesa de diálogo permitió acuerdos entre comunidades campesinas y la Agencia Nacional de Tierras.

Con el acompañamiento de la Administración Municipal de Tuluá, se llevó a cabo una mesa de diálogo en la Central de Transportes, con la participación de delegados del Gobierno Nacional, la Agencia Nacional de Tierras y representantes de las comunidades campesinas. Este encuentro tuvo como propósito abrir un espacio de concertación que permitiera avanzar en la construcción de acuerdos.

Lee la noticia completa: ⬇⬇⬇
",,0,"11/06/2025 06:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0fzePi1WzBDCC4AUzfmq9QHAK5joS9JGpM7sAu9TRYTQyjrRY8KQJ643Zcc4Cumw2l,0,0,Enlaces,,,,,Total,3340,2118,41,33,2,6,49,25,,24,,,,,,,
1284437930390203,100064720237286,"Alcaldía de Tuluá","🇨🇴✈️ ¡Un tulueño que nos llena de orgullo! 🌍📚

Yeferson es el único docente de Tuluá que participó en el Programa CILE del @mincultura en Malta 🇲🇹, donde vivió una experiencia única de aprendizaje, intercambio y crecimiento profesional.✨ 

Allí descubrió nuevas formas de enseñar y fortalecer el bilingüismo como una herramienta clave para el desarrollo y las oportunidades de los jóvenes tulueños. 💬👩‍🏫👨‍🏫

Gracias al apoyo de la Administración Municipal, esta experiencia demuestra que en Tuluá seguimos apostándole a la educación, al conocimiento y al talento de nuestros docentes #ParaSerFelices 💙📖","🇨🇴✈️ ¡Un tulueño que nos llena de orgullo! 🌍📚

Yeferson es el único docente de Tuluá que participó en el Programa CILE del @mincultura en Malta 🇲🇹, donde vivió una experiencia única de aprendizaje, intercambio y crecimiento profesional.✨ 

Allí descubrió nuevas formas de enseñar y fortalecer el bilingüismo como una herramienta clave para el desarrollo y las oportunidades de los jóvenes tulueños. 💬👩‍🏫👨‍🏫

Gracias al apoyo de la Administración Municipal, esta experiencia demuestra que en Tuluá seguimos apostándole a la educación, al conocimiento y al talento de nuestros docentes #ParaSerFelices 💙📖",88,"11/05/2025 17:04",N/A,https://www.facebook.com/reel/2280356105769936/,1,0,Videos,,,,,Total,4951,4191,189,151,9,29,165,,,165,,,44978.199,9.72,0,0,0
1284291853738144,100064720237286,"Alcaldía de Tuluá","💜🏃‍♀️ ¡Kilómetros por la Equidad! 🏃‍♂️✨

Desde el Corazón del Valle del Cauca, en Tuluá, estaremos presentes el próximo 23 de noviembre en Yumbo para correr kilómetros por la equidad y decir juntos 💪 no a la violencia contra la mujer y 🚫 no más misoginia.

Invitación especial de la Gestora Social Luz Elena Londoño y la Secretaría de Bienestar Social. 💪🏼💙

📅 Inscríbete el próximo 8 de noviembre en el @cc.laherradura, desde las 9:00 a.m. hasta las 5:00 p.m. 👟👕

💜 ¡Los esperamos para correr por las vallecaucanas y alzar la voz por la igualdad! 🙌♀","💜🏃‍♀️ ¡Kilómetros por la Equidad! 🏃‍♂️✨

Desde el Corazón del Valle del Cauca, en Tuluá, estaremos presentes el próximo 23 de noviembre en Yumbo para correr kilómetros por la equidad y decir juntos 💪 no a la violencia contra la mujer y 🚫 no más misoginia.

Invitación especial de la Gestora Social Luz Elena Londoño y la Secretaría de Bienestar Social. 💪🏼💙

📅 Inscríbete el próximo 8 de noviembre en el @cc.laherradura, desde las 9:00 a.m. hasta las 5:00 p.m. 👟👕

💜 ¡Los esperamos para correr por las vallecaucanas y alzar la voz por la igualdad! 🙌♀",35,"11/05/2025 12:21",N/A,https://www.facebook.com/reel/1152121059825268/,1,0,Videos,,,,,Total,1260,1029,24,19,0,5,9,,,9,,,6483.491,5.702,0,0,0
1284182807082382,100064720237286,"Alcaldía de Tuluá","#Impuestos | Continúan alivios tributarios con el 80% de descuento durante noviembre.

Durante el mes de noviembre continúa vigente el 80% de descuento en intereses moratorios para los contribuyentes que se pongan al día con sus obligaciones de Impuesto Predial Unificado, Industria y Comercio, Circulación y Tránsito y Alumbrado Público. 

Lee la noticia completa: ⬇⬇⬇
",,0,"11/05/2025 09:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid026xt35b4KHWPkJDtn5FCng9JrDhKNYNWrZVn3bwvvcS5U6UbEq4vjKXxggQrP2Xtql,0,0,Enlaces,,,,,Total,798,497,8,5,0,3,5,5,,,,,,,,,
1284090387091624,100064720237286,"Alcaldía de Tuluá","💜 En el mes de la eliminación de la violencia contra la mujer, recordemos:

🚫 La violencia tiene muchas formas, y reconocerla es el primer paso.
Si necesitas ayuda, llama a la línea 155. 

💪 NO es NO. #25N","💜 En el mes de la eliminación de la violencia contra la mujer, recordemos:

🚫 La violencia tiene muchas formas, y reconocerla es el primer paso.
Si necesitas ayuda, llama a la línea 155. 

💪 NO es NO. #25N",43,"11/05/2025 07:09",N/A,https://www.facebook.com/reel/1365564585119348/,1,0,Videos,,,,,Total,648,587,18,13,0,5,1,,,1,,,1652.278,2.767,0,0,0
1283479513819378,100064720237286,"Alcaldía de Tuluá","💰✨ ¡Llegó noviembre y con él, una gran oportunidad para los tulueños!

Aprovecha el 80% de descuento en intereses y sanciones de tus impuestos Predial, Alumbrado Público, Industria y Comercio, Circulación y Tránsito.
Con tu pago, Tuluá se transforma y seguimos construyendo la Tuluá que todos soñamos. 💪🏼🏙️ #ParaSerFelices",,0,"11/04/2025 14:53",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02jvTSmYzhKmtatnvvFmS99uPENX5iYwm4dAJx9MfdSypdUK68BHiRMwxJcPjFkp12l,0,0,Fotos,,,,,Total,2993,1897,43,21,3,19,14,,1,13,,1,,,,,
1283403697160293,100064720237286,"Alcaldía de Tuluá","#ParaSerFelices | Bicentenario Plaza, escenario de la Expo Moto 2025 en Tuluá.

Del 5 al 7 de noviembre, el Centro Comercial Bicentenario Plaza se prepara para rugir con fuerza con la llegada de la Expo Moto Bicentenario 2025, un evento que promete velocidad, adrenalina y grandes oportunidades para los amantes de las motocicletas. La feria, organizada por Infituluá con el apoyo de la Administración Municipal de Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,"11/04/2025 12:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02JUbFYhWPLWZTVL5kkb9zdRAStyJopy1UFzD3g9KG6MGk6xm8Sg6QXa2HAt7khKM8l,0,0,Enlaces,,,,,Total,1411,858,14,11,1,2,7,6,,1,,,,,,,
1283402107160452,100064720237286,"Alcaldía de Tuluá","#Educación | Regresaron olimpiadas matemáticas a los colegios de Tuluá

Después de varios años, Tuluá volvió a ser escenario de una Olimpiada de Matemáticas que reunió a estudiantes de instituciones educativas públicas y privadas en torno al conocimiento, la sana competencia y el trabajo en equipo.

Lee la noticia completa:⬇⬇⬇
",,0,"11/04/2025 12:21",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02zdw5xAcJhDtaQx9nqCNEee8YoBbp7u7q2JXepKzuqmowkLtY4cW9hqwGpqHE5A1Sl,0,0,Enlaces,,,,,Total,2555,1608,52,42,0,10,31,26,,5,,,,,,,
1283215557179107,100064720237286,"Alcaldía de Tuluá","Tu reel",,36,"11/04/2025 07:26",N/A,https://www.facebook.com/reel/2175612922963465/,1,0,Videos,,,,,Total,1161,1000,24,18,1,5,16,,,16,,,5857.814,5.51,0,0,0
1280840884083241,100064720237286,"Alcaldía de Tuluá","Hoy con el alcalde @gustavovelezr, desde las diferentes obras que transforman a Tuluá, te presentamos las noticias más importantes de la semana en 45 Segundos #ParaSerFelices 😎","Hoy con el alcalde @gustavovelezr, desde las diferentes obras que transforman a Tuluá, te presentamos las noticias más importantes de la semana en 45 Segundos #ParaSerFelices 😎",69,"11/01/2025 16:00",N/A,https://www.facebook.com/reel/762489816819715/,1,0,Videos,,,,,Total,4291,3197,130,94,14,22,88,2,,86,,,39481.884,10.033,0,0,0
1280631604104169,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 37.  Así se ve el progreso.","En esta entrega, el alcalde Gustavo Vélez hace un recorrido junto a Diego por las diferentes obras que están transformando a Tuluá, contando los avances, logros y todo lo que se viene para cerrar el año con nuevos proyectos que seguirán mejorando nuestra ciudad.",1000,"11/01/2025 10:01",N/A,https://www.facebook.com/reel/1321394285870984/,1,0,Videos,,,,,Total,6734,6105,228,123,39,66,340,,,340,,,142599.725,23.998,0,0,0
1280520757448587,100064720237286,"Alcaldía de Tuluá","🎭✨ ¡Ya fue mucho Halloween!
Es hora de dejar el disfraz y ponerse los tenis 👟💪

🏃‍♀️ Octubre OFF.
🔥 Noviembre ON con la Media Maratón de Tuluá 2025 🏅
@mediamaratontulua 

Prepárate para hacer vibrar a Tuluá #ParaSerFelices 😎","🎭✨ ¡Ya fue mucho Halloween!
Es hora de dejar el disfraz y ponerse los tenis 👟💪

🏃‍♀️ Octubre OFF.
🔥 Noviembre ON con la Media Maratón de Tuluá 2025 🏅
@mediamaratontulua 

Prepárate para hacer vibrar a Tuluá #ParaSerFelices 😎",30,"11/01/2025 07:25",N/A,https://www.facebook.com/reel/1867047393897083/,1,0,Videos,,,,,Total,4977,3996,70,54,1,15,44,1,,43,,,32815.888,7.172,0,0,0
1279792747521388,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá realiza Segunda Mesa de Participación del PAE

Padres de familia, docentes y directivos se reunieron en la segunda Mesa Pública del Programa de Alimentación Escolar (PAE), un espacio de participación que permitió evaluar los avances del programa y fortalecer los compromisos por una alimentación escolar de calidad. 

Lee la noticia completa: ⬇⬇⬇
",,0,"10/31/2025 11:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02CWwYyFmh3kFTogXH9X1LatgwNf52u3EwQk7anvSEySuQKtbBHyGaZ1uZS6vZUWEtl,0,0,Enlaces,,,,,Total,4727,2800,74,44,12,18,52,35,,17,,,,,,,
