"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió","Visitas al perfil",Respuestas,Navegación,"Toques en stickers","Clics en el enlace",Seguimientos
17929831833007935,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","GRAN FESTIVAL DE COMETAS 🪁💫 Este 6 de septiembre ✌🏽✌🏽 Creando las cometas que vamos a volar en el",21,"08/30/2025 13:18",,"Historia de Instagram",,Total,1890,1328,10,0,,0,610,2,,
18517496788039315,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/30/2025 09:49",,"Historia de Instagram",,Total,966,724,3,0,,0,596,,,
17956537508995610,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"08/30/2025 08:34",,"Historia de Instagram",,Total,578,483,3,0,,0,526,8,,
18063133571048526,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"08/30/2025 08:29",,"Historia de Instagram",,Total,545,485,4,0,,0,525,,,
18058473659110768,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"08/30/2025 08:29",,"Historia de Instagram",,Total,555,497,3,0,,0,541,,,
18414419041105757,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡TE ESPERAMOS! 😎✌🏽",15,"08/30/2025 08:28",,"Historia de Instagram",,Total,587,509,3,0,,0,572,9,,
18067019687227669,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS MAÑANA ✌🏽😎",11,"08/30/2025 06:00",,"Historia de Instagram",,Total,536,462,3,0,,0,522,,,
17980880459861790,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Encuentro comunitario por la Convivencia ✌🏽✅💪🏼",15,"08/30/2025 05:53",,"Historia de Instagram",,Total,575,497,4,0,1,0,559,,,
18110240170542263,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/29/2025 19:29",,"Historia de Instagram",,Total,586,473,3,0,1,1,551,5,,
18093266032672597,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/29/2025 16:58",,"Historia de Instagram",,Total,821,639,2,0,1,0,496,,,
17850726075539222,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 16:11",,"Historia de Instagram",,Total,507,430,1,0,,0,498,,,
18091543150688626,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 16:11",,"Historia de Instagram",,Total,493,428,3,0,,0,454,,,
18338893288167472,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestras candidatas desfilando trajes realizados con materiales Totalmente reciclados y ecológicos ♻️",25,"08/29/2025 16:11",,"Historia de Instagram",,Total,495,441,4,0,,0,465,,,
18203541964309629,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:10",,"Historia de Instagram",,Total,448,400,1,0,,0,432,,,
17979387617745767,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:10",,"Historia de Instagram",,Total,444,401,4,1,,0,432,,,
18291778435250382,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:10",,"Historia de Instagram",,Total,456,404,3,1,,0,430,,,
18524352754004597,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,438,403,4,0,,0,421,,,
17891102388333186,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,439,401,2,1,,0,425,,,
18155005636378399,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,448,406,2,0,,0,439,,,
18052512233630546,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,446,407,3,0,,0,426,,,
18012227543782347,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,435,403,3,0,,0,420,,,
18529856617010007,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,447,415,2,0,,0,436,,,
18173280604358500,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,465,424,3,0,,0,436,,,
18530984596021583,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,459,424,1,0,,0,438,,,
17859559731473388,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,454,425,2,0,,0,442,,,
18413494057110340,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,459,428,2,0,,0,444,,,
18054153197400676,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:08",,"Historia de Instagram",,Total,467,429,2,0,,0,448,,,
17945944377016892,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:08",,"Historia de Instagram",,Total,471,431,2,0,,0,445,,,
18238345624292104,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:08",,"Historia de Instagram",,Total,479,439,1,0,,0,460,2,,
18056200133434404,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"08/29/2025 15:08",,"Historia de Instagram",,Total,497,447,2,0,1,1,489,2,,
18088965385793543,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestras candidatas ✨👑",27,"08/29/2025 15:07",,"Historia de Instagram",,Total,500,452,10,0,,0,447,,,
18180511915327258,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mucha alegría en el Reinado del  ADULTO MAYOR 💫✨",11,"08/29/2025 15:05",,"Historia de Instagram",,Total,500,454,4,0,,0,482,,,
18016311041777508,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 14:58",,"Historia de Instagram",,Total,504,449,5,0,,0,473,2,,
18122583466485264,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 14:57",,"Historia de Instagram",,Total,528,457,4,0,,0,443,,,
18217867429307208,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 14:57",,"Historia de Instagram",,Total,549,469,2,0,,0,519,1,,
18137939821438181,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 14:57",,"Historia de Instagram",,Total,582,473,2,2,,0,562,2,,
18099210979720587,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Con @apccolombia, @usbcali, @gobiernousbcali @ugalileo_edu @segeplan y @sedecvalle 🤝🏼🧳",6,"08/29/2025 13:31",,"Historia de Instagram",,Total,1371,928,4,0,,0,501,2,,
18011163497789941,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cooperación Internacional ✈️🤝🏼 Construcción de Capacidades para Fomentar la Proyecto: Encuentro con aliados de Guatemala 🇬🇹 y Colombia 🇨🇴 junto a @apccolombia, @usbcali, @gobiernousbcali, @ugalileo_edu, @segeplan y @sedecvalle 🤝💼",7,"08/29/2025 13:25",,"Historia de Instagram",,Total,697,593,4,0,3,0,495,,,
18071379107469672,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡ÚLTIMO DÍA PARA INSCRIBIRTE! Nos vemos mañana 😎",15,"08/29/2025 11:13",,"Historia de Instagram",,Total,571,466,4,0,1,0,556,,,
17862764514398295,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HOY ÚLTIMO DÍA ⬇️⬇️⬇️",0,"08/29/2025 11:10",,"Historia de Instagram",,Total,581,480,3,0,,0,565,,,
18041903714655699,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 11:02",,"Historia de Instagram",,Total,592,498,2,1,,0,562,,,
17858558598480510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/29/2025 11:02",,"Historia de Instagram",,Total,603,509,5,0,,0,549,,,
17936465804949052,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/29/2025 11:02",,"Historia de Instagram",,Total,622,517,3,0,,0,576,,,
18095889664567226,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Los habitantes de Siete Vueltas  ESTRENAN CASAS🏠",15,"08/29/2025 10:57",,"Historia de Instagram",,Total,659,539,6,0,,0,611,,,
17904152388239331,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estamos pavimentando 📍El Intercambiador de la Carrera 40 Obras  #ParaSerFelices 💙",11,"08/29/2025 09:16",,"Historia de Instagram",,Total,676,540,7,0,,0,630,,,
18039458885416575,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy hoy hoy ⬇️⬇️⬇️",15,"08/29/2025 05:01",,"Historia de Instagram",,Total,642,521,6,0,,1,621,,,
17917826829153459,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/29/2025 04:56",,"Historia de Instagram",,Total,637,548,4,0,,0,610,,,
17974816607919225,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:07",,"Historia de Instagram",,Total,624,537,9,0,3,1,597,4,,
18041333051670475,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:07",,"Historia de Instagram",,Total,625,551,5,0,,1,615,4,,
17891670771315422,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:06",,"Historia de Instagram",,Total,629,556,4,0,1,0,592,8,,
18495262699066745,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:06",,"Historia de Instagram",,Total,637,556,3,0,,0,613,2,,
17851450911537644,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:06",,"Historia de Instagram",,Total,651,569,8,1,1,0,618,2,,
18075861551063499,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:06",,"Historia de Instagram",,Total,651,572,4,0,,1,624,,,
17846604954555407,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/28/2025 18:06",,"Historia de Instagram",,Total,734,587,6,0,2,1,657,,,
18528620125020129,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce el nuevo CAMBIO VIAL‼️",15,"08/28/2025 17:05",,"Historia de Instagram",,Total,877,643,4,2,4,0,709,,,
18160338343375639,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/28/2025 10:01",,"Historia de Instagram",,Total,745,612,4,0,1,0,709,9,,
18174273064350967,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/28/2025 10:00",,"Historia de Instagram",,Total,744,636,3,0,,0,714,,,
18059915312093671,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/28/2025 08:38",,"Historia de Instagram",,Total,764,636,5,1,2,0,690,,,
17849094678542006,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Caravanas por la Vida✅✌🏽💪🏼",23,"08/27/2025 21:22",,"Historia de Instagram",,Total,849,706,6,0,1,0,679,,,
18073750739015115,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la historia de  ALEJANDRO ✨✌🏽",15,"08/27/2025 18:00",,"Historia de Instagram",,Total,1901,1374,7,0,1,0,610,,,
18110026432553753,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ESTE DOMINGO ⬇️",11,"08/27/2025 14:37",,"Historia de Instagram",,Total,575,498,3,0,,0,566,,,
18066028030984730,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,59,"08/27/2025 14:12",,"Historia de Instagram",,Total,620,503,6,0,,0,597,25,,
18045271004328455,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/27/2025 13:54",,"Historia de Instagram",,Total,676,542,5,0,2,0,626,,,
18305105425223393,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/27/2025 10:30",,"Historia de Instagram",,Total,501,422,5,0,,0,458,,,
18098742250616077,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:29",,"Historia de Instagram",,Total,504,428,7,0,,0,458,3,,
17875283886407232,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:29",,"Historia de Instagram",,Total,498,429,11,0,,0,474,,,
17937388152065657,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:29",,"Historia de Instagram",,Total,515,429,2,0,,0,495,,,
17874216786407889,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:28",,"Historia de Instagram",,Total,534,431,4,0,,0,522,2,,
18031423958651481,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:28",,"Historia de Instagram",,Total,518,438,4,0,,0,505,4,,
17914932036179274,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 10:28",,"Historia de Instagram",,Total,523,444,5,0,,0,511,2,,
18068909203911185,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/27/2025 10:23",,"Historia de Instagram",,Total,538,444,3,0,,0,532,,,
18075301376008782,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Con arte y cultura💃🎶 Mostramos a Tuluá como epicentro del turismo✌🏽💙",26,"08/27/2025 10:04",,"Historia de Instagram",,Total,532,438,6,0,,0,507,,,
18352749529086536,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos este sábado, 6 de septiembre!💪🏼😎",15,"08/27/2025 08:26",,"Historia de Instagram",,Total,506,419,4,0,,0,496,,,
18075530468479539,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hablando de desarrollo y turismo en Tuluá✅💪🏼 @miyerlandit",8,"08/27/2025 08:26",,"Historia de Instagram",,Total,518,434,4,0,,0,469,1,,
18075183290001783,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy estamos en el ENCUENTRO DEPARTAMENTAL DE AUTORIDADES EL TURISMO✌🏽💪🏼 Con la Secretaria de Turismo del Valle del Cauca @miyerlandit ✌🏽",15,"08/27/2025 08:20",,"Historia de Instagram",,Total,942,794,8,0,1,0,471,5,,
18049572554276081,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/27/2025 07:51",,"Historia de Instagram",,Total,499,436,2,0,,0,469,,,
18042340382351360,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Celebramos la SEMANA DEL ADULTO MAYOR💙✌🏽",15,"08/27/2025 07:14",,"Historia de Instagram",,Total,475,435,2,0,1,0,457,,,
18084098152715405,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Inscríbete ahora!",15,"08/27/2025 06:48",,"Historia de Instagram",,Total,501,451,1,0,,0,476,,,
18052207535216775,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy la cita es en el Nos vemos 😎✌🏽",15,"08/27/2025 05:41",,"Historia de Instagram",,Total,564,479,1,0,3,0,531,,,1
18047114099642669,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 12:51",,"Historia de Instagram",,Total,525,426,4,1,1,0,496,6,,
18077379410299430,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 12:48",,"Historia de Instagram",,Total,518,450,5,1,,0,510,,,
18075872189053321,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 12:48",,"Historia de Instagram",,Total,546,466,5,0,1,0,535,,,
18113700553516940,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 11:37",,"Historia de Instagram",,Total,543,475,6,3,,0,532,,,
17982639680849615,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 11:36",,"Historia de Instagram",,Total,544,480,7,0,,0,526,,,
18064618349252857,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"08/26/2025 11:36",,"Historia de Instagram",,Total,563,490,4,2,,0,546,7,,
18054371171452539,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/26/2025 11:36",,"Historia de Instagram",,Total,551,494,4,0,,0,536,,,
18049110869280493,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 11:36",,"Historia de Instagram",,Total,565,511,4,0,1,0,557,,,
18075761566996936,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/26/2025 10:05",,"Historia de Instagram",,Total,617,540,6,0,,0,597,,,
18092374060680903,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Después de ser golpeado por vehículo 🚗  Realizando reinstalación y mantenimiento a semáforo de la zona céntrica 🚦",11,"08/26/2025 08:36",,"Historia de Instagram",,Total,853,679,5,1,,0,654,,,
18054377663574206,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Celebremos la semana del ADULTO MAYOR✌🏽💙",15,"08/26/2025 06:21",,"Historia de Instagram",,Total,665,585,2,0,,0,621,,,
18049743854555372,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estamos conformando la vía🚧 📍El Paraíso - Los Caímos",11,"08/25/2025 16:59",,"Historia de Instagram",,Total,646,552,5,0,,0,619,,,
17894273850292579,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/25/2025 16:52",,"Historia de Instagram",,Total,652,573,2,0,,0,625,,,
18088437793696322,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"08/25/2025 16:17",,"Historia de Instagram",,Total,659,563,4,0,1,1,638,,,
18091430941739302,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/25/2025 14:52",,"Historia de Instagram",,Total,637,560,4,0,1,2,619,,13,
18153875239387177,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","RENTA CIUDADANA ✅✌🏽 Madres beneficiarias conocieron",15,"08/25/2025 14:46",,"Historia de Instagram",,Total,690,583,5,0,,0,651,,,
18066505150983989,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos!😎",11,"08/25/2025 13:47",,"Historia de Instagram",,Total,728,607,7,0,,1,680,,,
18054441485427284,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/25/2025 09:39",,"Historia de Instagram",,Total,650,569,6,0,1,0,598,,,
17895274740297204,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@policiavalledelcauca  @policiadecolombia ✌🏽🙏🏼💙 ¡Gracias!",34,"08/25/2025 08:10",,"Historia de Instagram",,Total,681,599,2,0,,0,656,4,,
18478832281075509,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Desde mañana 😎✌🏽",15,"08/25/2025 07:29",,"Historia de Instagram",,Total,724,639,5,0,2,0,688,,,
18291585877254132,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Acompañando al FESTIVAL DE COMETAS 🪁💫 📍Barrio Popular",52,"08/24/2025 17:25",,"Historia de Instagram",,Total,1615,1243,3,0,,0,1009,,,
18153558010391728,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/24/2025 16:16",,"Historia de Instagram",,Total,1169,1016,4,0,3,0,1135,7,,
17969076992937990,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/24/2025 12:05",,"Historia de Instagram",,Total,3323,2249,18,3,2,0,1388,,,
18076807786795437,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/24/2025 12:01",,"Historia de Instagram",,Total,1487,1264,13,0,,0,1401,,,
18095321734652148,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 20:59",,"Historia de Instagram",,Total,1122,990,8,0,2,0,1070,2,,
18054817001622693,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce las noticias de esta Semana ✅✌🏽",15,"08/23/2025 16:00",,"Historia de Instagram",,Total,891,779,4,0,3,0,813,,,
18040023719401057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,744,692,3,0,,0,726,,,
18065024767992874,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,760,705,5,0,,0,723,,,
18073481651020239,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,840,742,5,0,2,0,794,2,,
17916212976168715,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 11:38",,"Historia de Instagram",,Total,689,621,8,0,1,0,609,,,
18340299442160535,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Capacitando a los Vocales de Control✅",15,"08/23/2025 10:30",,"Historia de Instagram",,Total,563,515,0,0,2,0,545,,,
17928144797981175,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"08/23/2025 10:06",,"Historia de Instagram",,Total,1326,959,2,0,1,0,547,,2,
17941225662048480,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/23/2025 10:05",,"Historia de Instagram",,Total,981,804,3,0,,0,583,,,
17960344844823256,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,9,"08/23/2025 09:24",,"Historia de Instagram",,Total,606,526,1,0,,0,569,9,,
17931945918091488,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,602,544,5,0,2,0,583,3,,
17930133882095098,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,606,548,5,0,,0,595,6,,
17967724826793879,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,612,564,4,0,,0,595,,,
17864136801378740,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Recuperación del espacio público en diferentes sectores de nuestro municipio ✌🏽✅",28,"08/08/2025 16:07",,"Historia de Instagram",,Total,868,781,14,0,3,2,806,,,
18069805445142230,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/08/2025 12:29",,"Historia de Instagram",,Total,630,579,8,0,,0,596,2,,
17852625030530510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Llegamos a 📍Monteloro Con la Ruta de la Felicidad💙🤩",15,"08/22/2025 16:30",,"Historia de Instagram",,Total,555,492,4,0,,0,539,,,
17870526189423046,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 14:49",,"Historia de Instagram",,Total,545,488,3,0,2,0,537,,,
18102484477602171,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 14:49",,"Historia de Instagram",,Total,555,507,3,0,,0,551,,,
18051232985223749,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/22/2025 13:47",,"Historia de Instagram",,Total,566,506,4,1,,0,550,,5,
18079980967933189,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:59",,"Historia de Instagram",,Total,577,502,6,0,,0,569,11,,
18109226329534853,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 12:59",,"Historia de Instagram",,Total,590,509,5,0,1,0,581,3,,
17906534439216500,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 12:53",,"Historia de Instagram",,Total,622,518,5,0,,0,610,,,
18132902680399901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:52",,"Historia de Instagram",,Total,658,539,7,0,1,0,623,,,
17968630202937803,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:08",,"Historia de Instagram",,Total,663,559,7,0,3,0,547,,,
18146904874405402,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/22/2025 08:28",,"Historia de Instagram",,Total,668,548,2,0,1,0,584,,,
18089463739796691,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:16",,"Historia de Instagram",,Total,599,507,3,1,1,0,552,1,,
18058884935595022,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:16",,"Historia de Instagram",,Total,597,513,2,0,,2,541,,,
17931528452964253,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"08/22/2025 06:15",,"Historia de Instagram",,Total,614,525,4,1,,0,591,5,,
18094943197653922,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:15",,"Historia de Instagram",,Total,632,541,3,0,,0,610,,,
17880620982376518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy nos vemos en",11,"08/22/2025 05:44",,"Historia de Instagram",,Total,639,566,5,0,1,0,607,,,
17851934847531162,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 15:27",,"Historia de Instagram",,Total,625,519,2,0,1,0,552,,,
18093657508723464,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"08/21/2025 15:18",,"Historia de Instagram",,Total,629,544,3,0,,2,575,7,,
18283567714259622,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",¡MAÑANA!😎✌🏽,11,"08/21/2025 12:59",,"Historia de Instagram",,Total,623,537,2,0,,0,597,,,
18041725520650057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 10:31",,"Historia de Instagram",,Total,607,518,3,0,,0,580,,,
17904587439238245,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 10:31",,"Historia de Instagram",,Total,585,515,2,0,,0,581,,,
18068144419948528,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/21/2025 10:21",,"Historia de Instagram",,Total,603,525,5,0,5,1,572,,,
18039503384392236,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 07:42",,"Historia de Instagram",,Total,566,481,3,0,2,0,542,6,,
17901239298250203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 07:41",,"Historia de Instagram",,Total,565,498,4,0,1,0,554,,,
18236161075290530,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuevo Paso de la 34 Conectará comuna 5 y 6😎✅",15,"08/21/2025 07:38",,"Historia de Instagram",,Total,590,502,3,0,,0,519,,,
17977922594860520,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 07:24",,"Historia de Instagram",,Total,613,515,3,0,,0,604,,,
18029027279687555,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hoy!🙌🏼 No te lo pierdas 🤩",11,"08/21/2025 07:23",,"Historia de Instagram",,Total,622,515,3,0,1,0,594,,,
18064989785465449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NO TE PIERDAS EL Festival de Cometas 🪁💫 @labakana103.1",15,"08/21/2025 07:06",,"Historia de Instagram",,Total,631,529,4,0,1,0,580,,,
17864410905448000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/21/2025 06:40",,"Historia de Instagram",,Total,1327,972,6,0,1,0,608,,,
