"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Alcance,"Me gusta","Veces que se compartió","Visitas al perfil",Respuestas,Navegación,Visualizaciones,Seguimientos,"Toques en stickers","Clics en el enlace"
,,,,,,,,,"An error occurred while computing metadata for content with ID 18522484852021154. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17954693456859767. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17906286315100451. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18327661432231945. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17884816113365907. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17895875187162382. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18058159943618683. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18108027868553750. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17960233715988466. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18078973729787756. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18070807322131736. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18071580827125437. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18325851097225030. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18309021547174071. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18317308090212153. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17893553568301256. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18136668772438201. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18026868227519967. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18057865916126174. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
17850527829542570,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 15:41",,"Historia de Instagram",,Total,504,3,0,1,0,560,,,,
18386945026122110,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","A esta hora la comunidad de 📍Bosques de Maracaibo disfruta una tarde de arte y cultura, con música del DJ Deyner🤩✌🏽😎",47,"09/06/2025 14:12",,"Historia de Instagram",,Total,516,3,0,2,0,583,,,,
17868265848443583,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,59,"09/16/2025 16:17",,"Historia de Instagram",,Total,620,6,0,,0,724,,,,
17986346102851329,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Habilitamos nuevamente acceso a Progresar y Pueblo Nuevo✅💪🏼",13,"09/16/2025 14:57",,"Historia de Instagram",,Total,613,13,0,2,4,683,,,,
18059867558375548,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/16/2025 14:47",,"Historia de Instagram",,Total,637,5,0,1,1,732,797,,,
17973272810942368,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/16/2025 11:07",,"Historia de Instagram",,Total,615,5,0,,0,699,,,,
17952181697881552,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/16/2025 11:03",,"Historia de Instagram",,Total,623,5,0,1,0,715,,,6,
18151762906399205,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Y la gobernadora @dilianfranciscat 💪🏼 Con la Federación Nacional de Cafeteros ✌🏽 Nuestro alcalde @gustavovelezr",11,"09/16/2025 08:55",,"Historia de Instagram",,Total,1770,4,0,3,2,750,,,13,
18541081009018505,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Fortalecimiento al sector Cafetero del Valle del Cauca 💪🏼✅☕️ Proyecto Valle Café 2025 @gustavovelezr",22,"09/16/2025 08:31",,"Historia de Instagram",,Total,1845,5,0,2,0,765,,,,
17856256989517550,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Lanzamiento del Proyecto  VALLE CAFÉ  Nuestro alcalde @gustavovelezr presente en el",30,"09/16/2025 08:26",,"Historia de Instagram",,Total,2044,9,0,1,1,847,,,,
18094886698674005,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/15/2025 16:00",,"Historia de Instagram",,Total,634,3,0,2,0,756,,,,
17859393033436488,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/15/2025 12:36",,"Historia de Instagram",,Total,629,5,5,1,1,728,,,,
17936005434073603,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/15/2025 10:34",,"Historia de Instagram",,Total,595,3,0,,0,660,717,,,
18145744687411952,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Algo se está “cocinando”…😅",11,"09/15/2025 10:34",,"Historia de Instagram",,Total,1337,3,1,,0,643,,,,
17900042370274822,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/15/2025 09:16",,"Historia de Instagram",,Total,587,3,0,2,0,618,,,,
17930112233979374,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/15/2025 09:15",,"Historia de Instagram",,Total,611,2,0,1,0,635,695,,,
18062740103069594,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/15/2025 05:09",,"Historia de Instagram",,Total,575,2,0,,0,628,,,,
17949116430010268,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/14/2025 18:05",,"Historia de Instagram",,Total,640,3,0,,0,642,,,,
17941941435058689,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","LOS CHAGUALOS💃 Con danzas del Valle del Cauca ✨😎",27,"09/14/2025 17:19",,"Historia de Instagram",,Total,592,13,0,,1,635,,,,
18018950726581135,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros niños felices 💙✨😎",35,"09/14/2025 17:10",,"Historia de Instagram",,Total,598,5,0,1,0,648,,,,
18104853169580050,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"09/14/2025 16:15",,"Historia de Instagram",,Total,583,6,0,,0,638,,,,
18551551192032672,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Domingo de ser felices 💙✨",6,"09/14/2025 15:03",,"Historia de Instagram",,Total,645,7,0,,0,647,,,,
17989804343846176,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención Primaria en Salud 🏥🩺 Presente @hospitalrubencruzvelez",5,"09/14/2025 14:03",,"Historia de Instagram",,Total,813,3,0,1,0,615,,,2,
17913905388194439,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tenemos Vacunación  PARA MASCOTAS🐾🐶🐈 ¡Ven ahora!😎✌🏽",11,"09/14/2025 13:51",,"Historia de Instagram",,Total,656,7,0,,0,701,,,,
17980810541912666,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","RUTA DE LA FELICIDAD ✨✌🏽 Ya las familias empiezan a llegar 🥹💙 Inician las Presentaciones Artísticas 🎶🎶",12,"09/14/2025 13:23",,"Historia de Instagram",,Total,688,4,0,,0,700,,,,
17981640671865537,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención Primaria en Salud💪🏼✅ Tenemos nuestros Equipos brindando  @hospitalrubencruzvelez",8,"09/14/2025 13:20",,"Historia de Instagram",,Total,781,4,0,,0,712,,,,
18055290071450121,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven ahora✌🏽 Ya estamos en el 📍Parque de la Familia",12,"09/14/2025 13:15",,"Historia de Instagram",,Total,828,9,0,2,0,792,,,,
18146603941410315,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS HOY 😎 📍Parque de la Familia",11,"09/14/2025 08:01",,"Historia de Instagram",,Total,1138,11,0,1,0,999,,,,
18085586542913079,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/13/2025 16:01",,"Historia de Instagram",,Total,1485,10,0,4,0,1546,,,,
18043653347343566,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Gracias @fedemunicipios ✌🏽🙏🏼",15,"09/13/2025 08:07",,"Historia de Instagram",,Total,1585,16,0,,3,1800,,,,
18049806302647942,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy está de cumpleaños nuestro alcalde @gustavovelezr 💙✌🏽",11,"09/13/2025 07:43",,"Historia de Instagram",,Total,2332,48,1,3,12,1867,,,16,
18400557184140713,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/12/2025 16:02",,"Historia de Instagram",,Total,823,9,0,2,0,880,,,,
18058475207430984,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos!💙😎✅",11,"09/12/2025 14:56",,"Historia de Instagram",,Total,1520,7,3,,2,865,,,,
18152691073394239,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/12/2025 08:37",,"Historia de Instagram",,Total,730,8,1,1,2,718,,,,
17996086400828696,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@robertposadarosero  @salesianos_tulua",35,"09/12/2025 07:24",,"Historia de Instagram",,Total,1347,16,10,,1,865,,1,,
18050476301279509,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","El Hospital Rubén Cruz Vélez ESTRENA LABORATORIO😎",15,"09/11/2025 17:31",,"Historia de Instagram",,Total,634,8,0,2,0,717,,,,
18077910845510966,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aquí transformamos la salud  #ParaSerFelices 💙✌🏽 @gustavovelezr @hospitalrubencruzvelez",7,"09/11/2025 16:02",,"Historia de Instagram",,Total,1314,7,0,,0,599,,,,
18065453021263246,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Por primera vez en Tuluá El @hospitalrubencruzvelez  Tendrá laboratorio clínico ✅✌🏽🥼🔬",15,"09/11/2025 15:53",,"Historia de Instagram",,Total,817,12,0,,0,652,,,,
18124575421486933,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","El alcalde @gustavovelezr ya está en el 📍Hospital Rubén Cruz Vélez  Para la entrega oficial del Laboratorio Clínico ✌🏽💪🏼✅",15,"09/11/2025 15:46",,"Historia de Instagram",,Total,1221,9,0,,0,689,,,,
18093382708672114,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/11/2025 13:31",,"Historia de Instagram",,Total,613,8,0,2,0,708,,,,
18136128946443849,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Concejo Municipal de Tuluá Instalación Sesiones Extraordinarias  @gustavovelezr @concejomunicipaltulua",11,"09/11/2025 13:02",,"Historia de Instagram",,Total,1124,9,0,1,0,700,,,,
18074650583079785,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","El alcalde @gustavovelezr ya está en el 📍Concejo Municipal  Instalación de Sesiones Extraordinarias ✌🏽✅",6,"09/11/2025 12:57",,"Historia de Instagram",,Total,625,9,1,1,0,580,,,,
18075041923843946,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡MAÑANA ÚLTIMO DÍA DE INSCRIPCIONES!😎💪🏼",11,"09/11/2025 10:09",,"Historia de Instagram",,Total,564,2,0,3,0,651,,,,8
18112438378523312,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/11/2025 09:37",,"Historia de Instagram",,Total,564,4,0,,0,651,,,4,
17980369928744829,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/11/2025 09:36",,"Historia de Instagram",,Total,887,4,1,,1,646,,,5,
18478912828072581,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/11/2025 09:35",,"Historia de Instagram",,Total,580,3,2,,0,639,,,2,
18085988878698688,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/11/2025 09:35",,"Historia de Instagram",,Total,596,3,1,1,0,666,,,,
18076707229840000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS EL DOMINGO 😎🤩",11,"09/11/2025 08:35",,"Historia de Instagram",,Total,1593,7,2,,1,674,,,,
18012495761610448,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/11/2025 08:31",,"Historia de Instagram",,Total,599,4,0,4,0,608,,,2,
18527211319022510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",HOY✌🏽⬇️,11,"09/11/2025 08:31",,"Historia de Instagram",,Total,626,5,0,,0,670,,,,
18071349362279280,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"09/10/2025 18:17",,"Historia de Instagram",,Total,1216,6,0,,0,597,,,,
17941630449050463,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención ‼️🚨",11,"09/10/2025 15:59",,"Historia de Instagram",,Total,572,3,0,,2,655,,,,
18124536826486647,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/10/2025 15:26",,"Historia de Instagram",,Total,1198,6,3,2,0,663,,,,
17941477884058021,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🧺Picnic Literario 📚",15,"09/10/2025 11:12",,"Historia de Instagram",,Total,561,7,0,,0,674,,,2,
18051048965266879,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","El alcalde @gustavovelezr reunido con el  Gremio de Taxistas🚕 Hablando de la movilidad segura en Tuluá🚖 ✅ Departamento de Movilidad y Seguridad Vial
✅ Central de Transportes de Tuluá  Nos acompañan: @central_de_transportes_tulua_ @fernandapasmin",8,"09/10/2025 11:12",,"Historia de Instagram",,Total,709,4,0,,0,628,,,,
18091365979775839,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Licenciado Gustavo Bermúdez  A la trayectoria y al trabajo de más de 45 años al servicio de la comunidad educativa.💪🏼💙 ✅ Ex rector de la I. E. Gimnasio del Pacífico 
✅ Ex Secretario de Educación de Tuluá @robertposadarosero",11,"09/10/2025 11:05",,"Historia de Instagram",,Total,681,8,0,1,0,703,,,,
18155148082391897,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/10/2025 11:01",,"Historia de Instagram",,Total,585,4,0,,0,699,,,2,
18040147895432038,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/10/2025 08:22",,"Historia de Instagram",,Total,557,4,0,1,0,652,,,,
17853489051534525,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/10/2025 07:59",,"Historia de Instagram",,Total,561,6,0,,0,640,,,,
18040562906419184,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Travel Update 2025✈️💪🏼 Turismo inteligente y conectado aplicadas en Marketing Turístico ✌🏽🤩 Hoy participando del",11,"09/10/2025 07:39",,"Historia de Instagram",,Total,569,6,1,,0,644,,,,
18089684293809493,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/10/2025 05:12",,"Historia de Instagram",,Total,575,4,0,,0,640,,,,
18042977915344610,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Siguen nuestras Caravanas por la vida ✅💪🏼",13,"09/10/2025 03:59",,"Historia de Instagram",,Total,628,6,0,1,1,632,,,,
18355779232081421,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",M,15,"09/09/2025 14:48",,"Historia de Instagram",,Total,539,5,0,1,0,595,,,,
18112371346471283,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana 😎✌🏽💙",15,"09/09/2025 14:33",,"Historia de Instagram",,Total,548,6,0,,0,621,,,,
18293362657270830,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/09/2025 14:30",,"Historia de Instagram",,Total,597,6,0,,0,663,,,,
17945845734030718,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/09/2025 14:29",,"Historia de Instagram",,Total,609,8,0,,0,694,,,,
18075358817121965,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/09/2025 14:29",,"Historia de Instagram",,Total,623,7,0,1,0,671,,,,
18174829534343114,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/09/2025 14:29",,"Historia de Instagram",,Total,646,11,0,4,0,729,,,4,
18056339366576258,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/09/2025 14:20",,"Historia de Instagram",,Total,713,11,0,3,1,690,,,,
18092645938738153,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Picnic 📍",18,"09/08/2025 17:00",,"Historia de Instagram",,Total,660,6,0,,0,720,,,,
18059909681579310,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"09/08/2025 14:08",,"Historia de Instagram",,Total,615,3,0,1,0,679,,,2,
18059690825454109,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/08/2025 11:38",,"Historia de Instagram",,Total,559,6,0,1,1,601,,,,
17975625533921394,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce los talleres que tenemos para ti 🤩😎",5,"09/08/2025 08:41",,"Historia de Instagram",,Total,504,2,0,,1,623,,,,
18039070652445375,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/08/2025 08:40",,"Historia de Instagram",,Total,522,6,0,,0,583,,,,
18024820190529740,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/08/2025 08:40",,"Historia de Instagram",,Total,551,4,0,1,0,603,,,2,
17881579689265007,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/07/2025 16:07",,"Historia de Instagram",,Total,474,6,0,,0,543,,,,
18125706517470891,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/07/2025 16:07",,"Historia de Instagram",,Total,481,6,1,,0,562,,,,
17971689740928030,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros niños y las familias felices ✨🤩",33,"09/07/2025 15:31",,"Historia de Instagram",,Total,547,9,0,,0,614,,,,
18122121097438342,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así se vive la RUTA DE LA FELICIDAD🤩",11,"09/07/2025 15:30",,"Historia de Instagram",,Total,581,7,0,,0,645,,,,
18344295769162251,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/07/2025 12:21",,"Historia de Instagram",,Total,559,6,0,2,0,634,,,,
17944476243022099,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy en el 📍Lago Chilicote 🤩 Nos vemos ✌🏽",11,"09/07/2025 06:22",,"Historia de Instagram",,Total,556,5,2,,0,637,,,,
18525380803026769,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/07/2025 06:04",,"Historia de Instagram",,Total,579,7,0,,0,620,,,,
18099621187612433,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/06/2025 20:17",,"Historia de Instagram",,Total,524,3,0,,0,606,,,2,
18057269321161841,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Caravanas por la Vida 💪🏼✅",37,"09/06/2025 19:46",,"Historia de Instagram",,Total,619,6,2,,1,613,,,,
18077812561952017,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 19:20",,"Historia de Instagram",,Total,525,7,0,1,1,610,,,4,
18075096971082323,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 19:20",,"Historia de Instagram",,Total,547,6,0,,0,593,,,,
18090168388774799,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/06/2025 17:26",,"Historia de Instagram",,Total,478,6,0,2,0,503,,,,
17995235027676573,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/06/2025 16:48",,"Historia de Instagram",,Total,471,3,0,,0,512,,,7,
18287199400286248,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/06/2025 16:41",,"Historia de Instagram",,Total,478,4,0,,0,521,,,5,
18220907935306678,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"09/06/2025 16:39",,"Historia de Instagram",,Total,479,5,0,1,0,543,,,3,
17909479881215233,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/06/2025 16:38",,"Historia de Instagram",,Total,483,4,0,,0,547,,,4,
18099540700554373,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 16:38",,"Historia de Instagram",,Total,484,6,0,,0,522,,,,
17976319568919344,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 16:38",,"Historia de Instagram",,Total,488,6,0,,0,533,,,,
17881935627259156,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 16:38",,"Historia de Instagram",,Total,498,5,0,3,0,551,,,,
18083128252906016,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 16:38",,"Historia de Instagram",,Total,503,6,0,,0,561,,,,
18078195557069703,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 16:38",,"Historia de Instagram",,Total,509,8,1,,0,527,,,,
18060391967090631,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💫FESTIVAL DE COMETAS🪁  Con éxito terminamos nuestro gran ¡Gracias, Tuluá!😎✌🏽 @labakana103.1 @central_de_transportes_tulua_",7,"09/06/2025 16:37",,"Historia de Instagram",,Total,593,7,0,,0,529,,,,
17875562856407960,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tuluá siempre ✨ARRIBA Y FELIZ💙✌🏽",12,"09/06/2025 16:35",,"Historia de Instagram",,Total,524,5,0,,0,550,,,,
18161610271335465,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Gracias Bosques de Maracaibo 💙✨ Comuna 8 en movimiento regresó con toda ✌🏽🤩",11,"09/06/2025 15:43",,"Historia de Instagram",,Total,500,5,0,,0,559,,,,
18081218785743833,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 15:41",,"Historia de Instagram",,Total,504,7,0,,0,564,,,2,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17866677420444149. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18089878981785725. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18307834474170463. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18063925019349726. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18032660231506427. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18070131332147122. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17941055766053055. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18065601764264717. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18065503823220370. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18048394055299098. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17855710392458122. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18382854988126525. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17934872583072663. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18021162536741894. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18414419041105757. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18110240170542263. Se produjo un error al calcular las métricas.",-,,,,,,,,,,
18054153197400676,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:08",,"Historia de Instagram",,Total,429,2,0,,0,448,,,,
17945944377016892,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:08",,"Historia de Instagram",,Total,431,2,0,,0,445,,,,
18091551901690987,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 13:48",,"Historia de Instagram",,Total,521,6,0,1,0,587,,,,
17963246234966972,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestras cometas listas para volar 🪁 @labakana103.1",15,"09/06/2025 13:45",,"Historia de Instagram",,Total,1322,5,0,,0,585,,,,
17915022171053961,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Listos! 😎✌🏽 En minutos iniciamos con nuestro gran FESTIVAL DE COMETAS🪁💫",8,"09/06/2025 13:16",,"Historia de Instagram",,Total,537,5,0,,0,534,,,,
17916729801176795,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mucha cultura en este espacio para las familias 💙🤩✨ 📍 Bosques de Maracaibo",17,"09/06/2025 13:15",,"Historia de Instagram",,Total,539,2,0,,0,583,,,,
18530141881050560,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Comuna 8 en movimiento ✌🏽😎 Ya iniciamos… 📍Bosques de Maracaibo",60,"09/06/2025 13:14",,"Historia de Instagram",,Total,550,5,0,,0,620,,,,
18084827476859527,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/06/2025 12:16",,"Historia de Instagram",,Total,550,2,0,,0,621,,,,
17901536601255496,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Trabajo con la comunidad de la zona rural  Mejoramiento de Vía🚧🚜 📍El Retiro y el Guayabito",19,"09/06/2025 12:15",,"Historia de Instagram",,Total,1238,3,0,1,0,635,,,,
18070805032936524,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/06/2025 10:00",,"Historia de Instagram",,Total,1005,4,0,,0,646,,,,
18101407489606273,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/06/2025 05:56",,"Historia de Instagram",,Total,566,3,0,,0,635,,,,
18386321326124512,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así vivimos Cultura al Parque en 📍 Nariño😎",15,"09/05/2025 22:04",,"Historia de Instagram",,Total,578,3,0,,0,667,,,,
17863284720394126,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/05/2025 21:26",,"Historia de Instagram",,Total,567,3,0,,0,658,,,,
18020339813754606,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/05/2025 21:17",,"Historia de Instagram",,Total,584,5,1,1,0,674,,,,
