fecha_de_registro,Edad,sexo,calificacion_del_servicio,calificacion_de_la_rapidez_del_servicio,id_publicacion,Me gustas,Comentarios,Alcance,impresiones,id_del_paciente,veces_compartido
2024-10-24,44,M,4.4,2.3,3992,135,89,7838,7623,47075,6
2024-11-16,42,F,3.4,4.6,2107,434,94,9080,11271,68712,25
2024-11-18,26,M,3.5,4.0,3679,173,85,5258,4202,26815,21
2024-10-29,21,M,4.8,2.6,9024,404,20,6351,9984,30302,11
2024-10-24,51,F,4.6,1.2,8864,476,53,8145,11445,60653,41
2024-10-23,51,F,3.0,2.2,9649,133,58,3745,5337,67092,19
2024-11-08,55,M,3.5,4.2,4815,83,93,4824,2903,22473,19
2024-10-29,40,M,1.9,4.2,9900,218,33,3693,1296,65840,46
2024-11-06,59,F,3.2,4.3,4928,490,20,6574,1633,64999,25
2024-10-26,21,M,4.6,4.5,7009,453,21,904,14703,38335,15
2024-11-06,34,F,2.1,4.3,9375,98,77,2056,1019,68884,45
2024-11-02,61,M,4.3,4.6,6255,106,97,251,12138,57246,24
2024-11-16,25,M,3.2,3.8,1040,377,57,3811,6441,47666,38
2024-10-25,60,F,3.2,1.3,2278,85,21,1699,8571,13472,46
2024-11-19,31,M,2.9,1.8,7546,133,24,3104,3863,84242,29
2024-10-31,19,F,1.5,2.2,4676,88,51,4351,7281,50863,0
2024-11-19,33,M,3.4,2.0,1107,292,95,8539,7044,16495,20
2024-10-30,24,M,2.5,2.2,1379,277,5,9547,14307,93972,38
2024-10-27,49,F,4.4,3.4,8426,270,91,3509,14244,29922,16
2024-11-14,43,F,3.3,4.8,8912,1,41,653,11639,41442,42
2024-11-15,44,F,4.8,3.8,2328,239,14,1488,9284,11897,27
2024-11-13,40,F,3.7,2.7,3956,165,3,1467,12414,50049,41
2024-11-03,64,M,3.1,2.3,9050,318,26,3178,12766,88579,2
2024-11-11,41,M,3.5,1.2,3536,310,12,9464,4540,38273,31
2024-10-25,40,F,2.4,4.3,4147,411,1,6640,4276,26284,41
2024-10-20,53,F,1.2,4.7,9183,404,45,5512,2990,82104,47
2024-11-03,61,M,4.9,1.7,6482,39,96,5279,8253,43808,31
2024-11-20,70,F,3.9,4.8,8247,211,22,6258,13530,84300,39
2024-10-21,66,M,2.8,3.6,8005,166,46,3593,8401,62784,17
2024-10-29,30,F,4.1,1.8,1853,105,92,7391,7415,24349,43
2024-11-05,57,M,4.6,4.1,8078,91,22,7437,8951,93755,10
2024-11-05,44,F,2.8,4.8,2791,255,31,5029,6246,51555,33
2024-11-08,27,F,1.8,1.9,6645,220,30,5237,6816,70920,29
2024-10-31,47,F,1.1,2.7,9802,465,35,5353,13857,74836,25
2024-10-28,37,M,4.6,3.7,7479,203,57,1732,7226,30794,14
2024-10-27,46,F,2.5,3.1,7996,485,37,4726,625,61478,18
2024-11-05,61,M,1.9,1.5,1348,79,70,3257,3141,55866,23
2024-11-12,21,F,1.4,1.7,5988,360,55,7162,9186,45423,30
2024-11-09,30,F,1.2,4.1,2157,226,52,781,10939,85611,33
2024-11-13,38,M,2.8,2.2,5840,225,16,3052,6160,89291,28
2024-11-01,50,F,2.6,4.2,1098,120,90,2751,5680,57632,42
2024-11-06,38,M,4.2,3.5,1166,145,1,1585,5223,14774,16
2024-11-02,65,M,1.6,1.5,5604,177,88,272,11290,81635,16
2024-10-20,60,F,4.3,2.1,8085,403,81,5291,5426,55220,20
2024-11-11,50,M,1.6,1.8,5500,286,32,6982,14447,50872,13
2024-11-06,69,M,2.4,2.4,3037,241,24,5097,6395,61452,26
2024-11-11,66,F,3.9,4.9,1252,107,70,8584,12307,67357,7
2024-11-15,45,F,1.4,1.2,8495,196,18,5320,4895,16854,15
2024-10-24,41,F,2.7,4.1,9262,274,94,5899,11885,74753,9
2024-11-10,33,M,2.4,4.7,6888,308,59,9129,8568,54345,30
2024-10-28,26,M,3.0,1.9,7409,309,13,7203,10964,92123,49
2024-10-23,19,F,1.4,3.6,6192,142,57,3602,8633,50942,45
2024-10-24,48,F,3.1,2.2,4162,341,12,9773,11103,38276,4
2024-11-17,62,F,4.4,2.2,3406,120,79,2496,9726,28361,34
2024-11-07,30,F,4.8,2.5,1130,56,44,740,500,71678,35
2024-10-27,38,F,2.1,3.9,1762,102,99,6341,6735,89440,2
2024-11-13,65,F,5.0,3.7,4885,51,88,3434,9025,75057,27
2024-11-13,65,F,1.7,4.7,7892,367,81,3534,13692,95953,11
2024-11-10,36,F,4.0,1.4,4264,249,45,3288,12282,58218,34
2024-11-08,35,M,2.7,2.3,2482,425,4,9414,9341,38316,19
2024-11-17,27,M,2.3,2.7,1027,393,56,6305,5410,29826,36
2024-10-25,59,M,3.3,2.1,4766,320,80,1292,3519,17999,33
2024-11-14,26,M,1.3,3.8,1181,111,62,745,12282,30494,45
2024-11-18,55,M,2.8,2.8,1894,266,69,1476,13823,68279,38
2024-10-29,21,F,4.4,4.1,3282,139,40,7871,2167,31873,34
2024-10-20,39,F,2.2,3.7,5209,84,20,5277,3211,50906,1
2024-11-09,49,M,3.0,4.0,3026,188,24,7404,5553,18173,29
2024-11-10,55,F,2.2,1.5,7730,378,12,3173,2193,92532,33
2024-11-10,56,M,4.3,3.8,8957,203,43,1465,6655,18518,10
2024-11-19,29,M,3.6,3.5,4726,5,46,4637,9100,36339,42
2024-10-20,41,F,2.8,1.2,8259,112,77,7761,607,93628,5
2024-11-12,64,M,1.9,4.7,3693,301,89,279,13807,94942,24
2024-10-25,54,F,4.2,3.8,3590,379,23,9988,10062,41130,39
2024-11-06,69,F,3.4,3.3,4485,286,65,3861,13398,53106,42
2024-11-05,37,F,1.9,4.5,6132,329,86,2333,10710,16100,20
2024-10-31,36,M,4.3,2.1,2749,32,49,8021,2539,87315,16
2024-11-14,40,F,3.3,2.6,5140,108,57,6158,7663,72127,4
2024-11-17,64,M,2.4,3.8,8220,1,69,8822,1736,52172,25
2024-11-06,34,F,2.3,4.0,8578,160,26,9975,10578,41007,7
2024-11-01,47,M,4.0,3.0,6888,19,53,3529,4728,16676,16
2024-11-18,32,F,4.9,2.1,6874,55,29,693,14762,24888,33
2024-10-28,46,F,4.4,4.3,3728,216,2,4483,2814,20690,24
2024-11-17,34,F,2.1,3.4,8724,215,73,9787,13993,65902,41
2024-10-20,68,F,1.2,4.7,2062,82,23,7550,6957,88559,16
2024-10-23,67,M,1.5,3.5,5543,257,92,1256,14747,27554,46
2024-10-30,44,M,4.4,5.0,9440,33,86,1479,10747,90266,29
2024-11-02,40,F,2.1,2.7,1687,378,57,849,3107,40443,1
2024-11-20,31,M,3.4,4.1,1685,335,7,8497,10462,20207,38
2024-11-11,65,M,4.2,2.8,2234,224,3,4556,8787,55561,30
2024-10-27,58,F,3.2,3.1,9799,30,84,8831,14037,87423,41
2024-11-04,38,F,3.3,3.9,5724,476,62,962,8251,86636,1
2024-11-03,27,F,2.7,2.1,2869,126,75,5354,9862,87905,32
2024-10-29,24,M,3.0,2.1,9274,12,31,8086,6269,45563,41
2024-11-10,35,M,3.4,2.7,8760,319,18,9592,8013,34427,0
2024-11-08,42,F,2.7,3.4,4630,147,12,1252,4127,41634,20
2024-11-11,44,F,5.0,3.6,3268,119,99,8717,2725,32831,25
2024-11-16,34,M,4.6,4.8,4912,437,86,7621,4879,31094,5
2024-11-12,62,F,3.8,3.6,7531,420,1,5878,13234,85771,32
2024-11-13,26,M,3.5,4.8,8141,253,49,6840,3737,88712,31
2024-10-29,40,M,2.0,2.7,5653,471,64,2731,7687,20565,0
2024-11-13,25,M,3.6,2.7,8307,345,73,3395,14511,94906,11
2024-11-16,43,M,4.5,3.6,1627,245,51,9633,8514,39988,12
2024-11-01,65,F,3.0,1.5,2527,319,94,3841,9354,32798,26
2024-11-13,32,F,3.2,4.8,5774,165,51,212,9831,47259,22
2024-11-13,19,M,5.0,3.2,5475,463,18,4113,5656,31324,3
2024-10-27,59,F,4.0,4.5,2407,488,64,9492,9753,21541,5
2024-11-10,47,F,4.0,1.5,9814,214,19,9766,10080,74877,42
2024-11-08,47,F,2.5,4.3,8298,395,82,160,9001,56726,26
2024-10-20,64,F,1.9,3.8,6345,315,86,9404,6406,13212,21
2024-10-23,55,M,4.8,4.5,9503,196,68,2649,12142,65089,6
2024-10-29,51,F,3.2,1.7,7883,482,62,6186,13963,98391,34
2024-11-11,32,M,2.3,3.6,2058,254,40,7430,14589,59239,48
2024-10-26,34,F,4.1,2.8,8736,283,38,9913,8229,93432,32
2024-11-18,67,F,2.2,4.3,8954,459,28,3382,11135,92139,42
2024-10-23,65,M,1.3,3.9,1961,343,21,3285,5426,57176,48
2024-11-15,57,F,4.3,3.2,8932,293,29,6667,150,74985,46
2024-11-04,52,M,2.7,3.0,8132,416,23,475,7040,97866,13
2024-11-01,27,F,2.6,1.2,4232,215,85,6891,8648,61816,6
2024-11-01,67,M,4.4,2.0,7458,184,77,4270,12495,85479,18
2024-11-10,19,F,2.0,3.0,4708,281,57,3596,9379,57346,16
2024-11-17,45,M,2.2,2.3,8383,361,78,118,6957,46993,4
2024-10-31,38,M,2.9,3.9,1819,56,33,3078,12661,17924,10
2024-11-17,29,F,1.4,2.0,6013,133,33,4496,166,62186,45
2024-11-02,47,F,1.8,3.1,6242,13,3,6297,5521,68261,9
2024-11-19,47,F,1.6,4.6,1919,73,64,9479,10908,60108,36
2024-10-29,62,F,2.3,3.5,1907,88,90,4908,8039,47912,40
2024-11-18,51,M,2.8,3.0,1178,425,12,4381,1313,97428,2
2024-11-14,55,M,4.1,2.8,6934,41,84,335,12058,38982,34
2024-10-23,19,F,4.7,4.3,9795,90,100,819,5129,18289,50
2024-11-11,58,M,2.5,3.2,3023,65,74,4874,752,72348,39
2024-10-21,43,F,2.5,3.9,2058,464,78,9957,4045,85692,28
2024-10-22,33,M,3.6,2.9,7473,10,49,9704,5423,66232,13
2024-11-14,22,M,2.2,2.9,9356,419,69,1548,12295,47910,0
2024-11-08,59,M,4.4,4.6,3773,24,30,5830,12825,46352,7
2024-11-05,31,M,2.1,3.9,4633,445,95,3798,10417,81919,41
2024-11-17,24,M,4.6,2.6,7571,330,61,4828,1943,53174,46
2024-10-21,40,M,1.3,3.3,9167,291,47,5005,11692,18015,50
2024-10-28,34,M,1.9,3.8,5734,376,12,7452,14367,15175,32
2024-10-29,65,F,4.0,4.9,6798,137,6,3189,9301,91556,29
2024-10-28,70,F,1.8,3.7,3254,186,51,4447,8431,95040,49
2024-11-05,42,F,3.4,2.6,6337,193,35,6530,4034,65493,17
2024-10-28,46,F,2.2,4.2,6761,175,32,7963,1973,26527,23
2024-10-20,21,F,2.6,1.8,6420,156,33,4027,11130,21357,23
2024-11-02,42,F,3.3,4.0,6007,482,55,9661,6551,23288,44
2024-11-05,66,M,2.7,1.3,7280,413,52,6445,13944,30117,27
2024-10-21,38,F,1.6,4.0,3230,281,80,3428,2290,46565,27
2024-10-21,50,F,2.1,3.7,8629,18,61,1091,14691,66839,13
2024-11-03,20,M,4.7,2.7,2090,446,18,7606,8555,17701,20
2024-10-31,22,F,4.5,3.2,6680,28,67,2862,2478,68325,4
2024-11-16,48,F,1.2,2.1,5595,182,48,4723,3299,99711,26
2024-11-16,59,M,2.8,3.8,4960,260,11,3649,1610,39733,23
2024-10-23,33,F,4.7,3.4,8100,36,98,9682,1312,77341,47
2024-11-03,47,M,2.8,3.0,4331,364,92,9493,6094,70303,31
2024-11-14,30,F,4.5,2.0,9386,109,31,6994,8765,86081,10
2024-11-07,61,M,2.9,2.1,7483,376,69,7066,2263,32240,23
2024-11-13,70,F,2.7,3.8,4742,401,40,1215,10384,63885,19
2024-11-04,49,F,2.5,4.3,3441,230,6,7437,2944,21110,3
2024-10-31,59,F,2.1,3.0,4441,377,93,4690,10067,38628,41
2024-10-22,58,F,4.4,2.0,8483,283,26,6055,12713,77506,50
2024-10-24,46,F,1.5,1.4,1711,7,12,2602,4362,20575,49
2024-11-14,50,F,4.0,2.3,5871,145,89,3219,11639,75780,33
2024-10-26,66,M,2.2,4.8,6534,101,51,7733,12520,94732,2
2024-10-26,63,F,4.4,4.8,1510,142,31,4379,10654,84492,49
2024-11-16,32,M,1.9,4.2,2005,285,27,5120,6800,60176,0
2024-10-25,34,F,4.9,4.8,2002,32,73,6192,12069,78338,47
2024-10-28,21,F,4.3,3.0,8237,330,50,3713,4067,82000,29
2024-11-02,39,F,3.5,3.7,8108,11,70,5535,14334,77445,37
2024-10-22,30,F,4.1,3.9,9193,415,89,259,10504,37196,47
2024-10-29,22,M,3.6,2.7,3640,36,25,1782,3066,10931,33
2024-11-18,69,F,2.2,5.0,9684,240,21,385,9538,72824,28
2024-11-06,25,M,1.2,4.4,4193,103,24,848,7494,58116,10
2024-11-16,45,F,4.7,3.6,1400,232,79,4119,9487,21195,43
2024-10-23,54,M,3.3,3.5,1533,108,56,1977,13710,75637,33
2024-10-30,45,M,4.6,4.7,7280,72,69,3686,279,25020,16
2024-11-02,18,M,4.4,1.8,5491,50,73,7769,5639,70562,24
2024-10-30,49,M,4.5,4.7,1062,95,52,6441,3773,82190,10
2024-11-04,28,F,1.9,1.4,7006,154,48,4705,4546,15036,1
2024-11-19,24,M,1.2,4.1,4733,159,17,1518,14654,26743,24
2024-11-06,22,M,4.8,3.7,2821,120,11,946,579,30756,50
2024-10-29,50,M,1.2,2.5,2572,483,51,8223,13904,94896,21
2024-11-18,44,F,3.0,3.4,9352,142,3,6402,11263,59519,21
2024-11-13,57,M,4.9,4.6,1067,479,86,8463,3665,27057,26
2024-11-01,54,F,2.2,2.4,2133,259,88,6797,2101,44465,10
2024-11-20,61,F,3.3,1.1,9787,216,57,2311,9925,48161,12
2024-11-13,38,M,4.7,2.5,4774,163,39,7038,12605,35886,33
2024-11-18,34,M,1.2,3.9,3065,151,72,1525,6730,58159,42
2024-10-25,46,F,1.3,3.2,9546,292,1,8988,5796,24388,13
2024-10-27,37,F,4.6,3.7,7409,196,56,4263,1612,38299,47
2024-10-22,37,F,3.3,1.4,4530,389,20,7926,7998,49288,30
2024-11-09,68,F,2.3,4.6,9152,366,9,7212,5033,49762,29
2024-10-28,59,M,4.5,3.5,6961,116,3,6883,7225,12232,20
2024-11-18,23,M,4.8,2.5,9496,145,62,3114,549,29835,43
2024-11-12,40,M,3.0,2.1,6597,327,61,1349,6234,17291,1
2024-11-19,54,M,3.3,3.2,6917,442,96,2065,13934,17893,31
2024-11-03,30,M,2.5,4.3,5565,425,35,4732,13461,46345,6
2024-10-29,50,M,3.1,4.8,8692,119,94,2712,2067,56381,36
2024-11-15,32,F,1.1,1.2,5915,169,50,1696,1639,99081,23
2024-11-10,55,M,2.7,1.6,5462,91,25,8429,8145,90336,17
2024-10-26,69,F,1.7,2.5,4119,44,24,4293,6488,70126,9
2024-11-05,42,M,1.9,2.0,6902,93,55,5259,4972,45231,32
2024-10-24,54,F,2.7,3.9,8689,367,67,7801,6002,19484,32
2024-11-05,44,F,1.3,3.7,7915,79,68,6264,4160,35575,19
2024-11-19,28,F,4.2,2.6,1364,401,67,9231,6137,38751,33
2024-11-08,37,M,2.2,4.3,6324,270,71,8988,6736,12365,10
2024-11-13,52,M,2.8,4.5,5032,181,35,5411,10861,71747,43
2024-11-16,60,F,1.3,1.4,2382,107,96,9741,7535,32332,17
2024-10-27,28,F,1.4,5.0,5202,317,0,778,14927,44048,47
2024-11-01,67,F,2.9,1.4,7179,348,8,4760,13325,49397,46
2024-11-09,23,F,2.5,4.4,2392,339,1,7644,10006,59252,35
2024-11-18,47,F,4.2,2.1,8087,47,53,8313,14391,98356,15
2024-11-03,22,F,3.3,2.5,2872,256,96,4210,4443,98391,33
2024-11-19,33,F,4.9,3.5,5320,394,89,3506,7324,94465,45
2024-10-28,50,M,3.2,4.0,7339,374,80,1595,11199,40918,13
2024-10-31,65,F,1.7,4.4,6810,223,55,969,11597,24032,30
2024-10-31,33,M,2.7,4.2,6256,409,12,1033,6507,44013,2
2024-10-22,59,M,3.8,1.6,3560,85,45,9576,9583,98779,42
2024-10-30,35,F,2.3,1.6,3992,295,49,5087,6676,56274,34
2024-10-23,23,M,3.6,1.6,1110,68,58,6035,8249,31962,4
2024-11-07,55,F,2.3,3.8,9482,334,62,9939,9801,33396,25
2024-11-11,42,F,2.6,3.2,6900,465,44,5191,12803,64689,50
2024-10-28,57,M,1.1,3.8,7585,495,8,2440,10591,40640,43
2024-11-18,41,F,3.0,3.5,6571,0,34,5918,9788,89009,22
2024-11-20,18,M,4.9,3.2,7562,142,54,9437,12122,19299,32
2024-11-09,60,M,4.6,1.3,3658,440,11,1457,3620,62758,49
2024-10-23,66,F,4.7,4.7,4257,485,6,1652,5774,40049,35
2024-11-13,64,F,1.8,2.6,5140,10,45,620,2799,78499,4
2024-11-15,70,M,4.7,2.1,1591,356,87,9468,13386,14673,10
2024-10-29,33,M,1.4,4.9,9516,463,31,4030,7231,42259,17
2024-10-27,51,F,4.4,4.2,1885,361,28,711,3843,25714,47
2024-10-20,44,F,1.4,1.6,2038,173,54,8333,1013,85227,48
2024-10-26,53,M,3.8,4.5,7184,305,48,6427,7329,80105,29
2024-11-14,29,F,4.4,2.6,6516,151,49,9697,5123,32313,3
2024-11-03,18,F,3.7,1.5,9091,114,81,5188,14882,57081,31
2024-10-27,69,F,3.8,3.1,6244,485,71,7379,2203,22556,12
2024-10-27,31,F,3.9,2.3,5136,90,40,3998,9409,64560,20
2024-11-01,68,F,3.7,2.8,8794,4,4,594,13427,89302,39
2024-11-20,34,M,2.0,2.2,8263,166,13,3936,6752,15041,19
2024-10-25,50,F,1.7,4.7,3704,461,98,2391,7728,33719,31
2024-11-19,55,F,4.9,3.5,3667,485,12,6064,12057,36912,15
2024-11-14,24,F,2.5,3.3,3732,31,72,8941,5176,82478,23
2024-11-07,26,M,4.8,3.9,9418,259,37,5790,14569,77828,28
2024-10-28,52,M,1.4,3.5,7173,284,27,7676,8418,42424,3
2024-11-13,70,M,4.4,3.7,9575,201,17,6131,407,51391,23
2024-10-28,30,F,4.5,2.9,9337,264,65,9329,8655,38659,25
2024-11-04,58,M,4.5,4.4,7956,81,56,1676,9446,73151,35
2024-10-29,20,F,3.7,1.3,6895,311,83,6595,6405,81523,26
2024-11-16,67,M,3.5,3.7,5888,444,38,8936,4558,37615,4
2024-10-21,58,M,4.6,4.4,7709,381,26,8585,2999,94833,30
2024-10-23,57,M,2.6,2.0,1800,160,49,3911,5213,17693,38
2024-11-06,52,M,3.1,2.0,5497,386,93,7312,4940,89470,9
2024-10-22,65,M,1.2,3.2,1508,76,20,7459,10843,66879,29
2024-11-04,22,F,1.5,4.6,1272,431,65,5687,6146,77696,35
2024-10-21,34,M,1.8,1.4,7940,81,20,9257,7259,86911,16
2024-11-10,60,F,2.9,2.1,9542,10,84,3430,8203,75244,48
2024-11-20,24,M,4.5,3.5,6374,456,27,8586,2636,33007,8
2024-11-02,40,F,1.3,1.2,2042,134,79,9903,9427,12713,21
2024-11-04,29,M,3.3,2.4,3409,341,60,6313,13314,52298,19
2024-10-22,44,F,4.7,4.7,6534,212,35,9978,8232,43909,32
2024-11-04,67,F,2.8,3.6,7304,7,8,8241,11317,55049,20
2024-11-16,66,F,4.9,4.4,1410,374,71,7794,12981,39968,44
2024-11-13,25,M,2.0,2.0,9173,11,6,8070,7967,68642,33
2024-11-10,42,F,3.1,1.1,4079,262,83,9087,11304,59807,45
2024-10-29,48,M,4.4,4.3,6472,73,69,9207,14421,94780,37
2024-11-13,58,F,3.3,1.1,9437,224,88,7135,1983,20920,39
2024-11-10,70,F,2.5,4.9,7477,237,9,1088,2202,45849,1
2024-11-13,22,M,3.8,4.7,9094,135,33,1343,14157,44322,18
2024-10-24,34,F,1.6,2.7,8954,251,61,5090,10153,90607,17
2024-10-26,41,M,3.2,1.3,1902,131,33,9982,161,54645,6
2024-11-18,27,F,3.1,3.0,7935,175,95,4647,7101,54898,34
2024-11-12,24,M,3.5,2.9,4377,261,77,7371,14237,69644,33
2024-11-01,41,M,3.1,3.7,7781,322,51,2094,4815,79707,31
2024-11-12,24,F,1.4,1.2,5331,66,93,2210,9373,44002,16
2024-11-08,25,F,2.2,4.9,7554,469,5,4827,9165,10696,15
2024-11-11,25,F,4.2,4.7,1094,427,65,5109,3278,20846,20
2024-11-14,41,F,1.4,3.5,2689,77,22,267,3356,82621,0
2024-11-19,37,M,4.0,3.2,6507,271,21,3001,7581,27974,36
2024-11-07,32,F,2.2,4.4,6532,43,85,3199,3883,65733,4
2024-11-17,46,F,2.1,1.2,4437,183,3,5391,10707,21030,32
2024-11-06,42,M,2.6,3.5,3559,123,83,101,9224,89578,7
2024-11-14,52,F,2.5,4.0,9236,382,39,2078,14275,21321,40
2024-11-04,33,M,3.2,3.2,5505,79,92,8435,2637,58577,16
2024-11-05,68,M,3.3,2.6,4435,230,38,583,6532,98028,40
2024-11-16,23,F,1.6,2.4,7653,61,17,3823,9203,11162,28
2024-11-15,45,F,4.0,3.4,2642,117,73,6343,7561,97273,23
2024-11-19,57,F,2.3,1.4,9064,439,84,6130,3535,16101,45
2024-11-07,20,M,1.7,2.3,8742,294,64,9611,6013,88963,35
2024-10-30,58,M,2.2,4.9,4373,440,64,4123,8838,95962,39
2024-11-09,56,F,4.2,2.7,6083,425,90,8544,2180,59366,44
2024-10-28,62,M,1.5,4.2,6416,462,6,2048,6649,18616,30
2024-10-26,29,F,1.2,2.7,3207,350,18,580,2717,48557,7
2024-11-06,33,F,4.2,1.8,2132,230,39,7092,7310,16898,46
2024-11-07,68,F,2.6,2.8,3339,424,55,1889,4519,44607,33
2024-11-11,54,F,4.6,1.3,4168,436,13,5784,5341,51200,31
2024-11-16,66,M,3.4,1.5,1790,274,52,887,1772,47472,5
2024-11-19,33,M,1.4,4.8,4151,81,97,904,10489,27778,49
2024-10-20,68,M,4.8,2.4,6101,168,73,3485,7073,18421,29
2024-11-09,46,F,3.2,3.4,5934,394,92,953,295,38143,36
2024-10-27,48,M,2.0,4.6,1519,371,50,3177,4906,38392,4
2024-10-20,49,M,2.6,4.6,7329,76,97,5565,7679,51755,25
2024-11-16,47,F,1.2,2.1,6084,190,39,3453,14540,94308,42
2024-10-21,19,M,1.3,5.0,8875,51,79,6168,4003,72896,0
2024-11-20,37,F,1.7,4.3,8696,42,93,7790,5246,72479,6
2024-11-09,52,F,2.1,1.8,5272,481,19,8525,12791,23841,29
2024-11-16,60,F,2.5,1.4,9849,495,36,598,6547,32126,1
2024-11-19,41,M,3.0,4.3,6020,453,66,1462,10172,85123,23
2024-10-22,45,M,4.9,1.9,9804,474,85,2413,356,83517,32
2024-11-03,56,F,4.2,4.1,3702,31,48,1830,11667,34201,16
2024-10-23,24,M,1.7,4.1,2146,238,62,7719,11769,86383,31
2024-11-20,32,M,3.3,3.1,9449,500,42,4709,10939,84124,14
2024-10-23,57,M,2.8,3.3,2157,148,72,4133,10042,55495,2
2024-10-20,50,F,4.4,3.3,6523,347,88,5896,14074,53004,1
2024-11-20,70,F,2.9,1.3,8390,352,42,9197,3910,62568,37
2024-11-19,44,M,3.2,2.9,7296,408,44,7143,9623,62732,34
2024-10-24,52,F,3.3,4.6,5166,363,9,9569,10051,42010,29
2024-10-28,21,F,4.3,3.1,4297,206,34,4425,7848,44569,39
2024-11-16,69,M,2.7,2.8,2879,303,23,1950,11941,51688,10
2024-10-29,67,M,1.5,2.5,8491,349,53,4182,5479,20010,17
2024-10-31,51,M,1.2,2.3,6809,335,98,565,7273,91898,23
2024-11-16,37,M,3.8,3.5,3395,476,50,8894,2115,21729,38
2024-10-30,49,F,3.0,1.3,2187,419,92,9824,4030,13478,28
2024-11-08,28,M,3.8,2.6,8053,421,37,2032,4999,62797,17
2024-10-29,40,F,4.5,4.2,2965,139,94,1227,13535,83192,43
2024-10-21,61,F,4.3,3.5,5636,130,59,4329,6855,66373,5
2024-10-22,59,M,3.5,2.9,2709,209,79,3553,5662,67995,12
2024-10-31,58,M,4.6,3.1,6082,153,79,1492,524,17220,2
2024-11-16,66,M,2.1,1.8,8128,483,31,2071,2075,13830,21
2024-10-24,18,F,2.4,3.4,3999,317,32,4080,6299,59162,50
2024-11-20,26,M,2.1,4.1,2120,355,88,3023,4614,51956,11
2024-11-15,64,F,1.6,1.8,1141,141,73,9685,784,52203,21
2024-11-17,58,F,4.6,4.0,3955,193,57,5706,8333,85845,50
2024-11-19,67,F,3.4,3.1,3283,329,27,6439,12951,29100,28
2024-11-20,51,M,4.9,2.0,2022,219,17,5211,9229,95920,1
2024-10-21,62,F,3.4,4.1,3097,395,90,906,14579,19339,17
2024-10-25,65,M,4.0,2.0,2723,376,27,5070,5882,51525,24
2024-11-13,27,F,4.1,2.2,8879,377,6,5687,3939,11350,9
2024-11-20,61,M,2.7,1.2,3822,82,96,2416,1034,64329,49
2024-11-14,19,F,3.1,3.6,5879,283,4,6148,8674,11725,18
2024-10-25,60,M,1.6,2.9,9782,456,56,6373,6688,48447,23
2024-10-24,44,M,1.2,2.0,1744,336,47,4839,7625,29791,36
2024-11-01,27,F,4.2,3.9,9075,269,38,1687,12200,35258,21
2024-10-27,60,F,2.6,2.1,9120,16,51,6133,2945,84679,42
2024-11-08,45,F,3.7,2.4,6819,71,14,2989,7850,10484,48
2024-10-28,44,F,2.6,4.4,9649,148,7,2275,9689,23946,50
2024-11-02,26,F,3.8,2.4,3120,293,19,170,6438,63103,24
2024-11-03,23,F,2.6,2.9,9733,306,75,4922,2526,50243,12
2024-10-25,20,F,1.7,3.8,3210,361,87,908,8136,42146,33
2024-11-15,53,M,1.5,1.2,2399,291,86,7109,10250,69969,45
2024-10-28,50,M,2.7,4.9,9371,52,71,450,2594,15571,3
