"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Clics en el enlace","Clics de otro tipo","Consumo de segmentación del público coincidente (Photo Click)","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Comentarios negativos de los usuarios: Ocultar"
1242113527955977,100064720237286,"Alcaldía de Tuluá","+300 niños estrenarán mesas, sillas y tableros en 📍La Marina 🎒✨

Hoy entregamos nuevo mobiliario en la I.E. La Marina para 9 aulas de secundaria, renovando espacios y mejorando las condiciones de aprendizaje de nuestros estudiantes. 📚🙌
🚀 Transformamos la educación #ParaSerFelices","+300 niños estrenarán mesas, sillas y tableros en 📍La Marina 🎒✨

Hoy entregamos nuevo mobiliario en la I.E. La Marina para 9 aulas de secundaria, renovando espacios y mejorando las condiciones de aprendizaje de nuestros estudiantes. 📚🙌
🚀 Transformamos la educación #ParaSerFelices",58,"09/19/2025 15:56",N/A,https://www.facebook.com/reel/673525791881594/,1,0,Reels,,,,,Total,4917,3527,235,173,25,37,117,,117,,,44324.26,9.953,0,0,,
1241927681307895,100064720237286,"Alcaldía de Tuluá","🚛💙 ¡Buenas noticias para Tuluá!

En un trabajo articulado entre la Administración Municipal, EMTULUÁ y Veolia, entregamos 2 nuevos vehículos recolectores al municipio para servicio de la comunidad. Con ellos ya son 5 en total los puestos en marcha durante la Administración del alcalde Gustavo Vélez.

👨‍👩‍👧‍👦 Así demostramos que cuando se administra con eficiencia, transparencia y en equipo, ¡las obras se ven! ✨
#ParaSerFelices 💙💪🏼",,0,"09/19/2025 10:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02MQPH613XLUsEeQbqwTqgtv1oDWFDpVJawy8EfS7VbW5RaEV3WQwfEZHgcuae6H5il,0,0,Fotos,,,,,Total,24867,13136,338,223,66,49,1877,,805,1072,,,,,,,
1240980218069308,100064720237286,"Alcaldía de Tuluá","✨🌎 ¡Tuluá se viste de cultura y tradición! 🎶💃

Llega el I Encuentro Internacional de Bailes Tradicionales con la magia de grupos invitados directamente de Perú, Argentina y México, y el talento de agrupaciones colombianas desde Nariño, Risaralda y Casanare. 🇵🇪🇦🇷🇲🇽🇨🇴

📍 Plaza Cívica Boyacá
📅 27 de septiembre | 🕕 6:00 p.m.

¡Un espectáculo lleno de color, música y tradición que no te puedes perder! 💥✨
👉 ¡Te esperamos! #ParaSerFelices",,0,"09/18/2025 07:59",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid034WmZrrAxS4pPWoE559Awi37eDd65XpS8kHKYkWK4XBUr6nDsp5mpatYE6ahYJgBJl,0,0,Fotos,,,,,Total,5575,3269,123,80,4,39,48,,20,28,,,,,,,
1240427051457958,100064720237286,"Alcaldía de Tuluá","Viviana hornea sueños junto a su hijo✨✌🏼

🍞✨ Gracias a los talleres de panadería y manipulación de alimentos, Viviana hoy transforma su talento en una oportunidad de vida. 

Con el apoyo de la Secretaría de Bienestar Social, no solo aprendió a elaborar y vender sus productos, sino que también gana más tiempo de calidad con su hijo Santiago 💙

Un ejemplo de que, con esfuerzo y acompañamiento, las familias tulueñas siguen saliendo adelante, venciendo barreras y construyendo sueños. #ParaSerFelices🌟","Viviana hornea sueños junto a su hijo✨✌🏼

🍞✨ Gracias a los talleres de panadería y manipulación de alimentos, Viviana hoy transforma su talento en una oportunidad de vida. 

Con el apoyo de la Secretaría de Bienestar Social, no solo aprendió a elaborar y vender sus productos, sino que también gana más tiempo de calidad con su hijo Santiago 💙

Un ejemplo de que, con esfuerzo y acompañamiento, las familias tulueñas siguen saliendo adelante, venciendo barreras y construyendo sueños. #ParaSerFelices🌟",65,"09/17/2025 16:59",uploaded,https://www.facebook.com/reel/25035801182678486/,1,0,Reels,,,,,Total,1967,1380,80,55,3,22,23,,23,,,13502.851,7.464,0,0,,
1240401584793838,100064720237286,"Alcaldía de Tuluá","#Noticias | Comunidad y Alcaldía trabajan juntos en actualización del POT de Tuluá

En el proceso de actualizar el modelo de ciudad, incorporando las necesidades de vivienda, transporte, equipamientos, espacio público y sostenibilidad ambiental, la Administración Municipal realizó el lanzamiento oficial de la revisión excepcional del Plan de Ordenamiento Territorial (POT), el instrumento que orienta la planeación y el desarrollo de Tuluá en sus zonas urbanas y rurales. 

Lee la noticia completa:⬇⬇⬇
",,0,"09/17/2025 16:06",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid022oiX8FXXqCiYjZtX5emfhD9wiwESS9HPErVtN7DseSU514TKGyhGVtK5Ye2j8NKol,0,0,Enlaces,,,,,Total,1935,1193,41,28,3,10,38,19,19,,,,,,,,
1240330364800960,100064720237286,"Alcaldía de Tuluá","🏙️🤝 Actualizamos su POT con la voz de la comunidad

Hoy lanzamos la revisión del Plan de Ordenamiento Territorial, el instrumento que define el futuro urbano y rural de nuestro municipio. 🌿🚊🏡 Con líderes comunales, gremios, universidades, comerciantes, sector inmobiliario y centros educativos, socializamos la metodología de trabajo y las etapas de participación ciudadana que se vivirán en mesas organizadas durante octubre. 

📅 Próximamente iniciaremos las mesas de participación ciudadana, un espacio clave para que tus ideas hagan parte del futuro de Tuluá. ¡Tu voz cuenta! 🙌 #ParaSerFelices",,0,"09/17/2025 13:57",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0CFxCGsCKgJ3JKp9DEurhReXi3LLpS4bKwEmrKtu74XZpBhEAU5XaZ24V3PZsjkDxl,0,0,Fotos,,,,,Total,4453,2418,65,46,4,15,244,,81,163,,,,,,,
1240223454811651,100064720237286,"Alcaldía de Tuluá","🔥🏃‍♀️ ¡Tuluá se prepara nuevamente para correr! 🏃‍♂️🔥

Vivimos el Lanzamiento Oficial de la Media Maratón Tuluá 2025, que llega por segunda ocasión para recibir a más de 4.000 corredores 🚀. Nuestras calles se llenarán de atletas y sueños que nos ponen a vibrar y nos unen como ciudad.

Gracias al trabajo en equipo, seguimos demostrando que Tuluá es escenario deportivo donde pasan cosas buenas. 🌟

💙🫶🏼 Aquí corremos, soñamos y transformamos a Tuluá.
#ParaSerFelices","🔥🏃‍♀️ ¡Tuluá se prepara nuevamente para correr! 🏃‍♂️🔥

Vivimos el Lanzamiento Oficial de la Media Maratón Tuluá 2025, que llega por segunda ocasión para recibir a más de 4.000 corredores 🚀. Nuestras calles se llenarán de atletas y sueños que nos ponen a vibrar y nos unen como ciudad.

Gracias al trabajo en equipo, seguimos demostrando que Tuluá es escenario deportivo donde pasan cosas buenas. 🌟

💙🫶🏼 Aquí corremos, soñamos y transformamos a Tuluá.
#ParaSerFelices",46,"09/17/2025 10:44",N/A,https://www.facebook.com/reel/1191386956349212/,0,0,Reels,,,,,Total,1725,1134,67,45,4,18,23,1,22,,,8489.831,5.407,0,0,,
1240219264812070,100064720237286,"Alcaldía de Tuluá","#Noticias| Tuluá celebra la 10ª Semana Ambiental

Del 22 al 27 de septiembre, Tuluá vivirá la décima Semana Ambiental, una agenda que reúne actividades académicas, culturales y comunitarias tanto en la zona urbana como en la rural, con actividades como sembratón, recolección de residuos, jornadas de limpieza en el campo y encuentros campesinos que fortalecen la conciencia y el compromiso con el medio ambiente.

Lee la noticia completa:⬇️⬇️⬇️

",,0,"09/17/2025 10:37",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0qtQaEypUDSNuB9RzGk5eTsgjSs5XXRBuKEF6BYoG2FU2y9jRDXnmtwh7Xbi6uTbEl,0,0,Enlaces,,,,,Total,1054,662,19,15,2,2,4,2,2,,,,,,,,
1240072378160092,100064720237286,"Alcaldía de Tuluá","¡Llegó la Semana Ambiental 2025!🌱💚

🌿💚 Esta semana nos unimos por la vida y por cada rincón verde de nuestra Tuluá. 
Del 22 al 27 de septiembre viviremos la 10ª Semana Ambiental 🍃✨. Habrá siembra, recolección, cultura, jornadas en el campo y mucho más.

🙌 Vení, participá y pongamos juntos nuestro granito de arena para que Tuluá siga siendo tierra de vida y esperanza. #ParaSerFelices",,0,"09/17/2025 07:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02tGmvnYAm2a1GC7eWh77Fzb7ZaDDeNm2ZFqHLospjFPX8n1G7wo6ETxKBQLc2METtl,0,0,Fotos,,,,,Total,1909,1161,44,26,6,12,35,,11,24,,,,,,,
1239569928210337,100064720237286,"Alcaldía de Tuluá","Prepárate para el evento cultural más grande de nuestra historia: Festival María Antonia Ruiz 🎉 y Encuentro de Cocinas.

Música del Pacífico, gastronomía, talleres, cocina en vivo, museo, emprendimientos, artistas en vivo y toda la alegría de nuestras raíces.

📍 Coliseo de Ferias Manuel Victoria Rojas
📅 11 al 13 de octubre

🔥 ¡Tres días para celebrar quiénes somos! #ParaSerFelices",,0,"09/16/2025 17:07",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wnEVWsbnju9krvLDUjcbss77X3LLyQY2dCeoAJ99xjdbkDDjZiZD49Dm3ZL2rc2xl,0,0,Fotos,,,,,Total,9677,6035,188,136,7,45,127,,71,56,,,,,,,
1239541378213192,100064720237286,"Alcaldía de Tuluá","#Alcalde | Gustavo Vélez acompañó lanzamiento de Valle Café 2025

El alcalde de Tuluá, Gustavo Vélez Román , participó en el lanzamiento de Valle Café 2025, una estrategia conjunta entre el Comité de Cafeteros y la Gobernación del Valle que beneficiará a más de 1.800 familias productoras de café en el departamento.

Lee la noticia completa:⬇⬇⬇
",,0,"09/16/2025 16:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid024ZPeWwBi9GEDk6XmMeRoiwhAjZN7JPLZJyXEKi8Y2N4vGMhJNB8AzaozY3prLnVql,0,0,Enlaces,,,,,Total,2517,1634,68,50,2,16,23,14,9,,,,,,,,
1239361154897881,100064720237286,"Alcaldía de Tuluá","#Movilidad | Alcaldía habilita nuevamente acceso a barrios Pueblo Nuevo y Progresar en el sector La Herradura.

El Departamento Administrativo de Movilidad y Seguridad Vial brindó una solución inmediata atendiendo al llamado de la comunidad para mejorar la circulación hacia los barrios Pueblo Nuevo y Progresar. 

Lee la noticia completa:⬇⬇⬇
",,0,"09/16/2025 10:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02EgiuEt9ev44t3A6XBfrKaMDxKdE8eUt1rZJ86deftSDck5LqADJAykjbKdYLL1rGl,0,0,Enlaces,,,,,Total,12756,7968,158,99,50,9,499,119,380,,,,,,,,
1239271121573551,100064720237286,"Alcaldía de Tuluá","#Obras #Educación | Alcalde Gustavo Vélez invierte más de 600 millones en mejoramiento de infraestructura educativa

Las aulas de Tuluá comienzan la transformación gracias al alcalde Gustavo Vélez, quien destinó más de 600 millones de pesos para fortalecer la infraestructura educativa del municipio. La estrategia, liderada por la Secretaría de Educación Municipal, ya empezó a dar frutos con la entrega de materiales de construcción a las 18 instituciones educativas priorizadas.

Lee la noticia completa:⬇⬇⬇
",,0,"09/16/2025 08:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02mAqMQqfmNt5o6ZV7SuKd3G96s5yiuDxC4vqCvSBitvZyfeeH478nFK2DAyHgMSvLl,0,0,Enlaces,,,,,Total,4951,3001,81,63,2,16,57,22,35,,,,,,,,
1239240684909928,100064720237286,"Alcaldía de Tuluá","🎉👵👴 ¡15 abuelitos tendrán un nuevo luagr para vivir!

Hoy Miller nos comparte cómo disfruta su vida en la Casa de los Abuelos, un lugar donde no le falta nada y que muy pronto recibirá a 15 adultos mayores más, gracias a la construcción de un nuevo bloque para una vivienda digna y confortable. 🏡✨

Cada rincón está diseñado con accesibilidad, seguridad y confort, para asegurar bienestar y calidad de vida a quienes tanto nos han dado. 💙

🌟 ¡Porque nuestros abuelitos merecen lo mejor! #ParaSerFelices","🎉👵👴 ¡15 abuelitos tendrán un nuevo luagr para vivir!

Hoy Miller nos comparte cómo disfruta su vida en la Casa de los Abuelos, un lugar donde no le falta nada y que muy pronto recibirá a 15 adultos mayores más, gracias a la construcción de un nuevo bloque para una vivienda digna y confortable. 🏡✨

Cada rincón está diseñado con accesibilidad, seguridad y confort, para asegurar bienestar y calidad de vida a quienes tanto nos han dado. 💙

🌟 ¡Porque nuestros abuelitos merecen lo mejor! #ParaSerFelices",51,"09/16/2025 07:29",N/A,https://www.facebook.com/reel/1447137589853781/,1,0,Reels,,,,,Total,13971,11792,359,291,16,52,348,,348,,,143080.633,11.163,0,0,,
1238702424963754,100064720237286,"Alcaldía de Tuluá","#JornadasDescentralizadas | Familias tulueñas gozaron la Ruta de la Felicidad en el Parque de la Familia

Un fin de semana lleno de alegría, deporte, cultura y salud vivieron los tulueños con la llegada de la Ruta de la Felicidad al Parque de la Familia. Entre risas, música, emprendimientos y mucha cultura, más de 200 familias se dieron cita para disfrutar de esta gran jornada descentralizada que acercó servicios y diversión a la comunidad.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"09/15/2025 16:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0LtF6uHdtYDmvbRZ5KuqRKVt8bSCnQEeQnzRnVQr9NyvVr5GeTamDrzi3x667MJwKl,0,0,Enlaces,,,,,Total,1797,1140,33,26,1,6,17,5,12,,,,,,,,
1238696411631022,100064720237286,"Alcaldía de Tuluá","✨¡Fin de semana familiar con La Ruta de la Felicidad! 🎶🌳🐾

Nos descentralizamos una vez más para llevar toda la oferta institucional y regalar una tarde llena de diversión, cultura y alegría. Con música en vivo, emprendimientos locales, danzas, deporte y hasta los peluditos fueron protagonistas 🐶🐱 con vacunación, desparasitación y atención profesional.

Un espacio muy familiar donde reinó el arte, la recreación y la unión familiar. Porque en Tuluá, la felicidad se vive #ParaSerFelices 🙌💙✌🏼","✨¡Fin de semana familiar con La Ruta de la Felicidad! 🎶🌳🐾

Nos descentralizamos una vez más para llevar toda la oferta institucional y regalar una tarde llena de diversión, cultura y alegría. Con música en vivo, emprendimientos locales, danzas, deporte y hasta los peluditos fueron protagonistas 🐶🐱 con vacunación, desparasitación y atención profesional.

Un espacio muy familiar donde reinó el arte, la recreación y la unión familiar. Porque en Tuluá, la felicidad se vive #ParaSerFelices 🙌💙✌🏼",58,"09/15/2025 15:59",uploaded,https://www.facebook.com/reel/1813113775981177/,1,0,Reels,,,,,Total,1737,1051,91,35,1,55,14,,14,,,8790.171,5.517,0,0,,
1238477964986200,100064720237286,"Alcaldía de Tuluá","⛰️💪 Alta Montaña recibe implementación y monitores deportivos 💪⛰️

El deporte sigue creciendo y fortaleciéndose, llegando con más oportunidades y espacios de formación a cada rincón de nuestro municipio. 🏀⚽🤸‍♂️

👉 ¡El deporte en Tuluá es vida, unión y transformación!  #ParaSerFelices","⛰️💪 Alta Montaña recibe implementación y monitores deportivos 💪⛰️

El deporte sigue creciendo y fortaleciéndose, llegando con más oportunidades y espacios de formación a cada rincón de nuestro municipio. 🏀⚽🤸‍♂️

👉 ¡El deporte en Tuluá es vida, unión y transformación!  #ParaSerFelices",79,"09/15/2025 09:15",N/A,https://www.facebook.com/reel/1120715546182425/,1,0,Reels,,,,,Total,2789,1314,169,94,7,68,20,,20,,,14839.32,5.814,0,0,,
1237792445054752,100064720237286,"Alcaldía de Tuluá","🎉 ¡La Ruta de la Felicidad se vive en el Parque de la Familia! 🌳💙

Las familias tulueñas disfrutan de un domingo lleno de música, cultura, emprendimientos y alegría para todos. 🙌✨

👉 Vacunación y jornada de adopción 🐾
👉 Presentaciones artísticas y música en vivo 🎶
👉 Emprendimientos locales y espacios de bienestar 💫

💙 #LaRutaDeLaFelicidad está hecha #ParaSerFelices, y vos no te la podés perder. ¡Te esperamos!",,0,"09/14/2025 14:56",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02AFXtjbkQc9CTDjP5Zrgz1Bzmf4Q7BxLgbKn156qTtRZihR3KgjtcjS99Qsq3LaHgl,0,0,Fotos,,,,,Total,13295,7024,104,86,2,16,1434,,399,1035,,,,,,,
1236943835139613,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",62,"09/13/2025 16:00",N/A,https://www.facebook.com/reel/1490418352271870/,1,0,Reels,,,,,Total,3087,2019,110,83,9,18,19,,19,,,19241.126,6.741,0,0,,
1236827515151245,100064720237286,"Alcaldía de Tuluá",,,0,"09/13/2025 11:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0roozS5tGBwYi8P5Y7DnPbUkTURZiECPhEwbt2WSyeMUCvwoY93Smj3eU74MFJYMcl,0,1,Fotos,,,,,Total,2803,1650,49,35,8,6,151,,43,108,,,,,,,
1236776331823030,100064720237286,"Alcaldía de Tuluá",,,0,"09/13/2025 10:30",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02qEqZ63HqRZcbuHTYhJbrwLSDVhPEBqFjT7ZxNaUHpiWnNTJ34wriV4yRxgoFmjWDl,0,1,Fotos,,,,,Total,7558,4090,312,224,72,16,409,,356,53,,,,,,,
1236776261823037,100064720237286,"Alcaldía de Tuluá",,,0,"09/13/2025 10:30",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0p9Vm6UocZeuQrhLow2uc6WSQZzYHJJuVK6uzHeZ2ReBfaTGZ3CTHgM3uXZhnmm6rl,0,1,Fotos,,,,,Total,3740,2328,86,63,12,11,259,,118,141,,,,,,,
1236756995158297,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastDeVélez | Episodio 31. Un cumpleaños entre obras 🎂🏗️

Hoy, en el día de su cumpleaños, el alcalde Gustavo Vélez comparte con los tulueños un recorrido muy especial: supervisar y entregar dos grandes proyectos que marcarán la historia de Tuluá.  La PTAR de Nariño, una petición histórica que beneficiará a más de 7.000 habitantes, garantizando agua más limpia y segura, mejor salud y nuevas oportunidades de progreso y El nuevo laboratorio clínico del Hospital Rubén Cruz Vélez, con más de 36 tipos de exámenes que podrán procesarse directamente en el hospital, reduciendo tiempos de espera y ofreciendo resultados confiables.","🎙️ #ElPodcastDeVélez | Episodio 31. Un cumpleaños entre obras 🎂🏗️

Hoy, en el día de su cumpleaños, el alcalde Gustavo Vélez comparte con los tulueños un recorrido muy especial: supervisar y entregar dos grandes proyectos que marcarán la historia de Tuluá.  La PTAR de Nariño, una petición histórica que beneficiará a más de 7.000 habitantes, garantizando agua más limpia y segura, mejor salud y nuevas oportunidades de progreso y El nuevo laboratorio clínico del Hospital Rubén Cruz Vélez, con más de 36 tipos de exámenes que podrán procesarse directamente en el hospital, reduciendo tiempos de espera y ofreciendo resultados confiables.",1054,"09/13/2025 10:01",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/1150350606969272/,1,0,Videos,,,,,Total,2653,2347,174,87,21,66,64,,64,,,35134.863,14.615,0,0,0,
1236102731890390,100064720237286,"Alcaldía de Tuluá","Alcaldía de Tuluá actualizó su foto de portada.",,0,"09/12/2025 15:40",N/A,https://www.facebook.com/photo.php?fbid=1236102731890390&set=a.404265015074170&type=3,0,0,Fotos,,,,,Total,160,99,25,23,0,2,0,,,,,,,,,,
1236095918557738,100064720237286,"Alcaldía de Tuluá","#Obras | Alcalde Gustavo Vélez entrega moderno laboratorio clínico en el Hospital Rubén Cruz Vélez E.S.E.

El alcalde Gustavo Adolfo Vélez Román encabezó la entrega oficial del nuevo laboratorio clínico de la E.S.E. Hospital Rubén Cruz Vélez, en un acto que contó con la presencia de la comunidad del barrio Rubén Cruz Vélez y sectores aledaños.

Lee la noticia completa:⬇⬇⬇
",,0,"09/12/2025 15:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0sVnJYG7myTStHUNQNFLErbzx5oj3mdWHP2zWGCX2ZQdEJbyUYuwE7MLKeqpSH4qMl,0,0,Enlaces,,,,,Total,1428,947,29,20,4,5,18,15,3,,,,,,,,
1236095171891146,100064720237286,"Alcaldía de Tuluá","#Obras | Alcaldía recuperó más del 50% de vías rurales de Tuluá.

Con un trabajo articulado entre la Administración Municipal y los líderes comunitarios, se ha logrado el mejoramiento de más del 50% de las vías terciarias de Tuluá, beneficiando la movilidad de campesinos que día a día bajan sus productos hasta el casco urbano.

Lee la noticia completa: ⬇⬇⬇",,0,"09/12/2025 15:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02iQBnjx6Pb5Ccd7tLdTNNJWnCG1buAc545hFjoSV74DGFYgvZaTaYiiPX2RDbyjAzl,0,0,Enlaces,,,,,Total,3777,2316,122,75,27,20,51,21,30,,,,,,,,
1236017015232295,100064720237286,"Alcaldía de Tuluá","🌳Recuerdos que vuelven al parque✌🏽💙

El alcalde @gustavovelezr creció en el barrio Sajonia y hoy revive sus memorias de infancia en el parque “Las Acacias”, un lugar que ahora está transformando para las familias tulueñas ✨👦.

Y tú, ¿qué recuerdos de tu niñez guardas en tu barrio? 🏃‍♀️⚽🎶
👉 Cuéntanos en los comentarios 💭","🌳Recuerdos que vuelven al parque✌🏽💙

El alcalde @gustavovelezr creció en el barrio Sajonia y hoy revive sus memorias de infancia en el parque “Las Acacias”, un lugar que ahora está transformando para las familias tulueñas ✨👦.

Y tú, ¿qué recuerdos de tu niñez guardas en tu barrio? 🏃‍♀️⚽🎶
👉 Cuéntanos en los comentarios 💭",31,"09/12/2025 12:42",N/A,https://www.facebook.com/reel/4271040786555105/,1,0,Reels,,,,,Total,37744,26350,749,603,82,64,1057,1,1056,,,466546.262,15.459,0,0,,
1235341655299831,100064720237286,"Alcaldía de Tuluá",,,0,"09/11/2025 17:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0jMEFi5js5ZUqX3Tw46YVGJpG2VHP67s2QB5qJqr6yKa6n9MtNsioEq3ed8myPwJhl,0,1,Fotos,,,,,Total,4858,2800,93,68,10,15,545,,236,309,,,,,,,
1235187451981918,100064720237286,"Alcaldía de Tuluá","#Salud | 80 adultos mayores vacunados contra neumococo en el “Centro Día Para Ser Felices”

Buscando fortalecer las acciones en salud y bienestar de la población adulta mayor, esta semana se realizó una jornada de vacunación contra el neumococo en el Centro Día Para Ser Felices, beneficiando a 80 adultos mayores que ahora cuentan con mayor protección frente a enfermedades respiratorias agudas y graves.

Lee la noticia completa: ⬇⬇⬇
",,0,"09/11/2025 12:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0pbNxpWgCaxnzn4CFAApXrCRLdXVYsgttKBSsGhSGjLzrt6Vim9ms8zD7kQkapnHQl,0,0,Enlaces,,,,,Total,2954,1892,49,38,0,11,26,19,7,,,,,,,,
1235185041982159,100064720237286,"Alcaldía de Tuluá","#PrevencionDelSuicidio| Alcaldía conmemora el Día de la Prevención del Suicid10 en colegios de Tuluá

En el marco del Día Internacional de la Prevención del Suicidio, la Administración Municipal, a través de la Secretaría de Salud, realizó una jornada de sensibilización y educación en diferentes Instituciones Educativas del municipio. 

Lee la noticia completa:⬇⬇⬇
",,0,"09/11/2025 12:20",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0VPSGDJP1DYqHcpJL7rcThn5NEG5f9fSn5sKqzBC4S3dsYN17trbWc4hrvAh27R1Tl,0,0,Enlaces,,,,,Total,1271,826,16,11,0,5,7,5,2,,,,,,,,
1235174251983238,100064720237286,"Alcaldía de Tuluá","#Gobierno | Alcaldía conmemoró el Día de los Derechos Humanos con foro de liderazgo femenino.

Con la participación de más de 200 mujeres tulueñas, se llevó a cabo el foro “Tejiendo redes para el fortalecimiento del liderazgo social en Tuluá”, un espacio de diálogo y construcción social organizado por la Administración Municipal en conmemoración del Día Nacional de los Derechos Humanos, con el propósito de resaltar el papel vital de las mujeres líderes en el municipio.

Lee la noticia completa: 
",,0,"09/11/2025 12:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0F518oT1qje41AFbc8sZLV1ySJ4bUuDhohxBjMZjBjMCHGkj7gQE8HxqgKXE2Qc5Zl,0,0,Enlaces,,,,,Total,1134,709,17,13,0,4,7,6,1,,,,,,,,
1235043315329665,100064720237286,"Alcaldía de Tuluá","💉👵👴 80 adultos mayores del Centro Día recibieron la vacuna contra el neumococo 🛡️

Un espacio donde, además de cuidado, disfrutaron de más recreación, atención y alegría. Porque ellos merecen estar bien y #ParaSerFelices 💙✨","💉👵👴 80 adultos mayores del Centro Día recibieron la vacuna contra el neumococo 🛡️

Un espacio donde, además de cuidado, disfrutaron de más recreación, atención y alegría. Porque ellos merecen estar bien y #ParaSerFelices 💙✨",56,"09/11/2025 08:29",N/A,https://www.facebook.com/reel/631857809742356/,1,0,Reels,,,,,Total,1785,1185,90,40,0,50,6,,6,,,12632.198,7.954,0,0,,
1234512128716117,100064720237286,"Alcaldía de Tuluá",,,0,"09/10/2025 18:23",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0Tqmtvuk32SFUspKvLhXfNPqJP5Xm798fP9mrP3bHA3sm4CSFRd88xUUMpQ78uqR9l,0,1,Fotos,,,,,Total,1124,713,21,16,0,5,29,,11,18,,,,,,,
1234507768716553,100064720237286,"Alcaldía de Tuluá","🍯🌱 En el campo también transformamos vidas 🌱🍯

Don José, apicultor de 📍Maravelez, recibió de la Administración Municipal insumos, implementos y capacitaciones que fortalecen su trabajo en el campo 🐝🍊🥦. Hoy, gracias a este apoyo, produce con más fuerza frutas, verduras y miel de abeja que llegan a la mesa de los tulueños 💙✨

Conoce aquí su historia 👇
#ParaSerFelices","🍯🌱 En el campo también transformamos vidas 🌱🍯

Don José, apicultor de 📍Maravelez, recibió de la Administración Municipal insumos, implementos y capacitaciones que fortalecen su trabajo en el campo 🐝🍊🥦. Hoy, gracias a este apoyo, produce con más fuerza frutas, verduras y miel de abeja que llegan a la mesa de los tulueños 💙✨

Conoce aquí su historia 👇
#ParaSerFelices",82,"09/10/2025 18:16",uploaded,https://www.facebook.com/reel/1812418866375396/,1,0,Reels,,,,,Total,2906,1303,111,54,0,57,16,,16,,,13990.091,5.218,0,0,,
1234268958740434,100064720237286,"Alcaldía de Tuluá","💛🧠 Día Internacional de la Prevención del Sulcidi0

Hoy llegamos a diferentes colegios de Tuluá para educar, sensibilizar y acompañar a nuestros niños, identificando a tiempo posibles alertas tempranas.
📞 Recuerda: la Línea 106 de la Gobernación del Valle del Cauca (@gobvalle, @secsaludvalle) está disponible las 24 horas para escuchar, orientar y apoyar a quien lo necesite.

👉 Tu salud mental es primero, no estás solo.","💛🧠 Día Internacional de la Prevención del Sulcidi0

Hoy llegamos a diferentes colegios de Tuluá para educar, sensibilizar y acompañar a nuestros niños, identificando a tiempo posibles alertas tempranas.
📞 Recuerda: la Línea 106 de la Gobernación del Valle del Cauca (@gobvalle, @secsaludvalle) está disponible las 24 horas para escuchar, orientar y apoyar a quien lo necesite.

👉 Tu salud mental es primero, no estás solo.",32,"09/10/2025 10:22",N/A,https://www.facebook.com/reel/1868069304059179/,1,0,Reels,,,,,Total,919,685,28,21,0,7,1,,1,,,3419.563,4.175,0,0,,
