Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Descripción,Duración (segundos),Hora de publicación,Tipo de subtítulo,Enlace permanente,Es una publicación cruzada,Es una publicación compartida,Tipo de publicación,Idiomas,Etiquetas personalizadas,Estado de contenido financiado,Comentario sobre los datos,Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,Veces que se compartió,Total de clics,Consumo de segmentación del público coincidente (Photo Click),Clics de otro tipo,Clics en el enlace,Reproducciones de reels,Segundos reproducidos,Segundos en promedio reproducidos,Impresiones del anuncio,Ingresos estimados (USD),CPM del anuncio (USD)
832267195607281,106810189450788,Alcaldía de Tuluá,,"@infitulua adelanta las actividades de ejecución de la obra en el proyecto Ciudadela Regional del Comercio, de manera responsable con el medio ambiente y con todos los permisos requeridos para ampliar la apuesta comercial e industrial en nuestro municipio. ¡Desde la Alcaldía Municipal, continuamos apoyando y contribuyendo por el progreso de Tuluá!💪💙",80,03/20/2024 16:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid027gAobTHeiMGAz3kHVP9Z4LrUXtQCEoFVDWiHyJ4HucJBCyiepHJMtu1USV2KkvGil,1,0,Reel de Facebook,,,,,Total,1343,1198,44,37,2,5,0,,,,1582,"15068,067","10,363",0,,
832289755605025,106810189450788,Alcaldía de Tuluá,,"En tan solo dos meses y medio, hemos marcado la diferencia. Es por eso, que hoy reafirmamos nuestro compromiso y responsabilidad con nuestra ciudadanía tulueña, seguimos trabajando para construir un futuro mejor para todos. ✅💪🏼",21,03/20/2024 17:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02mAYTEa4UYxVaiaDdA9PJHCnSwD91WpMuNguc7SeWQ5qhb8stsGucTh2ZaZy27N2tl,1,0,Reel de Facebook,,,,,Total,2064,1751,164,143,9,12,0,,,,4770,"30211,605","7,691",0,,
832688402231827,106810189450788,Alcaldía de Tuluá,,"¡Estamos recuperando a Tuluá!💙💪🏼

Desde la Alcaldía Municipal a través de la Secretaría de Gobierno y el Departamento Administrativo de Movilidad y Seguridad Vial, con el acompañamiento del Ejército Nacional y la @policiavalledelcauca se realiza el reconocimiento de los espacios y diálogos con comerciantes de la Galería para continuar trabajando por la seguridad y recuperar a nuestro municipio. ✅⚠️💙",46,03/21/2024 07:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02QNs357nbMND972C3gZqLNk6QvmcaAcTrnrJ77igLLvYZz4HrfBp9NQi72Rgm2easl,1,0,Reel de Facebook,,,,,Total,2233,1928,129,111,7,11,0,,,,3472,"36867,341","11,801",0,,
832966895537311,106810189450788,Alcaldía de Tuluá,,"Hoy conmemoramos la diversidad en el Día Mundial del Síndrome de Down. Reafirmamos nuestro compromiso con la inclusión, el amor y el respeto hacia todas las personas. Hoy nos unimos a esta causa y ayudamos a construir un municipio más inclusivo 💙💛 #DíaMundialdelSíndromedeDown",46,03/21/2024 17:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0rvqTUACmixxBT6A5NzPujG2Wjf8QdJ8nsiXAAdUiC31srwNQEuDE2Dez4pnnKmMjl,1,0,Reel de Facebook,,,,,Total,2733,2313,230,204,11,15,0,,,,4226,"43342,607","11,254",0,,
833561602144507,106810189450788,Alcaldía de Tuluá,,"¡REAFIRMAMOS EL COMPROMISO POR EL BIENESTAR ANIMAL!💙💪
Desde la Alcaldía Municipal, a través de la secretaría de Salud y de Desarrollo Institucional se continúa trabajando de manera articulada para dar prioridad a la atención especializada y el cuidado médico veterinario de 36 felinos que en este momento se encuentran en el barrio 12 de octubre. Aquí te mostramos cómo ha sido el proceso de cuidado y la campaña de donación de alimento que se ha realizado en los últimos días. Actualmente, se encuentran en la búsqueda de un hogar responsable.
Juntos, podemos marcar la diferencia en la vida de nuestros animales. En Tuluá, hay espacios para TODOS. 🐾💙",75,03/22/2024 14:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0mHkZyAmmFkeLnPmzk4LubEjgSwRCEH4u76PGYjAxV1nmb7Y7SDh8ppzY5H2K4z1Cl,0,0,Video,,,,,Total,3123,2580,407,305,66,36,213,,213,,,"73128,229","14,011",0,0,0
833677562132911,106810189450788,Alcaldía de Tuluá,,"¡Acompáñanos a recuperar a Tuluá!💙💪🏼
Con esta nueva norma, lograremos impactar positivamente a nuestra comunidad tulueña y retomar los espacios para la familia. Te invitamos a ver de  manera interactiva los detalles completos de esta restricción en Tuluá y conoce las razones detrás de esta importante medida.",85,03/22/2024 19:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02B1oKJnS4iFFQhj1HoSW4pDNs65o8TuiqViJMqcQ92j69GG8aLdUqgcfb5FbEKcqbl,1,0,Reel de Facebook,,,,,Total,1979,1578,136,103,15,18,0,,,,3432,"29305,34","9,401",0,,
836720588495275,106810189450788,Alcaldía de Tuluá,,"Desde la Alcaldía Municipal a través de la Secretaría de Salud, continuamos invitando a la ciudadanía para seguir con el cuidado permanente para la prevención del dengue, el cual se ha reducido en los últimos días gracias a las jornadas de aplicación de herbicidas en los sumideros ¡Aquí nos cuidamos entre TODOS! 💙✅",46,03/27/2024 09:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02hMwPyBVjF76gxk1R5jQ8FN9wnNiZGHkrqd9QmndBojQ3V5dU4scF7sdJsJdAWfu7l,0,0,Reel de Facebook,,,,,Total,1918,1751,75,64,1,10,0,,,,2845,"17264,676","6,483",0,,
836808075153193,106810189450788,Alcaldía de Tuluá,,"En esta temporada de #SemanaSanta, te invitamos a que elijas con cuidado los productos que vas a consumir con tu familia, para que sean de calidad. Nosotros desde la Alcaldía Municipal a través de la Secretaría de Salud y con el apoyo de la Policía Ambiental, seguimos comprometidos con los controles sanitarios que realizamos para velar por la seguridad y la salud de nuestra ciudadanía ¡Aquí, nos cuidamos entre TODOS! #TodosPorTuluá 💙💪",72,03/27/2024 13:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02tfhMhQVA7HogWoqCEKwXST2v4F7YvBM1Zk2f3GX3DbyJ3CYpLfdEC2F3ch7ynUNl,0,0,Video,,,,,Total,1894,1652,72,56,4,12,32,,32,,,"27612,771","10,735",0,0,0
836845841816083,106810189450788,Alcaldía de Tuluá,,"Después de recibir la mejor atención médica de veterinarios especializados, finalmente los gatitos están listos para un hogar amoroso y responsable. Por eso, la gestora social, Luz Elena Londoño, invita a a quienes deseen brindarles una segunda oportunidad y llevarlos en su hogar y hacerlos parte de su familia.  ¡Haz la diferencia en sus vidas y en la tuya!  #TodosPorTuluá 💙",31,03/27/2024 14:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid034hqQ4RR8KFCcU9Bp6Qh27y1gaR44W5itjXcK21KqdhRuGnDvtr35Xja1547sgecWl,0,0,Reel de Facebook,,,,,Total,2842,2427,403,310,38,55,0,,,,6914,"57558,304","9,565",0,,
837289111771756,106810189450788,Alcaldía de Tuluá,,"En esta temporada de #SemanaSanta, te invitamos a Tuluá. Pasa este tiempo de oración y reflexión con tu familia en nuestro municipio. Aquí te dejamos algunas de nuestras parroquias en las cuales podrás disfrutar de la programación dea",23,03/28/2024 06:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid034hQ4XcQ2bpkDrCKsYfRnX9q3rWdSu91BKqivdYNXmMmVZdzDerdUeDHa9ecuQhXEl,1,0,Reel de Facebook,,,,,Total,4115,3840,210,157,7,46,0,,,,5559,"32799,842","6,653",0,,
837426908424643,106810189450788,Alcaldía de Tuluá,,"¡El compromiso por recuperar Tuluá es más fuerte que nunca!💪🏼
Priorizar los lugares donde se encuentran nuestros comerciantes es una de las apuestas para la recuperación de nuestro municipio. 💙✅ #TodosPorTuluá",54,03/28/2024 10:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02qaCopFXyhkWQ13rQykyJhyePhCio1rG5V9JFxMvmDZKH4xZREZikaE9KBkoGNRwql,1,0,Reel de Facebook,,,,,Total,2851,2605,171,136,12,23,0,,,,4775,"56210,952","13,46",0,,
837540558413278,106810189450788,Alcaldía de Tuluá,,"Para estos días que no estarás en casa, ten en cuenta estas sugerencias para que tengas un #HogarSeguro en esta #SemanaSanta ¡Nos cuidamos entre TODOS!✅💙",0,03/28/2024 15:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02vFhYbcXVx8qq4SBLBGf6ji9srPLYKmpNvEhcspSankvVxZPZJ1KuAMybGHseNJLyl,0,0,Foto,,,,,Total,3626,3216,34,24,0,10,18,16,2,,,,,,,
837996395034361,106810189450788,Alcaldía de Tuluá,,"¡Garantizamos la salud y el bienestar de nuestra comunidad!✅ 
Gracias al trabajo articulado de la Alcaldía Municipal con la Secretaría de Salud, se ha llevado a cabo un completo esquema de protección y prevención del dengue y otras enfermedades en nuestro municipio durante los últimos días.💪🏼 
Continuaremos con estas jornadas que realizamos para cuidarnos entre TODOS 💙 #TodosPorTuluá",71,03/29/2024 06:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0H1xmA7RjnjW7T7p3xdZZwC7Spim7dnM8h7ED2JXmcwKY5GuPPqnv1LgYZiWQTCVDl,1,0,Reel de Facebook,,,,,Total,1833,1565,61,42,7,12,0,,,,2360,"14762,305","6,753",0,,
838134195020581,106810189450788,Alcaldía de Tuluá,,Si estás pensando en viajar... Ten en cuenta estos importantes tips para que tengas un #ViajeSeguro en esta #SemanaSanta 💙🚗,0,03/29/2024 11:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0qbdAPdy1XZuDmD3Yk7CHFRLHM859W5WD1cwwisCAizqfwbQGQCeKcQfSmF6RUspTl,0,0,Foto,,,,,Total,4956,4635,33,25,0,8,20,14,6,,,,,,,
819935900173744,106810189450788,Alcaldía de Tuluá,,"Desde la Alcaldía Municipal, a través de la Secretaría de Gobierno, entendemos un agradecimiento especial al compromiso a nuestra Fuerza Pública✅ 💪🏼",40,02/29/2024 05:02,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02LVLwacFzGa4DGxgMRshsLMQtQAk8qi9kCbmy9mbDX5bjzZvfZxCLFRUzQEhzBzqNl,0,0,Video,,,,,Total,2481,2213,201,169,18,14,153,,153,,,"36812,917","11,244",0,0,0
819947806839220,106810189450788,Alcaldía de Tuluá,,"Hoy, desde la Alcaldía Municipal con el apoyo de la Secretaría de Bienestar Social y la Fundación Tejiendo Alas, conmemoramos el Día Internacional de las Enfermedades Huérfanas, con el objetivo de concientizar y ayudar a todas las personas que padecen esta condición, a recibir de forma oportuna el debido diagnóstico y tratamiento garantizando así una mejor calidad de vida.✅💪💙",0,02/29/2024 05:02,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0tY6rPEkJYs8btp9Ykt5kmpnHRXaW9YsdLy8brdy6JSBiPatWnuAuJwyaxqZf8tETl,0,0,Foto,,,,,Total,2108,2060,24,16,1,7,4,2,2,,,,,,,
819959636838037,106810189450788,Alcaldía de Tuluá,,"Ya tenemos 663 cupos listos para iniciar, ¡solo faltas tú! Aprovecha hoy y mañana para inscribirte en nuestros talleres del Departamento Administrativo de Arte y Cultura.✅💙",0,02/29/2024 06:02,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid022FKKXvkJPEEPVTD6TULCWqTAX19ReRaC6yiWbk7TcTrevXYbwgwmKAfFMFbriVxGl,0,0,Foto,,,,,Total,2962,2880,34,24,0,10,34,25,9,,,,,,,
819985706835430,106810189450788,Alcaldía de Tuluá,,"Con la Secretaría de Educación, realizamos alianzas estratégicas para trabajar por el bilingüismo en nuestro municipio. Gracias a la Academia Pacific College por unirse a este compromiso por una Tuluá bilingüe. 💙✅",23,02/29/2024 07:02,uploaded,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0LwzYTHKADxZxBvK3ZGewqS2M1mjx5ZUdbF67uyqyZkw4f2EXbyv2SZWsp8AHjsd5l,0,0,Reel de Facebook,,,,,Total,2082,1915,91,76,2,13,0,,,,3094,"17578,394","6,438",0,,
820059416828059,106810189450788,Alcaldía de Tuluá,,"Después del Consejo de Seguridad convocado por la Alcaldía Municipal y liderado por la Secretaría de Gobierno, se estableció que la medida de restricción de movilidad de motos que se adoptó durante el mes de febrero, se extenderá durante todo el mes de marzo. ✅💪🏼 
Desde las 11:00p.m. hasta las 5:00a.m. no podrán circular motocicletas en el municipio.",63,02/29/2024 09:02,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02KzJ3khVwKjcKHGSJj3KypdeeYXxqNdVCasrYfthhuiaX9ay4CbLZkCTDYRbfugqEl,0,0,Video,,,,,Total,3144,2946,226,147,52,27,215,,215,,,"67277,194","14,67",0,0,0
820227440144590,106810189450788,Alcaldía de Tuluá,,"¡Atención Tuluá!⚠️

A partir de mañana, 1 de marzo, se renueva el decreto de restricción de movilidad que estuvo rigiendo en el mes de febrero. El alcalde(e), José Martín Hincapié, explica con detalle la nueva normatividad del mes de marzo. ✅💪🏼",165,02/29/2024 17:02,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid024DfEmMbSE5bprweakxpnK4G26B8uDf3GSAXiQq1XzmGojUZb58DrEDqj2wp8YeFtl,0,0,Video,,,,,Total,4072,3873,131,99,22,10,152,,152,,,"88299,201","19,574",0,0,0
820616306772370,106810189450788,Alcaldía de Tuluá,,"¡Trabajamos por nuestra comunidad rural! ✅
Desde el Departamento Administrativo de las TIC y la Secretaría de Educación, se están llevando a cabo las visitas técnicas a la  corregimientos La Marina, La Moralia y Monteloro, con el fin de conocer las necesidades del sector educativo y de la comunidad de la zona rural.",0,03/01/2024 08:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid033UjqrV5qwubk2ddhZhBzwBnVFk5gxjBNv1k9p5cGSo4DJqK7Mq5hbcUSihvAQpVSl,0,0,Foto,,,,,Total,4224,4112,63,52,1,10,94,78,16,,,,,,,
820621343438533,106810189450788,Alcaldía de Tuluá,,"Inicia el mes de la mujer, y hoy queremos presentarles a doña Piedad Román. Ella es una mujer líder y valiente que dedicó su vida entera a la educación, una mujer que, actualmente, se encuentra en una labor social por la población mayor de nuestro municipio por vocación y amor a Tuluá. #MesdeLaMujer #MujeresTulueñasdeCorazón  💙✅",46,03/01/2024 09:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0UJMCvVoJaYTEn4cTWSYKnRHTSA3zC5GFxNQJAvugD69JwU2ehQ46F4jWySoLBnWtl,0,0,Video,,,,,Total,3784,3412,431,339,45,47,316,,316,,,"91423,63","12,225",0,0,0
820735820093752,106810189450788,Alcaldía de Tuluá,,"Desde la Alcaldía Municipal, a través de la Secretaría de Hábitat e Infraestructura, se está realizando auditoría visible para la obra realizada con el apoyo del Departamento de Prosperidad Social (DPS) que se encuentra lista para entregar en la comunidad del barrio El Paraíso. ✅💙 ¡Seguimos trabajando por Tuluá!💪",60,03/01/2024 13:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0288GhX8JtSD5kJhwdYw6e7844xqCJLq7T3vGE3L2u69kEZ7cx9Y7Gf2MWsfxtU4cvl,0,0,Reel de Facebook,,,,,Total,2852,2559,138,118,9,11,0,,,,5854,"68750,381","12,998",0,,
821236520043682,106810189450788,Alcaldía de Tuluá,,"Invitación muy especial desde la Alcaldía Municipal, a través de la Secretaría de Bienestar social y la Coordinación de Discapacidad, para todos los cuidadores de personas con discapacidad para que se certifiquen con el SENA ✅¡Inscríbete ahora!",0,03/02/2024 10:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid053pg3xLD4wQanGDaQChwgF2UH2ebZyR9o1gWm5WzTuBfA4QnTdpfn835YwMdfwjql,0,0,Foto,,,,,Total,4147,3860,71,48,0,23,41,24,17,,,,,,,
821307516703249,106810189450788,Alcaldía de Tuluá,,"En el #MesdeLaMujer, resaltamos a Alexandra Cardona, directora del Departamento Administrativo de Planeación. Una mujer que trabaja por Tuluá desde los proyectos estratégicos para el desarrollo de nuestro territorio. #MujeresTulueñas 💙✅",17,03/02/2024 13:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0bDUfxtwWUqHwBju3LeoWfbyZfCCtJoEohPissatJWCVzVbLnqhx2wq2sSrwhpUmHl,0,0,Reel de Facebook,,,,,Total,2359,2178,106,88,6,12,0,,,,4210,"25214,052","7,504",0,,
821373890029945,106810189450788,Alcaldía de Tuluá,,"¡Es hora de reinventarnos!✅💪🏼
Descubre aquí algunos tips para hacer que tu negocio brille... Aún con restricciones de movilidad. 🛵",41,03/02/2024 16:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02m2u4SPEFZq3o6Emgnm5J2DC5cP64mPdFoFm22hogs1VzrowVi4NhHM4VRRwooN4Cl,0,0,Reel de Facebook,,,,,Total,5368,4980,234,186,15,33,0,,,,8598,"69494,284","8,985",0,,
821770129990321,106810189450788,Alcaldía de Tuluá,,"Ella es Clarivet Ocampo, una mujer valiente que hace varios años llegó a Tuluá y ha dedicado parte de su vida a trabajar por la participación de las personas con discapacidad, sus familias y sus cuidadores, visibilizando y reconociendo su labor. Un ejemplo de resiliencia y lucha por la vida que es admirable. Clarivet es también, una de las #MujeresTulueñasdeCorazón 💙✅💪🏼",16,03/03/2024 07:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02KdetQPrXrtP8MEGZtoCxAVTrb29Mwpf9Nk9kfYobrTwDZzukpDXVYFBBP7zEmP2bl,0,0,Video,,,,,Total,4266,3789,286,222,25,39,260,,260,,,"58975,658","8,717",0,0,0
822526466581354,106810189450788,Alcaldía de Tuluá,,"¡ATENCIÓN PROPIETARIOS DE EMPRESAS Y DOMICILIARIOS!⚠️
El decreto seguirá vigente hasta el 31 de marzo de 2024 y desde la Alcaldía Municipal, queremos seguir apoyando el comercio nocturno en nuestro municipio. ✅💪🏼",0,03/04/2024 12:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Bh1HjYP9zuHpvKPYPY5zmtQJxDotEWWgVnokQp6UfH8kTXv1xuibLubj55kbxq81l,0,0,Foto,,,,,Total,4968,4635,57,38,0,19,286,214,71,1,,,,,,
822542629913071,106810189450788,Alcaldía de Tuluá,,"Esther y Gladys, son dos mujeres trabajadoras y fuertes que todos los días desde muy temprano hacen que los espacios de nuestra administración estén siempre limpios y en orden. Siempre están pendientes de las necesidades de cada funcionario y ayudando a que todo siempre luzca impecable con amor y sentido de pertenencia por Tuluá. Ellas son #MujeresTulueñasdeCorazón 💙",26,03/04/2024 13:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0kaoFRAkH7jsh5ukESZbriTwfTrjXodE4BdX9MyLFnvePHTxwf3REJ7biMs4Yevmcl,0,0,Reel de Facebook,,,,,Total,5895,5587,449,367,52,30,0,,,,11979,"93925,696","9,941",0,,
822593843241283,106810189450788,Alcaldía de Tuluá,,"El alcalde municipal, Gustavo Vélez, explica con detalle la razón por la cual fue retirada el acrílico de TULUÁ que representaba una marca de gobierno en la Plaza Cívica Boyacá.✅",98,03/04/2024 15:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0297Vng69h4LmApBk2oGzDtzXqNFFGA3G2r7nKYhNiHEXSXkwRt57ciq61pUetdFJul,0,0,Video,,,,,Total,30088,27774,1491,1110,176,205,4585,,4584,1,,"1217164,201","33,991",0,0,0
822606293240038,106810189450788,Alcaldía de Tuluá,,"¡Atención Tuluá! 💪🏼
Desde hoy, 4 de marzo, podrás encontrar un punto de atención del Sisbén en la Secretaría de Bienestar Social con el fin de poder brindar el servicio de manera más amplia para toda nuestra ciudadanía tulueña.💪🏼✅💙",25,03/04/2024 16:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wLVkacn7Si5GsF8TZqnxiPn6dfJqCiG5RuUTyMKKV6CrHnxXLz6f9mmKyjsn1Fa6l,0,0,Video,,,,,Total,2914,2591,190,148,14,28,166,,166,,,"49183,223","10,468",0,0,0
823140473186620,106810189450788,Alcaldía de Tuluá,,Ellas son Yamileth y Adriana. Son dos mujeres valientes que todos los días nos reciben en nuestra administración con una sonrisa y se aseguran de que todo marche bien y seguro para cada funcionario. Ellas también son #MujeresTulueñasdeCorazón 💙✅,24,03/05/2024 12:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02gr8ATrTFoNvQzktH6hC5k5kF5Lph4dTE12tBGRVMv6V1zQGws2mQC9kcuA5RzuJxl,0,0,Reel de Facebook,,,,,Total,6422,6108,411,368,20,23,0,,,,13575,"130009,201","12,327",0,,
823166376517363,106810189450788,Alcaldía de Tuluá,,"¡Continuamos velando por el bienestar de nuestros comerciantes!
Desde la Alcaldía Municipal, a través de la Secretaría de Salud, se están realizando las respectivas inspecciones técnicas a los locales comerciales, que manipulen este tipo de químicos para evitar los riesgos a los comerciantes de nuestro municipio. ✅💙",22,03/05/2024 13:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0MDVzp4VA3zBEz1Qf5ibZhmt6eF5F55ZykAJdwfaz5dEEG5RTKB7KDCRM51FYL9kVl,0,0,Reel de Facebook,,,,,Total,1507,1380,55,45,2,8,0,,,,2910,"15707,767","5,981",0,,
823602489807085,106810189450788,Alcaldía de Tuluá,,"¡En el Centro Comercial Bicentenario Plaza, encuentras de todo!
Espacios amplios y frescos, con comerciantes tulueños que están listos para atenderte y brindarte los mejores productos y el mejor servicio, solo en CC Bicentenario Plaza. ✅

Visítanos ahora en la Calle 28 # 19-38. ¡Te esperamos!💙",0,03/06/2024 07:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02MwKvxTegBdC2qiScihMNjd2dc5yh635cbyqDaYZcgo34L5NThe8zBCH3vhS277Zrl,0,0,Foto,,,,,Total,11814,11216,305,221,17,67,337,120,217,,,,,,,
823635059803828,106810189450788,Alcaldía de Tuluá,,"Ella es Laura Natalia Gil, abogada de profesión, actualmente Jefe de la Oficina Jurídica. Ella siempre amable con una sonrisa y dispuesta a ayudar a los demás, velando porque el tema legal y jurídico dentro de la Administración esté siempre seguro y al día. Ella es una de las #MujeresTulueñadeCorazón.💙✅",22,03/06/2024 08:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0nTMRvcxFv4wdzm65PjeYJWNmQ1UYiEnht1cd3pWoAsiGLoSZeaHWfqAsyZhU64Y7l,0,0,Reel de Facebook,,,,,Total,1963,1818,256,218,24,14,0,,,,4085,"31559,158","9,437",0,,
823786856455315,106810189450788,Alcaldía de Tuluá,,"La directora del Instituto Municipal para el Deporte y la Recreación, IMDER, Carolina Rodríguez, nos explica sobre las adecuaciones que se están efectuando actualmente en la Piscina Olímpica 🏊🏻 contiguo el Coliseo Benicio Echeverri. ¡Gracias a nuestra comunidad por sus aportes, pues así logramos adecuar estos espacios para la población! ✅💙💪",80,03/06/2024 14:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02a4RRTEdj2bA5z6JrUAyQgtj9b97NTrMwGfqeMuGavhw7QTcchEBQuipvr84PejX3l,0,0,Video,,,,,Total,3388,3136,472,389,42,41,304,,304,,,"110433,967","18,214",0,0,0
823801766453824,106810189450788,Alcaldía de Tuluá,,Atención Tuluá ⚠️ Estas son las fechas para cobrar el pago de Renta Mayor en los puntos @supergirosoficial y aliados. 💪🏼✅,0,03/06/2024 15:03,N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02UkffGt9j3b3KDCLpHCWHPph844y84sNnLZChX91ioDsrEUzg7642KotD9niAZD8wl,0,0,Foto,,,,,Total,5523,5273,62,47,0,15,55,36,19,,,,,,,
