Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Descripción,Duración (segundos),Hora de publicación,Tipo de subtítulo,Enlace permanente,Es una publicación cruzada,Es una publicación compartida,Tipo de publicación,Idiomas,Etiquetas personalizadas,Estado de contenido financiado,Comentario sobre los datos,Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,Veces que se compartió,Total de clics,Clics de otro tipo,Consumo de segmentación del público coincidente (Photo Click),Clics en el enlace,Segundos reproducidos,Segundos en promedio reproducidos,Ingresos estimados (USD),Impresiones del anuncio,CPM del anuncio (USD),Consumo de segmentación del público coincidente (Video Click),Reach
1075966831237315,100064720237286,Alcaldía de Tuluá,"🌿🐞 ¡San Pedro Claver libre de plagas! 🚫✨

Con la SEDAMA, realizamos la intervención en los árboles de este sector para combatir una plaga de chinches que la comunidad había solicitado desde hace varios años 🦟. Aplicamos un plan fitosanitario con fumigación y limpieza con insecticidas🌱💨, protegiendo el medio ambiente y la salud de los tulueños.

 ¡Seguimos trabajando por un #Tuluá más verde y saludable #ParaSerFelices! 🌎🌳","🌿🐞 ¡San Pedro Claver libre de plagas! 🚫✨

Con la SEDAMA, realizamos la intervención en los árboles de este sector para combatir una plaga de chinches que la comunidad había solicitado desde hace varios años 🦟. Aplicamos un plan fitosanitario con fumigación y limpieza con insecticidas🌱💨, protegiendo el medio ambiente y la salud de los tulueños.

 ¡Seguimos trabajando por un #Tuluá más verde y saludable #ParaSerFelices! 🌎🌳",45,2025-02-27 08:11:00,uploaded,https://www.facebook.com/reel/9273415836037701/,1,0,Reels,,,,,Total,1471.0,1112.0,52.0,40.0,0.0,12.0,9,9.0,,,7005.499,4.964,0.0,0.0,,,
1075919101242088,100064720237286,Alcaldía de Tuluá,"✨ Proyectos estratégicos #ParaSerFelices ✨

Hoy nuestro alcalde Gustavo Vélez presentó a empresarios y emprendedores tulueños los proyectos con los que nos hizo soñar y con los que transformarán y harán brillar el futuro de Tuluá. 🌆💡 ¡Grandes cambios vienen en camino! 🚀💙 #ParaSerFelices",,0,2025-02-27 06:59:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0UsunGBPhA7R6BZ9EEMhisn1zLSMuHbuCzSjd5E3y9gzaSmwG1p3nCZx5crfDamrUl,0,0,Fotos,,,,,Total,3851.0,2491.0,98.0,79.0,6.0,13.0,325,91.0,234.0,,,,,,,,
1075427891291209,100064720237286,Alcaldía de Tuluá,"📢 Predios con Actualización Catastral tendrán descuentos hasta el 31 de marzo 🏡💰

Aprovecha los descuentos especiales: ✅📆

🔹 Hasta 50% de descuento, según el avalúo:
💵 Inferior a $300 millones ➡️ 50%
💵 Entre $300M y $800M ➡️ 40%
💵 Superior a $800M ➡️ 20%

📌 Además, para predios de estratos 1 y 2 con avalúos menores a 135 SMMLV, el incremento será solo del 5.20% y podrán acceder a un 10% de descuento.

🏛️ La Administración Municipal te invita a aprovechar este beneficio y mantenerte al día con tus obligaciones tributarias. ¡No dejes pasar esta oportunidad! ⏳💙","📢 Predios con Actualización Catastral tendrán descuentos hasta el 31 de marzo 🏡💰

Aprovecha los descuentos especiales: ✅📆

🔹 Hasta 50% de descuento, según el avalúo:
💵 Inferior a $300 millones ➡️ 50%
💵 Entre $300M y $800M ➡️ 40%
💵 Superior a $800M ➡️ 20%

📌 Además, para predios de estratos 1 y 2 con avalúos menores a 135 SMMLV, el incremento será solo del 5.20% y podrán acceder a un 10% de descuento.

🏛️ La Administración Municipal te invita a aprovechar este beneficio y mantenerte al día con tus obligaciones tributarias. ¡No dejes pasar esta oportunidad! ⏳💙",64,2025-02-26 14:57:00,uploaded,https://www.facebook.com/reel/915774497115463/,1,0,Reels,,,,,Total,5688.0,3259.0,159.0,91.0,28.0,40.0,210,210.0,,,78709.003,15.598,0.0,0.0,,,
1075327614634570,100064720237286,Alcaldía de Tuluá,"🚒🔥 ¡4.500 millones para Bomberos de Tuluá! 🔥🚒

El alcalde @gustavovelezr, firmó el Acuerdo Bomberil 🤝 con el Benemérito Cuerpo de Bomberos del municipio, reafirmando su compromiso con nuestros héroes 💪👨‍🚒. Este convenio garantiza el funcionamiento y fortalecimiento de los organismos de socorro, asegurando una respuesta rápida y eficiente ante cualquier emergencia. 🚨🚑

¡Seguimos trabajando por la seguridad y bienestar de nuestra comunidad!  #ParaSerFelices","🚒🔥 ¡4.500 millones para Bomberos de Tuluá! 🔥🚒

El alcalde @gustavovelezr, firmó el Acuerdo Bomberil 🤝 con el Benemérito Cuerpo de Bomberos del municipio, reafirmando su compromiso con nuestros héroes 💪👨‍🚒. Este convenio garantiza el funcionamiento y fortalecimiento de los organismos de socorro, asegurando una respuesta rápida y eficiente ante cualquier emergencia. 🚨🚑

¡Seguimos trabajando por la seguridad y bienestar de nuestra comunidad!  #ParaSerFelices",52,2025-02-26 10:59:00,uploaded,https://www.facebook.com/reel/3876254429262844/,1,0,Reels,,,,,Total,5072.0,2354.0,224.0,136.0,19.0,69.0,105,105.0,,,48918.53,10.613,0.0,0.0,,,
1075279697972695,100064720237286,Alcaldía de Tuluá,"#Proyectos | Alcalde Gustavo Vélez presentó proyectos estratégicos a comerciantes.

Uno de los proyectos más destacados y de mayor impacto fue el Santuario de la Cruz del Picacho, una imponente estructura que surgirá de la montaña y será visible desde cualquier rincón del municipio. Esta construcción incluirá un templete, plazas y locales comerciales, lo que lo convertirá en un atractivo turístico de gran relevancia, posicionando a Tuluá en la ruta del turismo religioso a nivel nacional.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-02-26 09:23:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02tqVubhjtJKjdxjUiVrGFzZrdt719SfsCtACM6qcdBVhamce1iYGuJWcXL7y5RQZvl,0,0,Enlaces,,,,,Total,4647.0,2843.0,123.0,91.0,12.0,20.0,202,102.0,,100.0,,,,,,,
1075153617985303,100064720237286,Alcaldía de Tuluá,"#Planeación | Alcaldía inicia Primera Jornada Descentralizada en Nariño.

En el marco de esta iniciativa, liderada por el alcalde Gustavo Adolfo Vélez Román, se reafirma el compromiso con la comunidad llevando su oferta institucional y atendiendo a las necesidades de los tulueños, mejorando así la prestación de servicios de manera más asertiva y eficiente.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-02-26 05:51:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid09F4tNm1t7zRpho2fE1dixK75byGoK4FfdU6CBB43KkxJCbdMzCu4WasPacF8nXqel,0,0,Enlaces,,,,,Total,2499.0,1556.0,50.0,38.0,1.0,11.0,23,9.0,,14.0,,,,,,,
1075151954652136,100064720237286,Alcaldía de Tuluá,"#Hábitat | Administración Municipal estabiliza y amplía acceso a vereda Venus.

Buscando mejorar la estabilidad y seguridad de la vía hacia la vereda Venus, la Administración Municipal, a través de la Secretaría de Hábitat e Infraestructura, ejecutó una intervención en la obra que conecta con el Sector El Paraíso. Como parte de este proyecto, se construyó un muro de gaviones de 9 metros lineales, diseñado específicamente para contener el desplome y prevenir el derrumbe de la banca de la vía. Esta estructura, conocida como cuña o atraque, garantizará la estabilidad del terreno y contribuirá a prolongar la vida útil de la carretera.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-26 05:49:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RUZt6iwqkirHYJSg9eqctJ23oZUAFjuRGszcxzTqySTHJ5TJ4K5h1fXfuVakNsyGl,0,0,Enlaces,,,,,Total,1859.0,1238.0,29.0,23.0,0.0,6.0,14,1.0,,13.0,,,,,,,
1075149447985720,100064720237286,Alcaldía de Tuluá,"#Hábitat | Alcaldía continúa canalización del río para prevenir emergencias.

Con el objetivo de minimizar los riesgos de inundaciones, colapso en los sistemas de alcantarillado de aguas lluvias, erosiones y daños en las infraestructuras cercanas, la Administración Municipal, continúa con el proceso de canalización del río Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-02-26 05:45:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02e4xtGBMV6awMfJckJzhXFcnGyDSQyvdXaKxa6vJQy4aWTCKt7chA91iEjZpGaUiRl,0,0,Enlaces,,,,,Total,2295.0,1612.0,40.0,29.0,1.0,10.0,20,4.0,,16.0,,,,,,,
1073893478111317,100064720237286,Alcaldía de Tuluá,Andenes del Palacio de Justicia: Listos ✅✨,"Brindarle felicidad a los tulueños con andenes renovados en un lugar tan emblemático para nuestro municipio, es un compromiso cumplido. ✅💙

Nuestro alcalde Gustavo Vélez lo prometió y ¡hoy es una realidad! 💪🏼🏛️ Seguimos construyendo la Tuluá que todos soñamos. #ParaSerFelices",23,2025-02-24 14:17:00,,https://www.facebook.com/AlcaldiaDeTulua/videos/1406653334047341/,0,0,Videos,,,,,Total,7967.0,2917.0,482.0,298.0,81.0,103.0,172,172.0,,,58395.11,8.651,0.0,0.0,0.0,,
1073763684790963,100064720237286,Alcaldía de Tuluá,📢 ¡Alcalde Gustavo Vélez lidera Jornadas Descentralizadas a dueños de predios! 🏡💙,"Buscando brindar atención a quienes fueron objeto de actualización catastral, llevaremos nuestra Jornada de Atención a Dueños de Predios a los corregimientos. 🚜📑

📍 Estaremos en diferentes zonas con asesoría sobre avalúos, impuesto predial y más. ¡Espéranos muy pronto! 💙",51,2025-02-24 09:34:00,,https://www.facebook.com/AlcaldiaDeTulua/videos/1293530601710409/,0,0,Videos,,,,,Total,3237.0,1806.0,167.0,101.0,34.0,32.0,191,191.0,,,35817.354,12.44,0.0,0.0,0.0,,
1073756371458361,100064720237286,Alcaldía de Tuluá,"#Prevención | Alcaldía Capacita en Prevención de Derrumbes a líderes de Vereda Bellavista.

Esta iniciativa, realizada en conjunto con el equipo de Gestión del Riesgo, la Secretaría de Hábitat e Infraestructura y la Junta de Acción Comunal del sector, tiene como objetivo prevenir el colapso de las vías y mitigar posibles derrumbes que puedan ocurrir durante la temporada invernal.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-24 09:23:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0e2nG5MA9xjrwJTGR3SsP5fQowCN5AnbpPgecNYVX3dP8JcU6uuYtacrZLjpfHkj4l,0,0,Enlaces,,,,,Total,2360.0,1604.0,33.0,26.0,0.0,7.0,31,9.0,,22.0,,,,,,,
1073014868199178,100064720237286,Alcaldía de Tuluá,🎙️ ElPodcastdeVélez | Episodio 5. Proyectando el futuro de Tuluá,"🎙️ ElPodcastdeVélez | Episodio 5. Proyectando el futuro de Tuluá

Aquí puedes ver el quinto episodio de este nuevo formato que nos trae nuestro alcalde Gustavo Adolfo Vélez Román, para contarle todo lo que debes saber sobre el futuro de Tuluá.  #ParaSerFelices",881,2025-02-23 10:01:00,,https://www.facebook.com/AlcaldiaDeTulua/videos/553300634391552/,1,0,Videos,,,,,Total,2690.0,2141.0,194.0,80.0,46.0,68.0,171,171.0,,,115807.592,49.766,0.0,0.0,0.0,,
1072199958280669,100064720237286,Alcaldía de Tuluá,#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽,#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽,57,2025-02-22 15:00:00,,https://www.facebook.com/reel/523195590337891/,0,0,Reels,,,,,Total,3761.0,2063.0,156.0,114.0,16.0,26.0,142,142.0,,,48141.464,14.175,0.0,0.0,,,
1072168511617147,100064720237286,Alcaldía de Tuluá,"#Gobierno | En el marco del nuevo modelo del Servicio de Policía, alineado a la estrategia E-PAIS, personal de la Unidad Básica de Investigación criminal SEPRO DEVAL, en el municipio de Tuluá materializan la aprehensión por orden judicial de alias “Arracacho” por los delitos de fabricación, tráfico o porte de armas de fuego, accesorios partes o municiones de uso privativo de las fuerzas militares.

Lee la noticia completa ⬇️⬇️⬇️

",,0,2025-02-22 07:59:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02HQiC8WQH2Vc7LmQUxyqEDDj6gY6ngRF7dEDAex2MWARPMsJiVNkvYdmBHkCs112Rl,0,0,Enlaces,,,,,Total,5332.0,3690.0,59.0,49.0,1.0,9.0,109,21.0,,88.0,,,,,,,
1071704768330188,100064720237286,Alcaldía de Tuluá,"🚔🔗 Capturado alias “Arracacho”, miembro de la banda La Inmaculada. 

Con un amplio historial criminal, fue aprehendido en Tuluá por orden judicial.

La Policía Nacional sigue firme en la lucha contra el delito para garantizar la seguridad de los tulueños. 💪⚖️ #ParaSerFelices","🚔🔗 Capturado alias “Arracacho”, miembro de la banda La Inmaculada. 

Con un amplio historial criminal, fue aprehendido en Tuluá por orden judicial.

La Policía Nacional sigue firme en la lucha contra el delito para garantizar la seguridad de los tulueños. 💪⚖️ #ParaSerFelices",58,2025-02-21 17:54:00,uploaded,https://www.facebook.com/reel/3757714157852254/,1,0,Reels,,,,,Total,9086.0,4068.0,155.0,130.0,6.0,19.0,577,576.0,,1.0,133253.778,16.788,0.0,0.0,,,
1071671395000192,100064720237286,Alcaldía de Tuluá,"✨🏞️ ¡Nuestros parques se renuevan! 🏗️💙

Estamos recuperando y embelleciendo estos espacios de recreación para que las familias tulueñas disfruten al máximo. 🌳👨‍👩‍👧‍👦

Parques #ParaSerFelices💙✌🏽",,0,2025-02-21 16:46:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0epkxEfuGocwtrbRYxm6sF9Q6Yum1kLYmS3eRnHTHoVoPUVPeQHVPr6nq9cdfqjJZl,0,0,Fotos,,,,,Total,8089.0,5616.0,116.0,79.0,13.0,24.0,682,108.0,574.0,,,,,,,,
1071634788337186,100064720237286,Alcaldía de Tuluá,"#Planeacion | Alcaldía implementa jornadas descentralizadas para resolver dudas sobre Actualización Catastral

En una mesa técnica realizada el jueves 20 de febrero, la directora del Departamento de Planeación, Alexandra Cardona, junto al equipo de Valle Avanza, acordaron evaluar de manera individual cada uno de los casos relacionados con la actualización catastral que no coincidan con los cobros actuales.

Lee la nota completa ⬇️⬇️⬇️

",,0,2025-02-21 15:20:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02c6BewB8MP4XS2tmxd9u6Codda62arUh3Bw1jovb2dnUquB7xG2qs8YMGdxJx4h4fl,0,0,Enlaces,,,,,Total,4299.0,2796.0,94.0,48.0,28.0,18.0,247,111.0,,136.0,,,,,,,
1071449211689077,100064720237286,Alcaldía de Tuluá,"#Gobierno | Alcalde Gustavo Vélez invierte más de $1.800 millones para reforzar seguridad en Tuluá

En el marco del compromiso de la Administración Municipal con la seguridad y convivencia ciudadana, se llevó a cabo el primer comité de orden público del año, encabezado por el Secretario de Gobierno, Convivencia y Seguridad del Municipio de Tuluá, José Martín Hincapié.

Lee esta noticia ⬇️⬇️⬇️

",,0,2025-02-21 09:09:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0rjWgUYbnk2nzG59T91pqUvGuucPzXUxEdJ3BgYiTpVq9eb7dhH8p9gKtTaUzWHnUl,0,0,Enlaces,,,,,Total,6585.0,4180.0,97.0,70.0,11.0,16.0,241,94.0,,147.0,,,,,,,
1071405368360128,100064720237286,Alcaldía de Tuluá,"🏗️ Obras que transforman vidas  🏗️Con el aporte de todos los tulueños, es posible crear espacios como el Centro de Desarrollo Infantil, que beneficiará a más de 500 niños de San Francisco, La Inmaculada y San Antonio. 💙Tu contribución impulsa el desarrollo de Tuluá.#CompromisoConLaNiñez #ObrasQueTransforman #ParaSerFelices","🏗️ Obras que transforman vidas  🏗️Con el aporte de todos los tulueños, es posible crear espacios como el Centro de Desarrollo Infantil, que beneficiará a más de 500 niños de San Francisco, La Inmaculada y San Antonio. 💙Tu contribución impulsa el desarrollo de Tuluá.#CompromisoConLaNiñez #ObrasQueTransforman #ParaSerFelices",39,2025-02-21 07:59:00,,https://www.facebook.com/reel/525997613360122/,0,0,Reels,,,,,Total,6162.0,4505.0,262.0,155.0,74.0,33.0,256,256.0,,,60848.047,11.489,0.0,0.0,,,
1070712101762788,100064720237286,Alcaldía de Tuluá,"🚧 Trabajamos por la seguridad y conectividad de Tuluá 🚧

📍 Bella Vista → Atendimos un derrumbe y revisamos alcantarillas para prevenir emergencias.
📍 Puerto Frazadas → Limpieza y trabajo con la comunidad tras desprendimiento de masa.
📍 Quebrada Grande → Evaluamos la construcción de un puente vehicular y llevaremos maquinaria para mejorar las vías.

💙 Seguimos comprometidos con la seguridad y el bienestar de nuestra gente.

#ConectividadRural #ParaSerFelices",,0,2025-02-20 10:48:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02HKaV8yvsPpSjGsVrmBiUiBKPq2TQiLkruFKfj2LQHKpsrjgUkrQkL353e78Vamc3l,0,0,Fotos,,,,,Total,350.0,237.0,2.0,1.0,0.0,1.0,33,1.0,32.0,,,,,,,,
1070595328441132,100064720237286,Alcaldía de Tuluá,"#Hábitat | Continúa proceso de Canalización del río Tuluá

Atendiendo la solicitud de la comunidad del sector del Puente de las Brujas, la Administración Municipal, a través de la Secretaría de Hábitat e Infraestructura, llevó a cabo la remoción de la empalizada ubicada debajo del nuevo puente de la calle 22.

",,0,2025-02-20 07:15:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid067tUJXumxNdfcPjsSvsKme2d9RLUXiksTwpRKJGhKyfvVdPc7UmotzPWiPSgQkv1l,0,0,Enlaces,,,,,Total,2574.0,1593.0,40.0,33.0,2.0,5.0,33,12.0,,21.0,,,,,,,
1070079498492715,100064720237286,Alcaldía de Tuluá,"Avanzamos en la canalización del río Tuluá 🌊  

Atendimos la solicitud de la comunidad del Puente de las Brujas y seguimos trabajando en la remoción de escombros para mejorar el flujo del agua y prevenir inundaciones. 💧  

¡Seguimos transformando Tuluá! 🚜  

#TuluáAvanza #InfraestructuraParaTodos #ParaSerFelices",,0,2025-02-19 14:56:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02muAmM5JABsJowuEq4LUkJ6bJdpsjHWA6Qy85diJMM1dNCHpfryuT3mDDLBsxJLDel,0,0,Fotos,,,,,Total,15192.0,9912.0,155.0,112.0,15.0,28.0,880,149.0,731.0,,,,,,,,
1070078245159507,100064720237286,Alcaldía de Tuluá,"#Deporte | Administración Municipal renueva Estadio Doce de Octubre.

Desde el inicio del 2025, la Alcaldía de Tuluá, en cabeza del alcalde Gustavo Vélez, está realizando el mantenimiento a la grama del Estadio Doce de Octubre, una de las principales instalaciones deportivas del municipio, con el objetivo de mejorar sus condiciones y ofrecer un espacio adecuado para los deportistas. 

Lee la noticia:⬇⬇⬇
",,0,2025-02-19 14:53:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02mHEpQPzJkceJV8kLW8r6bbDwf7LSEeFT37xw6qM2odZHfhGXNbrPYxXJSiaeXB9rl,0,0,Enlaces,,,,,Total,3074.0,1872.0,67.0,42.0,16.0,9.0,93,60.0,,33.0,,,,,,,
1070077598492905,100064720237286,Alcaldía de Tuluá,"#MedioAmbiente | Alcaldía celebra el Día de los Humedales.

La Administración Municipal, en cabeza del alcalde Gustavo Vélez , celebró el Día Mundial de los Humedales con una jornada conmemorativa en el humedal Lago Chilicote, el único de Colombia ubicado dentro del casco urbano.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-19 14:52:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid022navhpmd9SGfv6N68atiyYVQ6hhLpAod3CbYLFrAgLQrx56R4UAADdWVNUMr9vuol,0,0,Enlaces,,,,,Total,1646.0,1056.0,24.0,20.0,0.0,4.0,22,1.0,,21.0,,,,,,,
1069838341850164,100064720237286,Alcaldía de Tuluá,"🏟️¡Estamos cambiándole la cara de nuestro estadio!✅💪🏼

Con trabajos y mantenimiento del césped: fertilizamos, abonamos y regamos para darle nueva vida a este importante espacio deportivo. ¡Un estadio para que los tulueños puedan ser felices! ⚽
 #ParaSerFelices 💙✌🏽","🏟️¡Estamos cambiándole la cara de nuestro estadio!✅💪🏼

Con trabajos y mantenimiento del césped: fertilizamos, abonamos y regamos para darle nueva vida a este importante espacio deportivo. ¡Un estadio para que los tulueños puedan ser felices! ⚽
 #ParaSerFelices 💙✌🏽",33,2025-02-19 06:44:00,,https://www.facebook.com/reel/1315705656405090/,1,0,Reels,,,,,Total,6816.0,3708.0,289.0,187.0,34.0,68.0,397,396.0,,1.0,57579.723,9.406,0.0,0.0,,,
1069337678566897,100064720237286,Alcaldía de Tuluá,"🚧 Al 65% está el Intercambiador de la 30 🚧

Este proyecto busca mejorar el espacio público y la conectividad de nuestra ciudad. ¡Seguimos avanzando para construir un Tuluá más conectado! 🚗💨

#TuluáCrece #ObraParaSerFeliz #movilidadtuluá","🚧 Al 65% está el Intercambiador de la 30 🚧

Este proyecto busca mejorar el espacio público y la conectividad de nuestra ciudad. ¡Seguimos avanzando para construir un Tuluá más conectado! 🚗💨

#TuluáCrece #ObraParaSerFeliz #movilidadtuluá",47,2025-02-18 17:10:00,uploaded,https://www.facebook.com/reel/1142124117318620/,1,0,Reels,,,,,Total,8359.0,5251.0,239.0,155.0,25.0,59.0,309,309.0,,,97666.035,12.817,0.0,0.0,,,
1069225325244799,100064720237286,Alcaldía de Tuluá,"#Gobierno | Alcaldía de Tuluá entrega equipos tecnológicos a Ejército y Fiscalía

La Administración Municipal, a través de la Secretaría de Gobierno, Convivencia y Seguridad, realizó la entrega de equipos de comunicación al Ejército Nacional y a la Fiscalía General de la Nación, esta acción tiene como objetivo reforzar las labores operativas e investigativas de ambas entidades, mejorando sus capacidades tecnológicas y contribuyendo a la eficiencia y agilidad en sus procesos.

Leer la noticia completa: ⬇️⬇️⬇️

",,0,2025-02-18 13:47:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02oxY2kbDptoPEgxmSNmGb7knpa8bQrFNYnDdVucDdmdjHD3cvFbkrNSJ7J4uJpHQVl,0,0,Enlaces,,,,,Total,7676.0,4532.0,122.0,97.0,6.0,19.0,404,49.0,,355.0,,,,,,,
1069101285257203,100064720237286,Alcaldía de Tuluá,"#Impuestos | Alcalde Gustavo Vélez ordenó reliquidar impuesto predial para cobro justo.

Con el objetivo de garantizar la equidad y un trato justo para los tulueños en materia de impuestos, el alcalde Gustavo Vélez Román ordenó reliquidar el valor del impuesto predial a favor de los habitantes de los estratos 1 y 2 de la zona rural, cuyos predios fueron objeto de la Actualización Catastral. 

Leer la noticia completa:⬇⬇⬇
",,0,2025-02-18 09:35:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02iD7m3r1taghhGSiZVkmAGbCVdXH3WnaRoxMBSvHy4U3K6tcqwkQsDM5F3rsoHiJPl,0,0,Enlaces,,,,,Total,10804.0,6643.0,163.0,93.0,36.0,34.0,630,401.0,,229.0,,,,,,,
1069066581927340,100064720237286,Alcaldía de Tuluá,,,0,2025-02-18 08:37:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02S7UoTEnbxCA2QxGYEefdSeJeUf5JvZKQkTeVcZVNw1NB1aG45EnXdrwVVPrhHYYAl,0,1,Texto,,,,,Total,,1446.0,45.0,28.0,17.0,0.0,188,188.0,,,,,,,,,
1435193307445679,100064720237286,Alcaldía de Tuluá,Ultimas Decisiones Actualización Catastral,El alcalde Gustavo Adolfo Vélez Roman habla en vivo de las ultimas decisiones después de reunión sostenida entre el operador catastral Valle Avanza y la Administración Municipal.,944,2025-02-17 17:20:00,uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1435193307445679/,0,0,En vivo,,,,,Total,51182.0,38468.0,842.0,468.0,138.0,236.0,3656,3656.0,,,678107.711,14.856,0.0,0.0,0.0,,
1068480171985981,100064720237286,Alcaldía de Tuluá,"📢📣
En minutos el alcalde Gustavo Adolfo Vélez Román hablará sobre las últimas decisiones frente al proceso de actualización catastral",,0,2025-02-17 16:50:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid022dxUbLsE8Q2NwUKmwkoCaB1hkBjRjHxvDsP5cq6Vcy3QywXpiJUoLj85945qSYXol,0,0,Texto,,,,,Total,6685.0,3751.0,88.0,72.0,1.0,15.0,120,120.0,,,,,,,,,
1068436865323645,100064720237286,Alcaldía de Tuluá,🎒 Llegamos con el Parche de Mi Cole a la Iberia🎒Keyla y sus compañeros recibieron sus kits escolares para seguir aprendiendo y soñando en grande🚀¡Invertir en su educación es invertir en una Tuluá mejor! ✏️📚#Paraserfelices #EducaciónParaTodos #ParcheDeMiCole,🎒 Llegamos con el Parche de Mi Cole a la Iberia🎒Keyla y sus compañeros recibieron sus kits escolares para seguir aprendiendo y soñando en grande🚀¡Invertir en su educación es invertir en una Tuluá mejor! ✏️📚#Paraserfelices #EducaciónParaTodos #ParcheDeMiCole,57,2025-02-17 15:03:00,,https://www.facebook.com/reel/9201463646633223/,0,0,Reels,,,,,Total,3685.0,2249.0,206.0,130.0,9.0,67.0,28,28.0,,,19866.039,5.697,0.0,0.0,,,
1068365485330783,100064720237286,Alcaldía de Tuluá,"#Prevención | Limpieza de alcantarillado para prevención de inundaciones.

Con el pronóstico del IDEAM que anticipa un incremento en las lluvias, se hace un llamado a la población a utilizar adecuadamente el sistema de alcantarillado para prevenir inundaciones y reboses que podrían dañar tanto la infraestructura como los hogares.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-17 12:09:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0jMdKDFuhYx3mzpyBLoVi7YmaVF5dd2zHkfKput3Gs1VL196m5H6FoqaWaGrUhAd6l,0,0,Enlaces,,,,,Total,1635.0,1006.0,36.0,25.0,3.0,8.0,9,5.0,,4.0,,,,,,,
1068364845330847,100064720237286,Alcaldía de Tuluá,"#Impuestos | Alcaldía amplía 10% de descuento hasta marzo.

Esta medida refleja el compromiso del alcalde Gustavo Vélez con los tulueños, brindándoles la oportunidad de presentar sus reclamaciones en caso de inconformidades o desacuerdos con el avalúo y la liquidación de sus facturas.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-02-17 12:07:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02p7cfQxRu7Q6bBro8BdB5mS2knng1wgdHkU7gvUgowc9NiDjAV5zcNckqdcKf7HYl,0,0,Enlaces,,,,,Total,1286.0,811.0,16.0,12.0,0.0,4.0,12,1.0,,11.0,,,,,,,
1068340881999910,100064720237286,Alcaldía de Tuluá,"#Educación | Se extienden inscripciones para Jornada de Educación Sabatina.

Las inscripciones a este programa, que permite la culminación de estudios básicos en modalidad por ciclos, estará disponible hasta el 22 de febrero, brindando una nueva oportunidad para quienes deseen completar su formación académica de manera gratuita.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-17 11:17:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid036vQiSRdSaNxmtuaiHJZX2kduxuGNEmoajDiwbxST39kVHBwDfCe7tXU12qKaFF15l,0,0,Enlaces,,,,,Total,1570.0,1073.0,21.0,14.0,0.0,7.0,19,4.0,,15.0,,,,,,,
1068337372000261,100064720237286,Alcaldía de Tuluá,"#Movilidad | Alcaldía despeja vía afectada por empalizada.

Atendiendo al llamado de la comunidad, la Administración Municipal, a través de la Secretaría de Hábitat e Infraestructura, realizó la intervención de limpieza con retroexcavadora del puente de Zabaletas que comunica al sector de Aguaclara y que durante esta semana se vio afectada con la creciente de dicha quebrada, y actualmente se encuentra totalmente despejada para el paso.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-17 11:11:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0kvi3uWzqegdRx9C323gKtFaRCTDwPisWTbMX1fnWQCYzV5CNoF6vSeQgav2wW6Col,0,0,Enlaces,,,,,Total,1884.0,1307.0,26.0,21.0,0.0,5.0,18,5.0,,13.0,,,,,,,
