"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","Total de clics","Clics de otro tipo","Clics en el enlace","CPM del anuncio (USD)","Consumo de segmentación del público coincidente (Photo Click)"
1181089490725048,100064720237286,"Alcaldía de Tuluá","#Obras | La calle 34 se transforma: Rehabilitación histórica beneficiará a cinco barrios.

Con la intervención de más de 1.400 metros lineales y la recuperación total de 16 cuadras, la Administración Municipal del ingeniero Gustavo Adolfo Vélez Román adelanta la rehabilitación vial más grande de los últimos años en Tuluá, impactando directamente la movilidad y calidad de vida de los habitantes de los barrios Sajonia, Salesiano, Avenida Cali, Victoria y Fátima. 

Lee la noticia completa:⬇️⬇️⬇️
",,0,"07/07/2025 19:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0H3Jn1F1iLSqHwp4R4aZMKnANRKr5LvCciwPSUCmoQdVMWZP8DBZDdyxsF4gKDgHTl,0,0,Enlaces,,,,,Total,8473,5210,175,132,15,28,,,,,191,63,128,,
1181088670725130,100064720237286,"Alcaldía de Tuluá","#Obras | La PTAP de La Moralia ya supera el 93% de avance y beneficiará a más de 700 habitantes.

La Planta de Tratamiento de Agua Potable (PTAP) de La Moralia se encuentra en su etapa final, con un avance del 93.28%, consolidándose como una solución concreta para garantizar el acceso al agua potable en esta zona rural del municipio de Tuluá. La obra es desarrollada por la Administración Municipal, bajo el liderazgo del alcalde Gustavo Adolfo Román, en conjunto con Empresas Municipales de Tuluá, EMTULUÁ E.S.P.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"07/07/2025 19:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02t35vn3FsRWieP5Er24gG6csqgzEZe8NdmfoB6q6bWpjpbXHixEAyXBFhyf6CFZAcl,0,0,Enlaces,,,,,Total,1567,1033,36,27,1,8,,,,,7,2,5,,
1181088017391862,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Comfenalco Valle reconoce a la Secretaría de Bienestar Social por su compromiso con el empleo.

La Secretaría de Bienestar Social de Tuluá fue reconocida por la Agencia de Empleo Comfenalco Valle Delagente por su destacada labor en la generación de empleo durante el primer semestre de 2025. Este reconocimiento exalta el compromiso de la Administración Municipal con la promoción de oportunidades laborales dignas y sostenibles para los tulueños.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"07/07/2025 19:29",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02B2bfEuFAd6kzfo4T42aDiZEdVXtzcvFGrCPsgQwA4sYQcA1Li2hr8c7BZTFyewmQl,0,0,Enlaces,,,,,Total,2898,1882,42,35,1,6,,,,,92,3,89,,
1180993477401316,100064720237286,"Alcaldía de Tuluá","🎨✨ ¡Nuestros espacios educativos tienen nueva cara! 🏫💫

Hoy realizamos verificación en la I.E. Técnica Industrial Carlos Sarmiento Lora, que ahora luce renovada, con murales 🖌️, pintura 🎨 y ambientes más bonitos 🌈.

Un entorno digno, alegre y colorido que inspira a nuestros estudiantes 👩‍🎓👨‍🎓 y fortalece la educación de calidad 📚💙
#ParaSerFelices 😊🌟","🎨✨ ¡Nuestros espacios educativos tienen nueva cara! 🏫💫

Hoy realizamos verificación en la I.E. Técnica Industrial Carlos Sarmiento Lora, que ahora luce renovada, con murales 🖌️, pintura 🎨 y ambientes más bonitos 🌈.

Un entorno digno, alegre y colorido que inspira a nuestros estudiantes 👩‍🎓👨‍🎓 y fortalece la educación de calidad 📚💙
#ParaSerFelices 😊🌟",47,"07/07/2025 16:17",uploaded,https://www.facebook.com/reel/1070743634486338/,1,0,Reels,,,,,Total,3168,1723,213,162,15,36,29156.066,10.223,0,0,82,82,,,
1180690617431602,100064720237286,"Alcaldía de Tuluá","🚧 ¡16 cuadras y más de 1.400 metros de vía renovada! 🛣️🙌

Así avanza la obra de la calle 34, una de las más importantes de Tuluá, que atraviesa 5 barrios y conecta el occidente con el oriente del municipio. 🌇➡️🌄 Con el apoyo de INFITULUÁ, la Administración del alcalde @gustavovelezr, le apuesta a una movilidad más segura, cómoda y eficiente para todos. 🚗🚶‍♀️

Seguimos construyendo una ciudad que se mueve mejor #ParaSerFelices 💙","🚧 ¡16 cuadras y más de 1.400 metros de vía renovada! 🛣️🙌

Así avanza la obra de la calle 34, una de las más importantes de Tuluá, que atraviesa 5 barrios y conecta el occidente con el oriente del municipio. 🌇➡️🌄 Con el apoyo de INFITULUÁ, la Administración del alcalde @gustavovelezr, le apuesta a una movilidad más segura, cómoda y eficiente para todos. 🚗🚶‍♀️

Seguimos construyendo una ciudad que se mueve mejor #ParaSerFelices 💙",52,"07/07/2025 07:13",N/A,https://www.facebook.com/reel/742370701779570/,1,0,Reels,,,,,Total,5993,4039,347,274,32,41,75913.508,14.144,0,0,200,199,1,,
1179966894170641,100064720237286,"Alcaldía de Tuluá","🎉 ¡Ya estamos en la III Feria de Emprendimiento: Impulsando Comunidades! 🛍️✨

Hoy el Parque de la Guadua se llena de talento, creatividad y sabor con más de 70 emprendimientos, presentaciones artísticas, show de gastronomía, premios y mucho más. 😍🔥

📍Estamos hasta las 5:00 p. m. con toda la oferta institucional: Renta Ciudadana, Colombia Mayor, vacunación canina y felina, Renta Joven, Puntos INNOVA, ¡y muchas sorpresas más!

🌈 Ven, apoya lo nuestro y disfruta en familia. #ParaSerFelices 💙🤩",,0,"07/06/2025 11:20",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02aA8q3i3nZ238ooegtY9eTEfbksCGitxe42dDP6M66JbmXJzedyxGgzSqcrrXkGaTl,0,0,Fotos,,,,,Total,9744,6162,98,75,5,18,,,,,780,172,,,608
1179204134246917,100064720237286,"Alcaldía de Tuluá","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅ 😎","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅ 😎",67,"07/05/2025 16:10",uploaded,https://www.facebook.com/reel/24279785881625062/,1,0,Reels,,,,,Total,1312,797,50,35,0,15,8347.508,6.775,0,0,7,7,,,
1179169420917055,100064720237286,"Alcaldía de Tuluá","🙌✨ ¡Con Iglesia a tu barrio, nuestra oferta institucional llegó hoy a la I.E. Corazón del Valle! 🏫

Estamos compartiendo con la comunidad y brindando servicios como SISBÉN, vacunación, orientación familiar, pastoral social, atención a las juventudes, ropero comunitario, charlas y mucho más. 💬🧥🧑‍⚕️

📍Ven y aprovecha esta jornada pensada para ti y tu familia. ¡Estamos hasta las 6:00 p. m.! Te esperamos 🤩💙 #ParaSerFelices",,0,"07/05/2025 14:53",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0xyYZLrpsxxvgshJYatNi3zXDmVrg6eA7tfs3rdoCqeGLn9st9Xm6v7TntZq9cbwbl,0,0,Fotos,,,,,Total,6085,3555,76,60,0,16,,,,,402,85,,,317
1178320081001989,100064720237286,"Alcaldía de Tuluá","#Movilidad | Tuluá reconocida a nivel nacional por reducción de índices de accidentalidad

Gracias a las estrategias en materia de movilidad implementadas por el alcalde Gustavo Adolfo Vélez Román, el municipio de Tuluá se convirtió en el único del Valle del Cauca en registrar una reducción significativa en la accidentalidad vial durante el año 2024.

Lee la noticia completa:⬇⬇⬇",,0,"07/04/2025 14:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02s78pEgn6yB3LDVpZqfxCTLg8r4REo3GjqXPa2jgqGxVhoEsAiTXszz9ZSXaGYdrBl,0,0,Enlaces,,,,,Total,7861,4827,239,159,62,18,,,,,555,432,123,,
1178319677668696,100064720237286,"Alcaldía de Tuluá","#Educación | Administración Municipal lidera gestión para aplicar nuevo decreto sin afectar la educación.

Con el objetivo de garantizar la correcta aplicación del Decreto 277 de 2025 y proteger la calidad de la educación en el municipio, la Administración del alcalde Gustavo Vélez Román gestionó una asistencia técnica del Ministerio de Educación Nacional para brindar claridad sobre los cambios normativos que impactan directamente a docentes, rectores y estudiantes del sistema educativo oficial.

Lee la noticia completa:⬇⬇⬇
",,0,"07/04/2025 14:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0JBVHz4P8vte7uAy5ahqR9maEqhRNk7SqvVLcceVveiW5ZEVxR8Jb2MUQrD8jrjgil,0,0,Enlaces,,,,,Total,3868,2261,45,38,0,7,,,,,123,14,109,,
1178290214338309,100064720237286,"Alcaldía de Tuluá","🎉✨ ¡Prepárate para vivir un fin de semana #ParaSerFelices!
Desliza 👉 y descubre todo lo que hemos preparado para ti este sábado y domingo 🗓️: una agenda llena de cultura 🎭, sabores deliciosos 🍲, recorridos turísticos 🏞️ y momentos únicos para disfrutar en familia 👨‍👩‍👧‍👦 o con amigos 💃🕺.

Desde la Alcaldía Municipal seguimos creando espacios pensados para tu alegría y bienestar.
💙💪🏼¡No te lo puedes perder! #ParaSerFelices",,0,"07/04/2025 13:29",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02scMnNPRHQcNNxExFtbELQ7SgWpQRjoWumwc999tRs3xPtH2q3DEpUNz8Hhnjfo3l,0,0,Fotos,,,,,Total,3504,2096,44,38,0,6,,,,,224,35,,,189
1178162227684441,100064720237286,"Alcaldía de Tuluá",,,0,"07/04/2025 09:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid035BnMrPXh6vw4z5vMewC1p8miS1CJ1fmXY1NE536kSJ9vfX1DyWZ2cbbTi1n1qwkl,0,1,Fotos,,,,,Total,1570,1021,38,27,0,11,,,,,47,7,,,40
1178158321018165,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 90 personas inician la ruta para obtener su certificado de discapacidad en Tuluá.

Más de 90 tulueños participaron en el inicio de la ruta para la obtención del certificado de discapacidad, una jornada clave que marca un paso fundamental en el reconocimiento de derechos y el acceso a beneficios sociales para esta población.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/04/2025 09:36",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid03B5q2o9MpoQ2SBaCBVmGmUqrcju7Lgv72mKPQZZnFSRkHuUHYHEhHj8Gj1byb5BXl,0,0,Enlaces,,,,,Total,1755,1187,33,24,0,9,,,,,16,6,10,,
1178149877685676,100064720237286,"Alcaldía de Tuluá","En Tuluá, las obras se empiezan a ver✅💪🏼

Muy pronto iniciará la transformación del Lago Chilicote 🏞️, un proyecto que renueva la esperanza, el turismo y la recreación para todos.
Con más de $7.000 millones de inversión 💰, nuestro lago será un símbolo de progreso y bienestar. #ParaSerFelices 💙","En Tuluá, las obras se empiezan a ver✅💪🏼

Muy pronto iniciará la transformación del Lago Chilicote 🏞️, un proyecto que renueva la esperanza, el turismo y la recreación para todos.
Con más de $7.000 millones de inversión 💰, nuestro lago será un símbolo de progreso y bienestar. #ParaSerFelices 💙",49,"07/04/2025 09:22",N/A,https://www.facebook.com/reel/715422254612676/,1,0,Reels,,,,,Total,4787,2738,322,211,40,71,47081.569,11.18,0,0,234,234,,,
1177560174411313,100064720237286,"Alcaldía de Tuluá","Mejoramos calle 34 y ahora será  importante arteria vial✅🚧

Gracias al compromiso del alcalde Gustavo Vélez, seguimos con el mejoramiento de las vías, en esta ocasión en el barrio Sajonia, que ahora será clave para la movilidad de la zona. 🛣️✨

✅ Más 800 metros intervenidos
✅ Obras con recursos 100% tulueños
✅ Más seguridad, mejor tránsito y bienestar para todos

¡Así le seguimos apostando a una Tuluá moderna, conectada y con vías dignas #ParaSerFelices! 🏙️🚦","Mejoramos calle 34 y ahora será  importante arteria vial✅🚧

Gracias al compromiso del alcalde Gustavo Vélez, seguimos con el mejoramiento de las vías, en esta ocasión en el barrio Sajonia, que ahora será clave para la movilidad de la zona. 🛣️✨

✅ Más 800 metros intervenidos
✅ Obras con recursos 100% tulueños
✅ Más seguridad, mejor tránsito y bienestar para todos

¡Así le seguimos apostando a una Tuluá moderna, conectada y con vías dignas #ParaSerFelices! 🏙️🚦",20,"07/03/2025 16:12",N/A,https://www.facebook.com/reel/710237511792688/,1,0,Reels,,,,,Total,3280,1648,153,85,8,60,18387.399,6.44,0,0,64,64,,,
1177547384412592,100064720237286,"Alcaldía de Tuluá","#Obras | Lago Chilicote: un nuevo impulso al turismo en Tuluá.

Con una inversión cercana a los 7.000 millones de pesos, cofinanciados entre la Gobernación del Valle del Cauca y la Administración Municipal, Tuluá avanza en la ejecución del ambicioso proyecto de renovación integral del Lago Chilicote, uno de los espacios más emblemáticos y queridos por los tulueños.

Lee la noticia completa:⬇⬇⬇
",,0,"07/03/2025 15:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0JStQxdoMq3R9Rm1rxPxA4myaBkAmmZ6NHvk9fupc8JzfNGcakzn3YisvADpBCmqNl,0,0,Enlaces,,,,,Total,8317,5329,172,130,17,25,,,,,561,212,349,,
1177546884412642,100064720237286,"Alcaldía de Tuluá","#Obras | Mejoramos calle 34 y ahora será importante arteria vial.

Atendiendo el llamado de la comunidad y como parte de las obras complementarias al proyecto de recuperación del Lago Chillicote y a otras aperturas viales estratégicas, la Administración del alcalde Gustavo Vélez  adelanta el mejoramiento de la capa de rodadura de la calle 34 en el barrio Sajonia. Esta vía, que se encontraba en pésimas condiciones, ha sido priorizada por su importancia para la movilidad del sector y el bienestar de sus habitantes.

Lee la noticia completa:⬇⬇⬇
",,0,"07/03/2025 15:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wFchAxhqEojXnGr9LFmbSSU21RjG3f9BveZhBd8WJaSjAJGMxz8Z9XsFqV8vo6YVl,0,0,Enlaces,,,,,Total,2084,1426,46,31,4,11,,,,,38,13,25,,
1177546534412677,100064720237286,"Alcaldía de Tuluá","#SaludAnimal | Más de 50 caninos y felinos fueron esterilizados en jornada gratuita en Tuluá.

En una apuesta por el bienestar animal y la tenencia responsable de mascotas, la Administración Municipal, en articulación con la Subsecretaría de Protección y Bienestar Animal del Departamento, realizó una jornada de esterilización gratuita de perros y gatos en el Coliseo de Ferias Manuel Victoria Rojas.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/03/2025 15:42",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02nFGHDbonr7TEWKWQugcCSBUhv4ZUBF22u7FKYxaNXikbFxU8YiyoKEJ4w8FA4dYDl,0,0,Enlaces,,,,,Total,1060,751,17,13,0,4,,,,,4,1,3,,
1177521581081839,100064720237286,"Alcaldía de Tuluá","Tuluá reconocida a nivel nacional por reducción de índices de accidentalidad ✅🏅

Gracias a las estrategias lideradas por el alcalde Gustavo Adolfo Vélez Román, nuestro municipio fue reconocido a nivel nacional por lograr la mayor reducción de accidentalidad en el Valle del Cauca. 👏con el Premio Guardianes de la Vida, entregado por la Agencia Nacional de Seguridad Vial, la Universidad de los Andes y El Tiempo.

📉 100 accidentes menos en 2024, fruto del trabajo técnico, pedagógico y comprometido desde el Departamento Administrativo de Movilidad.

Tuluá es ejemplo para todo el país. ¡Seguimos avanzando con orden, prevención y seguridad vial! 💪🚧 #ParaSerFelices","Tuluá reconocida a nivel nacional por reducción de índices de accidentalidad ✅🏅

Gracias a las estrategias lideradas por el alcalde Gustavo Adolfo Vélez Román, nuestro municipio fue reconocido a nivel nacional por lograr la mayor reducción de accidentalidad en el Valle del Cauca. 👏con el Premio Guardianes de la Vida, entregado por la Agencia Nacional de Seguridad Vial, la Universidad de los Andes y El Tiempo.

📉 100 accidentes menos en 2024, fruto del trabajo técnico, pedagógico y comprometido desde el Departamento Administrativo de Movilidad.

Tuluá es ejemplo para todo el país. ¡Seguimos avanzando con orden, prevención y seguridad vial! 💪🚧 #ParaSerFelices",31,"07/03/2025 14:59",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/9906719266121572/,0,0,Videos,,,,,Total,4084,2450,192,143,23,26,39777.893,10.988,0,0,163,163,,0,
1177462227754441,100064720237286,"Alcaldía de Tuluá","🚨¡Los Puntos Innova ayudan a cerrar la brecha digital!🚨

Desde su entrega en 2016 por el MINTIC a la Administración del Ingeniero @gustavovelezr estos espacios han sido herramientas perfectas para acercar a las comunidades con el conocimiento digital 💻, con la información y por supuesto con cursos y talleres que han beneficiado a miles de ciudadanos.

La Administración Municipal a través del Departamento Administrativo TIC extiende la invitación a toda la ciudadanía para que aprovechen estos espacios, dotados de internet 🛜 ,equipos y ambientes muy bien adecuados para el desarrollo de múltiples actividades. #ParaSerFelices","🚨¡Los Puntos Innova ayudan a cerrar la brecha digital!🚨

Desde su entrega en 2016 por el MINTIC a la Administración del Ingeniero @gustavovelezr estos espacios han sido herramientas perfectas para acercar a las comunidades con el conocimiento digital 💻, con la información y por supuesto con cursos y talleres que han beneficiado a miles de ciudadanos.

La Administración Municipal a través del Departamento Administrativo TIC extiende la invitación a toda la ciudadanía para que aprovechen estos espacios, dotados de internet 🛜 ,equipos y ambientes muy bien adecuados para el desarrollo de múltiples actividades. #ParaSerFelices",59,"07/03/2025 12:53",uploaded,https://www.facebook.com/reel/1056293459977050/,1,0,Reels,,,,,Total,1015,697,35,23,1,11,5397.663,5.779,0,0,5,5,,,
1177313284436002,100064720237286,"Alcaldía de Tuluá","📢 ¡Tu decisión cuenta! 🗳️
¿Tienes entre 14 y 28 años? ¡Es momento de participar!✅
Inscribe tu documento y prepárate para las elecciones del Consejo Municipal de Juventudes 2025 🙌🏼

🗓️ Inscripciones hasta el 21 de julio
📍 Entra a 👉 idj.registraduria.gov.co

🔍 Y desde el 19 de septiembre, verifica tu inscripción en:
🌐 www.registraduria.gov.co

💬 Elige, propone y transforma tu municipio. ¡Comparte y motiva a más jóvenes como tú! 💪🏼 #ParaSerFelices Registraduría Nacional del Estado Civil de Colombia",,0,"07/03/2025 08:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0KMRBXMU4DXQvoYZLE3SHo5d1J3CerHxeZPxCcAdzmJzCdiKVrhaUorU2Nn1zuB8Sl,0,0,Fotos,,,,,Total,2015,1303,31,18,0,13,,,,,90,18,4,,68
1177289281105069,100064720237286,"Alcaldía de Tuluá","🎉 ¡Feria de Emprendimiento en Tuluá! 💼✨
Este 6 de julio acompáñanos en el Parque de la Guadua y disfruta de:

🎨 Presentaciones artísticas
🍽️ Show de gastronomía
🛍️ Más de 70 emprendimientos
🎁 Premios, Oferta Institucional y mucho más

🕙 De 10:00 a. m. a 5:00 p. m.
¡Una oportunidad para apoyar el talento local y fortalecer nuestras comunidades! 💪🏽 #ParaSerFelices  ¡Te esperamos!",,0,"07/03/2025 07:57",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fqd3XvSjc5pVtuYJL8RrbW5TDcrbKcb1NbwRfSR63Jtu6RqLoi76HAgDqnTZ5pH2l,0,0,Fotos,,,,,Total,1579,1028,44,35,0,9,,,,,8,3,,,5
1176771321156865,100064720237286,"Alcaldía de Tuluá","#Salud | Tuluá inaugura el primer Club Cuidarte para pacientes diabéticos e hipertensos.

Con el objetivo de transformar la atención en salud y fortalecer el acompañamiento a pacientes crónicos, el Hospital Rubén Cruz Vélez, en articulación con la Secretaría Departamental de Salud del Valle del Cauca y la Secretaría de Salud Municipal, inauguró en Tuluá el primer Club Cuidarte, una iniciativa pionera dirigida a personas con diagnóstico de diabetes e hipertensión.

Lee la noticia completa:⬇⬇⬇
",,0,"07/02/2025 15:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02RugjYav3XbRvPvDFdBDUfE1Hdna71Sj2T193YSrTrLK9wLVj17twHvcV2QwZCUakl,0,0,Enlaces,,,,,Total,3234,2213,65,46,5,14,,,,,102,38,64,,
1176744467826217,100064720237286,"Alcaldía de Tuluá","🩺🐾 ¡+50 animalitos esterilizados por una Tuluá que protege y cuida!
Seguimos dando pasos firmes por el bienestar animal 💙✅

Gracias al trabajo articulado entre la Subsecretaría de Protección y Bienestar Animal y la Secretaría de Salud Municipal, realizamos una jornada de esterilización gratuita que permitió a más de 50 caninos y felinos acceder a su cirugía 🐶🐱
Esterilizar es:
✅ Prevenir el abandono
✅ Evitar el maltrato
✅ Un acto de amor

#ParaSerFelices 💙😺🐶","🩺🐾 ¡+50 animalitos esterilizados por una Tuluá que protege y cuida!
Seguimos dando pasos firmes por el bienestar animal 💙✅

Gracias al trabajo articulado entre la Subsecretaría de Protección y Bienestar Animal y la Secretaría de Salud Municipal, realizamos una jornada de esterilización gratuita que permitió a más de 50 caninos y felinos acceder a su cirugía 🐶🐱
Esterilizar es:
✅ Prevenir el abandono
✅ Evitar el maltrato
✅ Un acto de amor

#ParaSerFelices 💙😺🐶",40,"07/02/2025 14:35",uploaded,https://www.facebook.com/reel/705112092318593/,1,0,Reels,,,,,Total,941,675,60,40,7,13,7673.95,8.996,0,0,12,12,,,
1176590784508252,100064720237286,"Alcaldía de Tuluá","🔧🏫 ¡Recuperamos las aulas de la I. E. Julia Restrepo!

Gracias al compromiso del alcalde Gustavo Vélez y al trabajo articulado con la directiva del plantel, hemos restaurado 3 aulas y avanzamos en la intervención de otras 3 más. 💪✨

📍La Secretaría de Educación visitó la obra y comprobó los avances de esta intervención prioritaria para garantizar espacios seguros para nuestros estudiantes.

💙 ¡Seguimos cumpliendo con hechos y transformando la infraestructura educativa de Tuluá! #ParaSerFelices 💙✅","🔧🏫 ¡Recuperamos las aulas de la I. E. Julia Restrepo!

Gracias al compromiso del alcalde Gustavo Vélez y al trabajo articulado con la directiva del plantel, hemos restaurado 3 aulas y avanzamos en la intervención de otras 3 más. 💪✨

📍La Secretaría de Educación visitó la obra y comprobó los avances de esta intervención prioritaria para garantizar espacios seguros para nuestros estudiantes.

💙 ¡Seguimos cumpliendo con hechos y transformando la infraestructura educativa de Tuluá! #ParaSerFelices 💙✅",42,"07/02/2025 09:38",N/A,https://www.facebook.com/reel/1260339225878743/,1,0,Reels,,,,,Total,2716,1474,172,134,10,28,25961.98,10.506,0,0,49,49,,,
1176584231175574,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Mesa de Participación de Niños, Niñas y Adolescentes: Voces para la Construcción de la Política Pública.

Más de 50 niños, niñas y adolescentes de diferentes instituciones educativas participaron activamente en la Mesa de Participación, un espacio de diálogo donde aportaron sus ideas, experiencias y propuestas para la construcción de la Política Pública que garantizará la protección y el cumplimiento de sus derechos. 

Lee la noticia completa:⬇⬇⬇
",,0,"07/02/2025 09:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0GXAYMJhv7F2aKtCnNpyXRtGpiFfwq3o2hbfY1qoCyjwQc1zqwZ5NSd7U7C1X8RiTl,0,0,Enlaces,,,,,Total,1219,876,30,23,0,7,,,,,12,1,11,,
1176581881175809,100064720237286,"Alcaldía de Tuluá","#Gobierno | Tuluá fortalece la prevención de la violencia intrafamiliar y la protección de los derechos de la niñez.

La Administración Municipal de Tuluá, a través de la Secretaría de Gobierno, Convivencia y Seguridad y su Comisaría de Familia, desarrolló una importante jornada de sensibilización en el Colegio Guillermo Ponce de León, en cumplimiento de las funciones establecidas en la Ley 2126 de 2021.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/02/2025 09:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02N2vxJG2m6nApq3QT6NtJygHBy9PwGuds9xf3WDaZxdPuH1Wp59BniU2GxS8susG9l,0,0,Enlaces,,,,,Total,1383,1005,44,30,3,11,,,,,16,6,10,,
1176578981176099,100064720237286,"Alcaldía de Tuluá","#Educación | Alcaldía avanza en recuperación de techos en la I.E. Julia Restrepo.

Con el compromiso de garantizar entornos educativos seguros y dignos para la comunidad estudiantil, el alcalde Gustavo Vélez Román,  continúa trabajando por recuperación de las aulas de la Institución Educativa Julia Restrepo.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/02/2025 09:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02nMNzex5AqK8nKrwRpVbf8g4HBW1yCJhkmMAFhXoNRoVwSrDrPyPikggo9Hd6VCGZl,0,0,Enlaces,,,,,Total,2165,1485,79,60,7,12,,,,,15,10,5,,
1175983077902356,100064720237286,"Alcaldía de Tuluá","🏁🔥 ¡Vuelve la emoción a toda velocidad! 🔥🏁

El Cuarto de Milla Tuluá regresa este 26 y 27 de julio al Aeropuerto Heriberto Gil Martínez 🚗💨

Pilotos de todo el país, motores al límite y un solo objetivo: romper récords en la mejor pista del Valle 💙

¿Estás listo para volver a sentir la adrenalina? 😎🔥 #ParaSerFelices 💪🏼🤩","🏁🔥 ¡Vuelve la emoción a toda velocidad! 🔥🏁

El Cuarto de Milla Tuluá regresa este 26 y 27 de julio al Aeropuerto Heriberto Gil Martínez 🚗💨

Pilotos de todo el país, motores al límite y un solo objetivo: romper récords en la mejor pista del Valle 💙

¿Estás listo para volver a sentir la adrenalina? 😎🔥 #ParaSerFelices 💪🏼🤩",20,"07/01/2025 16:27",N/A,https://www.facebook.com/reel/931452162440427/,1,0,Reels,,,,,Total,51190,37895,664,559,11,94,367888.201,9.104,0,0,242,242,,,
1175843164583014,100064720237286,"Alcaldía de Tuluá","🌱🌳 ¡Tuluá se sigue vistiendo de verde!

En una gran jornada de reforestación, sembramos 70 árboles en la salida norte de nuestro municipio con el apoyo del Batallón de Alta Montaña – Distrito Buga.🚨✅

Un paso más hacia una Tuluá sostenible, consciente y comprometida con el medio ambiente. #ParaSerFelices 🤩💙🍃","🌱🌳 ¡Tuluá se sigue vistiendo de verde!

En una gran jornada de reforestación, sembramos 70 árboles en la salida norte de nuestro municipio con el apoyo del Batallón de Alta Montaña – Distrito Buga.🚨✅

Un paso más hacia una Tuluá sostenible, consciente y comprometida con el medio ambiente. #ParaSerFelices 🤩💙🍃",21,"07/01/2025 13:55",uploaded,https://www.facebook.com/reel/1243406483860730/,1,0,Reels,,,,,Total,1024,806,41,31,0,10,3493.551,3.712,0,0,8,8,,,
1175622564605074,100064720237286,"Alcaldía de Tuluá","🚸👮‍♂️ ¡Llegó la Patrulla Escolar a Tuluá! 💙💙

Iniciamos en la Institución Educativa Gimnasio del Pacífico con esta gran estrategia de educación y seguridad vial 🚦📚.

Niños y niñas que serán ejemplo y voz de las normas que salvan vidas llegarán a las demás Instituciones mostrando la importancia de las normas y la seguridad en las calles✅ 💙🙌.

¡Así construimos una Tuluá más segura desde la escuela! 💙✨ #ParaSerFelices","🚸👮‍♂️ ¡Llegó la Patrulla Escolar a Tuluá! 💙💙

Iniciamos en la Institución Educativa Gimnasio del Pacífico con esta gran estrategia de educación y seguridad vial 🚦📚.

Niños y niñas que serán ejemplo y voz de las normas que salvan vidas llegarán a las demás Instituciones mostrando la importancia de las normas y la seguridad en las calles✅ 💙🙌.

¡Así construimos una Tuluá más segura desde la escuela! 💙✨ #ParaSerFelices",29,"07/01/2025 09:31",N/A,https://www.facebook.com/reel/595057903263841/,1,0,Reels,,,,,Total,6017,5153,216,163,29,24,53924.076,10.105,0,0,124,124,,,
